REGN,C1_3,C2_3,C3_3,C4_3
1,Í1.0,13.74,,
1,Í1.1,12.11,,
1,Í1.2,12.12,,
1,Í2,108.36,,
1,Í3,104.00,,
1,Í4,72.84,,
1,Í7,98.21,,
1,Í9.1,0.00,,
1,Í10.1,0.17,,
1,Í12,0.19,,
1,Í18,103.66,,
2,Í1.0,29.13,,
2,Í1.1,25.41,,
2,Í1.2,25.41,,
2,Í2,32.47,,
2,Í3,76.36,,
2,Í4,60.88,,
2,Í7,189.52,,
2,Í9.1,0.11,,
2,Í10.1,0.16,,
2,Í12,0.00,,
5,Í1.0,12.53,,
5,Í1.1,9.09,,
5,Í1.2,9.09,,
5,Í2,59.41,,
5,Í3,71.24,,
5,Í4,45.52,,
5,Í7,274.62,,
5,Í9.1,1.57,,
5,Í10.1,1.95,,
5,Í12,0.00,,
21,Í1.0,21.88,,
21,Í1.1,17.35,,
21,Í1.2,17.35,,
21,Í2,113.30,,
21,Í3,120.25,,
21,Í4,71.16,,
21,Í7,151.43,,
21,Í9.1,0.00,,
21,Í10.1,1.30,,
21,Í12,0.00,,
23,Í1.0,12.88,,
23,Í1.1,9.46,,
23,Í1.2,9.46,,
23,Í2,23.33,,
23,Í3,153.55,,
23,Í4,78.19,,
23,Í7,476.83,,
23,Í9.1,2.72,,
23,Í10.1,1.10,,
23,Í12,4.71,,
52,Í1.0,13.61,,
52,Í1.1,9.37,,
52,Í1.2,9.37,,
52,Í2,83.04,,
52,Í3,98.28,,
52,Í4,62.27,,
52,Í7,223.94,,
52,Í9.1,0.08,,
52,Í10.1,0.82,,
52,Í12,0.00,,
53,Í1.0,14.08,,
53,Í1.1,7.33,,
53,Í1.2,7.33,,
53,Í2,73.73,,
53,Í3,85.66,,
53,Í4,73.77,,
53,Í7,403.71,,
53,Í9.1,0.03,,
53,Í10.1,0.51,,
53,Í12,0.00,,
55,Í1.0,11.79,,
55,Í1.1,6.58,,
55,Í1.2,7.07,,
55,Í2,68.36,,
55,Í3,93.30,,
55,Í4,34.57,,
55,Í7,359.90,,
55,Í9.1,0.01,,
55,Í10.1,0.21,,
55,Í12,0.00,,
65,Í1.0,11.18,,
65,Í1.1,8.49,,
65,Í1.2,9.18,,
65,Í2,42.40,,
65,Í3,88.24,,
65,Í4,76.73,,
65,Í7,263.53,,
65,Í9.1,0.00,,
65,Í10.1,2.73,,
65,Í12,0.00,,
67,Í1.0,18.33,,
67,Í1.1,15.24,,
67,Í1.2,15.24,,
67,Í2,42.13,,
67,Í3,65.96,,
67,Í4,100.69,,
67,Í7,213.84,,
67,Í9.1,0.33,,
67,Í10.1,0.26,,
67,Í12,0.00,,
77,Í1.0,12.47,,
77,Í1.1,8.83,,
77,Í1.2,8.83,,
77,Í2,44.25,,
77,Í3,81.58,,
77,Í4,94.58,,
77,Í7,452.73,,
77,Í9.1,0.00,,
77,Í10.1,0.49,,
77,Í12,0.00,,
85,Í1.0,17.76,,
85,Í1.1,17.63,,
85,Í1.2,17.63,,
85,Í2,84.12,,
85,Í3,88.62,,
85,Í4,78.98,,
85,Í7,219.01,,
85,Í9.1,0.00,,
85,Í10.1,1.00,,
85,Í12,0.00,,
96,Í1.0,26.15,,
96,Í1.1,18.93,,
96,Í1.2,18.93,,
96,Í2,138.43,,
96,Í3,143.12,,
96,Í4,45.23,,
96,Í7,156.66,,
96,Í9.1,0.00,,
96,Í10.1,1.66,,
96,Í12,0.00,,
101,Í1.0,19.54,,
101,Í1.1,18.26,,
101,Í1.2,18.26,,
101,Í2,39.72,,
101,Í3,66.18,,
101,Í4,10.13,,
101,Í7,245.26,,
101,Í9.1,0.13,,
101,Í10.1,0.70,,
101,Í12,0.00,,
103,Í1.0,26.84,,
103,Í1.1,22.15,,
103,Í1.2,22.15,,
103,Í2,55.48,,
103,Í3,96.63,,
103,Í4,44.17,,
103,Í7,213.49,,
103,Í9.1,0.00,,
103,Í10.1,2.37,,
103,Í12,0.00,,
106,Í1.0,28.03,,
106,Í1.1,24.96,,
106,Í1.2,24.96,,
106,Í2,31.94,,
106,Í3,89.89,,
106,Í4,40.80,,
106,Í7,209.76,,
106,Í10.1,0.67,,
121,Í1.0,20.34,,
121,Í1.1,18.28,,
121,Í1.2,18.28,,
121,Í2,162.10,,
121,Í3,126.00,,
121,Í4,10.56,,
121,Í7,121.83,,
121,Í9.1,0.00,,
121,Í10.1,0.06,,
121,Í12,0.00,,
138,Í1.0,10.67,,
138,Í1.1,6.55,,
138,Í1.2,6.56,,
138,Í2,63.73,,
138,Í3,124.13,,
138,Í4,79.87,,
138,Í7,421.87,,
138,Í9.1,17.58,,
138,Í10.1,0.24,,
142,Í1.0,63.72,,
142,Í1.1,63.71,,
142,Í1.2,63.72,,
142,Í2,117.79,,
142,Í3,126.10,,
142,Í4,26.94,,
142,Í7,67.59,,
142,Í9.1,0.00,,
142,Í10.1,1.24,,
142,Í12,0.00,,
149,Í1.0,85.67,,
149,Í1.1,59.12,,
149,Í1.2,59.12,,
149,Í2,379.54,,
149,Í3,443.36,,
149,Í4,43.06,,
149,Í7,9.02,,
149,Í9.1,0.00,,
149,Í10.1,0.00,,
149,Í12,0.00,,
153,Í1.0,15.92,,
153,Í1.1,11.26,,
153,Í1.2,11.28,,
153,Í2,131.09,,
153,Í3,187.97,,
153,Í4,42.54,,
153,Í7,193.93,,
153,Í9.1,0.00,,
153,Í10.1,0.62,,
153,Í12,0.00,,
170,Í1.0,53.29,,
170,Í1.1,53.29,,
170,Í1.2,53.29,,
170,Í2,1550.12,,
170,Í3,2684.08,,
170,Í4,13.97,,
170,Í7,103.53,,
170,Í9.1,0.00,,
170,Í10.1,0.00,,
170,Í12,0.00,,
184,Í1.0,72.15,,
184,Í1.1,72.15,,
184,Í1.2,72.15,,
184,Í2,157.32,,
184,Í3,157.10,,
184,Í4,65.72,,
184,Í7,65.80,,
184,Í9.1,0.00,,
184,Í10.1,0.00,,
184,Í12,0.02,,
197,Í1.0,12.26,,
197,Í1.1,7.38,,
197,Í1.2,7.38,,
197,Í2,50.78,,
197,Í3,94.05,,
197,Í4,20.30,,
197,Í7,477.63,,
197,Í9.1,0.12,,
197,Í10.1,0.47,,
197,Í12,0.01,,
208,Í1.0,11.44,,
208,Í1.1,9.97,,
208,Í1.2,9.97,,
208,Í2,50.55,,
208,Í3,121.20,,
208,Í4,31.50,,
208,Í7,115.52,,
208,Í9.1,0.00,,
208,Í10.1,0.90,,
208,Í12,3.94,,
210,Í1.0,11.11,,
210,Í1.1,6.00,,
210,Í1.2,6.00,,
210,Í2,54.22,,
210,Í3,77.46,,
210,Í4,61.46,,
210,Í7,501.89,,
210,Í9.1,1.68,,
210,Í10.1,1.84,,
210,Í12,0.00,,
212,Í1.0,12.05,,
212,Í1.1,8.89,,
212,Í1.2,8.89,,
212,Í2,133.98,,
212,Í3,141.86,,
212,Í4,40.04,,
212,Í7,377.91,,
212,Í9.1,0.01,,
212,Í10.1,0.36,,
212,Í12,5.05,,
226,Í1.0,11.31,,
226,Í1.1,5.15,,
226,Í1.2,5.90,,
226,Í2,67.85,,
226,Í3,169.75,,
226,Í4,64.61,,
226,Í7,397.92,,
226,Í9.1,0.72,,
226,Í10.1,2.63,,
226,Í12,7.58,,
232,Í1.0,11.12,,
232,Í1.1,7.36,,
232,Í1.2,7.36,,
232,Í2,61.45,,
232,Í3,93.22,,
232,Í4,50.95,,
232,Í7,292.83,,
232,Í9.1,0.00,,
232,Í10.1,0.99,,
232,Í12,0.00,,
236,Í1.0,47.55,,
236,Í1.1,30.43,,
236,Í1.2,30.43,,
236,Í2,173.26,,
236,Í3,165.84,,
236,Í4,20.91,,
236,Í7,72.05,,
236,Í9.1,0.00,,
236,Í10.1,0.00,,
236,Í12,0.00,,
249,Í1.0,12.55,,
249,Í1.1,10.63,,
249,Í1.2,10.63,,
249,Í2,48.83,,
249,Í3,68.13,,
249,Í4,114.03,,
249,Í7,179.59,,
249,Í9.1,3.00,,
249,Í10.1,1.14,,
249,Í12,3.00,,
254,Í1.0,12.73,,
254,Í1.1,9.70,,
254,Í1.2,9.70,,
254,Í2,43.55,,
254,Í3,81.56,,
254,Í4,77.13,,
254,Í7,190.96,,
254,Í9.1,0.00,,
254,Í10.1,1.50,,
254,Í12,0.00,,
256,Í1.0,15.18,,
256,Í1.1,14.99,,
256,Í1.2,14.99,,
256,Í2,70.59,,
256,Í3,96.39,,
256,Í4,52.63,,
256,Í7,307.40,,
256,Í9.1,0.00,,
256,Í10.1,1.51,,
256,Í12,0.00,,
272,Í1.0,40.42,,
272,Í1.1,36.70,,
272,Í1.2,36.70,,
272,Í2,84.31,,
272,Í3,103.44,,
272,Í4,0.00,,
272,Í7,127.67,,
272,Í9.1,0.00,,
272,Í10.1,0.81,,
272,Í12,0.00,,
286,Í1.0,31.91,,
286,Í1.1,31.90,,
286,Í1.2,31.90,,
286,Í2,51.48,,
286,Í3,62.54,,
286,Í4,4.94,,
286,Í7,217.09,,
286,Í9.1,0.00,,
286,Í10.1,0.00,,
286,Í12,0.00,,
312,Í1.0,11.39,,
312,Í1.1,7.50,,
312,Í1.2,7.50,,
312,Í2,70.78,,
312,Í3,130.61,,
312,Í4,65.40,,
312,Í7,257.90,,
312,Í9.1,0.00,,
312,Í10.1,1.66,,
312,Í12,2.05,,
316,Í1.0,14.77,,
316,Í1.1,9.69,,
316,Í1.2,9.69,,
316,Í2,82.30,,
316,Í3,132.90,,
316,Í4,85.31,,
316,Í7,20.22,,
316,Í9.1,6.55,,
316,Í10.1,0.55,,
316,Í12,0.58,,
323,Í1.0,11.63,,
323,Í1.1,9.21,,
323,Í1.2,9.75,,
323,Í2,49.34,,
323,Í3,75.89,,
323,Í4,90.50,,
323,Í7,180.53,,
323,Í9.1,1.01,,
323,Í10.1,0.90,,
323,Í12,6.89,,
324,Í1.0,11.18,,
324,Í1.1,7.85,,
324,Í1.2,7.85,,
324,Í2,31.83,,
324,Í3,52.65,,
324,Í4,56.03,,
324,Í7,470.05,,
324,Í9.1,0.00,,
324,Í10.1,2.56,,
324,Í12,0.67,,
328,Í1.0,10.88,,
328,Í1.1,6.52,,
328,Í1.2,6.56,,
328,Í2,35.23,,
328,Í3,65.57,,
328,Í4,100.78,,
328,Í7,619.01,,
328,Í9.1,0.36,,
328,Í10.1,0.46,,
328,Í12,13.33,,
330,Í1.0,38.70,,
330,Í1.1,18.28,,
330,Í1.2,20.34,,
330,Í2,57.87,,
330,Í3,181.73,,
330,Í4,62.63,,
330,Í7,173.70,,
330,Í9.1,0.00,,
330,Í10.1,0.19,,
330,Í12,0.00,,
347,Í1.0,50.35,,
347,Í1.1,49.63,,
347,Í1.2,49.63,,
347,Í2,65.36,,
347,Í3,70.69,,
347,Í4,36.93,,
347,Í7,47.69,,
347,Í9.1,0.00,,
347,Í10.1,1.04,,
347,Í12,0.00,,
354,Í1.0,11.52,,
354,Í1.1,7.00,,
354,Í1.2,7.33,,
354,Í2,57.53,,
354,Í3,84.12,,
354,Í4,100.23,,
354,Í7,410.30,,
354,Í9.1,4.30,,
354,Í10.1,0.36,,
354,Í12,13.64,,
356,Í1.0,11.49,,
356,Í1.1,7.23,,
356,Í1.2,7.23,,
356,Í2,69.86,,
356,Í3,84.18,,
356,Í4,53.55,,
356,Í7,419.69,,
356,Í9.1,0.00,,
356,Í10.1,1.06,,
356,Í12,6.67,,
370,Í1.0,20.58,,
370,Í1.1,14.20,,
370,Í1.2,14.20,,
370,Í2,65.27,,
370,Í3,77.89,,
370,Í4,95.98,,
370,Í7,142.86,,
370,Í9.1,0.01,,
370,Í10.1,1.69,,
370,Í12,0.00,,
384,Í1.0,17.67,,
384,Í10.1,0.00,,
384,Í12,0.00,,
384,Í15,123.59,,
384,Í16,0.00,,
384,Í16.1,0.00,,
384,Í16.2,0.00,,
385,Í1.0,20.94,,
385,Í1.1,16.16,,
385,Í1.2,16.16,,
385,Í2,58.51,,
385,Í3,78.25,,
385,Í4,51.88,,
385,Í7,156.42,,
385,Í9.1,0.00,,
385,Í10.1,1.59,,
385,Í12,0.00,,
415,Í1.0,57.17,,
415,Í1.1,54.27,,
415,Í1.2,54.27,,
415,Í2,93.47,,
415,Í3,139.69,,
415,Í4,20.93,,
415,Í7,54.57,,
415,Í9.1,0.03,,
415,Í10.1,0.16,,
415,Í12,0.00,,
429,Í1.0,10.65,,
429,Í1.1,6.47,,
429,Í1.2,6.47,,
429,Í2,94.22,,
429,Í3,56.47,,
429,Í4,75.71,,
429,Í7,421.48,,
429,Í9.1,0.21,,
429,Í10.1,0.62,,
429,Í12,0.00,,
430,Í1.0,14.59,,
430,Í1.1,9.56,,
430,Í1.2,9.56,,
430,Í2,42.65,,
430,Í3,62.67,,
430,Í4,103.76,,
430,Í7,7.41,,
430,Í9.1,5.81,,
430,Í10.1,1.00,,
430,Í12,0.00,,
435,Í1.0,37.16,,
435,Í1.1,36.28,,
435,Í1.2,36.28,,
