REGN,C1_3,C2_3,C3_3,C4_3
1,Í1.0,12.29,,
1,Í1.1,8.62,,
1,Í1.2,8.62,,
1,Í2,87.38,,
1,Í3,248.68,,
1,Í4,66.10,,
1,Í7,273.12,,
1,Í9.1,0.00,,
1,Í10.1,0.15,,
1,Í12,0.41,,
1,Í18,101.72,,
2,Í1.0,21.77,,
2,Í1.1,18.41,,
2,Í1.2,18.42,,
2,Í2,53.02,,
2,Í3,87.13,,
2,Í4,2.86,,
2,Í7,92.65,,
2,Í9.1,0.45,,
2,Í10.1,0.45,,
2,Í12,0.00,,
5,Í1.0,12.24,,
5,Í1.1,7.84,,
5,Í1.2,7.84,,
5,Í2,68.04,,
5,Í3,100.78,,
5,Í4,83.41,,
5,Í7,356.24,,
5,Í9.1,1.13,,
5,Í10.1,1.84,,
5,Í12,0.00,,
21,Í1.0,34.38,,
21,Í1.1,27.97,,
21,Í1.2,27.97,,
21,Í2,144.60,,
21,Í3,136.39,,
21,Í4,36.51,,
21,Í7,60.18,,
21,Í9.1,5.06,,
21,Í10.1,1.57,,
21,Í12,0.00,,
52,Í1.0,13.36,,
52,Í1.1,8.85,,
52,Í1.2,8.85,,
52,Í2,120.39,,
52,Í3,118.94,,
52,Í4,77.25,,
52,Í7,272.26,,
52,Í9.1,0.18,,
52,Í10.1,0.64,,
52,Í12,0.00,,
53,Í1.0,18.41,,
53,Í1.1,12.50,,
53,Í1.2,12.50,,
53,Í2,111.15,,
53,Í3,108.80,,
53,Í4,38.55,,
53,Í7,209.39,,
53,Í9.1,0.00,,
53,Í10.1,0.26,,
53,Í12,0.00,,
55,Í1.0,10.16,,
55,Í1.1,6.31,,
55,Í1.2,6.31,,
55,Í2,83.83,,
55,Í3,82.89,,
55,Í4,74.35,,
55,Í7,473.79,,
55,Í9.1,0.00,,
55,Í10.1,0.37,,
55,Í12,0.00,,
65,Í1.0,16.58,,
65,Í1.1,7.58,,
65,Í1.2,7.58,,
65,Í2,33.82,,
65,Í3,81.25,,
65,Í4,58.84,,
65,Í7,223.00,,
65,Í9.1,0.00,,
65,Í10.1,0.93,,
65,Í12,0.00,,
67,Í1.0,22.28,,
67,Í1.1,16.55,,
67,Í1.2,16.56,,
67,Í2,129.35,,
67,Í3,129.64,,
67,Í4,81.95,,
67,Í7,138.40,,
67,Í9.1,0.68,,
67,Í10.1,0.48,,
67,Í12,0.00,,
77,Í1.0,13.16,,
77,Í1.1,6.28,,
77,Í1.2,6.28,,
77,Í2,46.61,,
77,Í3,75.28,,
77,Í4,61.95,,
77,Í7,388.70,,
77,Í9.1,0.00,,
77,Í10.1,0.23,,
77,Í12,0.00,,
85,Í1.0,23.60,,
85,Í1.1,14.28,,
85,Í1.2,14.28,,
85,Í2,523.63,,
85,Í3,392.49,,
85,Í4,36.49,,
85,Í7,185.65,,
85,Í9.1,0.00,,
85,Í10.1,1.85,,
85,Í12,0.00,,
96,Í1.0,20.13,,
96,Í1.1,19.78,,
96,Í1.2,19.78,,
96,Í2,68.87,,
96,Í3,57.57,,
96,Í4,68.10,,
96,Í7,183.62,,
96,Í9.1,0.00,,
96,Í10.1,1.00,,
96,Í12,0.00,,
101,Í1.0,15.76,,
101,Í1.1,13.61,,
101,Í1.2,13.61,,
101,Í2,125.02,,
101,Í3,133.24,,
101,Í4,2.17,,
101,Í7,117.20,,
101,Í9.1,0.09,,
101,Í10.1,1.09,,
101,Í12,0.00,,
103,Í1.0,23.55,,
103,Í1.1,23.36,,
103,Í1.2,23.36,,
103,Í2,141.76,,
103,Í3,198.68,,
103,Í4,40.72,,
103,Í7,76.81,,
103,Í9.1,0.00,,
103,Í10.1,2.07,,
103,Í12,0.00,,
106,Í1.0,32.27,,
106,Í1.1,28.16,,
106,Í1.2,28.16,,
106,Í2,82.58,,
106,Í3,116.16,,
106,Í4,41.18,,
106,Í7,127.65,,
106,Í9.1,0.56,,
106,Í10.1,1.21,,
121,Í1.0,16.13,,
121,Í1.1,13.86,,
121,Í1.2,13.86,,
121,Í2,128.84,,
121,Í3,110.54,,
121,Í4,8.88,,
121,Í7,141.67,,
121,Í9.1,0.00,,
121,Í10.1,0.11,,
121,Í12,0.00,,
138,Í1.0,10.64,,
138,Í1.1,6.46,,
138,Í1.2,7.32,,
138,Í2,151.29,,
138,Í3,132.96,,
138,Í4,30.74,,
138,Í7,473.57,,
138,Í9.1,12.05,,
138,Í10.1,0.17,,
149,Í1.0,50.88,,
149,Í10.1,0.00,,
149,Í12,0.00,,
149,Í15,289.07,,
149,Í16.1,57.03,,
149,Í16.2,0.00,,
153,Í1.0,52.31,,
153,Í1.1,42.73,,
153,Í1.2,42.94,,
153,Í2,188.07,,
153,Í3,145.67,,
153,Í4,10.93,,
153,Í7,0.00,,
153,Í9.1,0.00,,
153,Í10.1,0.38,,
153,Í12,0.00,,
170,Í1.0,18.31,,
170,Í1.1,16.42,,
170,Í1.2,16.42,,
170,Í2,457.93,,
170,Í3,415.01,,
170,Í4,60.94,,
170,Í7,75.90,,
170,Í9.1,0.00,,
170,Í10.1,0.01,,
170,Í12,0.00,,
197,Í1.0,25.61,,
197,Í1.1,6.00,,
197,Í1.2,8.62,,
197,Í2,216.74,,
197,Í3,122.71,,
197,Í4,40.93,,
197,Í7,272.63,,
197,Í9.1,0.11,,
197,Í10.1,0.14,,
197,Í12,0.00,,
208,Í1.0,11.70,,
208,Í1.1,9.89,,
208,Í1.2,9.89,,
208,Í2,122.25,,
208,Í3,85.67,,
208,Í4,64.98,,
208,Í7,307.99,,
208,Í9.1,0.00,,
208,Í10.1,0.77,,
208,Í12,4.93,,
