REGN,C1_1,C2_1
1,8810,100501833
1,8811,5300364
1,8812,43325425
1,8813,52250237
1,8814,76361102
1,8817,2389369
1,8818,3580386
1,8821,1752799
1,8822,2596550
1,8831,12314184
1,8832,14089939
1,8902,36791506
1,8904,33408
1,8908,792000
1,8909,302464
1,8910,58325265
1,8911,40816
1,8912,3773642
1,8913,66120
1,8914,208744
1,8918,194613448
1,8919,13267115
1,8921,3773642
1,8922,62078960
1,8925,182544
1,8928,399423
1,8930,84770778
1,8931,66736705
1,8933,5139879
1,8934,1397397
1,8935,5108311
1,8938,1928102
1,8939,145185
1,8940,136
1,8941,2566318
1,8942,2873830
1,8945,96113324
1,8950,118323
1,8951,5087138
1,8953,176784573
1,8956,172715
1,8957,222457
1,8960,1941858
1,8962,6923241
1,8964,5034814
1,8969,250000
1,8972,14983435
1,8973,141321
1,8974,1003268
1,8976,882418
1,8978,111746360
1,8980,23
1,8989,83980204
1,8991,52622845
1,8993,40250
1,8994,145967
1,8995,438456
1,8996,299862222
1,8998,179841802
2,8810,14472
2,8811,49
2,8812,30594
2,8813,287369
2,8814,337739
2,8821,15077
2,8822,21512
2,8909,35
2,8910,44834
2,8912,37021
2,8914,748
2,8918,11651
2,8921,37021
2,8925,375
2,8926,683
2,8941,3181
2,8942,21758
2,8945,15500
2,8953,17531
2,8956,960065
2,8957,983093
2,8962,25444
2,8964,9230
2,8989,158049
2,8991,369
2,8994,13
2,8996,583872
2,8998,1066044
5,8810,113694
5,8812,173480
5,8813,38731
5,8814,58097
5,8815,16904
5,8816,25356
5,8821,8964
5,8822,13446
5,8831,147
5,8832,221
5,8902,637181
5,8904,207842
5,8909,1053
5,8910,987293
5,8912,637686
5,8914,69
5,8916,236
5,8918,1724326
5,8921,637686
5,8925,14164
5,8926,7964
5,8933,81685
5,8941,58672
5,8942,41062
5,8945,20071
5,8950,836
5,8953,989350
5,8956,20266
5,8957,26238
5,8960,57201
5,8962,132234
5,8964,258758
5,8972,480313
5,8989,869598
5,8991,121018
5,8994,1091
5,8996,1358442
5,8998,2172727
18,8801,2113500
18,8810,3686472
18,8812,10092130
18,8813,455890
18,8814,675562
18,8821,286839
18,8822,369466
18,8829,17754
18,8830,26631
18,8831,3299
18,8832,4900
18,8902,3449234
18,8904,774000
18,8909,1023
18,8910,728237
18,8912,674308
18,8913,60115
18,8914,189
18,8918,4941756
18,8919,7865
18,8920,7865
18,8921,674307
18,8925,47996
18,8928,4580
18,8933,517
18,8934,1420
18,8938,95386
18,8940,34488
18,8941,201154
18,8942,126756
18,8943,28489
18,8945,4397894
18,8950,1930
18,8953,226094
18,8956,228136
18,8957,293730
18,8960,804426
18,8962,1192244
18,8964,404575
18,8966,11451
18,8972,1142820
18,8989,2731581
18,8991,1941950
18,8993,485
18,8994,1503363
18,8996,4844038
18,8998,9189263
21,8810,11523
21,8812,18938
21,8821,21719
21,8822,32579
21,8910,299944
21,8912,102005
21,8914,1935
21,8918,39149
21,8921,102005
21,8925,5217
21,8941,2664
21,8942,13464
21,8953,2230
21,8955,1570
21,8956,24601
21,8957,23961
21,8962,63933
21,8964,356165
21,8965,1570
21,8989,60600
21,8991,21684
21,8994,82
21,8996,200342
21,8998,423165
23,8810,7688
23,8813,158614
23,8814,235542
23,8829,21616
23,8830,32424
23,8831,15
23,8832,23
23,8835,3000
23,8836,4500
23,8901,36
23,8902,181477
23,8904,96644
23,8909,375
23,8910,223274
23,8912,237418
23,8914,467737
23,8918,1491450
23,8919,172533
23,8921,237418
23,8922,954563
23,8925,21618
23,8926,266
23,8928,900
23,8930,2040656
23,8933,458742
23,8934,25134
23,8937,150
23,8939,2084
23,8940,21916
23,8941,3517
23,8942,99209
23,8945,500
23,8953,302558
23,8956,21405
23,8957,27660
23,8960,141701
23,8962,382697
23,8964,84226
23,8966,17906
23,8972,100800
23,8973,94006
23,8977,50275
23,8978,12813978
23,8989,3137488
23,8991,1333331
23,8994,139
23,8996,5591262
23,8998,16718011
52,8810,543674
52,8813,914911
52,8814,1351931
52,8821,357907
52,8822,533900
52,8829,98645
52,8830,147968
52,8831,542
52,8832,813
52,8909,24
52,8910,1951404
52,8912,450003
52,8914,1564
52,8918,1101715
52,8921,450003
52,8925,17978
52,8926,749
52,8933,38638
52,8940,441
52,8941,196608
52,8942,92267
52,8953,1718214
52,8956,474629
52,8957,591856
52,8962,690739
52,8964,191789
52,8989,802919
52,8991,167971
52,8993,683
52,8994,3333
52,8996,2196335
52,8998,4833415
53,8806,11712
53,8807,8198
53,8810,1484610
53,8812,104458
53,8813,682826
53,8814,987070
53,8821,309637
53,8822,342013
53,8827,22697
53,8828,34046
53,8829,2882
53,8830,4323
53,8831,12405
53,8832,17754
53,8835,1174
53,8836,1761
53,8909,1503
53,8910,790502
53,8912,801917
53,8916,24
53,8918,526222
53,8921,801917
53,8925,12964
53,8926,515
53,8933,148756
53,8940,463
53,8941,1503
53,8942,53129
53,8950,5099
53,8953,557657
53,8955,3237
53,8956,13660
53,8957,17268
53,8962,230327
53,8964,1348978
53,8965,3237
53,8967,38
53,8972,322060
53,8981,181
53,8989,753510
53,8991,1035938
53,8993,718
53,8996,1316408
53,8998,7735525
55,8810,255005
55,8813,33600
55,8814,50400
55,8817,19303
55,8818,20268
55,8821,292060
55,8822,409196
55,8825,835
55,8826,1253
55,8827,43963
55,8828,59351
55,8831,157638
55,8832,224234
55,8835,419
55,8836,629
55,8909,5218
55,8910,480529
55,8912,191107
55,8914,826
55,8916,16
55,8918,34500
55,8921,191107
55,8925,4379
55,8926,20930
55,8933,122745
55,8934,12117
55,8940,851
55,8941,5218
55,8942,53216
55,8945,145400
55,8950,3493
55,8953,432687
55,8955,45000
55,8956,38636
55,8957,32639
55,8962,503466
55,8964,79062
55,8965,45000
55,8980,561
55,8981,1216
55,8989,321787
55,8991,165223
55,8993,251
55,8994,708
55,8995,3127
55,8996,585666
55,8998,2625139
65,8810,65530
65,8811,1
65,8812,4201159
65,8813,1274745
65,8814,1517834
65,8815,954374
65,8816,1414464
65,8821,298375
65,8822,414356
65,8825,303267
65,8826,454710
65,8829,107
65,8830,161
65,8909,955
65,8910,532307
65,8912,1792712
65,8914,272500
65,8916,100000
65,8918,11254578
65,8921,1792712
65,8925,72001
65,8933,1262137
65,8941,41039
65,8942,124501
65,8945,100000
65,8950,4865
65,8953,358488
65,8955,104
65,8956,152461
65,8957,189790
65,8962,1196094
65,8964,72705
65,8965,104
65,8989,2493265
65,8991,605966
65,8993,2593
65,8994,6137
65,8996,10833463
65,8998,9116791
67,8810,380791
67,8813,400095
67,8814,454803
67,8821,38187
67,8822,55424
67,8835,66
67,8836,99
67,8902,304437
67,8909,981
67,8910,42710
67,8912,239174
67,8918,5135565
67,8921,239174
67,8925,10947
67,8933,58530
67,8934,55
67,8941,277767
67,8942,98210
67,8956,162342
67,8957,138827
67,8962,157821
67,8964,47437
67,8972,114441
67,8989,740875
67,8991,293057
67,8994,31
67,8996,9057773
67,8998,8100470
