REGN,C1_3,C2_3,C3_3,C4_3
1,Í1.0,13.59,,
1,Í1.1,12.04,,
1,Í1.2,12.06,,
1,Í2,108.73,,
1,Í3,74.22,,
1,Í4,106.12,,
1,Í7,142.71,,
1,Í9.1,0.00,,
1,Í10.1,0.17,,
1,Í12,0.19,,
1,Í18,101.10,,
2,Í1.0,29.86,,
2,Í1.1,25.61,,
2,Í1.2,25.61,,
2,Í2,38.17,,
2,Í3,80.19,,
2,Í4,45.47,,
2,Í7,175.54,,
2,Í9.1,0.13,,
2,Í10.1,0.13,,
2,Í12,0.00,,
5,Í1.0,13.17,,
5,Í1.1,9.57,,
5,Í1.2,9.57,,
5,Í2,59.04,,
5,Í3,107.07,,
5,Í4,35.85,,
5,Í7,245.98,,
5,Í9.1,1.43,,
5,Í10.1,1.77,,
5,Í12,0.00,,
21,Í1.0,23.73,,
21,Í1.1,18.49,,
21,Í1.2,18.49,,
21,Í2,110.01,,
21,Í3,115.82,,
21,Í4,73.33,,
21,Í7,143.63,,
21,Í9.1,0.00,,
21,Í10.1,1.32,,
21,Í12,0.00,,
23,Í1.0,12.51,,
23,Í1.1,9.66,,
23,Í1.2,9.66,,
23,Í2,52.02,,
23,Í3,127.36,,
23,Í4,65.06,,
23,Í7,506.25,,
23,Í9.1,3.11,,
23,Í10.1,1.25,,
23,Í12,4.69,,
52,Í1.0,13.25,,
52,Í1.1,9.06,,
52,Í1.2,9.06,,
52,Í2,85.00,,
52,Í3,91.74,,
52,Í4,59.13,,
52,Í7,291.86,,
52,Í9.1,0.10,,
52,Í10.1,1.18,,
52,Í12,0.00,,
53,Í1.0,13.71,,
53,Í1.1,8.76,,
53,Í1.2,8.76,,
53,Í2,54.21,,
53,Í3,59.06,,
53,Í4,83.67,,
53,Í7,378.11,,
53,Í9.1,0.03,,
53,Í10.1,0.53,,
53,Í12,0.00,,
55,Í1.0,10.79,,
55,Í1.1,5.65,,
55,Í1.2,6.14,,
55,Í2,68.08,,
55,Í3,64.18,,
55,Í4,49.73,,
55,Í7,411.29,,
55,Í9.1,0.69,,
55,Í10.1,0.61,,
55,Í12,0.00,,
65,Í1.0,10.95,,
65,Í1.1,8.73,,
65,Í1.2,9.40,,
65,Í2,35.52,,
65,Í3,62.99,,
65,Í4,78.80,,
65,Í7,290.63,,
65,Í9.1,0.00,,
65,Í10.1,2.11,,
65,Í12,0.00,,
67,Í1.0,17.76,,
67,Í1.1,15.14,,
67,Í1.2,15.14,,
67,Í2,31.29,,
67,Í3,56.44,,
67,Í4,112.80,,
67,Í7,239.83,,
67,Í9.1,0.20,,
67,Í10.1,0.32,,
67,Í12,0.00,,
77,Í1.0,12.43,,
77,Í1.1,9.65,,
77,Í1.2,9.65,,
77,Í2,35.00,,
77,Í3,73.56,,
77,Í4,103.87,,
77,Í7,476.09,,
77,Í9.1,0.00,,
77,Í10.1,0.51,,
77,Í12,0.00,,
85,Í1.0,17.94,,
85,Í1.1,17.55,,
85,Í1.2,17.55,,
85,Í2,81.71,,
85,Í3,85.43,,
85,Í4,78.83,,
85,Í7,223.48,,
85,Í9.1,0.00,,
85,Í10.1,1.02,,
85,Í12,0.00,,
96,Í1.0,26.44,,
96,Í1.1,21.11,,
96,Í1.2,21.11,,
96,Í2,131.46,,
96,Í3,135.52,,
96,Í4,40.28,,
96,Í7,163.85,,
96,Í9.1,0.00,,
96,Í10.1,1.64,,
96,Í12,0.00,,
101,Í1.0,15.93,,
101,Í1.1,14.61,,
101,Í1.2,14.61,,
101,Í2,43.67,,
101,Í3,71.06,,
101,Í4,26.82,,
101,Í7,241.48,,
101,Í9.1,9.53,,
101,Í10.1,0.59,,
101,Í12,0.00,,
103,Í1.0,25.64,,
103,Í1.1,22.87,,
103,Í1.2,22.87,,
103,Í2,74.18,,
103,Í3,94.64,,
103,Í4,54.16,,
103,Í7,167.53,,
103,Í9.1,0.00,,
103,Í10.1,2.26,,
103,Í12,0.00,,
106,Í1.0,26.15,,
106,Í1.1,24.40,,
106,Í1.2,24.40,,
106,Í2,44.05,,
106,Í3,70.26,,
106,Í4,45.74,,
106,Í7,223.46,,
106,Í10.1,0.63,,
121,Í1.0,24.83,,
121,Í1.1,22.27,,
121,Í1.2,22.27,,
121,Í2,237.39,,
121,Í3,164.34,,
121,Í4,13.39,,
121,Í7,83.04,,
121,Í9.1,0.00,,
121,Í10.1,0.09,,
121,Í12,0.00,,
138,Í1.0,11.17,,
138,Í1.1,8.73,,
138,Í1.2,8.73,,
138,Í2,64.67,,
138,Í3,126.27,,
138,Í4,65.49,,
138,Í7,396.80,,
138,Í9.1,16.59,,
138,Í10.1,0.19,,
142,Í1.0,66.23,,
142,Í1.1,66.21,,
142,Í1.2,66.23,,
142,Í2,129.66,,
142,Í3,145.35,,
142,Í4,35.08,,
142,Í7,62.62,,
142,Í9.1,0.50,,
142,Í10.1,1.02,,
142,Í12,0.00,,
149,Í1.0,74.41,,
149,Í1.1,50.01,,
149,Í1.2,50.01,,
149,Í2,116.92,,
149,Í3,227.56,,
149,Í4,55.51,,
149,Í7,28.56,,
149,Í9.1,0.00,,
149,Í10.1,0.00,,
149,Í12,0.00,,
153,Í1.0,14.64,,
153,Í1.1,10.10,,
153,Í1.2,10.11,,
153,Í2,69.04,,
153,Í3,198.32,,
153,Í4,36.58,,
153,Í7,245.96,,
153,Í9.1,0.00,,
