REGN,C1_1,C2_1
1,8700.2,3862139
1,8700.1,3862139
1,8700.0,3862139
1,8702,108616
1,8703.0,33339409
1,8703.2,33339409
1,8703.1,33339409
1,8704.2,5832221
1,8704.1,5832221
1,8704.0,5832221
1,8705,1
1,8707.2,6977630
1,8707.0,6977630
1,8707.1,6977630
1,8708.1,20029824
1,8708.2,20029824
1,8708.0,20029824
1,8709.2,546419
1,8709.1,546419
1,8709.0,546419
1,8710.1,188412055
1,8710.2,188412055
1,8710.0,188412055
1,8711.1,790750
1,8711.0,790750
1,8711.2,790750
1,8712.0,1324295
1,8712.1,1324295
1,8712.2,1324295
1,8713.1,12499968
1,8713.2,12499968
1,8713.0,12499968
1,8715,297893
1,8718,-297893
1,8801.0,6977630
1,8801.1,6977630
1,8801.2,6977630
1,8806,8051215
1,8807,5573479
1,8808.0,5620639
1,8808.1,5620639
1,8808.2,5620639
1,8809.0,6167937
1,8809.1,6167937
1,8809.2,6167937
1,8810.0,151323128
1,8810.1,151323128
1,8810.2,151323128
1,8811,69146167
1,8812.0,57511307
1,8812.1,57511307
1,8812.2,57511307
1,8813.0,16830
1,8813.1,16830
1,8813.2,16830
1,8814.0,24677
1,8814.2,24677
1,8814.1,24677
1,8815,7040
1,8816,10560
1,8817.1,25077402
1,8817.0,25077402
1,8817.2,25077402
1,8818.0,27338625
1,8818.2,27338625
1,8818.1,27338625
1,8821,743556
1,8822,1059413
1,8825.0,7411
1,8825.1,7411
1,8825.2,7411
1,8826.0,11117
1,8826.2,11117
1,8826.1,11117
1,8827.1,107800
1,8827.0,107800
1,8827.2,107800
1,8828.1,161700
1,8828.0,161700
1,8828.2,161700
1,8829.0,584097
1,8829.1,584097
1,8829.2,584097
1,8830.0,847572
1,8830.1,847572
1,8830.2,847572
1,8831,10408492
1,8832,9312169
1,8833.0,570501
1,8833.1,570501
1,8833.2,570501
1,8834.1,777608
1,8834.0,777608
1,8834.2,777608
1,8846,3286251
1,8847,362893
1,8848,3233266
1,8854,13582609
1,8855.0,66776
1,8855.1,66776
1,8855.2,66776
1,8856.0,18096
1,8856.1,18096
1,8856.2,18096
1,8857.0,16830
1,8857.1,16830
1,8857.2,16830
1,8858,1218880
1,8858.1,8300948
1,8859,1187691
1,8859.1,7754237
1,8860,12649
1,8860.1,85189
1,8861,303
1,8861.1,8998
1,8862,12555
1,8862.1,982
1,8863,10345
1,8863.1,113691
1,8864,4624
1,8864.1,33527
1,8865,13834
1,8865.1,469331
1,8866,54351710
1,8868,1365662
1,8877,981921
1,8878.1,245480
1,8879,613700
1,8885,79293935
1,8902,24229358
1,8904,932265
1,8908,869620
1,8910,14770293
1,8911,175466
1,8912.1,20029824
1,8912.0,20029824
1,8912.2,20029824
1,8914,13758128
1,8918,331692317
1,8919,245480
1,8921,18994849
1,8922,85878592
1,8925,250307
1,8928,1218575
1,8930,142460140
1,8933,9807079
1,8935,5903932
1,8938,6174871
1,8941.0,546419
1,8941.1,546419
1,8941.2,546419
1,8942,5506229
1,8945.0,19795867
1,8945.2,19795867
1,8945.1,19795867
1,8950,93188
1,8951,5057288
1,8953.1,188412055
1,8953.0,188412055
1,8953.2,188412055
1,8954.0,790750
1,8954.2,790750
1,8954.1,790750
1,8956.0,4718997
1,8956.1,4718997
1,8956.2,4718997
1,8957.0,5452249
1,8957.1,5452249
1,8957.2,5452249
1,8959.0,4250984
1,8959.2,4250984
1,8959.1,4250984
1,8960.0,1324295
1,8960.1,1324295
1,8960.2,1324295
1,8961,1148835
1,8962,10155562
1,8964.0,12499968
1,8964.2,12499968
1,8964.1,12499968
1,8972,32531091
1,8973,436641
1,8974.0,3519562
1,8974.1,3519562
1,8974.2,3519562
1,8978,179376919
1,8987,20812789
1,8989,85625150
1,8991,80660258
1,8993,200101
1,8994,138368
1,8996,535052249
1,8998,408590544
2,8701,10
2,8702,629
2,8703.0,62328
2,8703.1,62328
2,8703.2,62328
2,8704.0,5010
2,8704.2,5010
2,8704.1,5010
2,8705,1
2,8708.1,41857
2,8708.0,41857
2,8708.2,41857
2,8713.0,10082
2,8713.1,10082
2,8713.2,10082
2,8806,8296
2,8807,5372
2,8810.0,39479
2,8810.1,39479
2,8810.2,39479
2,8811,652
2,8812.0,47552
2,8812.1,47552
2,8812.2,47552
2,8813.0,987991
2,8813.1,987991
2,8813.2,987991
2,8814.0,1086156
2,8814.1,1086156
2,8814.2,1086156
2,8821,51010
2,8822,54339
2,8827.0,332
2,8827.1,332
2,8827.2,332
2,8828.0,324
2,8828.1,324
2,8828.2,324
2,8831,105523
2,8832,129276
2,8846,123226
2,8847,6161
2,8848,123226
2,8855.0,591638
2,8855.2,591638
2,8855.1,591638
2,8857.0,632611
2,8857.1,632611
2,8857.2,632611
2,8858.1,2099
2,8861.1,4272
2,8862.1,1146
2,8863.1,701
2,8865.1,3996
2,8874,2
2,8877,9
2,8884,186
2,8910,44721
2,8912.0,41857
2,8912.1,41857
2,8912.2,41857
2,8914,5520
2,8918,26734
2,8921,41857
2,8925,765
2,8926,502
2,8942,29070
2,8945.0,10000
2,8945.1,10000
2,8945.2,10000
2,8956.1,980672
2,8956.0,980672
2,8956.2,980672
2,8957.0,1002927
2,8957.1,1002927
2,8957.2,1002927
2,8962,61960
2,8964.0,10082
2,8964.1,10082
2,8964.2,10082
2,8989,162697
2,8991,22048
2,8994,14
2,8996,143106
2,8998,1347138
5,8702,12687
5,8703.0,313595
5,8703.1,313595
5,8703.2,313595
5,8704.0,6700
5,8704.2,6700
5,8704.1,6700
5,8705,1
5,8706,450000
5,8708.0,656734
5,8708.1,656734
5,8708.2,656734
5,8709.0,654354
5,8709.1,654354
5,8709.2,654354
5,8710.0,723520
5,8710.1,723520
5,8710.2,723520
5,8712.0,3143
5,8712.1,3143
5,8712.2,3143
5,8713.1,3658
5,8713.0,3658
5,8713.2,3658
5,8808.1,118243
5,8808.0,118243
5,8808.2,118243
5,8809.0,129707
5,8809.1,129707
5,8809.2,129707
5,8810.0,153986
5,8810.1,153986
5,8810.2,153986
5,8812.1,239187
5,8812.0,239187
5,8812.2,239187
5,8813.1,56998
5,8813.0,56998
5,8813.2,56998
5,8814.1,83582
5,8814.0,83582
5,8814.2,83582
5,8821,9812
5,8822,14663
5,8827.0,412444
5,8827.1,412444
5,8827.2,412444
5,8828.1,618666
5,8828.2,618666
5,8828.0,618666
5,8829.0,13749
5,8829.1,13749
5,8829.2,13749
5,8830.1,13406
5,8830.0,13406
5,8830.2,13406
5,8831,36667
5,8832,50540
5,8846,6251
5,8847,1250
5,8848,608077
5,8854,1878382
5,8855.1,785
5,8855.0,785
5,8855.2,785
5,8857.0,616
5,8857.1,616
5,8857.2,616
5,8858,259630
5,8858.1,542501
5,8859,224927
5,8859.1,471139
5,8860,33107
5,8860.1,8026
5,8861,8116
5,8862,1360
5,8878.2,1446
5,8879,3615
5,8902,32776
5,8910,711785
5,8911,4
5,8912.0,656734
5,8912.1,656734
5,8912.2,656734
5,8914,1879825
5,8916,255
5,8918,2109365
5,8921,648382
5,8925,12961
5,8926,11902
5,8933,334731
5,8941.0,654354
5,8941.1,654354
5,8941.2,654354
5,8942,103541
5,8945.0,1883309
5,8945.1,1883309
5,8945.2,1883309
5,8953.0,723520
5,8953.1,723520
5,8953.2,723520
5,8956.0,5534
5,8956.1,5534
5,8956.2,5534
5,8957.0,7123
5,8957.2,7123
5,8957.1,7123
5,8960.0,3143
5,8960.1,3143
5,8960.2,3143
5,8961,34975
5,8962,175974
5,8964.2,3658
5,8964.0,3658
5,8964.1,3658
5,8971,42036
5,8989,454498
5,8991,540223
5,8994,322
5,8996,1381708
5,8998,3235218
5,9903,10509
21,8703.1,14320
21,8703.0,14320
21,8703.2,14320
21,8704.0,45
21,8704.1,45
21,8704.2,45
21,8705,1
21,8708.0,460837
21,8708.1,460837
21,8708.2,460837
21,8709.1,6961
21,8709.0,6961
21,8709.2,6961
21,8710.1,5314
21,8710.0,5314
21,8710.2,5314
21,8713.1,63663
21,8713.0,63663
21,8713.2,63663
21,8808.0,481198
21,8808.1,481198
21,8808.2,481198
21,8809.0,453897
21,8809.1,453897
21,8809.2,453897
