REGN,C1_5
1,4/2/2011
1,4/3/2011
1,4/9/2011
1,4/10/2011
1,4/16/2011
1,4/17/2011
1,4/23/2011
1,4/24/2011
1,4/30/2011
18,4/3/2011
18,4/10/2011
18,4/17/2011
18,4/24/2011
21,4/3/2011
21,4/10/2011
21,4/17/2011
21,4/24/2011
21,4/30/2011
23,4/2/2011
23,4/3/2011
23,4/9/2011
23,4/10/2011
23,4/16/2011
23,4/17/2011
23,4/23/2011
23,4/24/2011
23,4/30/2011
55,4/3/2011
55,4/10/2011
67,4/2/2011
67,4/3/2011
67,4/9/2011
67,4/10/2011
67,4/16/2011
67,4/17/2011
67,4/23/2011
67,4/24/2011
67,4/30/2011
77,4/2/2011
77,4/3/2011
77,4/9/2011
77,4/10/2011
77,4/16/2011
77,4/17/2011
77,4/23/2011
77,4/24/2011
77,4/30/2011
84,4/3/2011
84,4/10/2011
84,4/17/2011
84,4/24/2011
85,4/2/2011
85,4/3/2011
85,4/9/2011
85,4/10/2011
85,4/16/2011
85,4/17/2011
85,4/23/2011
85,4/24/2011
85,4/30/2011
96,4/2/2011
96,4/3/2011
96,4/9/2011
96,4/10/2011
96,4/16/2011
96,4/17/2011
96,4/23/2011
96,4/24/2011
96,4/30/2011
101,4/3/2011
101,4/10/2011
101,4/17/2011
101,4/24/2011
103,4/2/2011
103,4/3/2011
103,4/9/2011
103,4/10/2011
103,4/16/2011
103,4/17/2011
103,4/23/2011
103,4/24/2011
103,4/30/2011
106,4/3/2011
106,4/10/2011
106,4/17/2011
106,4/23/2011
106,4/24/2011
142,4/2/2011
142,4/3/2011
142,4/9/2011
142,4/10/2011
142,4/16/2011
142,4/17/2011
142,4/23/2011
142,4/24/2011
142,4/30/2011
155,4/2/2011
155,4/3/2011
155,4/9/2011
155,4/10/2011
155,4/16/2011
155,4/17/2011
155,4/23/2011
155,4/24/2011
155,4/30/2011
170,4/2/2011
170,4/3/2011
170,4/9/2011
170,4/10/2011
170,4/16/2011
170,4/17/2011
170,4/23/2011
170,4/24/2011
170,4/30/2011
184,4/2/2011
184,4/3/2011
184,4/9/2011
184,4/10/2011
184,4/16/2011
184,4/17/2011
184,4/23/2011
184,4/24/2011
184,4/30/2011
197,4/2/2011
197,4/3/2011
197,4/9/2011
197,4/10/2011
197,4/16/2011
197,4/17/2011
197,4/23/2011
197,4/24/2011
197,4/30/2011
208,4/2/2011
208,4/3/2011
208,4/9/2011
