REGN,C1_5
1,1/1/2013
1,1/2/2013
1,1/3/2013
1,1/4/2013
1,1/5/2013
1,1/6/2013
1,1/7/2013
1,1/8/2013
1,1/12/2013
1,1/13/2013
1,1/19/2013
1,1/20/2013
1,1/26/2013
1,1/27/2013
18,1/1/2013
18,1/2/2013
18,1/3/2013
18,1/4/2013
18,1/5/2013
18,1/6/2013
18,1/7/2013
18,1/8/2013
18,1/13/2013
18,1/20/2013
18,1/27/2013
21,1/1/2013
21,1/2/2013
21,1/3/2013
21,1/4/2013
21,1/5/2013
21,1/6/2013
21,1/7/2013
21,1/8/2013
21,1/13/2013
21,1/20/2013
21,1/27/2013
23,1/1/2013
23,1/2/2013
23,1/3/2013
23,1/4/2013
23,1/5/2013
23,1/6/2013
23,1/7/2013
23,1/8/2013
23,1/12/2013
23,1/13/2013
23,1/19/2013
23,1/20/2013
23,1/26/2013
23,1/27/2013
55,1/1/2013
65,1/1/2013
65,1/2/2013
65,1/3/2013
65,1/6/2013
65,1/7/2013
65,1/8/2013
67,1/1/2013
67,1/2/2013
67,1/3/2013
67,1/4/2013
67,1/5/2013
67,1/6/2013
67,1/7/2013
67,1/8/2013
67,1/12/2013
67,1/13/2013
67,1/19/2013
67,1/20/2013
67,1/26/2013
67,1/27/2013
77,1/1/2013
77,1/2/2013
77,1/3/2013
77,1/4/2013
77,1/5/2013
77,1/6/2013
77,1/7/2013
77,1/8/2013
77,1/12/2013
77,1/13/2013
77,1/19/2013
77,1/20/2013
77,1/26/2013
77,1/27/2013
85,1/1/2013
85,1/2/2013
85,1/3/2013
85,1/4/2013
85,1/5/2013
85,1/6/2013
85,1/7/2013
85,1/8/2013
85,1/12/2013
85,1/13/2013
85,1/19/2013
85,1/20/2013
85,1/26/2013
85,1/27/2013
96,1/1/2013
96,1/2/2013
96,1/3/2013
96,1/6/2013
96,1/7/2013
96,1/8/2013
96,1/13/2013
96,1/20/2013
96,1/27/2013
101,1/1/2013
101,1/4/2013
101,1/5/2013
101,1/7/2013
101,1/13/2013
103,1/1/2013
103,1/2/2013
103,1/3/2013
103,1/4/2013
