REGN,OKATO,OKPO,OGRN,REGN_S,BIC,DT,NAME_B,ADR,PRIZ_P,C2_5
2593,45,17226837,1025000004787,2593,044583288,9/1/2013,"ООО КБ ""Альба Альянс""","119019, г. Москва, Кремлевская набережная, д. 1, стр. 2",1,22
2594,45,29284722,1027739446349,2594,044525217,9/1/2013,"""Королевский Банк Шотландии"" ЗАО","125009,  г. Москва, ул. Большая Никитская, д. 17, стр. 1",1,22
2598,45,17546460,1117711000010,2598,044525534,9/1/2013,"ОАО Банк ""Западный""","117292,  г. Москва, ул. Профсоюзная, дом 8, корпус 1",1,31
2602,98,31452865,1031403918138,2602,049805770,9/1/2013,"АКБ ""Алмазэргиэнбанк"" ОАО","677000, Республика Саха (Якутия), город. Якутск, проспект Ленина, 1",1,22
2607,45,29294382,1027739175859,2607,044579773,9/1/2013,"АКБ ""Кросна-Банк"" (ОАО)","123557,  г. Москва, Пресненский Вал, д. 27",1,22
2609,52,23773638,1025500001163,2609,045279731,9/1/2013,"ОАО АКБ ""ИТ Банк""","644024, город Омск, улица Думская, дом 7",1,27
2611,40,31978076,1027800003505,2611,044030826,9/1/2013,"ОАО Банк ""Объединенный капитал""","194100, Санкт-Петербург, Б. Сампсониевский пр., д. 68, лит. Н",1,22
2617,45,17546938,1027739152737,2617,044579828,9/1/2013,"ООО КБ ""Банк Расчетов и Сбережений""","115114,  г. Москва, ул. Дербеневская, дом 20, строение 2",1,22
2620,45,29285242,1027739530785,2620,044579101,9/1/2013,"ЗАО КБ ""МБР-банк""","115184, г. Москва, ул. Большая Ордынка, д. 59, строение 2",1,22
2626,45,29284797,1027739206692,2626,044579776,9/1/2013,"АКБ ""ОБПИ"" (ОАО)","121069,  г. Москва, Мерзляковский пер., д. 20, строение 1",1,22
2632,81,31616551,1020300003460,2632,048142736,9/1/2013,"ОАО АК ""БайкалБанк""","670034, Республика Бурятия, г. Улан-Удэ, ул.Красноармейская,28",1,31
2638,80,32058509,1020200000083,2638,048073846,9/1/2013,"ООО ""ПромТрансБанк""","450008 , Республика Башкортостан, г. Уфа, ул.Ленина, 70",1,31
2644,45,28880304,1021100000030,2644,044579571,9/1/2013,"АКБ ""ГОРОД"" ЗАО","115280, г.Москва, 1-й Автозаводский проезд, д. 4, корп. 1",1,31
2645,04,21904444,1022400000160,2645,040485666,9/1/2013,"ЗАО АИКБ ""Енисейский объединенный банк""","660049, г. Красноярск, ул. Карла Маркса, дом 62, пом. 25, 26, 27",1,27
2646,45,29275261,1027739259360,2646,044579283,9/1/2013,ОАО МПБ,"101000,  г. Москва, Милютинский пер., д. 2",1,31
2647,45,29039419,1027739278610,2647,044583104,9/1/2013,АК ФБ Инноваций и Развития (ЗАО),"105318,  г. Москва, ул.Ткацкая, дом 11, стр.1",1,27
2649,45,29287596,1027700215817,2649,044583871,9/1/2013,"ООО КБ ""ПРЕОДОЛЕНИЕ""","121596,  г. Москва, ул.Толбухина, д.10, корп.2.",1,31
2650,84,16251365,1020400000059,2650,048405718,9/1/2013,"АКБ ""Ноосфера"" (ЗАО)","649000, Республика Алтай, г.Горно-Алтайск, пр.Коммунистический, 26",1,22
2652,22,25587176,1025200002002,2652,042220706,9/1/2013,"ООО ""РегионИнвестБанк""","603109, г.Нижний Новгород, наб. Федоровского, д. 8",1,22
2654,45,21293615,1027739197914,2654,044585423,9/1/2013,"КБ ""Унифин"" ЗАО","127051, г. Москва, 1-ый Колобовский переулок, дом 11",1,22
2655,45,29287152,1027739735100,2655,044585491,9/1/2013,ООО ПИР Банк,"121099,  г. Москва, Новинский бульвар, дом 3 стр. 1",1,22
2657,45,29290591,1027739291140,2657,044579704,9/1/2013,"КБ ""Старый Кремль"" (ООО)","107031,  г. Москва, Рождественский бульвар, д.14, стр.2",1,22
2659,01,32237844,1022200531484,2659,040173771,9/1/2013,"ООО КБ ""Алтайкапиталбанк""","656043, Алтайский край, г.Барнаул, ул.Л.Толстого, 38а",1,22
2664,45,29289903,1027739228758,2664,044579318,9/1/2013,"АКБ ""СЛАВИЯ"" (ЗАО)","117292, г. Москва, ул. Кедрова, д. 5А",1,22
2668,36,29293566,1026300003465,2668,043678928,9/1/2013,"ЗАО КБ ""ЛАДА-КРЕДИТ""","445930, Самарская обл., г. Тольятти, ул.Спортивная,9",1,22
2670,45,29288039,1027700474944,2670,044579104,9/1/2013,"ООО КБ ""Центрально-Европейский Банк""","105066,  г. Москва, ул. Ольховская, дом 16, стр.5-5а",1,22
2672,82,25136083,1020500000168,2672,048209789,9/1/2013,"ООО КБ ""УЗДАН""","367026, Республика Дагестан, г. Махачкала, пр. И.Шамиля, 1 ""б""",1,22
2673,45,29290881,1027739642281,2673,044583974,9/1/2013,ТКС Банк (ЗАО),"123060, г. Москва, 1-й Волоколамский проезд, дом 10, стр.1",1,22
2677,45,29288571,1027739542709,2677,044585116,9/1/2013,ООО РИТ-банк,"119017, г. Москва, Погорельский пер., д. 5, стр. 2",1,23
2682,45,29289286,1027739621810,2682,044585881,9/1/2013,"КБ ""Крокус-Банк"" (ООО)","123056,  г. Москва, ул. 2-я Брестская, д.31",1,31
2684,45,29289642,1027739542050,2684,044579215,9/1/2013,"ООО ""Банк БКФ""","125047,  г. Москва, ул. 1-ая  Тверская - Ямская, д. 21",1,22
2688,82,25140558,1020500000531,2688-К,048209860,9/1/2013,"НКО ""Транзит"" ООО","367008, Республика Дагестан, г.Махачкала, ул.Танкаева, 65.",1,23
2696,45,29402558,1027700050510,2696,044579124,9/1/2013,"АКБ ""ИНКАРОБАНК"" (ЗАО)","123001,  г. Москва, Ермолаевский пер., д.5, стр.2",1,22
2697,45,29412781,1027739481362,2697,044585187,9/1/2013,"АКБ ""Московский Вексельный Банк"" (ЗАО)","127238, г. Москва, Ильменский проезд, д. 10, стр. 1",1,31
2699,45,09319602,1027739064704,2699,044585128,9/1/2013,"АКБ ""ЛИНК-банк"" (ОАО)","127434,  г. Москва, Дмитровское шоссе, д.7, корп.2",1,22
2704,45,29290740,1027739378600,2704,044525541,9/1/2013,"КБ ""Международный Банк Развития"" (ЗАО)","115035, г. Москва, Кадашевская набережная, д. 32/2, стр. 1",1,22
2705,92,33863696,1081600001097,2705,049205804,9/1/2013,"ОАО ""ИнтехБанк""","420021, г.Казань, ул.Шигабутдина Марджани, д.24",1,31
2706,89,29292236,1027739299719,2706,048952630,9/1/2013,"ООО КБ ""Интеркапитал-Банк""","430005, Республика Мордовия, город Саранск, ул. Ботевградская, д. 18, помещение 1",1,22
2707,45,29393440,1057711014195,2707,044585161,9/1/2013,"КБ ""ЛОКО-Банк"" (ЗАО)","111250, г. Москва, ул. Госпитальная, д. 14",1,22
2711,45,29292064,1027700314113,2711,044583271,9/1/2013,"ЗАО ""Гринфилдбанк""","107045,  г. Москва, Малый Головин переулок, д.8",1,31
2712,45,29292070,1027739482242,2712,044599755,9/1/2013,"ЗАО ""ТУСАРБАНК""","109240, г. Москва, улица Верхняя Радищевская, дом 17/2, строение 2",1,22
2721,87,12893032,1021100000074,2721,048702781,9/1/2013,"АКБ ""Северный Народный Банк"" (ОАО)","167000, Республика Коми, г.Сыктывкар, ул.Первомайская, 68",1,27
2722,47,22619935,1025100003917,2722,044705768,9/1/2013,"ОАО ""МСКБ""","183032, г. Мурманск, пр. Ленина, д. 12",1,22
2728,19,22779691,1023500000028,2728,041909772,9/1/2013,"ОАО ""Промэнергобанк""","160009 г. Вологда, ул. Чехова, д. 30",1,27
2729,91,33480073,1020900001946,2729,049133812,9/1/2013,"ООО КБ ""Развитие""","369000,  Карачаево-Черкесская Республика, г.Черкесск, ул. Красноармейская, 64",1,27
2731,25,33275404,1023800000047,2731,042520849,9/1/2013,"ОАО ""ВостСибтранскомбанк""","664025, Иркутская область, г. Иркутск, ул. Бурлова, 2",1,31
2733,05,33618850,1022500001061,2733,040507803,9/1/2013,"ОАО СКБ Приморья ""Примсоцбанк""","690106 Приморский край г.Владивосток Партизанский проспект, 44",1,27
2734,45,29292450,1027739534371,2734,044579378,9/1/2013,"ООО КБ ""ОПМ-Банк""","127015, г. Москва, ул. Правды, д. 23, корп. 10",1,31
2738,45,29292006,1027739120199,2738,044579675,9/1/2013,"АКБ ""Держава"" ОАО","119435,  г. Москва, Большой Саввинский переулок, д. 2, стр. 9",1,22
2741,45,33730725,1027739445535,2741,044525557,9/1/2013,"КБ ""Траст Капитал Банк"" ЗАО","115093, г. Москва, 1-й Щипковский пер., д. 1",1,22
2748,45,29292940,1027700159497,2748,044525219,9/1/2013,"ОАО ""Банк Москвы""","107996, г. Москва, ул. Рождественка, 8/15, стр. 3",1,31
2749,45,29293224,1027739588205,2749-К,044583793,9/1/2013,"ООО РНКО ""РИБ""","119146,  г. Москва, Фрунзенская наб.,  д. 24/1",1,27
2755,45,29465091,1027739028536,2755,044579278,9/1/2013,"ОАО ""НК Банк""","125047,  г. Москва, Миусская площадь, д. 2",1,22
2756,91,33479064,1020900001968,2756,049133845,9/1/2013,"ЗАО АКБ ""Тексбанк""","369000,  Карачаево-Черкесская Республика, г. Черкесск, ул. Кавказская, 99",1,22
2758,40,34336540,1027800001240,2758,044030845,9/1/2013,"Банк ""Прайм Финанс"" (ОАО)","197374, Санкт-Петербург, ул.Савушкина, д.126, литер А, часть №1 помещения №71-Н",1,31
2761,82,43340114,1020500000333,2761,048209975,9/1/2013,"КБ ""ПСИБ"" (ООО)","367003, Республика Дагестан, г.Махачкала, ул.Ирчи-Казака, 2 ""Б """,1,22
2763,45,29293553,1027739543182,2763,044583267,9/1/2013,"АКБ ""Инвестторгбанк"" (ОАО)","115054, г. Москва, ул. Дубининская, д. 45",1,27
2764,45,29293916,1027739282581,2764,044585166,9/1/2013,"ОАО ""ТЭМБР-БАНК""","127473,  г. Москва, 1-й Волконский пер., д. 10",1,31
2766,45,29293885,1027739176563,2766,044525311,9/1/2013,"ОАО ""ОТП Банк""","125171, г. Москва, Ленинградское шоссе, д. 16 А, стр.1",1,31
2767,45,29295677,1027700067394,2767,044585857,9/1/2013,"ООО КБ ""РОСАВТОБАНК""","123056,  г. Москва, ул. Зоологическая, дом 26, строение 2",1,27
2768,45,29294100,1027739267390,2768,044525907,9/1/2013,"АКБ ""СВА"" (ОАО)","127055,  г. Москва, ул.Сущевская, д.16, стр.3",1,22
2769,45,29294643,1027700427864,2769,044579580,9/1/2013,"ОАО КБ ""Жилстройбанк""","123001, г. Москва, Вспольный пер., дом 18, строение 1",1,25
2771,45,29296174,1027739930998,2771,044585184,9/1/2013,"КБ ""ЮНИАСТРУМ БАНК"" (ООО)","127473,  г. Москва, Суворовская пл., д. 1",1,31
2772,03,32350782,1022300001811,2772,040349966,9/1/2013,"ОАО ""ЮГ-Инвестбанк""","350000, г. Краснодар, ул. Красная, 113",1,23
2776,45,29294134,1027739408290,2776,044599244,9/1/2013,"ООО ""АТБ"" Банк","111250, г. Москва, ул. Красноказарменная, д. 10",1,31
2782,80,33797120,1020200000040,2782,048073766,9/1/2013,"ОАО АКБ ""РБР""","450076, город Уфа, улица Гоголя, дом 60.",1,31
2786,50,34504717,1025400004552,2786,045004825,9/1/2013,ОАО Новосибирский муниципальный банк,"630091, г.Новосибирск , ул.Державина, 14",1,31
2789,45,29418720,1027739094250,2789,044585474,9/1/2013,"КБ ""КАПИТАЛ-МОСКВА"" (ЗАО)","117485, г. Москва, ул. Обручева, дом 30/1, строение 2",1,22
2794,45,33556994,1026300004499,2794,044599603,9/1/2013,"ЗАО ""ИпоТек Банк""","105120, г. Москва, Большой Полуярославский переулок, д. 12",1,22
2795,45,29295996,1097711000089,2795,044583902,9/1/2013,"ОАО ""НББ""","115054,  г. Москва, ул. Пятницкая, д. 67, стр. 1",1,22
2796,61,34461327,1026200000386,2796,046126701,9/1/2013,"Банк ""Вятич"" (ОАО)","390046, г. Рязань, ул.Введенская, д.110",1,22
2798,45,29058032,1127711000010,2798,044579111,9/1/2013,Банк Экономический Союз (ОАО),"125252, г. Москва, ул. Алабяна, д. 13, корп. 1",1,27
2799,45,29054301,1037739001046,2799,044583604,9/1/2013,"ЗАО ""Банк ФИНАМ""","127006,  г. Москва, Настасьинский переулок, дом 7, строение 2",1,31
2801,45,29295418,1027739199355,2801,044579505,9/1/2013,"АКБ ""СТРАТЕГИЯ"" (ОАО)","119435, г. Москва, Большой Саввинский переулок, дом 12, строение 11",1,31
2802,88,34003547,1021200004748,2802,048860889,9/1/2013,"Банк ""Йошкар-Ола"" (ОАО)","424003, Республика Марий Эл, г.Йошкар-Ола, ул. Панфилова, д.39 г",1,22
2803,45,29295750,1037744002251,2803,044579110,9/1/2013,"АКБ ""ИНТЕРКООПБАНК"" (ОАО)","117981,  г. Москва, Проспект Вернадского, д.41",1,31
2807,45,17667493,1027739582089,2807,044579326,9/1/2013,"АКБ ""Трансстройбанк"" (ЗАО)","115093,  г. Москва, ул. Дубининская, д. 94.",1,22
2810,45,11729454,1027739484321,2810,044585684,9/1/2013,"ОАО АКБ ""Русский земельный банк""","123104, г.Москва, Сытинский пер., д. 3, стр. 1",1,27
2813,60,34120514,1026100002092,2813,046015920,9/1/2013,"ЗАО КБ ""Ростовский Универсальный""","344082, г. Ростов-на-Дону, ул. М.Горького, д. 28/41",1,31
2816,19,34236369,1023500000160,2816,041909786,9/1/2013,"ОАО ""БАНК СГБ""","160001 г.Вологда, ул. Благовещенская д. 3",1,22
2827,45,29296665,1067711004360,2827,044585342,9/1/2013,"ЗАО МКБ ""Москомприватбанк""","127299,  г. Москва, ул.Космонавта Волкова, д.14",1,23
2829,45,29297268,1037711002581,2829,044583361,9/1/2013,"""РУНЭТБАНК"" (ЗАО)","123056,  г. Москва, ул.Гашека, д.9, стр.1,кв.4",1,22
2830,45,29296783,1027739247227,2830,044579901,9/1/2013,"ОАО КБ ""Соколовский""","119002,  г. Москва, улица Арбат, дом 43, строение 3",1,27
2837,45,29060388,1027739554743,2837,044579113,9/1/2013,"ООО КБ ""Холдинвестбанк""","119530,  г. Москва, Аминьевское шоссе, дом 4А",1,31
2838,45,29296820,1027739563610,2838,044583320,9/1/2013,"ООО КБ ""СИНКО-БАНК""","107045,  г. Москва, Последний переулок, д.11, стр.1",1,22
2842,45,29055884,1037739314348,2842,044525280,9/1/2013,"КБ ""РТБК"" (ООО)","119021,  г. Москва, ул. Тимура Фрунзе, д. 11, строение 60 А",1,27
2843,45,29061577,1027739108935,2843,044585225,9/1/2013,"КБ ""КИП-БАНК"" (ООО)","109263, г. Москва, ул. Чистова, д. 24 А",1,22
2846,45,29061028,1027739919954,2846,044525494,9/1/2013,"КБ ""СИСТЕМА"" ООО","125009, г. Москва, Нижний Кисловский переулок,  д. 7, стр. 2",1,27
2849,45,29297570,1027700546895,2849,044585174,9/1/2013,"АКБ ""КРОССИНВЕСТБАНК"" (ОАО)","117105,  г. Москва, Новоданиловская наб., д. 4а",1,22
2851,82,32708982,1021500000103,2851,048209849,9/1/2013,"ЗАО АКБ ""ВладиКомБанк""","367010, Республика Дагестан, г. Махачкала, пер. Умаханова, д.12",1,21
2853,45,17668185,1027739199927,2853,044525683,9/1/2013,"ООО КБ ""Столичный Кредит""","105005,  г. Москва, ул. Бауманская, д. 54, стр. 1",1,31
2856,45,29298144,1027739371956,2856,044525861,9/1/2013,"ООО КБ ""ЭРГОБАНК""","109012  г. Москва, Старопанский переулок, дом. 4, строения 1,2",1,31
2857,45,29298003,1027739150812,2857,044583378,9/1/2013,"ООО КБ ""Контраст-банк""","107023, г. Москва, ул. Большая Сем?новская, дом 32, строение 1",1,27
2859,45,40002380,1027739175056,2859,044583994,9/1/2013,"КБ ""НЕФТЯНОЙ АЛЬЯНС"" (ОАО)","121170,  г. Москва, ул. Кульнева, д. 3, стр. 1",1,22
2860,63,26902728,1026400001770,2860,046311772,9/1/2013,"ЗАО ""Банк ""Агророс""","410017, г.Саратов, ул.Чернышевского, 90",1,31
2862,82,25149097,1020500000366,2862,048209796,9/1/2013,"ООО ""БИЗНЕСБАНК""","367000, Республика Дагестан, г. Махачкала, ул. Радищева, д. 4",1,31
2863,45,29298210,1027744003100,2863,044585260,9/1/2013,"ОАО КБ ""Мосводоканалбанк""","105064,  г. Москва, ул. Земляной Вал, д. 34А, стр. 1",1,27
2865,32,34773245,1024200001770,2865,043209705,9/1/2013,АКБ НМБ ОАО,"654000, Кемеровская область, г.Новокузнецк, ул.Кирова, 38",1,27
2866,82,25148991,1020500001488,2866,048209782,9/1/2013,"КБ ""МГБ"" ООО","367000, Республика Дагестан, г. Махачкала, ул. Танкаева, дом 60",1,21
2867,45,29303313,1027739066354,2867,044579624,9/1/2013,"ЗАО ""ИШБАНК""","117420, г. Москва, ул. Наметкина, д. 13 Д",1,31
2868,32,34781256,1024200001847,2868,043207793,9/1/2013,"АКБ ""Кузбассхимбанк"" (ОАО)","650024, Кемеровская область, г.Кемерово, ул.Двужильного, 12",1,22
2873,01,33992867,1022200528415,2873,040147781,9/1/2013,"ОАО ""НАРОДНЫЙ ЗЕМЕЛЬНО-ПРОМЫШЛЕННЫЙ БАНК""","659322, Алтайский край, г.Бийск, ул.Социалистическая, 1",1,22
2876,36,25293055,1027300000012,2876,043602842,9/1/2013,"ЗАО ""НИБ""","443010, г. Самара, Самарский район, ул. Фрунзе/ул. Некрасовская, д. 102/д.36",1,27
2877,45,29303075,1027739246490,2877,044579499,9/1/2013,"ООО КБ ""Металлург""","117292,  г. Москва, ул. Ивана Бабушкина, дом 16",1,22
2879,45,29304028,1027700367507,2879,044525201,9/1/2013,"ОАО АКБ ""АВАНГАРД""","115035,  г. Москва, ул. Садовническая, д.12, стр. 1",1,31
2880,46,34922679,1095000004252,2880,044579710,9/1/2013,"ОАО КБ ""АГРОПРОМКРЕДИТ""","140083, Московская область, г. Лыткарино, 5-й микрорайон, квартал 2, д. 13",1,29
2881,45,29351281,1037739058609,2881,044579311,9/1/2013,"""СОЦИУМ-БАНК"" (ООО)","125190,  г. Москва, Ленинградский проспект, д. 80, корпус 16",1,22
2883,32,34777119,1024200002276,2883,043209706,9/1/2013,"""БСТ-БАНК"" ЗАО","654041, Кемеровская область, г.Новокузнецк, ул.Кутузова,31",1,27
2884,63,26896910,1026400001781,2884,046311766,9/1/2013,"ОАО КБ ""Синергия""","410028, г.Саратов, ул.Рабочая, 27",1,22
2888,45,33863779,1051664003511,2888,044585937,9/1/2013,"ОАО ""РОСТ БАНК""","109004, г.Москва, ул. Станиславского, д. 4, стр. 1",1,31
2890,45,29300579,1027739432940,2890,044583971,9/1/2013,"КБ ""ВИТЯЗЬ"" - (ООО)","129090,  г. Москва, Ботанический переулок, д. 14, стр. 3",1,22
2896,90,32708338,1021500000147,2896,049033746,9/1/2013,"ОАО АКБ ""АДАМОН БАНК""","362040, Республика Северная Осетия-Алания, г.Владикавказ, ул. Станиславского, 10",1,22
2897,45,40008023,1027739915796,2897,044579132,9/1/2013,"ООО КБ ""Евроазиатский Инвестиционный Банк""","127273,  г. Москва, Алтуфьевское шоссе, д.2А",1,22
2898,03,34995856,1022300000062,2898,040349745,9/1/2013,"КБ ""Кубанский универсальный банк"" (ООО)","350063, г. Краснодар, ул. Пушкина, 36",1,22
2900,36,21301875,1026300001826,2900,043606811,9/1/2013,"ЗАО АКБ ""Земский банк""","446001, Самарская обл., г.Сызрань, ул.Ульяновская, 79",1,22
2902,45,29300705,1027739077200,2902,044579194,9/1/2013,"АКБ ""ЕВРОМЕТ"" (ОАО)","107031,  г. Москва, ул. Неглинная, д.18/1, стр.1 А",1,22
2903,45,40014271,1027700040477,2903,044585576,9/1/2013,"ОАО АКБ ""Универсальный кредит""","105064, г. Москва, ул. Земляной вал, д. 36, стр. 2-2А",1,22
2905,45,29299675,1027739881223,2905,044579196,9/1/2013,"""Банк Кремлевский"" ООО","121099,  г. Москва, пер. Николощеповский 1-й, д.6. стр. 1",1,31
2913,45,35333241,1027739019000,2913,044525569,9/1/2013,"""НОТА-Банк"" (ОАО)","127018, г. Москва, ул. Образцова, д.31, стр. 3",1,27
2914,45,29351424,1027739554930,2914,044583551,9/1/2013,"ООО КБ ""АРЕСБАНК""","123317,  г. Москва, ул. Тестовская, д. 10",1,22
2919,45,29065345,1027739224941,2919,044599245,9/1/2013,"ОАО АКБ ""ГАЗСТРОЙБАНК""","115432, г. Москва, ул. Трофимова, д. 2/1",1,31
2922,82,25158914,1020500000388,2922,048268751,9/1/2013,"ООО КБ ""ПрестижКредитБанк""","368600, Республика Дагестан, г. Дербент, переулок Чапаева, д. 23 ""а""",1,21
2923,45,29351464,1027739008879,2923,044583695,9/1/2013,"ОАО Банк ""СОДРУЖЕСТВО""","119017, г. Москва, ул. Большая Ордынка, дом 40, строение 1",1,22
2928,40,35493855,1027800011524,2928,044030892,9/1/2013,"ЗАО АКБ ""Банкирский Дом""","197046, Санкт-Петербург, ул. Малая Посадская, 16, литер А, пом.6Н",1,31
2929,45,35385723,1027700074775,2929,044583769,9/1/2013,ББР Банк (ЗАО),"121099, г. Москва, 1-й Николощеповский переулок, д. 6, стр. 1",1,22
2932,45,29065339,1027700128796,2932,044579852,9/1/2013,"КБ ""НМБ"" ООО","123100,  г. Москва,  Краснопресненская набережная, д.2/1, стр.1",1,22
2937,45,29351358,1027739080852,2937,044583870,9/1/2013,"Банк ""АББ"" (ОАО)","105005,  г. Москва, ул. Бауманская, д. 43/1, стр. 1",1,22
2938,45,29351542,1027744001878,2938,044579128,9/1/2013,"""ФИНАРС Банк"" (ЗАО)","109240,  г. Москва, Москворецкая набережная, д. 7, стр. 2",1,22
2939,45,29351298,1027739672300,2939,044525088,9/1/2013,"""Мой Банк"" (ООО)","105064,  г. Москва, ул. Садовая-Черногрязская, д. 13/3, строение 1",1,31
2942,85,33774455,1020800758274,2942,048580746,9/1/2013,"ООО КБ ""НКБ""","358000, Республика Калмыкия, г. Элиста, ул. Ленина, 243",1,22
2944,46,18166936,1025000003830,2944,044583259,9/1/2013,"АКБ ""НЗБанк"", ОАО","141700, Московская обл., г. Долгопрудный, ул. Первомайская, д. 21",1,31
2948,60,35579427,1026100001938,2948,046015938,9/1/2013,"ОАО АКБ ""Стелла-Банк""","344022, г. Ростов-на-Дону, ул. Большая Садовая, 188А/47/221",1,31
2949,52,35867089,1025500001328,2949,045279785,9/1/2013,"ЗАО КБ ""Эксперт Банк""","644050, г.Омск, ул. 4-я Поселковая, 44 Б",1,31
2956,45,29351447,1027739253520,2956,044585237,9/1/2013,"ОАО ""Межтопэнергобанк""","107078,  г. Москва, ул.Садовая-Черногрязская, д.6",1,31
2957,45,29351499,1027739648815,2957,044583882,9/1/2013,"Банк ""Еврокредит"" (ООО)","105082, г. Москва, ул. Бакунинская, д.80, стр. 1",1,22
2960,45,29351476,1027739736254,2960,044585788,9/1/2013,"ООО КБ ""Славянский кредит""","119415,  г. Москва, пр-т Вернадского, д.87, корп.2",1,22
2961,18,35994787,1023400000535,2961,041814815,9/1/2013,"ОАО КБ ""Михайловский ПЖСБ""","403343, Волгоградская область, г. Михайловка, ул.Обороны, 44 ""А""",1,22
2964,75,34545900,1027400001727,2964,047501906,9/1/2013,"ОАО ""УРАЛПРОМБАНК""","454091, г.Челябинск, ул.Свободы, 97",1,31
2965,45,29351529,1027739010760,2965,044583923,9/1/2013,"КБ ""СОЮЗПРОМБАНК"" ООО","123056, г. Москва, Малый Тишинский переулок, д.23, стр.1",1,23
2972,45,29351594,1027700003935,2972,044525375,9/1/2013,"БАНК ""СОФРИНО"" (ЗАО)","125009 , г. Москва, Леонтьевский пер., д. 2 А, стр.2",1,31
2982,40,35485784,1027800000348,2982,044030814,9/1/2013,"ЗАО АКБ ""ГОРБАНК""","191186, Санкт-Петербург, ул. Итальянская, 15",1,22
2983,45,40019305,1027739019527,2983,044579213,9/1/2013,Центркомбанк ООО,"115054,  г. Москва, 3-й Монетчиковский пер., д.11, стр.1",1,31
2989,45,29351619,1027739224611,2989,044525904,9/1/2013,"ОАО ""ФОНДСЕРВИСБАНК""","125047, г. Москва, ул. Бутырский вал, 18, стр. 2",1,31
2990,25,35627534,1023800000278,2990,042520872,9/1/2013,"КБ ""Байкалкредобанк"" (ОАО)","664025, Иркутская область, г. Иркутск, ул. Ленина, 18",1,22
2992,46,40020225,1025000006822,2992,044585140,9/1/2013,"КБ ""БМБ"" (ООО)","142400, Московская область, г.Ногинск, ул.Советская, д.45",1,22
2995,71,36260426,1028600003442,2995,047102658,9/1/2013,"КБ ""СТРОЙЛЕСБАНК"" (ООО)","625000, г. Тюмень, ул. Республики, дом 65",1,27
2996,45,40092236,1037739758022,2996,044583699,9/1/2013,"ООО ""ПроКоммерцБанк""","127422,  г. Москва, ул. Тимирязевская, дом 1",1,22
2997,75,36689974,1024200006434,2997,047528989,9/1/2013,"ОАО ""Углеметбанк""","454138, г.Челябинск, ул.Молодогвардейцев, 17б",1,31
2998,45,29306234,1027739504760,2998,044585460,9/1/2013,"ООО ""Экспобанк""","107078, г. Москва, ул. Каланчевская, д. 29, стр. 2",1,27
2999,45,40092868,1027739177091,2999,044579918,9/1/2013,СБ Банк (ООО),"115035,  г. Москва, Раушская наб., д.4/5, стр.1",1,31
3000,45,29303613,1027739258271,3000,044579686,9/1/2013,"КБ ""Арсенал"" ООО","129090,  г. Москва, ул. Мещанская, д. 7, стр. 1",1,22
3001,05,35697262,1022500000566,3001,040507795,9/1/2013,"ОАО АКБ ""Приморье""","690990, Приморский край, г.Владивосток, ул.Светланская, 47",1,27
3002,45,29305039,1027739068158,3002,044583656,9/1/2013,"ООО КБ ""Пульс Столицы""","115114. г. Москва, Дербеневская набережная, д. 11",1,31
3006,36,33549575,1026300005170,3006,043601878,9/1/2013,"ОАО ""АК Банк""","443001, г.Самара, ул. Вилоновская, д. 84 (дополнительный адрес: 443020, г. Самара, ул. Садовая, д. 86)",1,27
3010,45,29306151,1027739137810,3010,044583483,9/1/2013,"ООО КБ ""ИНВЕСТСОЦБАНК""","115184,  г. Москва, ул. Пятницкая, д. 57, стр. 1",1,27
3011,45,40097897,1027739338175,3011,044585730,9/1/2013,"АКБ ""Мастер-Капитал"" (ОАО)","105120,  г. Москва, ул.Нижняя Сыромятническая, д.1/4",1,22
3013,45,29304075,1027739067861,3013,044525984,9/1/2013,"ОАО Банк ""Развитие-Столица""","119034,  г. Москва, Пожарский переулок, д. 13",1,31
3015,60,34114169,1026100008373,3015,046015933,9/1/2013,"ООО ""ЮРБ""","344006, г. Ростов-на-Дону, пр-т Чехова, д. 56/37",1,22
3016,45,40093098,1027739436955,3016,044583990,9/1/2013,"ОАО ""Нордеа Банк""","125040,  г. Москва, 3-я ул. Ямского Поля, д. 19, стр. 1",1,31
3017,45,40092851,1027739082931,3017,044579802,9/1/2013,"""Республиканский Кредитный Альянс"" ООО","109004,  г. Москва, ул.Воронцовская, д.13/14, стр.1",1,22
3027,45,40061721,1077711000091,3027,044585677,9/1/2013,"КБ ""АКРОПОЛЬ"" ЗАО","123557,  г. Москва, ул. Грузинский вал, д.10, стр. 4",1,22
3028,45,40023710,1037700080164,3028,044579177,9/1/2013,"ООО КБ ""Международный расчетный банк""","129366, г. Москва, ул. Космонавтов, д. 8",1,31
3036,45,29303649,1027700034372,3036,044525350,9/1/2013,"ОАО ""АМБ Банк""","123242,  г. Москва, Новинский бульвар, д. 31",1,22
3037,95,31901079,1021900002695,3037,049514720,9/1/2013,ООО КБЦА,"655017, Республика Хакасия, г.Абакан, ул.Советская, 69",1,27
3038,40,39435553,1027800005199,3038,044030701,9/1/2013,"ОАО ""Банк БФА""","197101, Санкт-Петербург, Петроградская наб., дом 36, лит. А",1,31
3047,45,29304086,1027739203953,3047,044599957,9/1/2013,"КБ ""Интеркредит"" (ЗАО)","115583,  г. Москва, ул.Генерала Белова, д.26",1,26
