REGN,C1_5
1,3/1/2014
1,3/2/2014
1,3/8/2014
1,3/9/2014
1,3/10/2014
1,3/15/2014
1,3/16/2014
1,3/22/2014
1,3/23/2014
1,3/29/2014
1,3/30/2014
21,3/2/2014
21,3/8/2014
21,3/9/2014
21,3/10/2014
21,3/16/2014
21,3/23/2014
21,3/30/2014
23,3/1/2014
23,3/2/2014
23,3/8/2014
23,3/9/2014
23,3/10/2014
23,3/15/2014
23,3/16/2014
23,3/22/2014
23,3/23/2014
23,3/29/2014
23,3/30/2014
55,3/8/2014
55,3/9/2014
55,3/10/2014
55,3/15/2014
55,3/16/2014
55,3/22/2014
55,3/23/2014
55,3/29/2014
55,3/30/2014
65,3/8/2014
65,3/9/2014
65,3/10/2014
67,3/1/2014
67,3/2/2014
67,3/8/2014
67,3/9/2014
67,3/10/2014
67,3/15/2014
67,3/16/2014
67,3/22/2014
67,3/23/2014
67,3/29/2014
67,3/30/2014
77,3/1/2014
77,3/2/2014
77,3/8/2014
77,3/9/2014
77,3/10/2014
77,3/15/2014
77,3/16/2014
77,3/22/2014
77,3/23/2014
77,3/29/2014
77,3/30/2014
85,3/1/2014
85,3/2/2014
85,3/8/2014
85,3/9/2014
85,3/10/2014
85,3/15/2014
85,3/16/2014
85,3/22/2014
85,3/23/2014
85,3/29/2014
85,3/30/2014
96,3/2/2014
96,3/8/2014
96,3/9/2014
96,3/16/2014
96,3/23/2014
96,3/30/2014
103,3/1/2014
103,3/2/2014
103,3/8/2014
103,3/9/2014
103,3/10/2014
103,3/15/2014
103,3/16/2014
103,3/22/2014
103,3/23/2014
103,3/29/2014
103,3/30/2014
106,3/2/2014
106,3/8/2014
106,3/9/2014
106,3/10/2014
106,3/16/2014
106,3/23/2014
106,3/30/2014
142,3/1/2014
142,3/2/2014
142,3/8/2014
142,3/9/2014
142,3/10/2014
142,3/15/2014
142,3/16/2014
142,3/22/2014
142,3/23/2014
142,3/29/2014
142,3/30/2014
149,3/1/2014
149,3/2/2014
149,3/8/2014
149,3/9/2014
149,3/10/2014
149,3/15/2014
149,3/16/2014
149,3/22/2014
149,3/23/2014
149,3/29/2014
149,3/30/2014
153,3/2/2014
153,3/8/2014
153,3/9/2014
153,3/16/2014
153,3/23/2014
153,3/30/2014
170,3/1/2014
170,3/2/2014
170,3/8/2014
170,3/9/2014
170,3/10/2014
170,3/15/2014
170,3/16/2014
170,3/22/2014
170,3/23/2014
170,3/29/2014
170,3/30/2014
184,3/1/2014
184,3/2/2014
184,3/8/2014
