REGN,C1_5
1,9/3/2011
1,9/4/2011
1,9/10/2011
1,9/11/2011
1,9/17/2011
1,9/18/2011
1,9/24/2011
1,9/25/2011
18,9/4/2011
18,9/11/2011
18,9/18/2011
18,9/25/2011
21,9/4/2011
21,9/11/2011
21,9/18/2011
21,9/25/2011
23,9/3/2011
23,9/4/2011
23,9/10/2011
23,9/11/2011
23,9/17/2011
23,9/18/2011
23,9/24/2011
23,9/25/2011
67,9/3/2011
67,9/4/2011
67,9/10/2011
67,9/11/2011
67,9/17/2011
67,9/18/2011
67,9/24/2011
67,9/25/2011
77,9/3/2011
77,9/4/2011
77,9/10/2011
77,9/11/2011
77,9/17/2011
77,9/18/2011
77,9/24/2011
77,9/25/2011
84,9/4/2011
84,9/11/2011
84,9/18/2011
84,9/25/2011
85,9/3/2011
85,9/4/2011
85,9/10/2011
85,9/11/2011
85,9/17/2011
85,9/18/2011
85,9/24/2011
85,9/25/2011
96,9/3/2011
96,9/4/2011
96,9/10/2011
96,9/11/2011
96,9/17/2011
96,9/18/2011
96,9/24/2011
96,9/25/2011
101,9/4/2011
101,9/11/2011
101,9/18/2011
101,9/25/2011
103,9/3/2011
103,9/4/2011
103,9/10/2011
103,9/11/2011
103,9/17/2011
103,9/18/2011
103,9/24/2011
103,9/25/2011
106,9/4/2011
106,9/11/2011
106,9/18/2011
106,9/25/2011
142,9/3/2011
142,9/4/2011
142,9/10/2011
142,9/11/2011
142,9/17/2011
142,9/18/2011
142,9/24/2011
142,9/25/2011
149,9/3/2011
149,9/4/2011
149,9/10/2011
149,9/11/2011
149,9/17/2011
149,9/18/2011
149,9/24/2011
149,9/25/2011
155,9/3/2011
155,9/4/2011
155,9/10/2011
155,9/11/2011
155,9/17/2011
155,9/18/2011
155,9/24/2011
155,9/25/2011
170,9/3/2011
170,9/4/2011
170,9/10/2011
170,9/11/2011
170,9/17/2011
170,9/18/2011
170,9/24/2011
170,9/25/2011
184,9/3/2011
184,9/4/2011
184,9/10/2011
184,9/11/2011
184,9/15/2011
184,9/17/2011
184,9/18/2011
184,9/24/2011
184,9/25/2011
197,9/3/2011
197,9/4/2011
197,9/10/2011
197,9/11/2011
197,9/17/2011
197,9/18/2011
197,9/24/2011
197,9/25/2011
208,9/3/2011
208,9/4/2011
208,9/10/2011
208,9/11/2011
208,9/17/2011
208,9/18/2011
208,9/24/2011
208,9/25/2011
232,9/3/2011
232,9/4/2011
232,9/10/2011
232,9/11/2011
232,9/17/2011
232,9/18/2011
232,9/24/2011
232,9/25/2011
236,9/3/2011
236,9/4/2011
236,9/10/2011
236,9/11/2011
236,9/17/2011
236,9/18/2011
236,9/24/2011
236,9/25/2011
249,9/4/2011
249,9/11/2011
249,9/18/2011
249,9/25/2011
256,9/3/2011
