REGN,C1_4,C2_4,C3_4,C4_4
520,1,Í1.0,0.00,1/30/2015
520,2,Í1.0,0.00,1/31/2015
520,3,Í1.1,0.00,1/30/2015
520,4,Í1.1,0.00,1/31/2015
520,5,Í1.2,0.00,1/30/2015
520,6,Í1.2,0.00,1/31/2015
520,7,Í3,31.89,1/5/2015
520,8,Í3,32.07,1/6/2015
520,9,Í3,32.36,1/8/2015
520,10,Í3,32.39,1/9/2015
520,11,Í3,32.56,1/10/2015
520,12,Í3,32.59,1/11/2015
520,13,Í3,35.62,1/12/2015
520,14,Í3,33.46,1/13/2015
520,15,Í3,32.46,1/14/2015
520,16,Í3,34.99,1/15/2015
520,17,Í3,33.20,1/16/2015
520,18,Í3,33.35,1/17/2015
520,19,Í3,33.33,1/18/2015
520,20,Í3,36.35,1/19/2015
520,21,Í3,36.86,1/20/2015
520,22,Í3,42.74,1/21/2015
520,23,Í3,43.34,1/22/2015
520,24,Í3,45.87,1/23/2015
520,25,Í3,46.36,1/24/2015
520,26,Í3,46.52,1/25/2015
520,27,Í3,47.94,1/26/2015
520,28,Í3,47.42,1/27/2015
520,29,Í3,49.58,1/28/2015
1574,1,Í1.0,3.48,1/1/2015
1574,2,Í1.0,3.48,1/2/2015
1574,3,Í1.0,3.48,1/3/2015
1574,4,Í1.0,3.47,1/4/2015
1574,5,Í1.0,3.46,1/5/2015
1574,6,Í1.0,3.47,1/6/2015
1574,7,Í1.0,3.46,1/7/2015
1574,8,Í1.0,3.45,1/8/2015
1574,9,Í1.0,3.43,1/9/2015
1574,10,Í1.0,3.42,1/10/2015
1574,11,Í1.0,3.41,1/11/2015
1574,12,Í1.0,3.42,1/12/2015
1574,13,Í1.0,2.63,1/13/2015
1574,14,Í1.0,2.55,1/14/2015
1574,15,Í1.0,2.42,1/15/2015
1574,16,Í1.0,2.55,1/16/2015
1574,17,Í1.0,2.60,1/17/2015
1574,18,Í1.0,2.59,1/18/2015
1574,19,Í1.0,2.25,1/19/2015
1574,20,Í1.0,2.29,1/20/2015
1574,21,Í1.0,2.14,1/21/2015
1574,22,Í1.0,2.15,1/22/2015
1574,23,Í1.0,1.75,1/23/2015
1574,24,Í1.0,1.87,1/24/2015
1574,25,Í1.0,1.86,1/25/2015
1574,26,Í1.0,1.51,1/26/2015
1574,27,Í1.0,1.55,1/27/2015
1574,28,Í1.0,1.49,1/28/2015
1574,29,Í1.0,1.22,1/29/2015
1574,30,Í1.0,-0.10,1/30/2015
1574,31,Í1.0,-0.67,1/31/2015
1574,32,Í1.1,2.84,1/1/2015
1574,33,Í1.1,2.84,1/2/2015
1574,34,Í1.1,2.84,1/3/2015
1574,35,Í1.1,2.83,1/4/2015
1574,36,Í1.1,2.83,1/5/2015
1574,37,Í1.1,2.83,1/6/2015
1574,38,Í1.1,2.82,1/7/2015
1574,39,Í1.1,2.82,1/8/2015
1574,40,Í1.1,2.81,1/9/2015
1574,41,Í1.1,2.80,1/10/2015
1574,42,Í1.1,2.80,1/11/2015
1574,43,Í1.1,2.84,1/12/2015
1574,44,Í1.1,2.45,1/13/2015
1574,45,Í1.1,2.40,1/14/2015
1574,46,Í1.1,2.34,1/15/2015
1574,47,Í1.1,2.41,1/16/2015
1574,48,Í1.1,2.44,1/17/2015
1574,49,Í1.1,2.43,1/18/2015
1574,50,Í1.1,2.18,1/19/2015
1574,51,Í1.1,2.22,1/20/2015
1574,52,Í1.1,2.07,1/21/2015
1574,53,Í1.1,2.08,1/22/2015
1574,54,Í1.1,1.69,1/23/2015
1574,55,Í1.1,1.81,1/24/2015
1574,56,Í1.1,1.80,1/25/2015
1574,57,Í1.1,1.46,1/26/2015
1574,58,Í1.1,1.50,1/27/2015
1574,59,Í1.1,1.44,1/28/2015
1574,60,Í1.1,1.18,1/29/2015
1574,61,Í1.1,-0.09,1/30/2015
1574,62,Í1.1,-0.65,1/31/2015
1574,63,Í1.2,3.40,1/1/2015
1574,64,Í1.2,3.40,1/2/2015
1574,65,Í1.2,3.40,1/3/2015
1574,66,Í1.2,3.39,1/4/2015
1574,67,Í1.2,3.38,1/5/2015
1574,68,Í1.2,3.38,1/6/2015
1574,69,Í1.2,3.37,1/7/2015
1574,70,Í1.2,3.36,1/8/2015
1574,71,Í1.2,3.35,1/9/2015
1574,72,Í1.2,3.34,1/10/2015
1574,73,Í1.2,3.33,1/11/2015
1574,74,Í1.2,3.33,1/12/2015
1574,75,Í1.2,2.55,1/13/2015
1574,76,Í1.2,2.47,1/14/2015
1574,77,Í1.2,2.35,1/15/2015
1574,78,Í1.2,2.48,1/16/2015
1574,79,Í1.2,2.53,1/17/2015
1574,80,Í1.2,2.52,1/18/2015
1574,81,Í1.2,2.18,1/19/2015
1574,82,Í1.2,2.22,1/20/2015
1574,83,Í1.2,2.07,1/21/2015
1574,84,Í1.2,2.08,1/22/2015
1574,85,Í1.2,1.69,1/23/2015
1574,86,Í1.2,1.81,1/24/2015
1574,87,Í1.2,1.80,1/25/2015
1574,88,Í1.2,1.46,1/26/2015
1574,89,Í1.2,1.50,1/27/2015
1574,90,Í1.2,1.44,1/28/2015
1574,91,Í1.2,1.18,1/29/2015
1574,92,Í1.2,-0.09,1/30/2015
1574,93,Í1.2,-0.65,1/31/2015
1574,94,Í4,135.60,1/31/2015
1574,95,Í7,886.30,1/1/2015
1574,96,Í7,886.32,1/2/2015
1574,97,Í7,887.34,1/3/2015
1574,98,Í7,887.92,1/4/2015
1574,99,Í7,889.22,1/5/2015
1574,100,Í7,888.33,1/6/2015
1574,101,Í7,889.95,1/7/2015
1574,102,Í7,891.98,1/8/2015
1574,103,Í7,893.89,1/9/2015
1574,104,Í7,894.74,1/10/2015
1574,105,Í7,896.88,1/11/2015
1574,106,Í7,1021.93,1/12/2015
1574,107,Í7,1372.11,1/13/2015
1574,108,Í7,1408.41,1/14/2015
1574,109,Í7,1490.27,1/15/2015
1574,110,Í7,1394.49,1/16/2015
1574,111,Í7,1367.47,1/17/2015
1574,112,Í7,1373.17,1/18/2015
1574,113,Í7,1599.40,1/19/2015
1574,114,Í7,1696.49,1/20/2015
1574,115,Í7,1830.52,1/21/2015
1574,116,Í7,1955.69,1/22/2015
1574,117,Í7,2260.11,1/23/2015
1574,118,Í7,2125.88,1/24/2015
1574,119,Í7,2145.69,1/25/2015
1574,120,Í7,2625.78,1/26/2015
1574,121,Í7,2529.90,1/27/2015
1574,122,Í7,2579.12,1/28/2015
1574,123,Í7,3189.60,1/29/2015
1574,124,Í7,-66397.23,1/30/2015
