REGN,C1_1,C2_1
1,8801,2445572
1,8808,156043552
1,8809,167145680
1,8810,99725200
1,8811,18823773
1,8812,30849934
1,8813,149503044
1,8814,220953221
1,8815,2767722
1,8816,4151583
1,8817,21733915
1,8818,35467847
1,8821,477477
1,8822,673715
1,8825,4707
1,8826,7061
1,8827,64235
1,8828,96352
1,8829,359222
1,8830,529301
1,8831,9270499
1,8832,8991694
1,8833,567296
1,8834,811368
1,8846,173211
1,8847,30848
1,8853,3764525
1,8854,44273194
1,8855,29891
1,8856,83245361
1,8857,75613892
1,8858,3442829
1,8859,3456714
1,8860,43856
1,8861,4520
1,8863,72650
1,8864,16330
1,8865,98108
1,8902,4043879
1,8904,226062
1,8908,13691
1,8909,132571
1,8910,89453847
1,8911,76924
1,8912,9315317
1,8914,39644251
1,8918,168423822
1,8921,8776987
1,8922,103916012
1,8925,195895
1,8928,201745
1,8930,161860721
1,8933,68834
1,8934,64065
1,8935,5787677
1,8937,9864
1,8938,61
1,8939,9864
1,8941,2390182
1,8942,4951625
1,8945,37058617
1,8950,410697
1,8951,5089863
1,8953,150129212
1,8956,189740
1,8957,244185
1,8959,1634667
1,8960,182374
1,8962,7487652
1,8964,18226281
1,8972,6117088
1,8973,437630
1,8974,2635659
1,8976,2739903
1,8978,71901096
1,8981,51388
1,8987,35786153
1,8989,112307811
1,8991,47077902
1,8993,152395
1,8994,39768
1,8995,114305
1,8996,278883647
1,8998,135552700
2,8810,16964
2,8812,51356
2,8813,1013595
2,8814,1137656
2,8821,60980
2,8822,81833
2,8827,338
2,8828,405
2,8831,35020
2,8832,52463
2,8833,67000
2,8834,100500
2,8846,6492
2,8847,1298
2,8855,707707
2,8856,50835
2,8857,731485
2,8858,1412
2,8862,2090
2,8909,6492
2,8910,70181
2,8912,10080
2,8914,4916
2,8918,7224
2,8921,10080
2,8925,1210
2,8926,719
2,8942,27697
2,8945,8639
2,8953,47597
2,8956,1002571
2,8957,1036432
2,8962,38928
2,8964,6211
2,8989,136411
2,8991,6397
2,8994,14
2,8996,682569
2,8998,1253054
5,8801,136362
5,8808,101253
5,8809,110999
5,8810,62370
5,8811,4216
5,8812,372136
5,8813,112681
5,8814,166740
5,8821,22461
5,8822,33557
5,8827,316059
5,8828,474089
5,8829,13749
5,8830,16499
5,8831,11104
5,8832,14384
5,8846,12290
5,8847,2458
5,8848,10645
5,8854,823648
5,8855,7380
5,8857,5714
5,8858,629128
5,8859,573323
5,8860,65815
5,8861,15324
5,8862,2066
5,8863,17
5,8864,29
5,8901,162237
5,8910,672587
5,8912,220328
5,8914,823815
5,8916,238
5,8918,2140674
5,8921,118844
5,8925,17768
5,8926,10217
5,8933,92998
5,8941,18190
5,8942,76777
5,8945,924311
5,8953,582208
5,8956,21501
5,8957,27775
5,8962,128363
5,8964,10363
5,8972,162237
5,8989,824417
5,8991,232320
5,8993,5
5,8994,1635
5,8996,1816588
5,8998,3001071
18,8810,374876
18,8812,1251090
18,8813,703285
18,8814,1044720
18,8815,33435
18,8821,337809
18,8822,357698
18,8823,8311924
18,8824,12467886
18,8829,9672
18,8830,14509
18,8831,8319
18,8832,11688
18,8851,7655
18,8852,76550
18,8854,544458
18,8855,93985
18,8857,73026
18,8858,24312
18,8859,26744
18,8902,584738
18,8909,51680
18,8910,1289235
18,8912,243329
18,8913,40513
18,8914,377
18,8918,2558041
18,8919,8044
18,8920,8044
18,8921,243329
18,8925,75331
18,8933,546
18,8934,1420
18,8939,444459
18,8940,18538
18,8941,59660
18,8942,183112
18,8943,11572
18,8945,1176328
18,8950,1107
18,8953,1067420
18,8956,150901
18,8957,194194
18,8962,542719
18,8964,365265
18,8972,92375
18,8987,468076
18,8989,788556
18,8991,1793100
18,8993,32
18,8994,85
18,8996,2641396
18,8998,3782976
21,8808,553042
21,8809,537559
21,8810,8031
21,8812,6136
21,8821,100174
21,8822,136261
21,8831,1077
21,8832,1276
21,8846,1151
21,8847,230
21,8856,91821
21,8857,91534
21,8910,271500
21,8912,120449
21,8914,1093
21,8918,97517
21,8921,120449
21,8925,5439
21,8941,2101
21,8942,22987
21,8953,7222
21,8955,4726
21,8956,14553
21,8957,18624
21,8962,83032
21,8964,353665
21,8965,2001
21,8989,208685
21,8991,12482
21,8993,2725
21,8994,44
21,8996,385439
21,8998,567278
23,8810,119542
23,8813,609896
23,8814,597727
23,8815,126035
23,8816,149352
23,8825,173621
23,8826,260117
23,8829,11232
23,8830,16095
23,8831,109
23,8832,162
23,8833,150000
23,8834,225000
23,8846,2812
23,8847,30
23,8853,1167360
23,8854,1167360
23,8855,129438
23,8858,6015
23,8859,5672
23,8861,1176
23,8901,17
23,8902,490367
23,8904,63745
23,8909,421
23,8910,45514
23,8912,338603
23,8914,12655
23,8918,1657151
23,8919,172533
23,8921,338603
23,8922,1293851
23,8925,36531
23,8926,99849
23,8928,2190
23,8930,2261529
23,8933,618719
23,8940,30787
23,8941,7404
23,8942,143508
23,8945,6300
23,8953,9793
