REGN,C1_5
1,5/1/2011
1,5/2/2011
1,5/3/2011
1,5/7/2011
1,5/8/2011
1,5/9/2011
1,5/14/2011
1,5/15/2011
1,5/21/2011
1,5/22/2011
1,5/28/2011
1,5/29/2011
18,5/1/2011
18,5/2/2011
18,5/8/2011
18,5/9/2011
18,5/15/2011
18,5/22/2011
18,5/29/2011
21,5/1/2011
21,5/2/2011
21,5/7/2011
21,5/8/2011
21,5/9/2011
21,5/15/2011
21,5/22/2011
21,5/29/2011
23,5/1/2011
23,5/2/2011
23,5/7/2011
23,5/8/2011
23,5/9/2011
23,5/14/2011
23,5/15/2011
23,5/21/2011
23,5/22/2011
23,5/28/2011
23,5/29/2011
65,5/1/2011
65,5/2/2011
65,5/8/2011
65,5/9/2011
67,5/1/2011
67,5/2/2011
67,5/7/2011
67,5/8/2011
67,5/9/2011
67,5/14/2011
67,5/15/2011
67,5/21/2011
67,5/22/2011
67,5/28/2011
67,5/29/2011
77,5/1/2011
77,5/2/2011
77,5/7/2011
77,5/8/2011
77,5/9/2011
77,5/14/2011
77,5/15/2011
77,5/21/2011
77,5/22/2011
77,5/28/2011
77,5/29/2011
84,5/1/2011
84,5/2/2011
84,5/8/2011
84,5/9/2011
84,5/15/2011
84,5/22/2011
84,5/29/2011
85,5/1/2011
85,5/2/2011
85,5/7/2011
85,5/8/2011
85,5/9/2011
85,5/14/2011
85,5/15/2011
85,5/21/2011
85,5/22/2011
85,5/28/2011
85,5/29/2011
96,5/1/2011
96,5/2/2011
96,5/7/2011
96,5/8/2011
96,5/9/2011
96,5/14/2011
96,5/15/2011
96,5/21/2011
96,5/22/2011
96,5/28/2011
96,5/29/2011
101,5/1/2011
101,5/2/2011
101,5/8/2011
101,5/9/2011
101,5/15/2011
101,5/22/2011
101,5/29/2011
103,5/1/2011
103,5/2/2011
103,5/7/2011
103,5/8/2011
103,5/9/2011
103,5/14/2011
103,5/15/2011
103,5/21/2011
103,5/22/2011
103,5/28/2011
103,5/29/2011
106,5/1/2011
106,5/2/2011
106,5/7/2011
106,5/8/2011
106,5/9/2011
106,5/15/2011
106,5/22/2011
106,5/29/2011
142,5/1/2011
142,5/2/2011
142,5/7/2011
142,5/8/2011
142,5/9/2011
142,5/14/2011
142,5/15/2011
142,5/21/2011
142,5/22/2011
142,5/28/2011
142,5/29/2011
155,5/1/2011
155,5/2/2011
155,5/7/2011
155,5/8/2011
155,5/9/2011
155,5/14/2011
155,5/15/2011
155,5/21/2011
155,5/22/2011
155,5/28/2011
155,5/29/2011
170,5/1/2011
170,5/2/2011
170,5/7/2011
170,5/8/2011
170,5/9/2011
170,5/14/2011
170,5/15/2011
170,5/21/2011
170,5/22/2011
170,5/28/2011
170,5/29/2011
184,5/1/2011
184,5/2/2011
184,5/7/2011
184,5/8/2011
184,5/9/2011
184,5/14/2011
184,5/15/2011
184,5/21/2011
184,5/22/2011
184,5/28/2011
184,5/29/2011
197,5/1/2011
197,5/2/2011
197,5/7/2011
197,5/8/2011
197,5/9/2011
197,5/14/2011
197,5/15/2011
197,5/21/2011
197,5/22/2011
197,5/28/2011
197,5/29/2011
208,5/1/2011
208,5/2/2011
208,5/7/2011
208,5/8/2011
208,5/9/2011
208,5/14/2011
208,5/15/2011
208,5/21/2011
208,5/22/2011
208,5/28/2011
208,5/29/2011
226,5/1/2011
226,5/9/2011
232,5/1/2011
232,5/2/2011
232,5/7/2011
232,5/8/2011
232,5/9/2011
232,5/14/2011
232,5/15/2011
232,5/21/2011
232,5/22/2011
232,5/28/2011
232,5/29/2011
236,5/1/2011
236,5/2/2011
236,5/7/2011
236,5/8/2011
236,5/9/2011
236,5/14/2011
236,5/15/2011
236,5/21/2011
236,5/22/2011
236,5/28/2011
236,5/29/2011
249,5/1/2011
249,5/2/2011
249,5/8/2011
249,5/9/2011
249,5/15/2011
249,5/22/2011
249,5/29/2011
256,5/1/2011
256,5/2/2011
256,5/7/2011
256,5/8/2011
256,5/9/2011
256,5/14/2011
256,5/15/2011
256,5/21/2011
256,5/22/2011
256,5/28/2011
256,5/29/2011
272,5/1/2011
272,5/2/2011
272,5/7/2011
272,5/8/2011
272,5/9/2011
272,5/14/2011
272,5/15/2011
272,5/21/2011
272,5/22/2011
272,5/28/2011
272,5/29/2011
286,5/1/2011
286,5/2/2011
286,5/7/2011
286,5/8/2011
286,5/9/2011
286,5/14/2011
286,5/15/2011
286,5/21/2011
286,5/22/2011
286,5/28/2011
286,5/29/2011
312,5/1/2011
312,5/2/2011
312,5/8/2011
312,5/9/2011
312,5/15/2011
312,5/22/2011
312,5/29/2011
324,5/1/2011
324,5/2/2011
324,5/7/2011
324,5/8/2011
324,5/9/2011
324,5/14/2011
324,5/15/2011
324,5/21/2011
324,5/22/2011
324,5/28/2011
324,5/29/2011
330,5/1/2011
330,5/2/2011
330,5/8/2011
330,5/9/2011
330,5/14/2011
330,5/15/2011
330,5/21/2011
330,5/22/2011
330,5/28/2011
330,5/29/2011
347,5/1/2011
347,5/2/2011
347,5/7/2011
347,5/8/2011
347,5/9/2011
347,5/14/2011
347,5/15/2011
347,5/21/2011
347,5/22/2011
347,5/28/2011
347,5/29/2011
356,5/1/2011
356,5/2/2011
356,5/7/2011
356,5/8/2011
356,5/9/2011
356,5/14/2011
356,5/15/2011
356,5/21/2011
356,5/22/2011
356,5/28/2011
356,5/29/2011
370,5/1/2011
370,5/2/2011
370,5/7/2011
370,5/8/2011
370,5/9/2011
370,5/14/2011
370,5/15/2011
370,5/21/2011
370,5/22/2011
370,5/28/2011
370,5/29/2011
384,5/1/2011
384,5/9/2011
385,5/1/2011
385,5/2/2011
385,5/7/2011
385,5/8/2011
385,5/9/2011
385,5/14/2011
385,5/15/2011
385,5/21/2011
385,5/22/2011
385,5/28/2011
385,5/29/2011
404,5/1/2011
404,5/2/2011
404,5/8/2011
404,5/9/2011
404,5/15/2011
404,5/22/2011
404,5/29/2011
410,5/1/2011
410,5/2/2011
410,5/8/2011
410,5/9/2011
410,5/15/2011
410,5/22/2011
410,5/29/2011
430,5/1/2011
430,5/2/2011
430,5/7/2011
430,5/8/2011
430,5/9/2011
430,5/14/2011
430,5/15/2011
430,5/21/2011
430,5/22/2011
430,5/28/2011
430,5/29/2011
435,5/1/2011
435,5/2/2011
435,5/7/2011
435,5/8/2011
435,5/9/2011
435,5/14/2011
435,5/15/2011
435,5/21/2011
435,5/22/2011
435,5/28/2011
435,5/29/2011
436,5/1/2011
436,5/2/2011
436,5/7/2011
436,5/8/2011
436,5/9/2011
436,5/14/2011
436,5/15/2011
436,5/21/2011
436,5/22/2011
436,5/28/2011
436,5/29/2011
438,5/1/2011
438,5/2/2011
438,5/7/2011
438,5/8/2011
438,5/9/2011
438,5/14/2011
438,5/15/2011
438,5/21/2011
438,5/22/2011
438,5/28/2011
438,5/29/2011
444,5/1/2011
444,5/2/2011
444,5/3/2011
444,5/8/2011
444,5/9/2011
444,5/15/2011
444,5/22/2011
444,5/29/2011
456,5/1/2011
456,5/2/2011
456,5/9/2011
456,5/15/2011
456,5/22/2011
456,5/29/2011
459,5/1/2011
459,5/2/2011
459,5/8/2011
459,5/9/2011
459,5/15/2011
459,5/22/2011
459,5/29/2011
466,5/1/2011
466,5/2/2011
466,5/7/2011
466,5/8/2011
466,5/9/2011
466,5/14/2011
466,5/15/2011
466,5/21/2011
466,5/22/2011
466,5/28/2011
466,5/29/2011
467,5/1/2011
467,5/2/2011
467,5/7/2011
467,5/8/2011
467,5/9/2011
467,5/14/2011
467,5/15/2011
467,5/21/2011
467,5/22/2011
467,5/28/2011
467,5/29/2011
469,5/1/2011
469,5/8/2011
469,5/15/2011
469,5/22/2011
474,5/1/2011
474,5/2/2011
474,5/8/2011
474,5/9/2011
474,5/15/2011
474,5/22/2011
474,5/29/2011
478,5/1/2011
478,5/2/2011
478,5/7/2011
478,5/8/2011
478,5/9/2011
478,5/14/2011
478,5/15/2011
478,5/21/2011
478,5/22/2011
478,5/28/2011
478,5/29/2011
480,5/1/2011
480,5/2/2011
480,5/7/2011
480,5/8/2011
480,5/9/2011
480,5/14/2011
480,5/15/2011
480,5/22/2011
480,5/29/2011
481,5/1/2011
481,5/2/2011
481,5/7/2011
481,5/8/2011
481,5/9/2011
481,5/14/2011
481,5/15/2011
481,5/21/2011
481,5/22/2011
481,5/28/2011
481,5/29/2011
485,5/1/2011
485,5/9/2011
503,5/1/2011
503,5/2/2011
503,5/8/2011
503,5/9/2011
503,5/15/2011
503,5/22/2011
503,5/29/2011
507,5/1/2011
507,5/2/2011
507,5/7/2011
507,5/8/2011
507,5/9/2011
507,5/14/2011
507,5/15/2011
507,5/21/2011
507,5/22/2011
507,5/28/2011
507,5/29/2011
514,5/1/2011
514,5/2/2011
514,5/7/2011
514,5/8/2011
514,5/9/2011
514,5/14/2011
514,5/15/2011
514,5/21/2011
514,5/22/2011
514,5/28/2011
514,5/29/2011
518,5/1/2011
518,5/2/2011
518,5/7/2011
518,5/8/2011
518,5/9/2011
518,5/14/2011
518,5/15/2011
518,5/21/2011
518,5/22/2011
518,5/28/2011
518,5/29/2011
520,5/1/2011
520,5/2/2011
520,5/7/2011
520,5/8/2011
520,5/9/2011
520,5/14/2011
520,5/15/2011
