REGN,OKATO,OKPO,OGRN,REGN_S,BIC,DT,NAME_B,ADR,IM,IM_FIO,AG,AG_FIO,IC,IC_FIO,COM,C2_4
2271,24,26482634,1023700007407,2271,042406738,6/1/2010,"АКБ ""Кранбанк"" (ЗАО)","153000, г.Иваново, пр.Фридриха Энгельса, д.53",Председатель банка,Белов В.Ю.,Главный бухгалтер,Базина Е.А.,Начальник отдела отчетности,Шевелева Т.А.,(4932)300481,24
2272,45,17522116,1027739460737,2272,044525256,6/1/2010,"ОАО АКБ ""РОСБАНК""","107078,  г. Москва, ул. Маши Порываевой, д.11",Заместитель Председателя Правления,Чухлов А.Е.,Заместитель главного бухгалтера,Боровков Д.С.,Зам. главного бухгалтера,Боровков Д.С.,604-78-74,19
2285,60,24185062,1026103273382,2285,046015761,6/1/2010,"ОАО РАКБ ""Донхлеббанк""","344082, г. Ростов-на-Дону, ул. Шаумяна, 36А",Генеральный директор,Б.А. Леончик,Главный бухгалтер,Ю.Л. Иванченко,Начальник ОПУЛ,О.А. Мудрова,(8-863)-267-93-48,24
2299,45,17526516,1027739224160,2299,044585742,6/1/2010,"АКБ ""ВЕК"" (ЗАО)","123242,  г. Москва, ул.Малая Грузинская, д.10 стр.1",Первый зам. Председателя Правления,Трухин В.В.,Главный бухгалтер,Утюгова О.В.,Ведущий экономист отдела отчетности,Куракина А.В.,411 55 31 (141),19
2302,45,17526309,1027739055530,2302,044585288,6/1/2010,"КБ ""Совинком"" ООО","107076,  г. Москва, ул.Атарбекова, д.4 б",Председатель Правления Банка,Авилкина О.В.,Главный бухгалтер,Боляева Т.Н.,Начальник ПЭУ,Голубева Вера Анатольевна,963-05-66,19
2306,45,17527415,1027700024560,2306,044525976,6/1/2010,"АКБ ""Абсолют Банк"" (ЗАО)","127051,  г. Москва, Цветной бульвар, д. 18",Заместитель Председателя Правления,А.С.Ларкин,Начальник управления отчетности,С.А.Назаров,Начальник отдела,Т.В.Дубовая,995-10-01 д.51142,31
2313,45,17530475,1027739081930,2313,044525294,6/1/2010,"ОАО АКБ ""РУССОБАНК""","119121,  г. Москва, ул.Плющиха, д.10, стр.1",Заместитель Председателя Правления,Письмак И.А.,Главный бухгалтер,Емельянцева З.Г.,Нач. отдела бух. отчетности,Илюхина С.А.,(499)241-17-80,19
2316,36,21182608,1026300002244,2316,043601863,6/1/2010,"ЗАО АКБ ""ГАЗБАНК""","443100, г.Самара, ул.Молодогвардейская, д.224",Руководитель,Бондаренко А.В.,Главный бухгалтер,Власова Л.В.,Заместитель начальника,Юдина Л.Ю.,310-30-25,31
2330,45,17527912,1027739611151,2330,044599988,6/1/2010,"""Конгресс-Банк"" ОАО","129090, г. Москва, ул. Троицкая, д. 7, стр. 4",Заместитель Председателя Правления,Волкова И.В.,Главный бухгалтер,Антипова Е.М.,Начальник отдела отчетности,Гуменюк И.И.,(095)688-53-54,19
2337,01,27089962,1022200525786,2337,040173754,6/1/2010,"АКБ ""Зернобанк"" (ЗАО)","656056, Алтайский край, г.Барнаул, ул.Анатолия, 6","Президент АКБ ""Зернобанк"" (ЗАО)",Николаев Николай Николаевич,Главный бухгалтер,Ветошкина Любовь Степановна,Вед.специалист отдела планирования,Самбиева С.В.,35-30-14,19
2360,45,17531345,1027744001900,2360,044552989,6/1/2010,"КБ ""НАЦПРОМБАНК"" (ЗАО)","105118, г. Москва, проспект Буденного, д.19",Председатель Правления,Курбатов О.Н.,Главный бухгалтер,Баулина М.Е.,Гл. специалист отчетно-аналитического отдела,Кайдалова Е.Н.,(495)510-10-78,24
2368,45,20921624,1026000001796,2368,044552755,6/1/2010,"Инвестиционный Банк ""ВЕСТА"" (ООО)","105062, г. Москва, Подсосенский пер., д. 20, стр. 1",Заместитель Председателя Правления,Корчинская Юлия Александровна,Главный бухгалтер,Лорина Марина Михайловна,Начальник отдела отчетности,Рожкова Елена Викторовна,(495) 7754388,19
2382,70,24718469,1027100000080,2382,047003729,6/1/2010,"ОАО БАНК ""ТУЛЬСКИЙ ПРОМЫШЛЕННИК""","300028, Тульская область, г.Тула, ул. Смидович, 18-б",Председатель Правления Банка,Попова Наталья Ивановна,Главный бухгалтер,Комиссарова Валентина Дмитриевна,Руководитель казначейства,Наговицына В.Ф.,33-30-34,23
2388,01,27068718,1022200526446,2388,040155754,6/1/2010,"АКБ ""АлтайБизнес-Банк"" (ОАО)","658210, Алтайский край, г.Рубцовск, пр.Ленина, 206","Председатель Правления АКБ ""АлтайБизнес-Банк""",Проскурина Е.Б.,"Главный бухгалтер  АКБ ""АлтайБизнес-Банк""",Гусев В.П.,Экономист по отчетности,Ефимцева С.В.,4-30-79,24
2401,45,27311900,1097711000034,2401,044585402,6/1/2010,"ОАО Банк ""Народный кредит""","119017, г. Москва, ул. Пятницкая, д.42, стр.1",Председатель Правления,Юн В.Ю.,Зам. главного бухгалтера,Шишкина Е. Б.,Нач.отдела бух.отчетности,Хромова Е.Н.,959-17-90,19
2403,45,04879035,1027739137843,2403,044525226,6/1/2010,"АБ ""ГПБ-Ипотека"" (ОАО)","115446,  г. Москва, Коломенский проезд, д. 14",И.О. Председателя Правления,Мареичев А.Е.,Главный бухгалтер,Селиванова В.И.,Зам. начальника отдела финансового анализа и отчетности,Грекова Н.А.,(495) 223-40-40 (доб.341),19
2404,45,17534059,1037700043732,2404,044585238,6/1/2010,"АКБ ""АПАБАНК"" (ЗАО)","125047,  г. Москва, 2-я Тверская-Ямская улица, дом 2",Зам. Председателя Правления,Портных И.Б.,Главный бухгалтер,Живина И.И.,Зам. главного бухгалтера,Антилофьева Л.Г.,251-51-61,19
2410,45,17539329,1027700136408,2410,044599133,6/1/2010,"ОАО КБ ""ПФС-БАНК""","109147,  г. Москва, ул. Воронцовская, д. 27/35, стр. 1",Председатель Правления,Лукьянычев О.А.,Главный бухгалтер,Лазарева Т.В.,Зам.главного бухгалтера,Хворова Е.Е.,911-73-45,19
2440,45,17535627,1027700218666,2440,044525176,6/1/2010,"ОАО АКБ ""Металлинвестбанк""","109074,  г. Москва, Славянская площадь, д. 2/5/4, строение 3",Зам.Председателя Правления,Нестеров С.Б.,Гл.бухгалтер,Мурашова Е.С.,Нач.отдела сводного баланса,Вашлаева Т.П.,784-69-13,28
2447,94,24497873,1021800000551,2447,049401863,6/1/2010,(ОАО Удмуртинвестстройбанк),"426003,Удмуртская Республика, г.Ижевск, ул.Красноармейская, 69",Председатель Банка,В.М. Фарисеев,Главный бухгалтер,А.С. Антонова,"Начальник отдела анализа, отчетности и управления рисками",Н.П. Чепурнова,522664,31
