REGN,C1_4
1,7/3/2010
1,7/4/2010
1,7/10/2010
1,7/11/2010
1,7/17/2010
1,7/18/2010
1,7/24/2010
1,7/25/2010
1,7/31/2010
55,7/4/2010
55,7/11/2010
55,7/18/2010
55,7/25/2010
67,7/3/2010
67,7/4/2010
67,7/10/2010
67,7/11/2010
67,7/17/2010
67,7/18/2010
67,7/24/2010
67,7/25/2010
67,7/31/2010
84,7/4/2010
84,7/11/2010
84,7/18/2010
84,7/25/2010
85,7/3/2010
85,7/4/2010
85,7/10/2010
85,7/11/2010
85,7/17/2010
85,7/18/2010
85,7/24/2010
85,7/25/2010
85,7/31/2010
96,7/3/2010
96,7/4/2010
96,7/10/2010
96,7/11/2010
96,7/17/2010
96,7/18/2010
96,7/24/2010
96,7/25/2010
96,7/31/2010
101,7/4/2010
101,7/11/2010
101,7/18/2010
101,7/25/2010
103,7/3/2010
103,7/4/2010
103,7/10/2010
103,7/11/2010
103,7/17/2010
103,7/18/2010
103,7/24/2010
103,7/25/2010
103,7/31/2010
106,7/4/2010
106,7/11/2010
106,7/18/2010
106,7/25/2010
142,7/3/2010
142,7/4/2010
142,7/10/2010
142,7/11/2010
142,7/17/2010
142,7/18/2010
142,7/24/2010
142,7/25/2010
142,7/31/2010
155,7/3/2010
155,7/4/2010
155,7/10/2010
155,7/11/2010
155,7/17/2010
155,7/18/2010
155,7/24/2010
155,7/25/2010
155,7/31/2010
170,7/3/2010
170,7/4/2010
170,7/10/2010
170,7/11/2010
170,7/17/2010
170,7/18/2010
170,7/24/2010
170,7/25/2010
170,7/31/2010
197,7/3/2010
197,7/4/2010
197,7/10/2010
197,7/11/2010
197,7/17/2010
197,7/18/2010
197,7/24/2010
197,7/25/2010
197,7/31/2010
208,7/3/2010
208,7/4/2010
208,7/10/2010
208,7/11/2010
208,7/17/2010
208,7/18/2010
208,7/24/2010
208,7/25/2010
208,7/31/2010
210,7/4/2010
210,7/11/2010
210,7/18/2010
210,7/25/2010
226,7/3/2010
226,7/4/2010
226,7/10/2010
226,7/11/2010
226,7/17/2010
226,7/18/2010
226,7/24/2010
226,7/25/2010
226,7/31/2010
232,7/3/2010
232,7/4/2010
232,7/10/2010
232,7/11/2010
232,7/17/2010
232,7/18/2010
232,7/24/2010
232,7/25/2010
232,7/31/2010
236,7/3/2010
236,7/4/2010
236,7/10/2010
236,7/11/2010
236,7/17/2010
236,7/18/2010
236,7/24/2010
236,7/25/2010
236,7/31/2010
249,7/4/2010
249,7/11/2010
249,7/18/2010
249,7/25/2010
256,7/3/2010
256,7/4/2010
256,7/10/2010
256,7/11/2010
256,7/17/2010
256,7/18/2010
256,7/24/2010
256,7/25/2010
256,7/31/2010
