REGN,C1_5
1,2/5/2011
1,2/6/2011
1,2/12/2011
1,2/13/2011
1,2/19/2011
1,2/20/2011
1,2/23/2011
1,2/26/2011
1,2/27/2011
18,2/6/2011
18,2/13/2011
18,2/20/2011
18,2/27/2011
21,2/6/2011
21,2/13/2011
21,2/20/2011
21,2/23/2011
21,2/27/2011
23,2/5/2011
23,2/6/2011
23,2/12/2011
23,2/13/2011
23,2/19/2011
23,2/20/2011
23,2/23/2011
23,2/26/2011
23,2/27/2011
55,2/6/2011
55,2/13/2011
55,2/20/2011
55,2/23/2011
55,2/27/2011
65,2/23/2011
67,2/5/2011
67,2/6/2011
67,2/12/2011
67,2/13/2011
67,2/19/2011
67,2/20/2011
67,2/23/2011
67,2/26/2011
67,2/27/2011
77,2/5/2011
77,2/6/2011
77,2/12/2011
77,2/13/2011
77,2/19/2011
77,2/20/2011
77,2/23/2011
77,2/26/2011
77,2/27/2011
84,2/6/2011
84,2/13/2011
84,2/20/2011
84,2/27/2011
85,2/5/2011
85,2/6/2011
85,2/12/2011
85,2/13/2011
85,2/19/2011
85,2/20/2011
85,2/23/2011
85,2/26/2011
85,2/27/2011
96,2/5/2011
96,2/6/2011
96,2/12/2011
96,2/13/2011
96,2/19/2011
96,2/20/2011
96,2/23/2011
96,2/26/2011
96,2/27/2011
101,2/6/2011
101,2/13/2011
101,2/20/2011
101,2/23/2011
101,2/27/2011
103,2/5/2011
103,2/6/2011
103,2/12/2011
103,2/13/2011
103,2/19/2011
103,2/20/2011
103,2/23/2011
103,2/26/2011
103,2/27/2011
106,2/6/2011
106,2/13/2011
106,2/20/2011
106,2/23/2011
106,2/27/2011
142,2/5/2011
142,2/6/2011
142,2/12/2011
142,2/13/2011
142,2/19/2011
142,2/20/2011
142,2/23/2011
142,2/26/2011
142,2/27/2011
155,2/5/2011
155,2/6/2011
155,2/12/2011
155,2/13/2011
155,2/19/2011
155,2/20/2011
155,2/23/2011
155,2/26/2011
155,2/27/2011
170,2/5/2011
170,2/6/2011
170,2/12/2011
170,2/13/2011
170,2/19/2011
170,2/20/2011
170,2/23/2011
170,2/26/2011
170,2/27/2011
184,2/5/2011
184,2/6/2011
184,2/12/2011
184,2/13/2011
184,2/19/2011
184,2/20/2011
184,2/23/2011
184,2/26/2011
184,2/27/2011
197,2/5/2011
197,2/6/2011
197,2/12/2011
197,2/13/2011
197,2/19/2011
197,2/20/2011
197,2/23/2011
197,2/26/2011
197,2/27/2011
208,2/5/2011
208,2/6/2011
208,2/12/2011
208,2/13/2011
208,2/19/2011
208,2/20/2011
208,2/23/2011
208,2/26/2011
208,2/27/2011
210,2/6/2011
210,2/13/2011
210,2/20/2011
226,2/5/2011
226,2/6/2011
226,2/12/2011
226,2/13/2011
226,2/19/2011
226,2/20/2011
226,2/23/2011
226,2/26/2011
226,2/27/2011
232,2/5/2011
232,2/6/2011
232,2/12/2011
232,2/13/2011
232,2/19/2011
232,2/20/2011
232,2/23/2011
232,2/26/2011
232,2/27/2011
233,2/23/2011
236,2/5/2011
236,2/6/2011
236,2/12/2011
236,2/13/2011
236,2/19/2011
236,2/20/2011
236,2/23/2011
236,2/26/2011
236,2/27/2011
249,2/6/2011
249,2/13/2011
249,2/20/2011
249,2/23/2011
249,2/27/2011
256,2/5/2011
256,2/6/2011
256,2/12/2011
256,2/13/2011
256,2/19/2011
256,2/20/2011
256,2/23/2011
256,2/26/2011
256,2/27/2011
272,2/5/2011
272,2/6/2011
272,2/12/2011
272,2/13/2011
272,2/19/2011
272,2/20/2011
272,2/23/2011
272,2/26/2011
272,2/27/2011
286,2/5/2011
286,2/6/2011
286,2/12/2011
286,2/13/2011
286,2/19/2011
286,2/20/2011
286,2/23/2011
286,2/26/2011
286,2/27/2011
312,2/6/2011
312,2/13/2011
312,2/20/2011
312,2/23/2011
312,2/27/2011
324,2/5/2011
324,2/6/2011
324,2/12/2011
324,2/13/2011
324,2/19/2011
324,2/20/2011
324,2/26/2011
324,2/27/2011
330,2/5/2011
330,2/6/2011
330,2/12/2011
330,2/13/2011
330,2/19/2011
330,2/20/2011
330,2/23/2011
330,2/26/2011
330,2/27/2011
347,2/5/2011
347,2/6/2011
347,2/12/2011
347,2/13/2011
347,2/19/2011
347,2/20/2011
347,2/23/2011
347,2/26/2011
347,2/27/2011
356,2/5/2011
356,2/6/2011
356,2/12/2011
356,2/13/2011
356,2/19/2011
356,2/20/2011
356,2/23/2011
356,2/26/2011
356,2/27/2011
370,2/5/2011
370,2/6/2011
370,2/12/2011
370,2/13/2011
370,2/19/2011
370,2/20/2011
370,2/23/2011
370,2/26/2011
370,2/27/2011
384,2/23/2011
385,2/5/2011
385,2/6/2011
385,2/12/2011
385,2/13/2011
385,2/19/2011
385,2/20/2011
385,2/23/2011
385,2/26/2011
385,2/27/2011
404,2/6/2011
404,2/13/2011
404,2/20/2011
404,2/27/2011
410,2/6/2011
410,2/13/2011
410,2/20/2011
410,2/23/2011
410,2/27/2011
430,2/5/2011
430,2/6/2011
430,2/12/2011
430,2/13/2011
430,2/19/2011
430,2/20/2011
430,2/23/2011
430,2/26/2011
430,2/27/2011
435,2/5/2011
435,2/6/2011
435,2/12/2011
435,2/13/2011
435,2/19/2011
435,2/20/2011
435,2/23/2011
435,2/26/2011
435,2/27/2011
436,2/5/2011
436,2/6/2011
436,2/12/2011
436,2/13/2011
436,2/19/2011
436,2/20/2011
436,2/23/2011
436,2/26/2011
436,2/27/2011
438,2/5/2011
438,2/6/2011
438,2/12/2011
438,2/13/2011
438,2/19/2011
438,2/20/2011
438,2/23/2011
438,2/26/2011
438,2/27/2011
444,2/6/2011
444,2/13/2011
444,2/20/2011
444,2/27/2011
456,2/6/2011
456,2/13/2011
456,2/27/2011
459,2/6/2011
459,2/13/2011
459,2/20/2011
459,2/23/2011
459,2/27/2011
466,2/5/2011
466,2/6/2011
466,2/12/2011
466,2/13/2011
466,2/19/2011
466,2/20/2011
466,2/23/2011
466,2/26/2011
466,2/27/2011
467,2/5/2011
467,2/6/2011
467,2/12/2011
467,2/13/2011
467,2/19/2011
467,2/20/2011
467,2/23/2011
467,2/26/2011
467,2/27/2011
469,2/6/2011
469,2/13/2011
469,2/20/2011
469,2/27/2011
474,2/6/2011
474,2/13/2011
474,2/20/2011
474,2/23/2011
474,2/27/2011
478,2/5/2011
478,2/6/2011
478,2/12/2011
478,2/13/2011
478,2/19/2011
478,2/20/2011
478,2/23/2011
478,2/26/2011
478,2/27/2011
480,2/5/2011
480,2/6/2011
480,2/12/2011
480,2/13/2011
480,2/19/2011
480,2/20/2011
480,2/23/2011
480,2/26/2011
480,2/27/2011
481,2/5/2011
481,2/6/2011
481,2/12/2011
481,2/13/2011
481,2/19/2011
481,2/20/2011
481,2/23/2011
481,2/26/2011
481,2/27/2011
485,2/23/2011
507,2/5/2011
507,2/6/2011
507,2/12/2011
507,2/13/2011
507,2/19/2011
507,2/20/2011
507,2/23/2011
507,2/26/2011
507,2/27/2011
514,2/5/2011
514,2/6/2011
514,2/12/2011
514,2/13/2011
514,2/19/2011
514,2/20/2011
514,2/23/2011
514,2/26/2011
514,2/27/2011
518,2/5/2011
518,2/6/2011
518,2/12/2011
518,2/13/2011
518,2/19/2011
518,2/20/2011
518,2/23/2011
518,2/26/2011
518,2/27/2011
520,2/5/2011
520,2/6/2011
520,2/12/2011
520,2/13/2011
520,2/19/2011
520,2/20/2011
520,2/23/2011
520,2/26/2011
520,2/27/2011
524,2/5/2011
524,2/6/2011
524,2/12/2011
524,2/13/2011
524,2/19/2011
524,2/20/2011
524,2/23/2011
524,2/26/2011
524,2/27/2011
531,2/5/2011
531,2/6/2011
531,2/12/2011
531,2/13/2011
531,2/19/2011
531,2/20/2011
531,2/23/2011
531,2/26/2011
531,2/27/2011
533,2/5/2011
533,2/6/2011
533,2/12/2011
533,2/13/2011
533,2/19/2011
533,2/20/2011
533,2/23/2011
533,2/26/2011
533,2/27/2011
537,2/23/2011
538,2/6/2011
538,2/13/2011
538,2/20/2011
538,2/23/2011
538,2/27/2011
539,2/6/2011
539,2/13/2011
539,2/20/2011
539,2/27/2011
543,2/5/2011
543,2/6/2011
543,2/12/2011
543,2/13/2011
543,2/19/2011
543,2/20/2011
543,2/23/2011
543,2/26/2011
543,2/27/2011
545,2/5/2011
545,2/6/2011
545,2/12/2011
545,2/13/2011
545,2/19/2011
545,2/20/2011
545,2/23/2011
545,2/26/2011
545,2/27/2011
546,2/6/2011
546,2/13/2011
546,2/20/2011
546,2/23/2011
546,2/27/2011
548,2/5/2011
548,2/6/2011
548,2/12/2011
548,2/13/2011
548,2/19/2011
548,2/20/2011
548,2/23/2011
548,2/26/2011
548,2/27/2011
554,2/6/2011
554,2/13/2011
554,2/20/2011
554,2/23/2011
554,2/27/2011
567,2/5/2011
567,2/6/2011
567,2/12/2011
567,2/13/2011
567,2/19/2011
567,2/20/2011
567,2/23/2011
567,2/26/2011
567,2/27/2011
568,2/5/2011
568,2/6/2011
568,2/12/2011
568,2/13/2011
568,2/19/2011
568,2/20/2011
568,2/23/2011
568,2/26/2011
568,2/27/2011
570,2/5/2011
570,2/6/2011
570,2/12/2011
570,2/13/2011
570,2/19/2011
570,2/20/2011
570,2/23/2011
570,2/26/2011
570,2/27/2011
574,2/5/2011
574,2/6/2011
574,2/12/2011
574,2/13/2011
574,2/19/2011
574,2/20/2011
574,2/23/2011
574,2/26/2011
574,2/27/2011
575,2/6/2011
575,2/13/2011
575,2/20/2011
575,2/27/2011
588,2/23/2011
594,2/5/2011
594,2/6/2011
594,2/12/2011
594,2/13/2011
594,2/19/2011
594,2/20/2011
594,2/23/2011
594,2/26/2011
594,2/27/2011
596,2/6/2011
598,2/5/2011
598,2/6/2011
598,2/12/2011
598,2/13/2011
598,2/19/2011
598,2/20/2011
598,2/23/2011
598,2/26/2011
598,2/27/2011
606,2/6/2011
606,2/13/2011
606,2/20/2011
606,2/23/2011
606,2/27/2011
608,2/5/2011
608,2/6/2011
608,2/12/2011
608,2/13/2011
608,2/19/2011
608,2/20/2011
608,2/23/2011
608,2/26/2011
608,2/27/2011
622,2/5/2011
622,2/6/2011
622,2/12/2011
622,2/13/2011
622,2/19/2011
622,2/20/2011
622,2/23/2011
622,2/26/2011
622,2/27/2011
625,2/5/2011
625,2/6/2011
625,2/12/2011
625,2/13/2011
625,2/19/2011
625,2/20/2011
625,2/23/2011
625,2/26/2011
625,2/27/2011
637,2/6/2011
637,2/13/2011
637,2/20/2011
637,2/23/2011
637,2/27/2011
639,2/5/2011
639,2/6/2011
639,2/12/2011
639,2/13/2011
639,2/19/2011
639,2/20/2011
639,2/23/2011
639,2/26/2011
639,2/27/2011
650,2/5/2011
650,2/6/2011
650,2/12/2011
650,2/13/2011
650,2/19/2011
650,2/20/2011
650,2/23/2011
650,2/26/2011
650,2/27/2011
653,2/23/2011
654,2/5/2011
654,2/6/2011
654,2/12/2011
654,2/13/2011
654,2/19/2011
654,2/20/2011
654,2/23/2011
654,2/26/2011
654,2/27/2011
655,2/5/2011
655,2/6/2011
655,2/12/2011
655,2/13/2011
655,2/19/2011
655,2/20/2011
655,2/23/2011
655,2/26/2011
655,2/27/2011
665,2/5/2011
665,2/6/2011
665,2/12/2011
665,2/13/2011
665,2/19/2011
665,2/20/2011
665,2/23/2011
665,2/26/2011
665,2/27/2011
671,2/5/2011
671,2/6/2011
671,2/12/2011
671,2/13/2011
671,2/19/2011
671,2/20/2011
671,2/23/2011
671,2/26/2011
671,2/27/2011
680,2/6/2011
680,2/13/2011
680,2/20/2011
680,2/23/2011
680,2/27/2011
684,2/5/2011
684,2/6/2011
684,2/12/2011
684,2/13/2011
684,2/19/2011
684,2/20/2011
684,2/23/2011
684,2/26/2011
684,2/27/2011
685,2/6/2011
685,2/13/2011
685,2/20/2011
685,2/23/2011
685,2/27/2011
695,2/5/2011
695,2/6/2011
695,2/12/2011
695,2/13/2011
695,2/19/2011
695,2/20/2011
695,2/23/2011
695,2/26/2011
695,2/27/2011
696,2/5/2011
696,2/6/2011
696,2/12/2011
696,2/13/2011
696,2/19/2011
696,2/20/2011
696,2/23/2011
696,2/26/2011
696,2/27/2011
