REGN,C1_1,C2_1
1,8801,1129850
1,8810,57313763
1,8811,5825474
1,8812,18697860
1,8900,11067333
1,8902,18244731
1,8909,265579
1,8910,5494816
1,8911,54478
1,8912,16315863
1,8913,554157
1,8914,283326
1,8916,7409580
1,8918,161995875
1,8919,350316
1,8921,16315863
1,8922,47249034
1,8925,173522
1,8928,504572
1,8930,63373976
1,8933,3397500
1,8934,314547
1,8938,839413
1,8940,1171
1,8941,2479282
1,8942,1510256
1,8945,112371501
1,8950,77158
1,8953,25405305
1,8954,118
1,8955,27498
1,8956,169051
1,8957,217885
1,8960,10306246
1,8962,6240723
1,8964,3709012
1,8972,42288157
1,8973,1865530
1,8974,5101172
1,8976,2669846
1,8978,92664776
1,8989,38581452
1,8991,13188569
1,8992,1245772
1,8993,8155
1,8994,138824
1,8995,104442
1,8996,276710266
1,8998,115731094
2,8810,32885
2,8811,3963
2,8812,27950
2,8909,35
2,8910,35216
2,8912,13278
2,8914,1921
2,8918,5131
2,8921,13278
2,8925,133
2,8940,1044
2,8941,12005
2,8942,11731
2,8945,3792
2,8953,17004
2,8956,981919
2,8957,986907
2,8962,37191
2,8964,6056
2,8989,127578
2,8991,11126
2,8993,500
2,8994,200
2,8996,527969
2,8998,953538
5,8810,132555
5,8812,326582
5,8902,967340
5,8904,205948
5,8909,4655
5,8910,99698
5,8912,442148
5,8914,728
5,8916,695
5,8918,925100
5,8921,442148
5,8925,11046
5,8926,10920
5,8933,116865
5,8941,140905
5,8942,20486
5,8945,20121
5,8950,14
5,8953,112482
5,8956,17693
5,8957,22850
5,8960,340186
5,8962,110718
5,8964,1937
5,8967,1
5,8972,1154511
5,8981,190777
5,8989,878975
5,8991,171882
5,8993,3624
5,8996,1126210
5,8998,1854069
18,8801,160168
18,8810,1063716
18,8812,4315275
18,8902,286299
18,8909,706
18,8910,250016
18,8912,349411
18,8913,84970
18,8914,276596
18,8918,1659422
18,8919,6668
18,8920,6668
18,8921,349411
18,8925,34063
18,8933,13739
18,8934,1420
18,8938,90112
18,8940,5036
18,8941,41531
18,8942,87965
18,8945,6548644
18,8950,13
18,8953,234937
18,8956,97216
18,8957,123396
18,8960,50523
18,8962,409297
18,8964,2070720
18,8966,16185
18,8969,9751
18,8972,336822
18,8989,365560
18,8991,468544
18,8993,500
18,8994,78
18,8996,1431207
18,8998,5044628
21,8810,9930
21,8812,9789
21,8910,124263
21,8912,62913
21,8914,1636
21,8918,27845
21,8921,62913
21,8925,1161
21,8941,1111
21,8942,8158
21,8950,100052
21,8953,20020
21,8955,200
21,8956,50275
21,8957,56502
21,8962,55378
21,8964,184234
21,8965,200
21,8989,32909
21,8991,23996
21,8994,11
21,8996,185395
21,8998,433416
23,8810,31687
23,8811,7130
23,8901,7
23,8902,122533
23,8904,127266
23,8909,19372
23,8910,622456
23,8912,90735
23,8914,10158
23,8918,1073121
23,8921,90735
23,8922,732480
23,8925,14394
23,8926,383
23,8930,1737109
23,8933,204857
23,8934,245206
23,8938,1021
23,8940,18229
23,8941,53726
23,8942,58783
23,8945,697
23,8950,462
23,8953,339889
23,8956,443881
23,8957,576854
23,8960,129062
23,8962,385004
23,8964,223891
23,8966,20160
23,8967,31
23,8970,11
23,8972,223658
23,8973,91840
23,8978,8899221
23,8989,2432128
23,8991,1768735
23,8996,6292836
23,8998,14057137
52,8810,322059
52,8812,23973
52,8909,24
52,8910,2612452
52,8912,105051
52,8914,1076
52,8918,1319927
52,8921,105051
52,8925,9976
52,8926,17460
52,8933,48170
52,8940,2
52,8941,70914
52,8942,36376
52,8945,5000
52,8953,1596799
52,8956,328352
52,8957,336234
52,8962,418032
52,8964,138187
52,8989,370227
52,8991,201534
52,8993,2265
52,8994,2154
52,8996,738954
52,8998,3914176
53,8806,11111
53,8807,7778
53,8810,1014742
53,8812,168138
53,8909,6995
53,8910,836195
53,8912,1845638
53,8916,54
53,8918,268827
53,8921,1845638
53,8925,11385
53,8926,515
53,8933,85554
53,8941,6995
53,8942,26792
53,8945,2
53,8950,1396
53,8953,790099
