REGN,C1_5
1,8/2/2014
1,8/3/2014
1,8/9/2014
1,8/10/2014
1,8/16/2014
1,8/17/2014
1,8/23/2014
1,8/24/2014
1,8/30/2014
1,8/31/2014
21,8/3/2014
21,8/10/2014
21,8/17/2014
21,8/24/2014
21,8/31/2014
23,8/2/2014
23,8/3/2014
23,8/9/2014
23,8/10/2014
23,8/16/2014
23,8/17/2014
23,8/23/2014
23,8/24/2014
23,8/30/2014
23,8/31/2014
55,8/2/2014
55,8/3/2014
55,8/9/2014
55,8/10/2014
55,8/16/2014
55,8/17/2014
55,8/23/2014
55,8/24/2014
55,8/30/2014
67,8/2/2014
67,8/3/2014
67,8/9/2014
67,8/10/2014
67,8/16/2014
67,8/17/2014
67,8/23/2014
67,8/24/2014
67,8/30/2014
67,8/31/2014
77,8/2/2014
77,8/3/2014
77,8/9/2014
77,8/10/2014
77,8/16/2014
77,8/17/2014
77,8/23/2014
77,8/24/2014
77,8/30/2014
77,8/31/2014
85,8/2/2014
85,8/3/2014
85,8/9/2014
85,8/10/2014
85,8/16/2014
85,8/17/2014
85,8/23/2014
85,8/24/2014
85,8/30/2014
85,8/31/2014
96,8/3/2014
96,8/10/2014
96,8/17/2014
96,8/24/2014
96,8/31/2014
103,8/2/2014
103,8/3/2014
103,8/9/2014
103,8/10/2014
103,8/16/2014
103,8/17/2014
103,8/23/2014
103,8/24/2014
103,8/30/2014
103,8/31/2014
106,8/3/2014
106,8/10/2014
106,8/17/2014
106,8/24/2014
142,8/2/2014
142,8/3/2014
142,8/9/2014
142,8/10/2014
142,8/16/2014
142,8/17/2014
142,8/23/2014
142,8/24/2014
142,8/30/2014
142,8/31/2014
149,8/2/2014
149,8/3/2014
149,8/9/2014
149,8/10/2014
149,8/16/2014
149,8/17/2014
149,8/23/2014
149,8/24/2014
149,8/30/2014
149,8/31/2014
153,8/2/2014
153,8/3/2014
153,8/9/2014
153,8/10/2014
153,8/16/2014
153,8/17/2014
153,8/23/2014
153,8/24/2014
153,8/30/2014
153,8/31/2014
170,8/2/2014
170,8/3/2014
170,8/9/2014
170,8/10/2014
170,8/16/2014
170,8/17/2014
170,8/23/2014
170,8/24/2014
170,8/30/2014
170,8/31/2014
197,8/2/2014
197,8/3/2014
197,8/9/2014
197,8/10/2014
197,8/16/2014
197,8/17/2014
197,8/23/2014
197,8/24/2014
197,8/30/2014
197,8/31/2014
208,8/2/2014
208,8/3/2014
208,8/9/2014
208,8/10/2014
208,8/16/2014
208,8/17/2014
208,8/23/2014
208,8/24/2014
208,8/30/2014
208,8/31/2014
232,8/3/2014
232,8/10/2014
232,8/17/2014
232,8/24/2014
232,8/31/2014
236,8/3/2014
236,8/10/2014
236,8/17/2014
236,8/24/2014
236,8/31/2014
249,8/3/2014
249,8/10/2014
249,8/17/2014
249,8/24/2014
249,8/31/2014
256,8/2/2014
256,8/3/2014
256,8/9/2014
256,8/10/2014
256,8/16/2014
256,8/17/2014
256,8/23/2014
256,8/24/2014
256,8/30/2014
256,8/31/2014
272,8/2/2014
272,8/3/2014
272,8/9/2014
272,8/10/2014
272,8/16/2014
272,8/17/2014
272,8/23/2014
272,8/24/2014
272,8/30/2014
272,8/31/2014
312,8/3/2014
312,8/10/2014
312,8/17/2014
312,8/24/2014
312,8/31/2014
324,8/3/2014
324,8/10/2014
324,8/17/2014
324,8/24/2014
324,8/31/2014
330,8/2/2014
330,8/3/2014
330,8/9/2014
330,8/10/2014
330,8/16/2014
330,8/17/2014
330,8/23/2014
330,8/24/2014
330,8/30/2014
330,8/31/2014
354,8/2/2014
354,8/3/2014
354,8/9/2014
354,8/10/2014
354,8/16/2014
354,8/17/2014
354,8/23/2014
354,8/24/2014
354,8/30/2014
354,8/31/2014
356,8/2/2014
356,8/3/2014
356,8/9/2014
356,8/10/2014
356,8/16/2014
356,8/17/2014
356,8/23/2014
356,8/24/2014
356,8/30/2014
356,8/31/2014
370,8/2/2014
370,8/3/2014
370,8/9/2014
370,8/10/2014
370,8/16/2014
370,8/17/2014
370,8/23/2014
370,8/24/2014
370,8/30/2014
370,8/31/2014
384,8/3/2014
384,8/10/2014
384,8/17/2014
384,8/24/2014
384,8/31/2014
385,8/2/2014
385,8/3/2014
385,8/9/2014
385,8/10/2014
385,8/16/2014
385,8/17/2014
385,8/23/2014
385,8/24/2014
385,8/30/2014
385,8/31/2014
430,8/2/2014
430,8/3/2014
430,8/9/2014
430,8/10/2014
430,8/16/2014
430,8/17/2014
430,8/23/2014
430,8/24/2014
430,8/30/2014
430,8/31/2014
436,8/2/2014
436,8/3/2014
436,8/9/2014
436,8/10/2014
436,8/16/2014
436,8/17/2014
436,8/23/2014
436,8/24/2014
436,8/30/2014
436,8/31/2014
438,8/2/2014
438,8/3/2014
438,8/9/2014
438,8/10/2014
438,8/16/2014
438,8/17/2014
438,8/23/2014
438,8/24/2014
438,8/30/2014
438,8/31/2014
444,8/3/2014
444,8/10/2014
444,8/17/2014
444,8/24/2014
444,8/31/2014
456,8/10/2014
456,8/17/2014
456,8/31/2014
467,8/3/2014
467,8/10/2014
467,8/17/2014
467,8/24/2014
467,8/31/2014
469,8/3/2014
469,8/10/2014
469,8/17/2014
469,8/24/2014
469,8/31/2014
474,8/3/2014
474,8/10/2014
474,8/17/2014
474,8/24/2014
474,8/31/2014
478,8/2/2014
478,8/3/2014
478,8/9/2014
478,8/10/2014
478,8/16/2014
478,8/17/2014
478,8/23/2014
478,8/24/2014
478,8/31/2014
480,8/3/2014
480,8/10/2014
480,8/17/2014
480,8/24/2014
480,8/30/2014
480,8/31/2014
481,8/3/2014
481,8/10/2014
481,8/17/2014
481,8/24/2014
481,8/31/2014
507,8/2/2014
507,8/3/2014
507,8/9/2014
507,8/10/2014
507,8/16/2014
507,8/17/2014
507,8/23/2014
507,8/24/2014
507,8/30/2014
507,8/31/2014
518,8/2/2014
518,8/3/2014
518,8/9/2014
518,8/10/2014
518,8/16/2014
518,8/17/2014
518,8/23/2014
518,8/24/2014
518,8/30/2014
518,8/31/2014
533,8/3/2014
533,8/10/2014
533,8/17/2014
533,8/24/2014
533,8/31/2014
538,8/10/2014
545,8/2/2014
545,8/3/2014
545,8/9/2014
545,8/10/2014
545,8/16/2014
545,8/17/2014
545,8/23/2014
545,8/24/2014
545,8/30/2014
545,8/31/2014
548,8/3/2014
548,8/10/2014
548,8/17/2014
548,8/24/2014
548,8/31/2014
567,8/3/2014
567,8/10/2014
567,8/17/2014
567,8/24/2014
567,8/31/2014
568,8/3/2014
568,8/10/2014
568,8/17/2014
568,8/24/2014
568,8/31/2014
574,8/3/2014
574,8/10/2014
574,8/17/2014
574,8/24/2014
574,8/31/2014
575,8/3/2014
575,8/10/2014
575,8/17/2014
575,8/24/2014
575,8/31/2014
596,8/24/2014
598,8/2/2014
598,8/3/2014
598,8/9/2014
598,8/10/2014
598,8/16/2014
598,8/17/2014
598,8/23/2014
598,8/24/2014
598,8/30/2014
598,8/31/2014
606,8/3/2014
606,8/10/2014
606,8/17/2014
606,8/24/2014
606,8/31/2014
608,8/2/2014
608,8/3/2014
608,8/9/2014
608,8/10/2014
608,8/16/2014
608,8/17/2014
608,8/23/2014
608,8/24/2014
608,8/31/2014
655,8/2/2014
655,8/3/2014
655,8/9/2014
655,8/10/2014
655,8/16/2014
655,8/17/2014
655,8/23/2014
655,8/24/2014
655,8/31/2014
665,8/2/2014
665,8/3/2014
665,8/9/2014
665,8/10/2014
665,8/16/2014
665,8/17/2014
665,8/23/2014
665,8/24/2014
665,8/30/2014
