REGN,C1_5
1,7/6/2013
1,7/7/2013
1,7/13/2013
1,7/14/2013
1,7/20/2013
1,7/21/2013
1,7/27/2013
1,7/28/2013
18,7/7/2013
18,7/14/2013
18,7/21/2013
18,7/28/2013
21,7/7/2013
21,7/14/2013
21,7/21/2013
21,7/28/2013
23,7/6/2013
23,7/7/2013
23,7/13/2013
23,7/14/2013
23,7/20/2013
23,7/21/2013
23,7/27/2013
23,7/28/2013
67,7/6/2013
67,7/7/2013
67,7/13/2013
67,7/14/2013
67,7/20/2013
67,7/21/2013
67,7/27/2013
67,7/28/2013
77,7/6/2013
77,7/7/2013
77,7/13/2013
77,7/14/2013
77,7/20/2013
77,7/21/2013
77,7/27/2013
77,7/28/2013
85,7/6/2013
85,7/7/2013
85,7/13/2013
85,7/14/2013
85,7/20/2013
85,7/21/2013
85,7/27/2013
85,7/28/2013
96,7/7/2013
96,7/14/2013
96,7/21/2013
96,7/28/2013
103,7/6/2013
103,7/7/2013
103,7/13/2013
103,7/14/2013
103,7/20/2013
103,7/21/2013
103,7/27/2013
103,7/28/2013
106,7/7/2013
106,7/14/2013
106,7/21/2013
106,7/28/2013
142,7/6/2013
142,7/7/2013
142,7/13/2013
142,7/14/2013
142,7/20/2013
142,7/21/2013
142,7/27/2013
142,7/28/2013
149,7/6/2013
149,7/7/2013
149,7/13/2013
149,7/14/2013
149,7/20/2013
149,7/21/2013
149,7/27/2013
149,7/28/2013
153,7/6/2013
153,7/7/2013
153,7/13/2013
153,7/14/2013
153,7/20/2013
153,7/21/2013
153,7/27/2013
153,7/28/2013
155,7/6/2013
155,7/7/2013
155,7/13/2013
155,7/14/2013
155,7/20/2013
155,7/21/2013
155,7/27/2013
155,7/28/2013
170,7/6/2013
170,7/7/2013
170,7/13/2013
170,7/14/2013
170,7/20/2013
170,7/21/2013
170,7/27/2013
170,7/28/2013
184,7/6/2013
184,7/7/2013
184,7/13/2013
184,7/14/2013
184,7/20/2013
184,7/21/2013
184,7/26/2013
184,7/27/2013
184,7/28/2013
197,7/6/2013
197,7/7/2013
197,7/13/2013
197,7/14/2013
197,7/20/2013
197,7/21/2013
197,7/27/2013
197,7/28/2013
208,7/6/2013
208,7/7/2013
208,7/13/2013
208,7/14/2013
208,7/20/2013
208,7/21/2013
208,7/27/2013
208,7/28/2013
232,7/7/2013
232,7/14/2013
232,7/21/2013
232,7/28/2013
236,7/6/2013
236,7/7/2013
236,7/13/2013
236,7/14/2013
236,7/20/2013
236,7/21/2013
236,7/27/2013
236,7/28/2013
249,7/7/2013
249,7/14/2013
249,7/21/2013
249,7/28/2013
256,7/6/2013
256,7/7/2013
256,7/13/2013
256,7/14/2013
256,7/20/2013
256,7/21/2013
256,7/27/2013
256,7/28/2013
272,7/6/2013
272,7/7/2013
272,7/13/2013
272,7/14/2013
272,7/20/2013
272,7/21/2013
272,7/27/2013
272,7/28/2013
282,7/6/2013
282,7/7/2013
282,7/13/2013
282,7/14/2013
282,7/20/2013
282,7/21/2013
282,7/27/2013
282,7/28/2013
286,7/6/2013
286,7/7/2013
286,7/13/2013
286,7/14/2013
286,7/20/2013
286,7/21/2013
