REGN,C1_4,C2_4,C3_4,C4_4
18,1,Í1,9.37,12/1/2012
18,2,Í1,9.71,12/3/2012
18,3,Í1,9.74,12/4/2012
18,4,Í1,9.69,12/5/2012
18,5,Í1,9.63,12/6/2012
18,6,Í1,9.64,12/7/2012
18,7,Í1,9.64,12/8/2012
18,8,Í1,9.72,12/10/2012
18,9,Í1,9.88,12/11/2012
18,10,Í1,9.85,12/12/2012
18,11,Í1,9.78,12/13/2012
18,12,Í1,9.57,12/14/2012
18,13,Í1,9.57,12/15/2012
18,14,Í1,9.50,12/17/2012
18,15,Í1,9.48,12/18/2012
18,16,Í1,9.83,12/19/2012
18,17,Í1,9.81,12/20/2012
18,18,Í1,9.85,12/24/2012
18,19,Í1,9.78,12/25/2012
18,20,Í1,9.88,12/26/2012
481,1,Í10.1,44.66,12/21/2012
481,2,Í10.1,45.00,12/24/2012
481,3,Í10.1,45.40,12/25/2012
481,4,Í10.1,45.28,12/26/2012
481,5,Í10.1,45.26,12/27/2012
481,6,Í10.1,44.80,12/28/2012
481,7,Í10.1,44.77,12/29/2012
2763,1,Í1,9.78,12/17/2012
2763,2,Í1,9.78,12/18/2012
2763,3,Í1,9.65,12/19/2012
2763,4,Í1,9.68,12/20/2012
2763,5,Í1,9.65,12/21/2012
2763,6,Í1,9.65,12/22/2012
2763,7,Í1,9.65,12/23/2012
2763,8,Í1,9.63,12/24/2012
2763,9,Í1,9.57,12/25/2012
2763,10,Í1,9.60,12/26/2012
3275,1,Í2,13.85,12/25/2012
