REGN,OKATO,OKPO,OGRN,REGN_S,BIC,DT,NAME_B,ADR,C2_5
2645,04,21904444,1022400000160,2645,040485666,10/1/2012,"ЗАО АИКБ ""Енисейский объединенный банк""","660049, г. Красноярск, ул. Карла Маркса, дом 62, пом. 25, 26, 27",25
2646,45,29275261,1027739259360,2646,044579283,10/1/2012,ОАО МПБ,"101000,  г. Москва, Милютинский пер., д. 2",30
2647,45,29039419,1027739278610,2647,044583104,10/1/2012,АК ФБ Инноваций и Развития (ЗАО),"105318,  г. Москва, ул.Ткацкая, дом 11, стр.1",25
2649,45,29287596,1027700215817,2649,044583871,10/1/2012,"ООО КБ ""ПРЕОДОЛЕНИЕ""","121596,  г. Москва, ул.Толбухина, д.10, корп.2.",30
2650,84,16251365,1020400000059,2650,048405718,10/1/2012,"АКБ ""Ноосфера"" (ЗАО)","649000, Республика Алтай, г.Горно-Алтайск, пр.Коммунистический, 26",20
2652,45,25587176,1025200002002,2652,042220706,10/1/2012,"ООО ""РегионИнвестБанк""","109544, г.Москва, ул.Рогожский вал, д.6, корп. 2",20
2654,45,21293615,1027739197914,2654,044585423,10/1/2012,"КБ ""Унифин"" ЗАО","127051, г. Москва, 1-ый Колобовский переулок, дом 11",20
2655,45,29287152,1027739735100,2655,044585491,10/1/2012,"ООО КБ ""ПРОМИНВЕСТРАСЧЕТ""","121099,  г. Москва, Новинский бульвар, дом 3 стр. 1",20
2657,45,29290591,1027739291140,2657,044552704,10/1/2012,"КБ ""Старый Кремль"" (ООО)","107031,  г. Москва, Рождественский бульвар, д.14, стр.2",20
2659,01,32237844,1022200531484,2659,040173771,10/1/2012,"ООО КБ ""Алтайкапиталбанк""","656043, Алтайский край, г.Барнаул, ул.Л.Толстого, 38а",20
2664,45,29289903,1027739228758,2664,044552318,10/1/2012,"АКБ ""СЛАВИЯ"" (ЗАО)","117292, г. Москва, ул. Кедрова, д. 5А",20
2668,36,29293566,1026300003465,2668,043678928,10/1/2012,"ЗАО КБ ""ЛАДА-КРЕДИТ""","445930, Самарская обл., г. Тольятти, ул.Спортивная,9",20
2670,45,29288039,1027700474944,2670,044579104,10/1/2012,"ООО КБ ""Центрально-Европейский Банк""","105066,  г. Москва, ул. Ольховская, дом 16, стр.5-5а",20
2672,82,25136083,1020500000168,2672,048209789,10/1/2012,"ООО КБ ""УЗДАН""","367026, Республика Дагестан, г. Махачкала, пр. И.Шамиля, 1 ""б""",19
2673,45,29290881,1027739642281,2673,044583974,10/1/2012,ТКС Банк (ЗАО),"123060, г. Москва, 1-й Волоколамский проезд, дом 10, стр.1",20
2677,45,29288571,1027739542709,2677,044585116,10/1/2012,ООО РИТ-банк,"119017, г. Москва, Погорельский пер., д. 5, стр. 2",21
2682,45,29289286,1027739621810,2682,044585881,10/1/2012,"КБ ""Крокус-Банк"" (ООО)","123056,  г. Москва, ул. 2-я Брестская, д.31",30
2684,45,29289642,1027739542050,2684,044579215,10/1/2012,"ООО ""Банк БКФ""","125047,  г. Москва, ул. 1-ая  Тверская - Ямская, д. 21",20
2688,82,25140558,1020500000531,2688-К,048209860,10/1/2012,"НКО ""Транзит"" ООО","367008, Республика Дагестан, г.Махачкала, ул.Танкаева, 65.",19
2696,45,29402558,1027700050510,2696,044579124,10/1/2012,"АКБ ""ИНКАРОБАНК"" (ЗАО)","123001,  г. Москва, Ермолаевский пер., д.5, стр.2",20
2697,45,29412781,1027739481362,2697,044585187,10/1/2012,"АКБ ""Московский Вексельный Банк"" (ЗАО)","127238, г. Москва, Ильменский проезд, д. 10, стр. 1",20
2699,45,09319602,1027739064704,2699,044585128,10/1/2012,"АКБ ""ЛИНК-банк"" (ОАО)","127434,  г. Москва, Дмитровское шоссе, д.7, корп.2",20
2704,45,29290740,1027739378600,2704,044525541,10/1/2012,"КБ ""Международный Банк Развития"" (ЗАО)","115035, г. Москва, Кадашевская набережная, д. 32/2, стр. 1",20
2705,92,33863696,1081600001097,2705,049205804,10/1/2012,"ОАО ""ИнтехБанк""","420021, г.Казань, ул.Шигабутдина Марджани, д.24",30
2706,89,29292236,1027739299719,2706,048952630,10/1/2012,"ООО КБ ""Интеркапитал-Банк""","430030, Республика Мордовия, город Саранск, ул. Строительная, д. 15",20
2707,45,29393440,1057711014195,2707,044585161,10/1/2012,"КБ ""ЛОКО-Банк"" (ЗАО)","111250, г. Москва, ул. Госпитальная, д. 14",20
2711,45,29292064,1027700314113,2711,044583271,10/1/2012,"ЗАО ""Гринфилдбанк""","107045,  г. Москва, Малый Головин переулок, д.8",30
2712,45,29292070,1027739482242,2712,044599755,10/1/2012,"ЗАО ""ТУСАРБАНК""","109240, г. Москва, улица Верхняя Радищевская, дом 17/2, строение 2",20
2721,87,12893032,1021100000074,2721,048702781,10/1/2012,"АКБ ""Северный Народный Банк"" (ОАО)","167000, Республика Коми, г.Сыктывкар, ул.Первомайская, 68",26
2722,47,22619935,1025100003917,2722,044705768,10/1/2012,"ОАО ""МСКБ""","183032, г. Мурманск, пр. Ленина, д. 12",20
2728,19,22779691,1023500000028,2728,041909772,10/1/2012,"ОАО ""Промэнергобанк""","160009 г. Вологда, ул. Чехова, д. 30",20
2729,91,33480073,1020900001946,2729,049133812,10/1/2012,"ООО КБ ""Развитие""","369000,  Карачаево-Черкесская Республика, г.Черкесск, ул. Красноармейская, 64",25
2731,25,33275404,1023800000047,2731,042520849,10/1/2012,"ОАО ""ВостСибтранскомбанк""","664025, Иркутская область, г. Иркутск, ул. Бурлова, 2",30
2733,05,33618850,1022500001061,2733,040507803,10/1/2012,"ОАО СКБ Приморья ""Примсоцбанк""","690106 Приморский край г.Владивосток Партизанский проспект, 44",26
2734,45,29292450,1027739534371,2734,044579378,10/1/2012,"ООО КБ ""ОПМ-Банк""","127015, г. Москва, ул. Правды, д. 23, корп. 10",30
2738,45,29292006,1027739120199,2738,044552675,10/1/2012,"АКБ ""Держава"" ОАО","119435,  г. Москва, Большой Саввинский переулок, д. 2, стр. 9",20
2741,45,33730725,1027739445535,2741,044525557,10/1/2012,"КБ ""Траст Капитал Банк"" ЗАО","115093, г. Москва, 1-й Щипковский пер., д. 1",20
2743,45,29291679,1027739860554,2743,044579690,10/1/2012,"ООО КБ ""Инстройбанк""","119330,  г. Москва, ул. Дружбы, д. 10а",20
2748,45,29292940,1027700159497,2748,044525219,10/1/2012,"ОАО ""Банк Москвы""","107996, г. Москва, ул. Рождественка, 8/15, стр. 3",30
2749,45,29293224,1027739588205,2749-К,044552793,10/1/2012,"ООО РНКО ""РИБ""","119146,  г. Москва, Фрунзенская наб.,  д. 24/1",25
2755,45,29465091,1027739028536,2755,044579278,10/1/2012,"ОАО ""НК Банк""","125047,  г. Москва, Миусская площадь, д. 2",20
2756,91,33479064,1020900001968,2756,049133845,10/1/2012,"ЗАО АКБ ""Тексбанк""","369000,  Карачаево-Черкесская Республика, г. Черкесск, ул. Кавказская, 99",20
2758,40,34336540,1027800001240,2758,044030845,10/1/2012,"Банк ""Прайм Финанс"" (ОАО)","197374, Санкт-Петербург, ул.Савушкина, д.126, литер А, часть №1 помещения №71-Н",30
2761,82,43340114,1020500000333,2761,048209975,10/1/2012,"КБ ""ПСИБ"" (ООО)","367003, Республика Дагестан, г.Махачкала, ул.Ирчи-Казака, 2 ""Б """,19
2763,45,29293553,1027739543182,2763,044583267,10/1/2012,"АКБ ""Инвестторгбанк"" (ОАО)","115054, г. Москва, ул. Дубининская, д. 45",30
2764,45,29293916,1027739282581,2764,044585166,10/1/2012,"ОАО ""ТЭМБР-БАНК""","127473,  г. Москва, 1-й Волконский пер., д. 10",30
2766,45,29293885,1027739176563,2766,044525311,10/1/2012,"ОАО ""ОТП Банк""","125171, г. Москва, Ленинградское шоссе, д. 16 А, стр.1",30
2767,45,29295677,1027700067394,2767,044585857,10/1/2012,"ООО КБ ""РОСАВТОБАНК""","123056,  г. Москва, ул. Зоологическая, дом 26, строение 2",25
2768,45,29294100,1027739267390,2768,044525907,10/1/2012,"АКБ ""СВА"" (ОАО)","127055,  г. Москва, ул.Сущевская, д.16, стр.3",20
2769,45,29294643,1027700427864,2769,044579580,10/1/2012,"ОАО КБ ""Жилстройбанк""","123001, г. Москва, Вспольный пер., дом 18, строение 1",20
2771,45,29296174,1027739930998,2771,044585184,10/1/2012,"КБ ""ЮНИАСТРУМ БАНК"" (ООО)","127473,  г. Москва, Суворовская пл., д. 1",30
2772,03,32350782,1022300001811,2772,040349966,10/1/2012,"ОАО ""ЮГ-Инвестбанк""","350000, г. Краснодар, ул. Красная, 113",20
2776,45,29294134,1027739408290,2776,044599244,10/1/2012,"ООО ""АТБ"" Банк","111250, г. Москва, ул. Красноказарменная, д. 10",30
2780,82,25168143,1020500001720,2780,048209774,10/1/2012,"ООО КБ ""ТРАСТОВЫЙ БАНК""","367000, Республика Дагестан, г.Махачкала, ул.Толстого, 6",19
2782,80,33797120,1020200000040,2782,048073766,10/1/2012,"ОАО АКБ ""РБР""","450076, город Уфа, улица Гоголя, дом 60.",30
2786,50,34504717,1025400004552,2786,045004825,10/1/2012,ОАО Новосибирский муниципальный банк,"630091, г.Новосибирск , ул.Державина, 14",30
2789,45,29418720,1027739094250,2789,044585474,10/1/2012,"КБ ""КАПИТАЛ-МОСКВА"" (ЗАО)","121108, г. Москва, ул. Ивана Франко, дом 8",20
2794,45,33556994,1026300004499,2794,044599603,10/1/2012,"ЗАО ""ИпоТек Банк""","105120, г. Москва, Большой Полуярославский переулок, д. 12",20
2795,45,29295996,1097711000089,2795,044552902,10/1/2012,"ОАО ""НББ""","115054,  г. Москва, ул. Пятницкая, д. 67, стр. 1",20
2796,61,34461327,1026200000386,2796,046126701,10/1/2012,"Банк ""Вятич"" (ОАО)","390046, г. Рязань, ул.Введенская, д.110",20
2798,45,29058032,1127711000010,2798,044579111,10/1/2012,Банк Экономический Союз (ОАО),"125252, г. Москва, ул. Алабяна, д. 13, корп. 1",25
2799,45,29054301,1037739001046,2799,044552633,10/1/2012,"ЗАО ""Банк ФИНАМ""","127006,  г. Москва, Настасьинский переулок, дом 7, строение 2",30
2801,45,29295418,1027739199355,2801,044579505,10/1/2012,"АКБ ""СТРАТЕГИЯ"" (ОАО)","117452, г. Москва, Симферопольский бульвар,  д. 22",26
2802,88,34003547,1021200004748,2802,048860889,10/1/2012,"Банк ""Йошкар-Ола"" (ОАО)","424003, Республика Марий Эл, г.Йошкар-Ола, ул. Панфилова, д.39 г",20
2803,45,29295750,1037744002251,2803,044579110,10/1/2012,"АКБ ""ИНТЕРКООПБАНК"" (ОАО)","117981,  г. Москва, Проспект Вернадского, д.41",30
2807,45,17667493,1027739582089,2807,044579326,10/1/2012,"АКБ ""Трансстройбанк"" (ЗАО)","115093,  г. Москва, ул. Дубининская, д. 94.",20
2810,45,11729454,1027739484321,2810,044552730,10/1/2012,"ОАО АКБ ""Русский земельный банк""","123104, г.Москва, Сытинский пер., д. 3, стр. 1",25
2813,60,34120514,1026100002092,2813,046015920,10/1/2012,"ЗАО КБ ""Ростовский Универсальный""","344082, г. Ростов-на-Дону, ул. М.Горького, д. 28/41",30
2816,19,34236369,1023500000160,2816,041909786,10/1/2012,"ОАО КБ ""СЕВЕРГАЗБАНК""","160001 г.Вологда, ул. Благовещенская д. 3",20
2827,45,29296665,1067711004360,2827,044585342,10/1/2012,"ЗАО МКБ ""Москомприватбанк""","127299,  г. Москва, ул.Космонавта Волкова, д.14",20
2829,45,29297268,1037711002581,2829,044583361,10/1/2012,"""РУНЭТБАНК"" (ЗАО)","123056,  г. Москва, ул.Гашека, д.9, стр.1,кв.4",20
2830,45,29296783,1027739247227,2830,044579901,10/1/2012,"ОАО КБ ""Соколовский""","119002,  г. Москва, улица Арбат, дом 43, строение 3",25
2836,45,29296748,1027739635054,2836,044579425,10/1/2012,"АБ ""БРП"" (ОАО)","109240,  г. Москва, ул.Гончарная, д.14",20
2837,45,29060388,1027739554743,2837,044579113,10/1/2012,"ООО КБ ""Холдинвестбанк""","119530,  г. Москва, Аминьевское шоссе, дом 4А",30
2838,45,29296820,1027739563610,2838,044583320,10/1/2012,"ООО КБ ""СИНКО-БАНК""","107045,  г. Москва, Последний переулок, д.11, стр.1",20
2842,45,29055884,1037739314348,2842,044525280,10/1/2012,"КБ ""РТБК"" (ООО)","119021,  г. Москва, ул. Тимура Фрунзе, д. 11, строение 60 А",20
2843,45,29061577,1027739108935,2843,044552964,10/1/2012,"КБ ""КИП-БАНК"" (ООО)","109263, г. Москва, ул. Чистова, д. 24 А",20
2846,45,29061028,1027739919954,2846,044525494,10/1/2012,"КБ ""СИСТЕМА"" ООО","125009, г. Москва, Нижний Кисловский переулок,  д. 7, стр. 2",25
2849,45,29297570,1027700546895,2849,044585174,10/1/2012,"АКБ ""КРОССИНВЕСТБАНК"" (ОАО)","117105,  г. Москва, Новоданиловская наб., д. 4а",20
2851,82,32708982,1021500000103,2851,048209849,10/1/2012,"ЗАО АКБ ""ВладиКомБанк""","367010, Республика Дагестан, г. Махачкала, пер. Умаханова, д.12",20
2856,45,29298144,1027739371956,2856,044525861,10/1/2012,"ООО КБ ""ЭРГОБАНК""","109012  г. Москва, Старопанский переулок, дом. 4, строения 1,2",30
2857,45,29298003,1027739150812,2857,044583378,10/1/2012,"ООО КБ ""Контраст-банк""","119019, г. Москва, Нащокинский пер., дом 12, стр. 2",25
2859,45,40002380,1027739175056,2859,044583994,10/1/2012,"КБ ""НЕФТЯНОЙ АЛЬЯНС"" (ОАО)","121170,  г. Москва, ул. Кульнева, д. 3, стр. 1",20
2860,63,26902728,1026400001770,2860,046311772,10/1/2012,"ЗАО ""Банк ""Агророс""","410017, г.Саратов, ул.Чернышевского, 90",30
2862,82,25149097,1020500000366,2862,048209796,10/1/2012,"ООО КБ ""ДАГБИЗНЕСБАНК""","367000, Республика Дагестан, г. Махачкала, ул. Радищева, д. 4",19
2863,45,29298210,1027744003100,2863,044585260,10/1/2012,"ОАО КБ ""Мосводоканалбанк""","105005,  г. Москва, Плетешковский пер., д.3, стр. 2",20
2865,32,34773245,1024200001770,2865,043209705,10/1/2012,АКБ НМБ ОАО,"654000, Кемеровская область, г.Новокузнецк, ул.Кирова, 38",25
2866,82,25148991,1020500001488,2866,048209782,10/1/2012,"КБ ""МГБ"" ООО","367010, Республика Дагестан, г. Махачкала, ул. Аметхана Султана, дом  2",19
2867,45,29303313,1027739066354,2867,044552682,10/1/2012,"ЗАО ""ИШБАНК""","117420, г. Москва, ул. Наметкина, д. 13 Д",30
2868,32,34781256,1024200001847,2868,043207793,10/1/2012,"АКБ ""Кузбассхимбанк"" (ОАО)","650024, Кемеровская область, г.Кемерово, ул.Двужильного, 12",20
2873,01,33992867,1022200528415,2873,040147781,10/1/2012,"ОАО ""НАРОДНЫЙ ЗЕМЕЛЬНО-ПРОМЫШЛЕННЫЙ БАНК""","659322, Алтайский край, г.Бийск, ул.Социалистическая, 1",20
2876,36,25293055,1027300000012,2876,043602842,10/1/2012,"ЗАО ""НИБ""","443010, г. Самара, Самарский район, ул. Фрунзе/ул. Некрасовская, д. 102/д.36",20
2877,45,29303075,1027739246490,2877,044579499,10/1/2012,"ООО КБ ""Металлург""","117292,  г. Москва, ул. Ивана Бабушкина, дом 16",20
2879,45,29304028,1027700367507,2879,044525201,10/1/2012,"ОАО АКБ ""АВАНГАРД""","115035,  г. Москва, ул. Садовническая, д.12, стр. 1",30
2880,46,34922679,1095000004252,2880,044552710,10/1/2012,"ОАО КБ ""АГРОПРОМКРЕДИТ""","140083, Московская область, г. Лыткарино, 5-й микрорайон, квартал 2, д. 13",26
2881,45,29351281,1037739058609,2881,044579311,10/1/2012,"""СОЦИУМ-БАНК"" (ООО)","125190,  г. Москва, Ленинградский проспект, д. 80, корпус 16",20
2883,32,34777119,1024200002276,2883,043209706,10/1/2012,"""БСТ-БАНК"" ЗАО","654041, Кемеровская область, г.Новокузнецк, ул.Кутузова,31",25
2884,63,26896910,1026400001781,2884,046311766,10/1/2012,"ОАО КБ ""Синергия""","410028, г.Саратов, ул.Рабочая, 27",20
2888,92,33863779,1051664003511,2888,049205806,10/1/2012,"ОАО ""Банк ""Казанский""","420126, Республика Татарстан, г.Казань, проспект Ямашева, д.61",20
2890,45,29300579,1027739432940,2890,044583971,10/1/2012,"КБ ""ВИТЯЗЬ"" - (ООО)","129090,  г. Москва, Ботанический переулок, д. 14, стр. 3",20
2896,90,32708338,1021500000147,2896,049033746,10/1/2012,"ОАО АКБ ""АДАМОН БАНК""","362040, Республика Северная Осетия-Алания, г.Владикавказ, ул. Станиславского, 10",20
2897,45,40008023,1027739915796,2897,044579132,10/1/2012,"ООО КБ ""Евроазиатский Инвестиционный Банк""","127273,  г. Москва, Алтуфьевское шоссе, д.2А",20
2898,03,34995856,1022300000062,2898,040349745,10/1/2012,"КБ ""Кубанский универсальный банк"" (ООО)","350063, г. Краснодар, ул. Пушкина, 36",20
2900,36,21301875,1026300001826,2900,043606811,10/1/2012,"ЗАО АКБ ""Земский банк""","446001, Самарская обл., г.Сызрань, ул.Ульяновская, 79",20
2902,45,29300705,1027739077200,2902,044579194,10/1/2012,"АКБ ""ЕВРОМЕТ"" (ОАО)","107031,  г. Москва, ул. Неглинная, д.18/1, стр.1 А",20
2903,45,40014271,1027700040477,2903,044585576,10/1/2012,"ОАО АКБ ""Универсальный кредит""","105064, г. Москва, ул. Земляной вал, д. 36, стр. 2-2А",20
2905,45,29299675,1027739881223,2905,044579196,10/1/2012,"""Банк Кремлевский"" ООО","121099,  г. Москва, пер. Николощеповский 1-й, д.6. стр. 1",30
2913,45,35333241,1027739019000,2913,044525569,10/1/2012,"""НОТА-Банк"" (ОАО)","127018, г. Москва, ул. Образцова, д.31, стр. 3",25
2914,45,29351424,1027739554930,2914,044583551,10/1/2012,"ООО КБ ""АРЕСБАНК""","123317,  г. Москва, ул. Тестовская, д. 10",20
2919,45,29065345,1027739224941,2919,044599245,10/1/2012,"ОАО АКБ ""ГАЗСТРОЙБАНК""","115432, г. Москва, ул. Трофимова, д. 2/1",30
2922,82,25158914,1020500000388,2922,048268751,10/1/2012,"ООО КБ ""ПрестижКредитБанк""","368600, Республика Дагестан, г. Дербент, переулок Чапаева, д. 23 ""а""",19
2923,45,29351464,1027739008879,2923,044552679,10/1/2012,"ОАО Банк ""СОДРУЖЕСТВО""","119017, г. Москва, ул. Большая Ордынка, дом 40, строение 1",20
2928,40,35493855,1027800011524,2928,044030892,10/1/2012,"ЗАО АКБ ""Банкирский Дом""","197046, Санкт-Петербург, ул. Малая Посадская, 16, литер А, пом.6Н",20
2929,45,35385723,1027700074775,2929,044583769,10/1/2012,ББР Банк (ЗАО),"121099, г. Москва, 1-й Николощеповский переулок, д. 6, стр. 1",20
2932,45,29065339,1027700128796,2932,044579852,10/1/2012,"КБ ""НМБ"" ООО","123100,  г. Москва,  Краснопресненская набережная, д.2/1, стр.1",20
2937,45,29351358,1027739080852,2937,044583870,10/1/2012,"Банк ""АББ"" (ОАО)","105005,  г. Москва, ул. Бауманская, д. 43/1, стр. 1",20
2938,45,29351542,1027744001878,2938,044579128,10/1/2012,"АКБ ""ИСТ БРИДЖ БАНК"" (ЗАО)","109240,  г. Москва, Москворецкая набережная, д. 7, стр. 2",20
2939,45,29351298,1027739672300,2939,044525088,10/1/2012,"""Мой Банк"" (ООО)","105064,  г. Москва, ул. Садовая-Черногрязская, д. 13/3, строение 1",30
2942,85,33774455,1020800758274,2942,048580746,10/1/2012,"ООО КБ ""НКБ""","358000, Республика Калмыкия, г. Элиста, ул. Ленина, 243",20
2944,46,18166936,1025000003830,2944,044552259,10/1/2012,"АКБ ""НЗБанк"", ОАО","141700, Московская обл., г. Долгопрудный, ул. Первомайская, д. 21",30
2948,60,35579427,1026100001938,2948,046015938,10/1/2012,"ОАО АКБ ""Стелла-Банк""","344022, г. Ростов-на-Дону, ул. Большая Садовая, 188А/47/221",30
2949,52,35867089,1025500001328,2949,045279785,10/1/2012,"ЗАО КБ ""Эксперт Банк""","644050, г.Омск, ул. 4-я Поселковая, 44 Б",30
2956,45,29351447,1027739253520,2956,044585237,10/1/2012,"ОАО ""Межтопэнергобанк""","107078,  г. Москва, ул.Садовая-Черногрязская, д.6",30
2957,45,29351499,1027739648815,2957,044583882,10/1/2012,"Банк ""Еврокредит"" (ООО)","105082, г. Москва, ул. Бакунинская, д.80, стр. 1",20
2960,45,29351476,1027739736254,2960,044585788,10/1/2012,"ООО КБ ""Славянский кредит""","119415,  г. Москва, пр-т Вернадского, д.87, корп.2",20
2961,18,35994787,1023400000535,2961,041814815,10/1/2012,"ОАО КБ ""Михайловский ПЖСБ""","403343, Волгоградская область, г. Михайловка, ул.Обороны, 44 ""А""",20
2964,75,34545900,1027400001727,2964,047501906,10/1/2012,"ОАО ""УРАЛПРОМБАНК""","454091, г.Челябинск, ул.Свободы, 97",30
2965,45,29351529,1027739010760,2965,044583923,10/1/2012,"КБ ""СОЮЗПРОМБАНК"" ООО","123056, г. Москва, Малый Тишинский переулок, д.23, стр.1",21
2972,45,29351594,1027700003935,2972,044525375,10/1/2012,"БАНК ""СОФРИНО"" (ЗАО)","125009 , г. Москва, Леонтьевский пер., д. 2 А, стр.2",30
2982,40,35485784,1027800000348,2982,044030814,10/1/2012,"ЗАО АКБ ""ГОРБАНК""","191186, Санкт-Петербург, ул. Итальянская, 15",20
2983,45,40019305,1027739019527,2983,044579213,10/1/2012,Центркомбанк ООО,"115054,  г. Москва, 3-й Монетчиковский пер., д.11, стр.1",30
2990,25,35627534,1023800000278,2990,042520872,10/1/2012,"КБ ""Байкалкредобанк"" (ОАО)","664025, Иркутская область, г. Иркутск, ул. Ленина, 18",20
2992,46,40020225,1025000006822,2992,044653717,10/1/2012,"КБ ""БМБ"" (ООО)","142400, Московская область, г.Ногинск, ул.Советская, д.45",20
2995,71,36260426,1028600003442,2995,047102658,10/1/2012,"КБ ""СТРОЙЛЕСБАНК"" (ООО)","625000, г. Тюмень, ул. Республики, дом 65",25
2996,45,40092236,1037739758022,2996,044552699,10/1/2012,"ООО ""ПроКоммерцБанк""","127422,  г. Москва, ул. Тимирязевская, дом 1",20
2997,75,36689974,1024200006434,2997,047528989,10/1/2012,"ОАО ""Углеметбанк""","454138, г.Челябинск, ул.Молодогвардейцев, 17б",30
2998,45,29306234,1027739504760,2998,044585460,10/1/2012,"ООО ""Экспобанк""","107078, г. Москва, ул. Каланчевская, д. 29, стр. 2",25
2999,45,40092868,1027739177091,2999,044579918,10/1/2012,СБ Банк (ООО),"115035,  г. Москва, Раушская наб., д.4/5, стр.1",30
3000,45,29303613,1027739258271,3000,044579686,10/1/2012,"КБ ""Арсенал"" ООО","129090,  г. Москва, ул. Мещанская, д. 7, стр. 1",20
3001,05,35697262,1022500000566,3001,040507795,10/1/2012,"ОАО АКБ ""Приморье""","690990, Приморский край, г.Владивосток, ул.Светланская, 47",25
3002,45,29305039,1027739068158,3002,044552656,10/1/2012,"ООО КБ ""Пульс Столицы""","115114. г. Москва, Дербеневская набережная, д. 11",30
3006,36,33549575,1026300005170,3006,043601878,10/1/2012,"ОАО ""АК Банк""","443001, г.Самара, ул. Вилоновская, д. 84 (дополнительный адрес: 443020, г. Самара, ул. Садовая, д. 86)",20
3010,45,29306151,1027739137810,3010,044583483,10/1/2012,"ООО КБ ""ИНВЕСТСОЦБАНК""","115184,  г. Москва, ул. Пятницкая, д. 57, стр. 1",25
3011,45,40097897,1027739338175,3011,044585730,10/1/2012,"АКБ ""Мастер-Капитал"" (ОАО)","105120,  г. Москва, ул.Нижняя Сыромятническая, д.1/4",20
3013,45,29304075,1027739067861,3013,044525984,10/1/2012,"ОАО Банк ""Развитие-Столица""","119034,  г. Москва, Пожарский переулок, д. 13",30
3015,60,34114169,1026100008373,3015,046015933,10/1/2012,"ООО ""ЮРБ""","344006, г. Ростов-на-Дону, пр-т Чехова, д. 56/37",20
3016,45,40093098,1027739436955,3016,044583990,10/1/2012,"ОАО ""Нордеа Банк""","125040,  г. Москва, 3-я ул. Ямского Поля, д. 19, стр. 1",30
3017,45,40092851,1027739082931,3017,044579802,10/1/2012,"""Республиканский Кредитный Альянс"" ООО","109004,  г. Москва, ул.Воронцовская, д.13/14, стр.1",20
3027,45,40061721,1077711000091,3027,044585677,10/1/2012,"КБ ""АКРОПОЛЬ"" ЗАО","123557,  г. Москва, ул. Грузинский вал, д.10, стр. 4",20
3028,45,40023710,1037700080164,3028,044579177,10/1/2012,"ООО КБ ""Международный расчетный банк""","129366, г. Москва, ул. Космонавтов, д. 8",30
3036,45,29303649,1027700034372,3036,044525350,10/1/2012,"ОАО ""АМБ Банк""","123242,  г. Москва, Новинский бульвар, д. 31",20
3037,95,31901079,1021900002695,3037,049514720,10/1/2012,ООО КБЦА,"655017, Республика Хакасия, г.Абакан, ул.Советская, 69",25
3038,40,39435553,1027800005199,3038,044030701,10/1/2012,"ОАО ""Банк БФА""","197101, Санкт-Петербург, Петроградская наб., дом 36, лит. А",20
3047,45,29304086,1027739203953,3047,044599957,10/1/2012,"КБ ""Интеркредит"" (ЗАО)","115583,  г. Москва, ул.Генерала Белова, д.26",26
3048,45,29303788,1027700156560,3048,044552804,10/1/2012,"ИКБ ""Энтузиастбанк"" ООО","127434, г. Москва, Дмитровское шоссе, д. 3, корп. 1",20
3049,45,29320406,1037739737749,3049,044579587,10/1/2012,"АКБ ""ЗОЛОСТБАНК"" (ЗАО)","119121,  г. Москва, ул. Плющиха, д. 42",20
3050,11,35654525,1022900001805,3050,041117770,10/1/2012,ЗАО СтройКомБанк,"163060, г.Архангельск, ул.23-й Гвардейской дивизии, дом 10, корпус 1",20
3052,45,29351625,1027739538694,3052,044585669,10/1/2012,"ЗАО ""КБ Европлан""","127051, г. Москва, Малая Сухаревская площадь, дом 12",25
3053,45,40152398,1087711000057,3053,044525680,10/1/2012,"""Гранд Инвест Банк"" (ОАО)","129010,  г. Москва, проспект Мира, дом 16, строение 2",20
3054,45,40093786,1037739763753,3054,044579131,10/1/2012,"ООО КБ ""Адмиралтейский""","119034,  г. Москва, Лопухинский пер., д.6, стр.1",30
3058,92,33863839,1021600000036,3058,049205815,10/1/2012,"ОАО ""АИКБ ""Татфондбанк""","420111, г.Казань, ул.Чернышевского, д. 43/2",30
3061,45,34579715,1027739121651,3061,044579520,10/1/2012,"""Джей энд Ти Банк"" (ЗАО)","115035, г. Москва, Кадашевская набережная, дом 26",25
3062,45,29307788,1037739770661,3062,044579146,10/1/2012,КБ СССБ (ООО),"115093,  г. Москва, ул. Люсиновская, д. 27",30
3064,45,40102495,1027739131529,3064,044579889,10/1/2012,"ОАО ""Сведбанк""","125047, г. Москва, ул. Лесная, д. 5",25
3065,45,40154919,1037700098215,3065,044585250,10/1/2012,"АКБ ""ВПБ"" (ЗАО)","115477, г. Москва, ул. Кантемировская, д. 59 А",30
3068,45,40099936,1037739226128,3068,044579162,10/1/2012,"КБ ""БФГ-Кредит"" (ООО)","121165,  г. Москва, Кутузовский проспект, д.35/30",30
3071,45,29307251,1027739586918,3071,044525195,10/1/2012,"ООО КБ ""ФДБ""","119121, Москва, Земледельческий переулок, дом 14/17, строение 1",20
3073,45,29306211,1027739004809,3073,044579174,10/1/2012,"ОАО ""РГС Банк""","107078,  г. Москва, ул. Мясницкая, д.43, стр.2",30
3077,45,29306553,1027739043750,3077,044585413,10/1/2012,"КБ ""Нацинвестпромбанк"" (ЗАО)","119121,  г. Москва, 2-й Неопалимовский переулок, д. 10",30
3084,82,25163393,1020500000619,3084,048209918,10/1/2012,"ОАО АКБ ""ЭКСПРЕСС""","367000, Республика Дагестан, г. Махачкала, ул. Абубакарова, 92",30
