REGN,C1_1,C2_1
1,8801,2463040
1,8808,155315963
1,8809,166470990
1,8810,92203301
1,8811,10888086
1,8812,28875871
1,8813,146453529
1,8814,215801069
1,8817,19521814
1,8818,28810588
1,8821,489717
1,8822,601457
1,8825,7587
1,8826,11157
1,8827,64235
1,8828,96352
1,8829,203302
1,8830,304593
1,8831,9728739
1,8832,14583900
1,8833,574244
1,8834,837393
1,8853,29234424
1,8854,29297231
1,8855,35036
1,8856,82959187
1,8857,72395685
1,8902,4289765
1,8904,102703
1,8909,2655570
1,8910,101881908
1,8911,136300
1,8912,11939698
1,8914,284203
1,8918,139138370
1,8919,7742614
1,8921,11602138
1,8922,71503843
1,8925,197228
1,8928,107864
1,8930,102339922
1,8933,6172223
1,8934,1393133
1,8935,5529352
1,8938,8978940
1,8939,32247
1,8941,2152039
1,8942,4951625
1,8945,19260539
1,8950,201016
1,8951,5088740
1,8953,143970074
1,8954,157716
1,8956,187467
1,8957,240873
1,8959,1918401
1,8960,3813
1,8962,7454103
1,8964,8251820
1,8972,7208801
1,8973,391182
1,8976,2748421
1,8978,151980390
1,8981,64678
1,8987,23839790
1,8989,102797240
1,8991,76847883
1,8992,18827
1,8993,49921
1,8994,154070
1,8995,114885
1,8996,262785624
1,8998,139598379
2,8810,41724
2,8812,49466
2,8813,991696
2,8814,1168104
2,8821,41326
2,8822,56012
2,8827,341
2,8828,410
2,8846,2906
2,8847,581
2,8855,721421
2,8857,704896
2,8909,2906
2,8910,25247
2,8912,8814
2,8914,8083
2,8918,202
2,8921,8814
2,8925,1666
2,8926,675
2,8942,28446
2,8945,10000
2,8953,6961
2,8956,1017141
2,8957,1035536
2,8962,26928
2,8964,4850
2,8989,139079
2,8991,486
2,8994,34
2,8996,749500
2,8998,1244080
5,8801,137552
5,8808,37410
5,8809,41151
5,8810,43427
5,8812,224035
5,8813,107287
5,8814,160931
5,8821,29063
5,8822,43595
5,8827,147523
5,8828,221285
5,8829,10999
5,8830,16499
5,8831,12525
5,8832,18788
5,8835,95800
5,8836,143700
5,8848,37332
5,8854,586012
5,8855,13662
5,8856,15764
5,8857,10509
5,8901,145434
5,8910,387212
5,8912,588441
5,8914,586145
5,8916,221
5,8918,1994035
5,8921,510393
5,8925,13046
5,8926,10054
5,8933,136669
5,8941,52353
5,8942,58659
5,8945,682746
5,8953,379052
5,8956,17989
5,8957,23232
5,8962,109842
5,8964,323141
5,8972,145434
5,8989,914731
5,8991,265558
5,8993,2
5,8994,1582
5,8996,1571265
5,8998,2661414
18,8801,225278
18,8810,1134607
18,8812,1153663
18,8813,396893
18,8814,593724
18,8815,31821
18,8821,314532
18,8822,323485
18,8823,7441495
18,8824,11162243
18,8825,15
18,8826,23
18,8829,3823
18,8830,5734
18,8831,7545
18,8832,10569
18,8851,4527
18,8852,45271
18,8855,94098
18,8857,73114
18,8902,415620
18,8909,91901
18,8910,1240714
18,8912,236877
18,8913,54687
18,8914,1090
18,8918,3317907
18,8919,7657
18,8920,7657
18,8921,236877
18,8925,77138
18,8933,139
18,8934,1420
18,8940,9693
18,8941,96662
18,8942,141717
18,8945,1868887
18,8950,1789
18,8953,1099736
18,8956,253304
18,8957,227524
18,8962,565440
18,8964,304058
18,8989,693905
18,8991,1214907
18,8993,217
18,8994,32
18,8996,4076515
18,8998,4485873
21,8808,483171
21,8809,447103
21,8810,24952
21,8812,15078
21,8821,77096
21,8822,103886
21,8831,1538
21,8832,1823
21,8856,66875
21,8857,67021
21,8910,245957
21,8912,75368
21,8918,44747
21,8921,75368
21,8925,3814
21,8941,2671
21,8942,22987
21,8953,624
21,8955,100
21,8956,18478
21,8957,19831
21,8962,146844
21,8964,281141
21,8989,176458
21,8991,22789
21,8993,100
21,8994,36
21,8996,283424
21,8998,333420
23,8808,115
23,8809,125
23,8810,56792
23,8813,664059
23,8814,744795
23,8823,495316
23,8824,588389
23,8825,173614
23,8826,260106
23,8829,24613
23,8830,34771
23,8831,45
23,8832,68
23,8833,150000
23,8834,225000
23,8835,437
23,8836,656
23,8851,2540
23,8852,25400
23,8853,923989
23,8854,923989
23,8855,57
23,8857,45
23,8901,13
23,8902,422158
