REGN,C1_5
1,11/1/2015
1,11/7/2015
1,11/8/2015
1,11/14/2015
1,11/15/2015
1,11/21/2015
1,11/22/2015
1,11/28/2015
1,11/29/2015
5,11/4/2015
21,11/1/2015
21,11/4/2015
21,11/8/2015
21,11/15/2015
21,11/22/2015
21,11/29/2015
55,11/1/2015
55,11/4/2015
55,11/7/2015
55,11/8/2015
55,11/14/2015
55,11/15/2015
55,11/21/2015
55,11/22/2015
55,11/28/2015
55,11/29/2015
65,11/4/2015
67,11/1/2015
67,11/4/2015
67,11/6/2015
67,11/7/2015
67,11/8/2015
67,11/14/2015
67,11/15/2015
67,11/21/2015
67,11/22/2015
67,11/28/2015
67,11/29/2015
77,11/1/2015
77,11/4/2015
77,11/7/2015
77,11/8/2015
77,11/14/2015
77,11/15/2015
77,11/21/2015
77,11/22/2015
77,11/28/2015
77,11/29/2015
85,11/1/2015
85,11/4/2015
85,11/7/2015
85,11/8/2015
85,11/14/2015
85,11/15/2015
85,11/21/2015
85,11/22/2015
85,11/28/2015
85,11/29/2015
96,11/1/2015
96,11/4/2015
96,11/7/2015
96,11/8/2015
96,11/14/2015
96,11/15/2015
96,11/21/2015
96,11/22/2015
96,11/28/2015
96,11/29/2015
103,11/1/2015
103,11/4/2015
103,11/7/2015
103,11/8/2015
103,11/14/2015
103,11/15/2015
103,11/21/2015
103,11/22/2015
103,11/28/2015
103,11/29/2015
106,11/1/2015
106,11/8/2015
106,11/15/2015
106,11/22/2015
106,11/29/2015
153,11/1/2015
153,11/4/2015
153,11/7/2015
153,11/8/2015
153,11/14/2015
153,11/15/2015
153,11/21/2015
153,11/22/2015
153,11/28/2015
153,11/29/2015
170,11/1/2015
170,11/4/2015
170,11/7/2015
170,11/8/2015
170,11/14/2015
170,11/15/2015
170,11/21/2015
170,11/22/2015
170,11/28/2015
170,11/29/2015
197,11/4/2015
197,11/7/2015
197,11/8/2015
197,11/14/2015
197,11/15/2015
197,11/21/2015
197,11/22/2015
