REGN,C1_5
1,10/5/2013
1,10/6/2013
1,10/12/2013
1,10/13/2013
1,10/19/2013
1,10/20/2013
1,10/26/2013
1,10/27/2013
18,10/6/2013
18,10/13/2013
18,10/20/2013
18,10/27/2013
21,10/6/2013
21,10/13/2013
21,10/20/2013
21,10/27/2013
23,10/5/2013
23,10/6/2013
23,10/12/2013
23,10/13/2013
23,10/19/2013
23,10/20/2013
23,10/26/2013
23,10/27/2013
67,10/5/2013
67,10/6/2013
67,10/12/2013
67,10/13/2013
67,10/15/2013
67,10/19/2013
67,10/20/2013
67,10/26/2013
67,10/27/2013
77,10/5/2013
77,10/6/2013
77,10/12/2013
77,10/13/2013
77,10/19/2013
77,10/20/2013
77,10/26/2013
77,10/27/2013
85,10/5/2013
85,10/6/2013
85,10/12/2013
85,10/13/2013
85,10/19/2013
85,10/20/2013
85,10/26/2013
85,10/27/2013
96,10/6/2013
96,10/13/2013
96,10/19/2013
96,10/20/2013
96,10/27/2013
103,10/5/2013
103,10/6/2013
103,10/12/2013
103,10/13/2013
103,10/19/2013
103,10/20/2013
103,10/26/2013
103,10/27/2013
106,10/6/2013
106,10/13/2013
106,10/20/2013
106,10/27/2013
142,10/5/2013
142,10/6/2013
142,10/12/2013
142,10/13/2013
142,10/19/2013
142,10/20/2013
142,10/26/2013
142,10/27/2013
149,10/5/2013
149,10/6/2013
149,10/12/2013
149,10/13/2013
149,10/19/2013
149,10/20/2013
149,10/26/2013
149,10/27/2013
153,10/6/2013
153,10/13/2013
153,10/20/2013
153,10/27/2013
155,10/1/2013
155,10/5/2013
155,10/6/2013
155,10/12/2013
155,10/13/2013
155,10/19/2013
155,10/20/2013
155,10/26/2013
155,10/27/2013
170,10/5/2013
170,10/6/2013
170,10/12/2013
170,10/13/2013
170,10/19/2013
170,10/20/2013
170,10/26/2013
170,10/27/2013
184,10/5/2013
184,10/6/2013
184,10/13/2013
184,10/14/2013
184,10/15/2013
184,10/19/2013
184,10/20/2013
184,10/26/2013
184,10/27/2013
197,10/5/2013
197,10/6/2013
197,10/12/2013
197,10/13/2013
197,10/19/2013
197,10/20/2013
197,10/26/2013
197,10/27/2013
208,10/6/2013
208,10/13/2013
208,10/20/2013
208,10/27/2013
232,10/6/2013
232,10/13/2013
232,10/20/2013
232,10/27/2013
236,10/6/2013
236,10/13/2013
236,10/20/2013
236,10/27/2013
249,10/6/2013
249,10/13/2013
249,10/20/2013
249,10/27/2013
256,10/5/2013
256,10/6/2013
256,10/12/2013
256,10/13/2013
256,10/19/2013
256,10/20/2013
256,10/26/2013
256,10/27/2013
272,10/5/2013
272,10/6/2013
272,10/12/2013
272,10/13/2013
272,10/19/2013
272,10/20/2013
272,10/26/2013
272,10/27/2013
282,10/5/2013
282,10/6/2013
282,10/12/2013
282,10/13/2013
282,10/19/2013
282,10/20/2013
282,10/26/2013
282,10/27/2013
286,10/5/2013
286,10/6/2013
286,10/12/2013
286,10/13/2013
286,10/19/2013
286,10/20/2013
286,10/26/2013
286,10/27/2013
312,10/6/2013
312,10/13/2013
312,10/20/2013
312,10/27/2013
324,10/6/2013
324,10/13/2013
324,10/20/2013
324,10/27/2013
330,10/5/2013
330,10/6/2013
330,10/12/2013
330,10/13/2013
330,10/19/2013
330,10/20/2013
330,10/26/2013
330,10/27/2013
347,10/5/2013
347,10/6/2013
347,10/13/2013
347,10/14/2013
347,10/15/2013
347,10/19/2013
347,10/20/2013
347,10/26/2013
347,10/27/2013
354,10/5/2013
354,10/6/2013
354,10/12/2013
354,10/13/2013
354,10/19/2013
354,10/20/2013
354,10/26/2013
354,10/27/2013
356,10/5/2013
356,10/6/2013
356,10/12/2013
356,10/13/2013
356,10/19/2013
356,10/20/2013
356,10/26/2013
356,10/27/2013
370,10/5/2013
370,10/6/2013
370,10/12/2013
370,10/13/2013
370,10/19/2013
370,10/20/2013
370,10/26/2013
370,10/27/2013
385,10/5/2013
385,10/6/2013
385,10/12/2013
385,10/13/2013
385,10/19/2013
385,10/20/2013
385,10/26/2013
385,10/27/2013
430,10/5/2013
430,10/6/2013
430,10/12/2013
430,10/13/2013
430,10/19/2013
430,10/20/2013
430,10/26/2013
430,10/27/2013
436,10/5/2013
436,10/6/2013
436,10/12/2013
436,10/13/2013
436,10/19/2013
436,10/20/2013
436,10/26/2013
436,10/27/2013
438,10/5/2013
438,10/6/2013
438,10/12/2013
438,10/13/2013
438,10/19/2013
438,10/20/2013
438,10/26/2013
438,10/27/2013
444,10/6/2013
444,10/13/2013
444,10/20/2013
444,10/27/2013
456,10/6/2013
456,10/13/2013
456,10/27/2013
466,10/5/2013
466,10/6/2013
466,10/12/2013
466,10/13/2013
466,10/20/2013
467,10/6/2013
467,10/13/2013
467,10/20/2013
467,10/27/2013
469,10/6/2013
469,10/13/2013
469,10/20/2013
469,10/27/2013
474,10/6/2013
474,10/13/2013
474,10/20/2013
474,10/27/2013
478,10/5/2013
478,10/6/2013
478,10/12/2013
478,10/13/2013
478,10/19/2013
478,10/20/2013
478,10/26/2013
478,10/27/2013
480,10/6/2013
480,10/13/2013
480,10/15/2013
480,10/20/2013
480,10/27/2013
481,10/6/2013
481,10/13/2013
481,10/20/2013
481,10/27/2013
507,10/5/2013
507,10/6/2013
507,10/12/2013
507,10/13/2013
507,10/19/2013
507,10/20/2013
507,10/26/2013
507,10/27/2013
518,10/5/2013
518,10/6/2013
518,10/12/2013
518,10/13/2013
518,10/19/2013
518,10/20/2013
518,10/26/2013
518,10/27/2013
533,10/6/2013
533,10/13/2013
533,10/20/2013
533,10/27/2013
543,10/5/2013
543,10/6/2013
543,10/13/2013
543,10/14/2013
543,10/15/2013
543,10/19/2013
543,10/20/2013
543,10/26/2013
543,10/27/2013
545,10/5/2013
545,10/6/2013
545,10/12/2013
545,10/13/2013
545,10/19/2013
545,10/20/2013
545,10/26/2013
545,10/27/2013
548,10/5/2013
548,10/6/2013
548,10/12/2013
548,10/13/2013
548,10/19/2013
548,10/20/2013
548,10/26/2013
548,10/27/2013
554,10/6/2013
554,10/13/2013
554,10/20/2013
554,10/27/2013
567,10/6/2013
567,10/13/2013
567,10/20/2013
567,10/27/2013
568,10/5/2013
568,10/6/2013
568,10/12/2013
568,10/13/2013
568,10/19/2013
568,10/20/2013
568,10/26/2013
568,10/27/2013
574,10/6/2013
574,10/13/2013
574,10/20/2013
574,10/27/2013
575,10/6/2013
575,10/13/2013
575,10/20/2013
575,10/27/2013
596,10/6/2013
598,10/5/2013
598,10/6/2013
598,10/12/2013
598,10/13/2013
598,10/19/2013
598,10/20/2013
598,10/26/2013
598,10/27/2013
606,10/6/2013
606,10/13/2013
606,10/20/2013
606,10/27/2013
608,10/5/2013
608,10/6/2013
608,10/12/2013
608,10/13/2013
608,10/19/2013
608,10/20/2013
608,10/26/2013
608,10/27/2013
635,10/6/2013
635,10/13/2013
635,10/20/2013
635,10/27/2013
639,10/5/2013
639,10/6/2013
639,10/13/2013
639,10/14/2013
639,10/15/2013
639,10/19/2013
639,10/20/2013
639,10/26/2013
639,10/27/2013
655,10/5/2013
655,10/6/2013
655,10/12/2013
655,10/13/2013
655,10/19/2013
655,10/20/2013
655,10/26/2013
655,10/27/2013
665,10/5/2013
665,10/6/2013
665,10/12/2013
665,10/13/2013
665,10/19/2013
665,10/20/2013
665,10/26/2013
665,10/27/2013
680,10/6/2013
680,10/13/2013
680,10/20/2013
680,10/27/2013
684,10/5/2013
684,10/6/2013
684,10/12/2013
684,10/13/2013
684,10/19/2013
684,10/20/2013
684,10/26/2013
684,10/27/2013
685,10/6/2013
685,10/13/2013
685,10/20/2013
685,10/27/2013
695,10/5/2013
695,10/6/2013
695,10/12/2013
695,10/13/2013
695,10/15/2013
695,10/19/2013
695,10/20/2013
695,10/26/2013
695,10/27/2013
696,10/5/2013
696,10/6/2013
696,10/12/2013
696,10/13/2013
696,10/19/2013
696,10/20/2013
696,10/26/2013
696,10/27/2013
702,10/6/2013
702,10/13/2013
702,10/20/2013
702,10/27/2013
704,10/6/2013
704,10/13/2013
704,10/20/2013
704,10/27/2013
708,10/5/2013
708,10/6/2013
708,10/12/2013
708,10/13/2013
708,10/19/2013
708,10/20/2013
708,10/26/2013
708,10/27/2013
709,10/5/2013
709,10/6/2013
709,10/12/2013
709,10/13/2013
709,10/19/2013
709,10/20/2013
709,10/26/2013
709,10/27/2013
715,10/5/2013
715,10/6/2013
715,10/13/2013
