REGN,C1_3,C2_3,C3_3,C4_3
1,Í1.0,13.91,,
1,Í1.1,12.30,,
1,Í1.2,12.30,,
1,Í2,66.10,,
1,Í3,100.62,,
1,Í4,71.64,,
1,Í7,110.28,,
1,Í9.1,0.00,,
1,Í10.1,0.17,,
1,Í12,0.19,,
1,Í18,103.49,,
2,Í1.0,28.94,,
2,Í1.1,25.47,,
2,Í1.2,25.47,,
2,Í2,29.51,,
2,Í3,74.39,,
2,Í4,67.37,,
2,Í7,195.04,,
2,Í9.1,1.15,,
2,Í10.1,1.20,,
2,Í12,0.00,,
5,Í1.0,11.34,,
5,Í1.1,8.14,,
5,Í1.2,8.14,,
5,Í2,63.75,,
5,Í3,82.94,,
5,Í4,43.42,,
5,Í7,261.46,,
5,Í9.1,1.58,,
5,Í10.1,2.12,,
5,Í12,0.00,,
18,Í1.0,13.30,,
18,Í1.1,10.65,,
18,Í1.2,11.72,,
18,Í2,41.99,,
18,Í3,58.45,,
18,Í4,68.84,,
18,Í7,118.43,,
18,Í9.1,0.00,,
18,Í10.1,0.50,,
18,Í12,0.00,,
21,Í1.0,17.25,,
21,Í1.1,16.46,,
21,Í1.2,16.46,,
21,Í2,104.15,,
21,Í3,107.49,,
21,Í4,85.96,,
21,Í7,191.33,,
21,Í9.1,0.00,,
21,Í10.1,1.98,,
21,Í12,0.00,,
23,Í1.0,12.65,,
23,Í1.1,9.29,,
23,Í1.2,9.29,,
23,Í2,37.61,,
23,Í3,123.43,,
23,Í4,79.56,,
23,Í7,491.46,,
23,Í9.1,3.14,,
23,Í10.1,1.41,,
23,Í12,4.72,,
52,Í1.0,13.03,,
52,Í1.1,8.90,,
52,Í1.2,8.90,,
52,Í2,71.14,,
52,Í3,82.01,,
52,Í4,63.23,,
52,Í7,251.92,,
52,Í9.1,0.07,,
52,Í10.1,0.83,,
52,Í12,0.00,,
53,Í1.0,12.68,,
53,Í1.1,6.57,,
53,Í1.2,6.57,,
53,Í2,50.61,,
53,Í3,77.44,,
53,Í4,66.20,,
53,Í7,463.47,,
53,Í9.1,0.00,,
53,Í10.1,0.45,,
53,Í12,0.00,,
55,Í1.0,12.21,,
55,Í1.1,6.65,,
55,Í1.2,7.16,,
55,Í2,62.81,,
55,Í3,93.30,,
55,Í4,24.60,,
55,Í7,357.80,,
55,Í9.1,0.05,,
55,Í10.1,0.25,,
55,Í12,0.00,,
65,Í1.0,11.45,,
65,Í1.1,8.55,,
65,Í1.2,9.23,,
65,Í2,37.61,,
65,Í3,80.79,,
65,Í4,73.17,,
65,Í7,258.09,,
65,Í9.1,0.00,,
65,Í10.1,2.33,,
65,Í12,0.00,,
67,Í1.0,19.77,,
67,Í1.1,16.25,,
67,Í1.2,16.25,,
67,Í2,55.68,,
67,Í3,91.70,,
67,Í4,109.53,,
67,Í7,179.90,,
67,Í9.1,0.11,,
67,Í10.1,0.27,,
67,Í12,0.00,,
77,Í1.0,12.45,,
77,Í1.1,9.04,,
77,Í1.2,9.04,,
77,Í2,75.68,,
77,Í3,76.73,,
77,Í4,71.01,,
77,Í7,456.95,,
77,Í9.1,0.00,,
77,Í10.1,0.50,,
77,Í12,0.00,,
85,Í1.0,17.30,,
85,Í1.1,17.17,,
85,Í1.2,17.17,,
85,Í2,64.76,,
85,Í3,115.50,,
85,Í4,76.36,,
85,Í7,231.20,,
85,Í9.1,0.00,,
85,Í10.1,1.11,,
85,Í12,0.00,,
96,Í1.0,22.29,,
96,Í1.1,20.09,,
96,Í1.2,20.09,,
96,Í2,127.34,,
96,Í3,130.77,,
96,Í4,48.19,,
96,Í7,218.63,,
96,Í9.1,0.00,,
96,Í10.1,2.10,,
96,Í12,0.00,,
101,Í1.0,14.28,,
101,Í1.1,13.39,,
101,Í1.2,13.39,,
101,Í2,51.31,,
101,Í3,65.37,,
101,Í4,11.76,,
101,Í7,309.74,,
101,Í9.1,9.54,,
101,Í10.1,0.76,,
101,Í12,0.00,,
103,Í1.0,24.35,,
103,Í1.1,20.75,,
103,Í1.2,20.75,,
103,Í2,53.13,,
103,Í3,89.97,,
103,Í4,42.49,,
103,Í7,214.85,,
103,Í9.1,0.00,,
103,Í10.1,2.45,,
103,Í12,0.00,,
106,Í1.0,27.62,,
106,Í1.1,24.68,,
106,Í1.2,24.68,,
106,Í2,30.24,,
106,Í3,87.49,,
106,Í4,41.84,,
106,Í7,194.52,,
106,Í10.1,0.70,,
121,Í1.0,28.57,,
121,Í1.1,21.13,,
121,Í1.2,21.13,,
121,Í2,187.88,,
121,Í3,129.51,,
121,Í4,8.96,,
121,Í7,83.19,,
121,Í9.1,0.00,,
121,Í10.1,0.08,,
121,Í12,0.00,,
138,Í1.0,10.68,,
138,Í1.1,6.69,,
138,Í1.2,6.69,,
138,Í2,90.56,,
138,Í3,136.55,,
138,Í4,85.26,,
138,Í7,413.07,,
138,Í9.1,17.94,,
138,Í10.1,0.27,,
142,Í1.0,58.84,,
142,Í1.1,57.08,,
142,Í1.2,57.09,,
142,Í2,122.04,,
142,Í3,142.33,,
142,Í4,28.02,,
142,Í7,71.31,,
142,Í9.1,0.00,,
142,Í10.1,1.28,,
142,Í12,0.00,,
149,Í1.0,84.04,,
149,Í1.1,58.06,,
149,Í1.2,58.06,,
149,Í2,330.84,,
149,Í3,339.58,,
149,Í4,43.52,,
149,Í7,9.38,,
149,Í9.1,0.00,,
149,Í10.1,0.00,,
149,Í12,0.00,,
153,Í1.0,15.40,,
153,Í1.1,11.49,,
153,Í1.2,11.51,,
153,Í2,165.66,,
153,Í3,210.76,,
153,Í4,38.27,,
153,Í7,199.85,,
153,Í9.1,0.00,,
153,Í10.1,0.65,,
153,Í12,0.00,,
170,Í1.0,70.38,,
170,Í1.1,70.38,,
170,Í1.2,70.38,,
170,Í2,2403.05,,
170,Í3,14107.03,,
170,Í4,6.45,,
170,Í7,80.07,,
170,Í9.1,0.00,,
170,Í10.1,0.00,,
170,Í12,0.00,,
184,Í1.0,71.98,,
184,Í1.1,71.98,,
184,Í1.2,71.98,,
184,Í2,152.11,,
184,Í3,152.02,,
184,Í4,65.92,,
184,Í7,66.00,,
184,Í9.1,0.00,,
184,Í10.1,0.00,,
184,Í12,0.02,,
197,Í1.0,11.98,,
197,Í1.1,7.21,,
197,Í1.2,7.21,,
197,Í2,61.31,,
197,Í3,73.03,,
197,Í4,21.34,,
197,Í7,487.91,,
197,Í9.1,0.12,,
197,Í10.1,0.42,,
197,Í12,0.01,,
208,Í1.0,12.82,,
208,Í1.1,11.24,,
208,Í1.2,11.24,,
208,Í2,44.57,,
208,Í3,106.54,,
208,Í4,26.34,,
208,Í7,117.45,,
208,Í9.1,0.00,,
208,Í10.1,0.67,,
208,Í12,3.98,,
210,Í1.0,11.67,,
210,Í1.1,6.32,,
