REGN,C1_4,C2_4,C3_4,C4_4
149,1,Í16.1,65.85,8/1/2015
149,2,Í16.1,65.85,8/2/2015
149,3,Í16.1,67.08,8/3/2015
149,4,Í16.1,66.24,8/4/2015
149,5,Í16.1,66.13,8/5/2015
149,6,Í16.1,66.16,8/6/2015
149,7,Í16.1,66.22,8/7/2015
149,8,Í16.1,66.23,8/8/2015
149,9,Í16.1,66.22,8/9/2015
149,10,Í16.1,66.20,8/10/2015
149,11,Í16.1,66.09,8/11/2015
149,12,Í16.1,66.12,8/12/2015
149,13,Í16.1,65.94,8/13/2015
149,14,Í16.1,66.24,8/14/2015
149,15,Í16.1,66.14,8/15/2015
149,16,Í16.1,66.13,8/16/2015
149,17,Í16.1,66.08,8/17/2015
149,18,Í16.1,65.91,8/18/2015
149,19,Í16.1,65.85,8/19/2015
149,20,Í16.1,64.95,8/20/2015
149,21,Í16.1,64.82,8/21/2015
149,22,Í16.1,64.69,8/22/2015
149,23,Í16.1,64.68,8/23/2015
149,24,Í16.1,64.15,8/24/2015
149,25,Í16.1,63.60,8/25/2015
149,26,Í16.1,63.63,8/26/2015
149,27,Í16.1,63.60,8/27/2015
149,28,Í16.1,63.76,8/28/2015
149,29,Í16.1,63.84,8/29/2015
149,30,Í16.1,63.83,8/30/2015
149,31,Í16.1,64.71,8/31/2015
312,1,Í1.0,8.91,8/26/2015
312,2,Í1.0,8.97,8/27/2015
312,3,Í1.0,9.27,8/28/2015
312,4,Í1.0,9.28,8/29/2015
312,5,Í1.0,8.40,8/31/2015
312,6,Í1.1,4.78,8/31/2015
312,7,Í1.2,5.04,8/26/2015
312,8,Í1.2,5.05,8/27/2015
312,9,Í1.2,5.22,8/28/2015
312,10,Í1.2,5.22,8/29/2015
312,11,Í1.2,4.78,8/31/2015
520,1,Í1.0,0.00,8/1/2015
520,2,Í1.0,0.00,8/2/2015
520,3,Í1.0,0.00,8/3/2015
520,4,Í1.0,0.00,8/4/2015
520,5,Í1.0,0.00,8/5/2015
520,6,Í1.0,0.00,8/6/2015
520,7,Í1.0,0.00,8/7/2015
520,8,Í1.0,0.00,8/8/2015
520,9,Í1.0,0.00,8/9/2015
520,10,Í1.0,0.00,8/10/2015
520,11,Í1.0,0.00,8/11/2015
520,12,Í1.0,0.00,8/12/2015
520,13,Í1.0,0.00,8/13/2015
520,14,Í1.0,0.00,8/14/2015
520,15,Í1.0,0.00,8/15/2015
520,16,Í1.0,0.00,8/16/2015
520,17,Í1.0,0.00,8/17/2015
520,18,Í1.0,0.00,8/18/2015
520,19,Í1.0,0.00,8/19/2015
520,20,Í1.0,0.00,8/20/2015
520,21,Í1.0,0.00,8/21/2015
520,22,Í1.0,0.00,8/22/2015
520,23,Í1.0,0.00,8/23/2015
520,24,Í1.0,0.00,8/24/2015
520,25,Í1.0,0.00,8/25/2015
520,26,Í1.0,0.00,8/26/2015
520,27,Í1.0,0.00,8/27/2015
520,28,Í1.0,0.00,8/28/2015
520,29,Í1.0,0.00,8/29/2015
520,30,Í1.0,0.00,8/30/2015
520,31,Í1.0,0.00,8/31/2015
520,32,Í1.1,0.00,8/1/2015
520,33,Í1.1,0.00,8/2/2015
520,34,Í1.1,0.00,8/3/2015
520,35,Í1.1,0.00,8/4/2015
520,36,Í1.1,0.00,8/5/2015
520,37,Í1.1,0.00,8/6/2015
520,38,Í1.1,0.00,8/7/2015
520,39,Í1.1,0.00,8/8/2015
520,40,Í1.1,0.00,8/9/2015
520,41,Í1.1,0.00,8/10/2015
520,42,Í1.1,0.00,8/11/2015
520,43,Í1.1,0.00,8/12/2015
520,44,Í1.1,0.00,8/13/2015
520,45,Í1.1,0.00,8/14/2015
520,46,Í1.1,0.00,8/15/2015
520,47,Í1.1,0.00,8/16/2015
520,48,Í1.1,0.00,8/17/2015
520,49,Í1.1,0.00,8/18/2015
520,50,Í1.1,0.00,8/19/2015
520,51,Í1.1,0.00,8/20/2015
520,52,Í1.1,0.00,8/21/2015
520,53,Í1.1,0.00,8/22/2015
520,54,Í1.1,0.00,8/23/2015
520,55,Í1.1,0.00,8/24/2015
520,56,Í1.1,0.00,8/25/2015
520,57,Í1.1,0.00,8/26/2015
520,58,Í1.1,0.00,8/27/2015
520,59,Í1.1,0.00,8/28/2015
520,60,Í1.1,0.00,8/29/2015
520,61,Í1.1,0.00,8/30/2015
520,62,Í1.1,0.00,8/31/2015
520,63,Í1.2,0.00,8/1/2015
520,64,Í1.2,0.00,8/2/2015
520,65,Í1.2,0.00,8/3/2015
520,66,Í1.2,0.00,8/4/2015
