REGN,C1_4,C2_4,C3_4,C4_4
384,1,Í15,79.60,6/1/2013
384,2,Í15,79.74,6/2/2013
384,3,Í15,81.79,6/3/2013
384,4,Í15,81.49,6/4/2013
384,5,Í15,82.02,6/5/2013
384,6,Í15,82.65,6/6/2013
384,7,Í15,82.45,6/7/2013
384,8,Í15,83.43,6/8/2013
384,9,Í15,83.55,6/9/2013
384,10,Í15,83.23,6/10/2013
384,11,Í15,82.01,6/11/2013
384,12,Í15,82.13,6/13/2013
384,13,Í15,79.45,6/14/2013
384,14,Í15,80.42,6/15/2013
384,15,Í15,80.52,6/16/2013
384,16,Í15,76.70,6/17/2013
384,17,Í15,75.58,6/18/2013
384,18,Í15,76.06,6/19/2013
384,19,Í15,74.87,6/20/2013
384,20,Í15,75.86,6/21/2013
384,21,Í15,76.76,6/22/2013
384,22,Í15,76.87,6/23/2013
384,23,Í15,76.56,6/24/2013
384,24,Í15,76.50,6/25/2013
384,25,Í15,74.60,6/26/2013
384,26,Í15,73.89,6/27/2013
384,27,Í15,73.19,6/28/2013
384,28,Í15,74.21,6/29/2013
384,29,Í15,74.43,6/30/2013
1309,1,Í3,46.50,6/18/2013
1794,1,Í1,-10.31,6/28/2013
1794,2,Í1,-8.43,6/29/2013
1794,3,Í7,-768.40,6/28/2013
1794,4,Í7,-768.34,6/29/2013
1794,5,Í10.1,-3.99,6/28/2013
2799,1,Í2,12.10,6/11/2013
2799,2,Í2,12.12,6/12/2013
2842,1,Í1,6.78,6/24/2013
2937,1,Í3,38.35,6/3/2013
2937,2,Í3,43.96,6/4/2013
2937,3,Í3,46.16,6/7/2013
3474,1,Í1,8.87,6/28/2013
3474,2,Í1,8.87,6/29/2013
3474,3,Í1,8.87,6/30/2013
3486,1,Í1,10.05,6/3/2013
3486,2,Í1,10.05,6/4/2013
3486,3,Í1,10.09,6/5/2013
3486,4,Í1,9.92,6/6/2013
3486,5,Í1,9.96,6/7/2013
3486,6,Í1,9.91,6/10/2013
3486,7,Í1,10.01,6/11/2013
3486,8,Í1,9.99,6/13/2013
3486,9,Í1,9.92,6/14/2013
3486,10,Í1,9.97,6/17/2013
3486,11,Í1,10.05,6/18/2013
3486,12,Í1,10.17,6/19/2013
3486,13,Í1,10.22,6/20/2013
3486,14,Í1,10.24,6/21/2013
