REGN,C1_1,C2_1
1,8805,25000
1,8810,47214344
1,8811,6208457
1,8812,16579580
1,8900,13272243
1,8902,13480226
1,8904,725390
1,8909,893713
1,8910,29445179
1,8911,216530
1,8912,14297565
1,8913,208471
1,8914,537057
1,8918,134468931
1,8919,350316
1,8921,14297565
1,8922,45021164
1,8925,120979
1,8928,367640
1,8930,59684568
1,8933,1435337
1,8934,314547
1,8938,781844
1,8940,47388
1,8941,3226135
1,8942,1277544
1,8945,77022441
1,8950,364623
1,8953,29010828
1,8955,119550
1,8956,111940
1,8957,144266
1,8960,5631810
1,8962,6141118
1,8964,3286223
1,8967,47125
1,8972,36483079
1,8973,1063957
1,8974,13845507
1,8976,4247373
1,8978,92860143
1,8980,5886
1,8989,28346109
1,8991,31049327
1,8992,790533
1,8993,9457
1,8994,47258
1,8995,1796880
1,8996,260555726
1,8998,112537294
2,8810,41922
2,8812,46137
2,8909,35
2,8910,40581
2,8912,23229
2,8914,618
2,8918,20273
2,8921,23229
2,8925,375
2,8941,11222
2,8942,11731
2,8945,350
2,8953,27460
2,8955,350
2,8956,922951
2,8957,911433
2,8962,36026
2,8964,5396
2,8965,350
2,8989,132534
2,8991,3933
2,8994,296
2,8996,604966
2,8998,929526
23,8810,96620
23,8902,132893
23,8903,7
23,8904,146369
23,8905,7500
23,8909,2916
23,8910,83875
23,8912,106782
23,8914,8341
23,8918,464570
23,8921,106782
23,8922,710645
23,8925,12780
23,8926,731
23,8930,1498599
23,8933,151766
23,8938,976
23,8940,18376
23,8941,38939
23,8942,61290
23,8945,104
23,8950,473
23,8953,5183
23,8956,617450
23,8957,802430
23,8960,151773
23,8962,273852
23,8964,112520
23,8966,7600
23,8967,2
23,8972,186718
23,8973,32400
23,8978,8063533
23,8989,1303234
23,8991,1105022
23,8996,4384569
23,8998,12339225
52,8810,128670
52,8812,30660
52,8909,99
52,8910,1852974
52,8912,388266
52,8914,701
52,8918,377787
52,8921,388266
52,8925,10414
52,8926,887
52,8933,51925
52,8940,2342
52,8941,175014
52,8942,36376
52,8945,13099
52,8950,236
52,8953,1766450
52,8956,303206
52,8957,311984
52,8962,339315
52,8964,77036
52,8989,362072
52,8991,370628
52,8993,5
52,8994,2524
52,8996,195501
52,8998,2654084
53,8806,9668
53,8807,6768
53,8810,516317
53,8812,185754
53,8909,4093
53,8910,966962
53,8912,628326
53,8916,54
53,8918,1283877
53,8921,478284
53,8925,14860
53,8926,515
53,8933,107851
53,8940,6
53,8941,4093
53,8942,26792
53,8945,457
53,8950,1793
53,8953,824050
53,8956,202648
53,8957,256306
53,8962,159252
53,8964,167417
53,8967,57
53,8972,99253
53,8981,8346
53,8989,742692
53,8991,441126
53,8993,1000
53,8996,1564044
53,8998,4941383
55,8810,71965
55,8904,1786
55,8909,63092
55,8910,579179
55,8912,218802
55,8914,2289
55,8916,16
55,8918,149085
55,8919,57173
55,8921,218802
55,8925,1392
55,8933,112968
55,8940,1651
55,8941,63092
55,8942,25655
55,8945,128044
55,8953,528888
55,8955,25000
55,8956,1321
55,8957,1703
55,8960,243
55,8962,826835
55,8964,173097
55,8965,25000
55,8967,31
55,8969,50000
55,8982,6861
55,8989,354465
55,8991,232155
55,8994,611
55,8995,6398
55,8996,341059
55,8998,2452547
67,8806,88
