REGN,C1_6,C2_6
1,,15389284.00
23,25398.00,
65,280079.00,
77,326188.00,
210,112796.00,
316,335466.00,414656.00
323,3042886.00,1022120.00
324,155387.00,
354,,24762493.00
415,586586.00,43302.00
429,5768386.00,1078347.00
435,167885.00,
436,6408322.00,464789.00
548,25642.00,
606,48442.00,
654,121183.00,
680,6631.00,
702,154671.00,
705,17918.00,
901,650420.00,
912,169222.00,
970,58934.00,
1000,15858945.00,108900684.00
1073,236589.00,
1132,251761.00,
1284,76280.00,
1288,93126.00,
1317,118654.00,
1326,9997893.00,4964554.00
1329,35203.00,
1411,238057.00,
1441,255075.00,
1460,6949445.00,
1470,2032522.00,
1481,122663388.00,32660655.00
1521,50601.00,
1555,138860.00,
1573,291645.00,
1623,14484225.00,389540.00
1697,96254.00,
1745,254576.00,
1776,934124.00,
1810,378315.00,1178.00
1942,,194.00
1961,60386.00,
1971,1458621.00,4718234.00
1978,33519.00,
2119,268850.00,
2136,16692.00,
2157,204277.00,
2170,53219.00,
2179,167713.00,875952.00
2209,,15711136.00
2210,416026.00,
2211,234570.00,
2216,670.00,
2268,384151.00,92107.00
2269,316452.00,
2275,,998988.00
2306,1425164.00,151797.00
2307,524817.00,3799.00
2312,384184.00,13465.00
2313,,2233.00
2402,1696967.00,15731.00
2410,95466.00,
2412,,475187.00
2440,613714.00,
2443,32427.00,
2472,66.00,
2490,631581.00,
2494,,722671.00
2495,2687123.00,9264541.00
2506,20909.00,
2537,14863.00,
2548,42480.00,
2557,3254743.00,7301501.00
2562,,20494.00
2590,,2461673.00
2593,160443.00,
2607,1372.00,
2617,587534.00,
2626,2649.00,
2649,18527.00,
2684,106728.00,
2707,1177769.00,
2729,40628.00,
2738,873093.00,
2748,1206802.00,812566.00
2763,557963.00,
2766,290964.00,
2767,237980.00,
2768,2242513.00,
2782,3857.00,
2799,30374.00,
2807,75804.00,
2816,7472802.00,
2856,83847.00,
2863,23278.00,
2867,37105.00,
2879,1107787.00,
2880,180410.00,
2913,278563.00,
2914,48100.00,
2919,85215.00,
2937,8415.00,
2997,384624.00,
2998,501305.00,
2999,1585082.00,
3013,16969.00,
3016,,565964.00
3038,2939500.00,2694.00
3058,1149639.00,6483.00
3065,383810.00,
3068,89622.00,
3073,971693.00,
3077,106443.00,
3115,28764.00,
3123,346799.00,
3124,339797.00,
3137,1349130.00,
3174,10689.00,
3194,,20871.00
3229,66520.00,
3235,,65668.00
3255,1638374.00,217053.00
3256,56159.00,
3267,76041.00,
3275,284531.00,
3279,,1375871.00
3287,672270.00,10107.00
3290,3482402.00,
3292,3296972.00,7525586.00
3311,26650.00,
3333,,524250.00
3349,,358683.00
3354,,725190.00
3368,,1493803.00
3393,43055.00,
3403,,12867.00
3407,,6051963.00
3421,1417043.00,
3436,27921.00,
3456,329699.00,6097.00
3461,827167.00,
3466,10368350.00,146874.00
