REGN,C1_3,C2_3,C3_3,C4_3
1,Í1,13.35,,
1,Í2,116.69,,
1,Í3,89.65,,
1,Í4,79.28,,
1,Í7,147.86,,
1,Í9.1,0.00,,
1,Í10.1,0.17,,
1,Í12,6.66,,
1,Í18,114.91,,
2,Í1,32.33,,
2,Í2,31.21,,
2,Í3,76.36,,
2,Í4,102.26,,
2,Í7,177.88,,
2,Í9.1,0.26,,
2,Í10.1,0.34,,
2,Í12,0.00,,
5,Í1,12.35,,
5,Í2,59.53,,
5,Í3,73.91,,
5,Í4,50.31,,
5,Í7,331.69,,
5,Í9.1,0.98,,
5,Í10.1,1.18,,
5,Í12,0.00,,
18,Í1,13.53,,
18,Í2,69.91,,
18,Í3,84.34,,
18,Í4,73.57,,
18,Í7,157.46,,
18,Í9.1,0.00,,
18,Í10.1,2.57,,
18,Í12,0.00,,
21,Í1,22.39,,
21,Í2,124.16,,
21,Í3,137.37,,
21,Í4,73.99,,
21,Í7,126.58,,
21,Í9.1,0.00,,
21,Í10.1,2.12,,
21,Í12,0.00,,
23,Í1,12.34,,
23,Í2,57.20,,
23,Í3,138.14,,
23,Í4,73.40,,
23,Í7,535.53,,
23,Í9.1,0.02,,
23,Í10.1,0.84,,
23,Í12,5.38,,
52,Í1,12.13,,
52,Í2,88.59,,
52,Í3,95.45,,
52,Í4,56.10,,
52,Í7,357.97,,
52,Í9.1,0.07,,
52,Í10.1,1.57,,
52,Í12,0.00,,
53,Í1,11.68,,
53,Í2,47.97,,
53,Í3,84.27,,
53,Í4,77.88,,
53,Í7,556.28,,
53,Í9.1,0.04,,
53,Í10.1,0.79,,
53,Í12,0.00,,
55,Í1,13.05,,
55,Í2,102.77,,
55,Í3,74.49,,
55,Í4,34.42,,
55,Í7,259.01,,
55,Í9.1,0.01,,
55,Í10.1,0.24,,
55,Í12,0.00,,
65,Í1,11.84,,
65,Í2,60.26,,
65,Í3,89.13,,
65,Í4,70.76,,
65,Í7,226.64,,
65,Í9.1,0.00,,
65,Í10.1,1.90,,
65,Í12,0.00,,
67,Í1,23.97,,
67,Í2,29.01,,
67,Í3,61.45,,
67,Í4,101.04,,
67,Í7,239.70,,
67,Í9.1,3.66,,
67,Í10.1,0.49,,
67,Í12,0.00,,
77,Í1,11.62,,
77,Í2,33.09,,
77,Í3,67.02,,
77,Í4,67.57,,
77,Í7,548.96,,
77,Í9.1,0.00,,
77,Í10.1,0.50,,
77,Í12,0.71,,
85,Í1,15.42,,
85,Í2,90.38,,
85,Í3,90.17,,
85,Í4,71.11,,
85,Í7,276.04,,
85,Í9.1,0.00,,
85,Í10.1,2.46,,
85,Í12,0.00,,
96,Í1,23.00,,
96,Í2,120.04,,
96,Í3,144.35,,
96,Í4,25.43,,
96,Í7,203.58,,
96,Í9.1,0.00,,
96,Í10.1,2.51,,
96,Í12,0.00,,
101,Í1,14.40,,
101,Í2,58.08,,
101,Í3,77.13,,
101,Í4,4.96,,
101,Í7,521.52,,
101,Í9.1,16.06,,
101,Í10.1,0.62,,
101,Í12,0.00,,
103,Í1,31.00,,
103,Í2,62.64,,
103,Í3,106.23,,
103,Í4,51.68,,
103,Í7,168.86,,
103,Í9.1,0.00,,
103,Í10.1,2.27,,
103,Í12,0.00,,
106,Í1,27.68,,
106,Í2,54.64,,
106,Í3,77.67,,
106,Í4,54.79,,
106,Í7,214.35,,
106,Í10.1,0.74,,
107,Í1,10.47,,
107,Í2,33.67,,
107,Í3,60.95,,
107,Í4,82.65,,
107,Í7,303.17,,
107,Í9.1,5.65,,
107,Í10.1,0.16,,
107,Í12,1.16,,
121,Í1,25.23,,
121,Í2,102.50,,
121,Í3,60.04,,
121,Í4,14.38,,
121,Í7,139.48,,
121,Í9.1,0.00,,
121,Í10.1,0.05,,
121,Í12,0.00,,
138,Í1,10.93,,
138,Í2,81.88,,
138,Í3,100.53,,
138,Í4,26.04,,
138,Í7,226.00,,
138,Í9.1,0.00,,
138,Í10.1,0.50,,
138,Í12,0.00,,
142,Í1,48.75,,
142,Í2,48.40,,
142,Í3,62.38,,
142,Í4,65.42,,
142,Í7,119.86,,
142,Í9.1,5.12,,
142,Í10.1,1.85,,
142,Í12,0.00,,
149,Í1,73.97,,
149,Í2,172.02,,
149,Í3,315.62,,
149,Í4,49.65,,
149,Í7,19.07,,
149,Í9.1,0.00,,
149,Í10.1,0.00,,
149,Í12,0.00,,
153,Í1,16.74,,
153,Í2,147.76,,
153,Í3,188.81,,
153,Í4,52.67,,
153,Í7,245.40,,
153,Í9.1,0.30,,
153,Í10.1,1.27,,
153,Í12,0.00,,
155,Í1,20.05,,
155,Í2,19.94,,
155,Í3,137.45,,
155,Í4,14.29,,
155,Í7,101.25,,
155,Í9.1,0.00,,
155,Í10.1,0.00,,
155,Í12,0.00,,
170,Í1,133.29,,
170,Í2,19444.69,,
170,Í3,27137.15,,
170,Í4,0.00,,
170,Í7,26.11,,
170,Í9.1,26.11,,
170,Í10.1,0.00,,
170,Í12,0.00,,
184,Í1,57.40,,
184,Í2,211.36,,
184,Í3,207.44,,
184,Í4,48.08,,
184,Í7,73.12,,
184,Í9.1,0.00,,
184,Í10.1,0.00,,
184,Í12,0.01,,
197,Í1,11.15,,
197,Í2,55.72,,
197,Í3,66.60,,
197,Í4,71.52,,
197,Í7,522.27,,
197,Í9.1,0.11,,
197,Í10.1,0.54,,
197,Í12,0.01,,
208,Í1,38.50,,
208,Í2,45.48,,
208,Í3,80.21,,
208,Í4,25.51,,
208,Í7,113.87,,
208,Í9.1,0.00,,
208,Í10.1,0.76,,
208,Í12,0.00,,
210,Í1,11.29,,
210,Í2,43.34,,
210,Í3,76.86,,
210,Í4,75.81,,
210,Í7,375.87,,
210,Í9.1,1.84,,
210,Í10.1,2.37,,
210,Í12,0.00,,
212,Í1,11.54,,
212,Í2,135.96,,
212,Í3,166.49,,
212,Í4,42.66,,
212,Í7,441.12,,
212,Í9.1,0.01,,
212,Í10.1,0.38,,
212,Í12,0.00,,
226,Í1,12.62,,
226,Í2,44.26,,
226,Í3,67.13,,
226,Í4,69.52,,
226,Í7,345.60,,
226,Í9.1,1.16,,
226,Í10.1,1.67,,
226,Í12,0.00,,
232,Í1,11.68,,
232,Í2,39.72,,
232,Í3,67.59,,
232,Í4,67.06,,
232,Í7,420.72,,
232,Í9.1,0.00,,
232,Í10.1,1.83,,
232,Í12,0.00,,
236,Í1,42.85,,
236,Í2,107.83,,
236,Í3,101.99,,
236,Í4,40.24,,
236,Í7,89.08,,
236,Í9.1,0.00,,
236,Í10.1,0.03,,
236,Í12,0.03,,
249,Í1,13.89,,
249,Í2,64.38,,
249,Í3,91.68,,
249,Í4,95.09,,
249,Í7,165.08,,
249,Í9.1,3.03,,
249,Í10.1,1.05,,
249,Í12,3.03,,
254,Í1,11.47,,
254,Í2,40.60,,
254,Í3,93.33,,
254,Í4,56.31,,
254,Í7,274.52,,
254,Í9.1,0.00,,
254,Í10.1,0.94,,
254,Í12,0.00,,
256,Í1,16.09,,
256,Í2,66.59,,
256,Í3,85.44,,
256,Í4,35.18,,
256,Í7,307.51,,
256,Í9.1,0.00,,
256,Í10.1,1.45,,
256,Í12,0.00,,
272,Í1,24.83,,
272,Í2,44.28,,
272,Í3,64.73,,
272,Í4,0.16,,
272,Í7,205.15,,
272,Í9.1,0.00,,
272,Í10.1,0.40,,
272,Í12,0.00,,
282,Í1,10.94,,
282,Í2,90.78,,
282,Í3,94.80,,
282,Í4,60.82,,
282,Í7,355.92,,
282,Í9.1,1.12,,
282,Í10.1,2.22,,
282,Í12,0.00,,
286,Í1,30.48,,
286,Í2,82.94,,
286,Í3,120.79,,
286,Í4,0.89,,
286,Í7,262.25,,
286,Í9.1,0.00,,
286,Í10.1,0.00,,
286,Í12,0.00,,
312,Í1,13.53,,
312,Í2,84.73,,
312,Í3,162.77,,
312,Í4,49.86,,
312,Í7,277.67,,
312,Í9.1,17.14,,
312,Í10.1,1.54,,
312,Í12,2.95,,
316,Í1,14.47,,
316,Í2,119.45,,
316,Í3,159.79,,
316,Í4,77.43,,
316,Í7,39.44,,
316,Í9.1,2.19,,
316,Í10.1,0.39,,
316,Í12,0.00,,
323,Í1,12.15,,
323,Í2,85.65,,
323,Í3,84.22,,
323,Í4,96.38,,
323,Í7,193.75,,
323,Í9.1,0.04,,
323,Í10.1,1.15,,
323,Í12,0.66,,
324,Í1,18.89,,
324,Í2,116.87,,
324,Í3,97.38,,
324,Í4,36.89,,
324,Í7,249.34,,
324,Í9.1,0.00,,
324,Í10.1,0.01,,
324,Í12,0.56,,
328,Í1,11.65,,
328,Í2,58.46,,
328,Í3,73.93,,
328,Í4,56.46,,
328,Í7,566.07,,
328,Í9.1,0.00,,
328,Í10.1,0.39,,
328,Í12,5.89,,
330,Í1,30.95,,
330,Í2,67.66,,
330,Í3,168.74,,
330,Í4,43.69,,
330,Í7,146.95,,
330,Í9.1,0.22,,
330,Í10.1,0.34,,
330,Í12,0.00,,
347,Í1,41.97,,
347,Í2,61.99,,
347,Í3,66.99,,
347,Í4,38.99,,
347,Í7,84.26,,
347,Í9.1,0.00,,
347,Í10.1,1.43,,
347,Í12,0.00,,
356,Í1,10.89,,
356,Í2,68.07,,
356,Í3,112.75,,
356,Í4,62.95,,
356,Í7,505.84,,
356,Í9.1,2.19,,
356,Í10.1,2.06,,
356,Í12,3.40,,
370,Í1,25.97,,
370,Í2,81.97,,
370,Í3,87.57,,
370,Í4,69.37,,
370,Í7,103.45,,
370,Í9.1,0.03,,
370,Í10.1,1.85,,
370,Í12,0.00,,
384,Í1,14.73,,
384,Í10.1,0.00,,
384,Í12,0.00,,
384,Í15,100.18,,
384,Í16,0.00,,
384,Í16.1,0.00,,
384,Í16.2,0.00,,
385,Í1,18.54,,
385,Í2,41.37,,
385,Í3,60.50,,
385,Í4,70.00,,
385,Í7,219.81,,
385,Í9.1,0.00,,
385,Í10.1,0.63,,
385,Í12,0.05,,
391,Í1,10.52,,
391,Í2,30.21,,
391,Í3,59.08,,
391,Í4,69.43,,
391,Í7,235.45,,
391,Í9.1,0.00,,
391,Í10.1,1.34,,
391,Í12,0.00,,
410,Í1,17.71,,
410,Í2,26.56,,
410,Í3,70.32,,
410,Í4,19.45,,
410,Í7,170.08,,
410,Í10.1,0.48,,
415,Í1,63.08,,
415,Í2,102.57,,
415,Í3,183.09,,
415,Í4,19.53,,
415,Í7,59.19,,
415,Í9.1,0.03,,
415,Í10.1,0.18,,
415,Í12,0.00,,
429,Í1,10.79,,
429,Í2,57.96,,
429,Í3,121.76,,
429,Í4,80.91,,
429,Í7,492.74,,
429,Í9.1,0.25,,
429,Í10.1,0.65,,
429,Í12,0.00,,
430,Í1,20.84,,
430,Í2,98.94,,
430,Í3,326.90,,
430,Í4,59.68,,
430,Í7,52.99,,
430,Í9.1,11.88,,
430,Í10.1,0.58,,
430,Í12,0.00,,
435,Í1,31.46,,
435,Í2,101.82,,
435,Í3,131.64,,
435,Í4,10.48,,
435,Í7,170.65,,
435,Í9.1,43.35,,
435,Í10.1,0.61,,
435,Í12,0.00,,
436,Í1,12.54,,
436,Í2,45.62,,
436,Í3,65.87,,
436,Í4,81.82,,
436,Í7,324.67,,
436,Í9.1,0.02,,
436,Í10.1,0.76,,
436,Í12,2.96,,
438,Í1,14.45,,
438,Í2,60.99,,
438,Í3,74.86,,
438,Í4,107.99,,
438,Í7,90.44,,
438,Í9.1,0.48,,
438,Í10.1,0.48,,
438,Í12,0.00,,
444,Í1,42.61,,
444,Í2,69.84,,
444,Í3,99.62,,
444,Í4,50.83,,
444,Í7,158.20,,
444,Í9.1,6.31,,
444,Í10.1,1.67,,
444,Í12,0.00,,
456,Í1,14.05,,
456,Í2,108.59,,
456,Í3,122.15,,
456,Í4,67.81,,
456,Í7,335.96,,
456,Í9.1,22.56,,
456,Í10.1,0.88,,
466,Í1,71.71,,
466,Í2,111.40,,
466,Í3,142.52,,
466,Í4,12.77,,
466,Í7,36.96,,
466,Í9.1,0.00,,
466,Í10.1,0.00,,
466,Í12,0.00,,
467,Í1,17.14,,
467,Í2,25.78,,
467,Í3,76.69,,
467,Í4,58.06,,
467,Í7,254.86,,
467,Í9.1,0.00,,
467,Í10.1,0.57,,
467,Í12,0.00,,
469,Í1,21.17,,
469,Í2,92.06,,
469,Í3,117.89,,
469,Í4,50.02,,
469,Í7,479.76,,
469,Í9.1,0.00,,
469,Í10.1,0.05,,
469,Í12,0.00,,
474,Í1,14.51,,
474,Í2,42.60,,
474,Í3,93.07,,
474,Í4,113.86,,
474,Í7,244.34,,
474,Í9.1,0.00,,
474,Í10.1,1.47,,
474,Í12,0.00,,
478,Í1,32.26,,
478,Í2,83.92,,
478,Í3,76.32,,
478,Í4,79.27,,
478,Í7,136.65,,
478,Í10.1,1.92,,
480,Í1,20.04,,
480,Í2,43.47,,
480,Í3,71.76,,
480,Í4,77.04,,
480,Í7,258.47,,
480,Í9.1,16.06,,
480,Í10.1,0.42,,
480,Í12,0.00,,
481,Í1,28.38,,
481,Í2,114.02,,
481,Í3,85.79,,
481,Í4,72.94,,
481,Í7,180.18,,
481,Í9.1,0.00,,
481,Í10.1,1.23,,
481,Í12,0.00,,
485,Í1,16.81,,
485,Í2,51.01,,
485,Í3,87.45,,
485,Í4,75.32,,
485,Í7,79.47,,
485,Í9.1,0.00,,
485,Í10.1,1.06,,
485,Í12,0.00,,
492,Í1,13.34,,
492,Í2,28.38,,
492,Í3,51.96,,
492,Í4,60.71,,
492,Í7,432.14,,
492,Í9.1,0.00,,
492,Í10.1,0.97,,
492,Í12,0.00,,
493,Í1,18.88,,
493,Í2,81.64,,
493,Í3,103.69,,
493,Í4,37.40,,
493,Í7,102.96,,
493,Í9.1,0.35,,
493,Í10.1,1.52,,
493,Í12,0.00,,
503,Í1,17.77,,
503,Í2,77.66,,
503,Í3,67.64,,
503,Í4,37.93,,
503,Í7,209.91,,
503,Í9.1,0.87,,
503,Í10.1,1.28,,
503,Í12,5.74,,
507,Í1,27.14,,
507,Í2,95.39,,
507,Í3,186.75,,
507,Í4,49.00,,
507,Í7,171.78,,
507,Í9.1,1.05,,
507,Í10.1,2.01,,
507,Í12,0.00,,
518,Í1,12.12,,
518,Í2,104.97,,
518,Í3,145.80,,
518,Í4,84.25,,
518,Í7,61.16,,
518,Í9.1,0.00,,
518,Í10.1,1.39,,
518,Í12,2.16,,
520,Í1,22.14,,
520,Í2,110.23,,
520,Í3,99.07,,
520,Í4,80.95,,
520,Í7,148.34,,
520,Í9.1,0.00,,
520,Í10.1,0.97,,
520,Í12,0.00,,
524,Í1,17.88,,
524,Í2,41.27,,
524,Í3,57.63,,
524,Í4,47.86,,
524,Í7,255.45,,
524,Í9.1,0.22,,
524,Í10.1,1.90,,
524,Í12,0.00,,
533,Í1,40.84,,
533,Í2,107.68,,
533,Í3,108.32,,
533,Í4,31.79,,
533,Í7,75.28,,
533,Í9.1,0.00,,
533,Í10.1,2.25,,
533,Í12,0.00,,
537,Í1,17.27,,
537,Í2,118.31,,
537,Í3,169.34,,
537,Í4,86.61,,
537,Í7,300.74,,
537,Í9.1,0.00,,
537,Í10.1,2.12,,
537,Í12,0.00,,
538,Í1,41.01,,
538,Í2,75.45,,
538,Í3,191.09,,
538,Í4,18.64,,
538,Í7,96.82,,
538,Í9.1,0.00,,
538,Í10.1,0.49,,
538,Í12,0.00,,
539,Í1,16.43,,
539,Í2,38.75,,
539,Í3,75.25,,
539,Í4,81.31,,
539,Í7,189.63,,
539,Í9.1,0.00,,
539,Í10.1,1.97,,
539,Í12,21.35,,
543,Í1,33.80,,
543,Í2,42.38,,
543,Í3,90.37,,
543,Í4,3.84,,
543,Í7,0.00,,
543,Í9.1,0.00,,
543,Í10.1,0.00,,
543,Í12,0.00,,
545,Í1,23.02,,
545,Í2,47.41,,
545,Í3,109.11,,
545,Í4,44.14,,
545,Í7,240.92,,
545,Í9.1,0.04,,
545,Í10.1,1.38,,
545,Í12,0.00,,
546,Í1,37.30,,
546,Í2,56.60,,
546,Í3,58.63,,
546,Í4,23.67,,
546,Í7,31.85,,
546,Í9.1,21.83,,
546,Í10.1,0.00,,
546,Í12,0.00,,
548,Í1,11.55,,
548,Í2,89.41,,
548,Í3,283.98,,
548,Í4,28.21,,
548,Í7,390.12,,
548,Í9.1,8.25,,
548,Í10.1,1.36,,
548,Í12,0.00,,
554,Í1,11.84,,
554,Í2,29.30,,
554,Í3,60.59,,
554,Í4,84.46,,
554,Í7,466.61,,
554,Í9.1,0.04,,
554,Í10.1,0.71,,
554,Í12,0.00,,
558,Í1,11.09,,
558,Í2,83.90,,
558,Í3,64.78,,
558,Í4,101.30,,
558,Í7,126.14,,
558,Í9.1,1.55,,
558,Í10.1,2.99,,
558,Í12,0.00,,
567,Í1,12.57,,
567,Í2,40.74,,
567,Í3,92.16,,
567,Í4,65.78,,
567,Í7,286.99,,
567,Í9.1,0.00,,
