REGN,C1_2,C2_2
1,Ар,341035036.00
1,Ар1,51668916.00
1,Ар1.1,0.00
1,Ар2,26741555.00
1,Ар3,1266954.00
1,Ар4,313026527.00
1,Ар5,0.00
1,Ариск0,51668916.00
1,К,124853307.00
1,Кф,1.00
1,Кинс,7576895.00
1,Крас,0.00
1,Крд,289478839.00
1,Крис,191692.00
1,КРС,14092564.00
1,КРВ,91425148.00
1,Кскр,129882158.00
1,Лам,78919484.00
1,Лат,213116040.00
1,ОД,174078137.00
1,ОР,4951625.00
1,ОВм,129703670.00
1,ОВт,300916889.00
1,ПК,351629942.00
1,ПКр,6009348.00
1,Приз,3.00
1,И,3.00
1,РР,29894345.00
1,ПР,1832315.34
1,ОПР,1704973.76
1,СПР,127341.58
1,ФР,0.00
1,ОФР,0.00
1,СФР,0.00
1,ВР,6990403.50
2,Ар,362768.00
2,Ар1,93274.00
2,Ар2,1885.00
2,Ар3,0.00
2,Ар4,360883.00
2,Ар5,0.00
2,Ариск0,93274.00
2,К,715728.00
2,Кф,0.64
2,Кинс,0.00
2,Крас,711.00
2,Крд,764001.00
2,Крис,1175.00
2,КРВ,36851.00
2,Кскр,1319692.00
2,Лам,103102.00
2,Лат,243913.00
2,ОД,17621.00
2,ОР,27697.00
2,ОВм,396166.00
2,ОВт,406489.00
2,ПК,1346707.00
2,ПКр,3724.00
2,РР,49091.00
2,ПР,0.00
2,ОПР,0.00
2,СПР,0.00
2,ФР,0.00
2,ОФР,0.00
2,СФР,0.00
2,ВР,49091.36
5,Ар,6100663.00
5,Ар1,1719053.00
5,Ар1.1,0.00
5,Ар2,105597.00
5,Ар3,0.00
5,Ар4,5995066.00
5,Ар5,0.00
5,Ариск0,1719053.00
5,К,1056898.00
5,Кф,0.83
5,Кинс,0.00
5,Крас,10408.00
5,Крд,1706220.00
5,Крис,17174.00
5,КРС,0.00
5,КРВ,52441.00
5,Кскр,2995443.00
5,Лам,879284.00
5,Лат,1919963.00
5,ОД,2333510.00
5,ОР,76777.00
5,ОВм,2573663.00
5,ОВт,3026213.00
5,ПК,804315.00
5,ПКр,300475.00
5,РР,357398.00
5,ПР,26311.59
5,ОПР,14153.01
5,СПР,12158.58
5,ФР,0.00
5,ОФР,0.00
5,СФР,0.00
5,ВР,28503.49
18,Ар,7953155.00
18,Ар1,3248391.00
18,Ар1.1,0.00
18,Ар2,289668.00
18,Ар3,0.00
18,Ар4,7663487.00
18,Ар5,0.00
18,Ариск0,3248391.00
18,К,3219149.00
18,Кф,1.11
18,Кинс,0.00
18,Крас,16.00
18,Крд,2635207.00
18,Крис,75521.00
18,КРС,0.00
18,КРВ,674602.00
18,Кскр,4116626.00
18,Лам,2074986.00
18,Лат,3982727.00
18,ОД,2547509.00
18,ОР,183112.00
18,ОВм,2883365.00
18,ОВт,4990105.00
18,ПК,13588170.00
18,ПКр,9538.00
18,РР,960948.00
18,ПР,70061.00
18,ОПР,15841.00
18,СПР,54220.00
18,ФР,0.00
18,ОФР,0.00
18,СФР,0.00
18,ВР,85185.45
21,Ар,304400.00
21,Ар1,205138.00
21,Ар2,78866.00
21,Ар3,0.00
21,Ар4,225534.00
21,Ар5,0.00
21,Ариск0,205138.00
21,К,229433.00
21,Кф,0.81
21,Кинс,0.00
21,Крас,0.00
21,Крд,320002.00
21,Крис,6336.00
21,КРС,0.00
21,КРВ,23236.00
21,Кскр,375016.00
21,Лам,485181.00
21,Лат,714001.00
21,ОД,62432.00
21,ОР,22987.00
21,ОВм,555650.00
21,ОВт,581650.00
21,ПК,550261.00
21,ПКр,0.00
21,РР,17938.00
21,ПР,0.00
21,ОПР,0.00
21,СПР,0.00
21,ФР,0.00
21,ОФР,0.00
21,СФР,0.00
21,ВР,17938.28
23,Ар,24668710.00
23,Ар1,1995658.00
23,Ар2,83556.00
23,Ар3,129664.00
23,Ар4,24455490.00
23,Ариск0,1995658.00
23,К,3299243.00
23,Кф,0.85
23,Кинс,172533.00
23,Крас,99802.00
23,Крд,9886162.00
23,Крис,38051.00
23,КРВ,57714.00
23,Кскр,17732834.00
23,Лам,990839.00
23,Лат,4326263.00
23,ОД,1666059.00
23,ОР,143508.00
23,ОВм,3379654.00
23,ОВт,6653924.00
23,ПК,1729362.00
23,ПКр,3670.00
23,ПР,0.00
23,ОПР,0.00
23,СПР,0.00
23,ФР,0.00
23,ОФР,0.00
23,СФР,0.00
23,ВР,0.00
52,Ар,8017664.00
52,Ар1,1498208.00
52,Ар2,1055595.00
52,Ар3,10931.00
52,Ар4,6951138.00
52,Ар5,0.00
52,Ариск0,1498208.00
52,К,1558103.00
52,Кф,1.25
52,Кинс,0.00
52,Крас,792.00
52,Крд,1869947.00
52,Крис,12493.00
52,КРВ,791432.00
52,Кскр,4908121.00
52,Лам,6438713.00
52,Лат,7110031.00
52,ОД,2114162.00
52,ОР,199726.00
52,ОВм,7323941.00
52,ОВт,7623646.00
52,ПК,808603.00
52,ПКр,15766.00
52,ПР,0.00
52,ОПР,0.00
52,СПР,0.00
52,ФР,0.00
52,ОФР,0.00
52,СФР,0.00
52,ВР,0.00
53,Ар,8769573.00
53,Ар1,976774.00
53,Ар2,550958.00
53,Ар4,8218615.00
53,Ариск0,976774.00
53,К,1424152.00
53,Кф,0.91
53,Крд,1322489.00
53,Крис,9959.00
53,КРВ,1100586.00
53,Кскр,8195858.00
53,Лам,2339887.00
53,Лат,4542129.00
53,ОД,757629.00
53,ОР,106172.00
53,ОВм,5248605.00
53,ОВт,5776437.00
53,ПК,1648991.00
53,РР,39590.00
53,ПР,3167.19
53,ОПР,1742.46
53,СПР,1424.73
53,ФР,0.00
53,ОФР,0.00
53,СФР,0.00
53,ВР,0.00
55,Ар,4444005.00
55,Ар1,1273928.00
55,Ар1.1,0.00
55,Ар2,165679.00
55,Ар3,15605.00
55,Ар4,4262414.00
55,Ар5,308.00
55,Ариск0,1273928.00
55,К,1069339.00
55,Кф,0.89
55,Кинс,0.00
55,Крас,66.00
55,Крд,461122.00
55,Крис,2768.00
55,КРС,0.00
55,КРВ,368286.00
55,Кскр,3298724.00
55,Лам,1713703.00
55,Лат,2471570.00
55,ОД,905066.00
55,ОР,75858.00
55,ОВм,2769056.00
55,ОВт,3018282.00
55,ПК,2855595.00
55,ПКр,0.00
55,РР,214963.00
55,ПР,13258.47
55,ОПР,8639.49
55,СПР,4618.98
55,ФР,822.41
55,ОФР,414.63
55,СФР,407.78
55,ВР,38951.98
65,Ар,22550849.00
65,Ар1,3747472.00
65,Ар2,73879.00
65,Ар3,501653.00
65,Ар4,21975317.00
65,Ар5,0.00
65,Ариск0,3747472.00
65,К,3896486.00
65,Кф,0.89
65,Кинс,0.00
