REGN,C1_5
1,4/1/2012
1,4/7/2012
1,4/8/2012
1,4/14/2012
1,4/15/2012
1,4/21/2012
1,4/22/2012
1,4/29/2012
1,4/30/2012
18,4/1/2012
18,4/8/2012
18,4/15/2012
18,4/22/2012
21,4/1/2012
21,4/8/2012
21,4/15/2012
21,4/22/2012
21,4/29/2012
23,4/1/2012
23,4/7/2012
23,4/8/2012
23,4/14/2012
23,4/15/2012
23,4/21/2012
23,4/22/2012
23,4/29/2012
23,4/30/2012
65,4/30/2012
67,4/1/2012
67,4/7/2012
67,4/8/2012
67,4/14/2012
67,4/15/2012
67,4/21/2012
67,4/22/2012
67,4/29/2012
67,4/30/2012
77,4/1/2012
77,4/7/2012
77,4/8/2012
77,4/14/2012
77,4/15/2012
77,4/21/2012
77,4/22/2012
77,4/29/2012
77,4/30/2012
84,4/1/2012
84,4/8/2012
84,4/15/2012
84,4/22/2012
85,4/1/2012
85,4/7/2012
85,4/8/2012
85,4/14/2012
85,4/15/2012
85,4/21/2012
85,4/22/2012
85,4/29/2012
85,4/30/2012
96,4/1/2012
96,4/7/2012
96,4/8/2012
96,4/14/2012
96,4/15/2012
96,4/21/2012
96,4/22/2012
96,4/29/2012
96,4/30/2012
101,4/1/2012
101,4/8/2012
101,4/15/2012
101,4/22/2012
101,4/29/2012
101,4/30/2012
103,4/1/2012
103,4/7/2012
103,4/8/2012
103,4/14/2012
103,4/15/2012
103,4/21/2012
103,4/22/2012
103,4/29/2012
103,4/30/2012
106,4/1/2012
106,4/8/2012
106,4/15/2012
106,4/22/2012
142,4/1/2012
142,4/7/2012
142,4/8/2012
142,4/14/2012
142,4/15/2012
142,4/21/2012
142,4/22/2012
142,4/29/2012
142,4/30/2012
149,4/1/2012
149,4/7/2012
149,4/8/2012
149,4/14/2012
149,4/15/2012
149,4/20/2012
149,4/21/2012
149,4/29/2012
149,4/30/2012
155,4/1/2012
155,4/7/2012
155,4/8/2012
155,4/14/2012
155,4/15/2012
155,4/21/2012
155,4/22/2012
155,4/29/2012
155,4/30/2012
170,4/1/2012
170,4/7/2012
170,4/8/2012
170,4/14/2012
170,4/15/2012
170,4/21/2012
170,4/22/2012
170,4/29/2012
170,4/30/2012
184,4/1/2012
184,4/7/2012
184,4/8/2012
184,4/14/2012
184,4/15/2012
184,4/21/2012
184,4/22/2012
184,4/29/2012
197,4/1/2012
197,4/7/2012
197,4/8/2012
197,4/14/2012
197,4/15/2012
197,4/21/2012
197,4/22/2012
197,4/29/2012
197,4/30/2012
208,4/1/2012
208,4/7/2012
208,4/8/2012
208,4/14/2012
208,4/15/2012
208,4/21/2012
208,4/22/2012
208,4/28/2012
208,4/29/2012
232,4/1/2012
232,4/7/2012
232,4/8/2012
232,4/14/2012
232,4/15/2012
232,4/21/2012
232,4/22/2012
232,4/23/2012
232,4/28/2012
232,4/29/2012
236,4/1/2012
236,4/7/2012
236,4/8/2012
236,4/14/2012
236,4/15/2012
236,4/21/2012
236,4/22/2012
236,4/29/2012
236,4/30/2012
249,4/1/2012
249,4/8/2012
249,4/15/2012
249,4/22/2012
249,4/29/2012
249,4/30/2012
256,4/1/2012
256,4/7/2012
256,4/8/2012
256,4/14/2012
256,4/15/2012
256,4/21/2012
256,4/22/2012
256,4/29/2012
256,4/30/2012
272,4/1/2012
272,4/7/2012
272,4/8/2012
272,4/14/2012
272,4/15/2012
272,4/21/2012
272,4/22/2012
272,4/29/2012
272,4/30/2012
282,4/1/2012
282,4/7/2012
282,4/8/2012
282,4/14/2012
282,4/15/2012
282,4/21/2012
282,4/22/2012
282,4/29/2012
282,4/30/2012
286,4/1/2012
286,4/7/2012
286,4/8/2012
286,4/14/2012
286,4/15/2012
286,4/21/2012
286,4/22/2012
286,4/29/2012
286,4/30/2012
312,4/1/2012
312,4/8/2012
312,4/15/2012
312,4/22/2012
312,4/29/2012
324,4/1/2012
324,4/7/2012
324,4/8/2012
324,4/14/2012
324,4/15/2012
324,4/21/2012
324,4/22/2012
324,4/29/2012
324,4/30/2012
330,4/1/2012
330,4/7/2012
330,4/8/2012
330,4/14/2012
330,4/15/2012
330,4/21/2012
330,4/22/2012
330,4/29/2012
330,4/30/2012
347,4/1/2012
