REGN,C1_3,C2_3,C3_3,C4_3
1,Í1,13.42,,
1,Í2,123.12,,
1,Í3,94.03,,
1,Í4,81.58,,
1,Í7,123.71,,
1,Í9.1,0.00,,
1,Í10.1,0.16,,
1,Í12,6.66,,
1,Í18,112.72,,
2,Í1,32.64,,
2,Í2,40.41,,
2,Í3,84.89,,
2,Í4,100.39,,
2,Í7,179.76,,
2,Í9.1,0.10,,
2,Í10.1,0.24,,
2,Í12,0.00,,
5,Í1,11.88,,
5,Í2,50.66,,
5,Í3,57.29,,
5,Í4,49.79,,
5,Í7,322.76,,
5,Í9.1,1.15,,
5,Í10.1,1.60,,
5,Í12,0.00,,
18,Í1,12.74,,
18,Í2,83.62,,
18,Í3,82.54,,
18,Í4,63.64,,
18,Í7,158.73,,
18,Í9.1,0.00,,
18,Í10.1,2.50,,
18,Í12,0.00,,
21,Í1,21.52,,
21,Í2,97.24,,
21,Í3,123.91,,
21,Í4,85.55,,
21,Í7,120.92,,
21,Í9.1,0.00,,
21,Í10.1,1.78,,
21,Í12,0.00,,
23,Í1,12.13,,
23,Í2,76.98,,
23,Í3,79.57,,
23,Í4,69.11,,
23,Í7,526.85,,
23,Í9.1,0.02,,
23,Í10.1,0.90,,
23,Í12,5.35,,
52,Í1,12.08,,
52,Í2,77.34,,
52,Í3,79.69,,
52,Í4,54.10,,
52,Í7,402.79,,
52,Í9.1,0.06,,
52,Í10.1,2.97,,
52,Í12,0.00,,
53,Í1,11.40,,
53,Í2,48.01,,
53,Í3,75.88,,
53,Í4,79.11,,
53,Í7,575.45,,
53,Í9.1,0.01,,
53,Í10.1,0.78,,
53,Í12,0.00,,
55,Í1,13.07,,
55,Í2,45.04,,
55,Í3,59.65,,
55,Í4,30.35,,
55,Í7,303.52,,
55,Í9.1,0.01,,
55,Í10.1,0.23,,
55,Í12,0.00,,
65,Í1,11.72,,
65,Í2,66.14,,
65,Í3,85.26,,
65,Í4,71.01,,
65,Í7,213.09,,
65,Í9.1,0.00,,
65,Í10.1,1.96,,
65,Í12,0.00,,
67,Í1,23.75,,
67,Í2,34.22,,
67,Í3,57.46,,
67,Í4,103.49,,
67,Í7,232.10,,
67,Í9.1,0.00,,
67,Í10.1,0.43,,
67,Í12,0.00,,
77,Í1,11.69,,
77,Í2,16.24,,
77,Í3,50.42,,
77,Í4,66.89,,
77,Í7,544.31,,
77,Í9.1,0.00,,
77,Í10.1,0.48,,
77,Í12,0.61,,
85,Í1,15.85,,
85,Í2,55.70,,
85,Í3,85.24,,
85,Í4,72.02,,
85,Í7,278.42,,
85,Í9.1,0.00,,
85,Í10.1,2.34,,
85,Í12,0.00,,
96,Í1,20.03,,
96,Í2,48.87,,
96,Í3,138.13,,
96,Í4,27.42,,
96,Í7,273.84,,
96,Í9.1,0.00,,
96,Í10.1,2.38,,
96,Í12,0.00,,
101,Í1,15.86,,
101,Í2,47.13,,
101,Í3,89.69,,
101,Í4,7.82,,
101,Í7,542.06,,
101,Í9.1,9.83,,
101,Í10.1,0.61,,
101,Í12,0.00,,
103,Í1,31.74,,
103,Í2,41.93,,
103,Í3,91.71,,
103,Í4,25.01,,
103,Í7,159.36,,
103,Í9.1,0.00,,
103,Í10.1,2.38,,
103,Í12,0.00,,
106,Í1,28.37,,
106,Í2,36.89,,
106,Í3,61.08,,
106,Í4,52.94,,
106,Í7,218.57,,
106,Í10.1,0.65,,
107,Í1,10.16,,
107,Í2,26.93,,
107,Í3,72.44,,
107,Í4,81.49,,
107,Í7,322.20,,
107,Í9.1,5.71,,
107,Í10.1,0.14,,
107,Í12,1.17,,
121,Í1,24.94,,
121,Í2,86.05,,
121,Í3,122.32,,
121,Í4,13.40,,
121,Í7,137.17,,
121,Í9.1,0.00,,
121,Í10.1,0.06,,
121,Í12,0.00,,
138,Í1,10.53,,
138,Í2,43.95,,
138,Í3,110.01,,
138,Í4,26.18,,
138,Í7,229.52,,
138,Í9.1,0.00,,
138,Í10.1,0.56,,
138,Í12,0.00,,
142,Í1,48.69,,
142,Í2,54.43,,
142,Í3,58.48,,
142,Í4,60.26,,
142,Í7,124.99,,
142,Í9.1,5.05,,
142,Í10.1,1.46,,
142,Í12,0.00,,
149,Í1,78.12,,
149,Í2,213.77,,
149,Í3,403.04,,
149,Í4,49.86,,
149,Í7,18.93,,
149,Í9.1,0.00,,
149,Í10.1,0.00,,
149,Í12,0.00,,
153,Í1,14.19,,
153,Í2,131.41,,
153,Í3,150.56,,
153,Í4,52.64,,
153,Í7,278.75,,
153,Í9.1,0.29,,
153,Í10.1,0.71,,
153,Í12,0.00,,
155,Í1,20.44,,
155,Í2,23.08,,
155,Í3,80.83,,
155,Í4,18.06,,
155,Í7,89.92,,
155,Í9.1,0.00,,
155,Í10.1,0.00,,
155,Í12,0.00,,
170,Í1,159.67,,
170,Í2,21124.22,,
170,Í3,27639.32,,
170,Í4,0.00,,
170,Í7,30.19,,
170,Í9.1,30.19,,
170,Í10.1,0.00,,
170,Í12,0.00,,
184,Í1,70.17,,
184,Í2,157.60,,
184,Í3,118.77,,
184,Í4,54.26,,
184,Í7,78.25,,
184,Í9.1,0.00,,
184,Í10.1,0.00,,
184,Í12,0.01,,
197,Í1,12.42,,
197,Í2,75.66,,
197,Í3,100.19,,
197,Í4,65.55,,
197,Í7,476.83,,
197,Í9.1,0.11,,
197,Í10.1,0.49,,
197,Í12,0.01,,
208,Í1,37.65,,
208,Í2,39.75,,
208,Í3,86.48,,
208,Í4,23.43,,
208,Í7,122.90,,
208,Í9.1,0.00,,
208,Í10.1,0.78,,
208,Í12,0.00,,
210,Í1,11.48,,
210,Í2,28.10,,
210,Í3,79.40,,
210,Í4,69.94,,
210,Í7,433.88,,
210,Í9.1,1.38,,
210,Í10.1,1.88,,
210,Í12,0.00,,
212,Í1,11.71,,
212,Í2,125.60,,
212,Í3,150.90,,
212,Í4,42.51,,
212,Í7,427.60,,
212,Í9.1,0.01,,
212,Í10.1,0.45,,
212,Í12,0.00,,
226,Í1,12.42,,
226,Í2,38.39,,
226,Í3,98.86,,
226,Í4,67.81,,
226,Í7,372.01,,
226,Í9.1,1.13,,
226,Í10.1,2.46,,
226,Í12,0.00,,
232,Í1,11.90,,
232,Í2,50.30,,
232,Í3,65.55,,
232,Í4,64.18,,
232,Í7,426.33,,
232,Í9.1,0.00,,
232,Í10.1,1.67,,
232,Í12,0.00,,
236,Í1,41.85,,
236,Í2,79.50,,
236,Í3,95.25,,
236,Í4,40.35,,
236,Í7,93.30,,
236,Í9.1,0.00,,
236,Í10.1,0.02,,
236,Í12,0.03,,
249,Í1,13.21,,
249,Í2,44.33,,
249,Í3,81.75,,
249,Í4,92.06,,
249,Í7,182.00,,
249,Í9.1,3.15,,
249,Í10.1,1.42,,
249,Í12,3.15,,
254,Í1,11.63,,
254,Í2,41.30,,
254,Í3,89.22,,
254,Í4,61.27,,
254,Í7,253.65,,
254,Í9.1,0.00,,
254,Í10.1,1.07,,
254,Í12,0.00,,
256,Í1,15.77,,
256,Í2,70.47,,
256,Í3,96.78,,
256,Í4,36.29,,
256,Í7,311.02,,
256,Í9.1,0.00,,
256,Í10.1,2.00,,
256,Í12,0.00,,
272,Í1,26.46,,
272,Í2,78.13,,
272,Í3,67.28,,
272,Í4,0.17,,
272,Í7,184.74,,
272,Í9.1,0.00,,
272,Í10.1,0.39,,
272,Í12,0.00,,
282,Í1,10.76,,
282,Í2,77.83,,
282,Í3,88.55,,
282,Í4,65.52,,
282,Í7,354.89,,
282,Í9.1,1.02,,
282,Í10.1,2.57,,
282,Í12,0.00,,
286,Í1,29.69,,
286,Í2,61.96,,
286,Í3,95.92,,
286,Í4,1.11,,
286,Í7,264.27,,
286,Í9.1,0.00,,
286,Í10.1,0.00,,
286,Í12,0.00,,
312,Í1,13.08,,
312,Í2,87.54,,
312,Í3,147.69,,
312,Í4,51.03,,
312,Í7,287.61,,
312,Í9.1,17.00,,
312,Í10.1,1.50,,
312,Í12,2.87,,
316,Í1,14.14,,
316,Í2,119.14,,
316,Í3,145.53,,
316,Í4,69.95,,
316,Í7,36.95,,
316,Í9.1,2.21,,
316,Í10.1,0.50,,
316,Í12,0.00,,
323,Í1,12.44,,
323,Í2,82.34,,
323,Í3,85.20,,
323,Í4,91.75,,
323,Í7,186.09,,
323,Í9.1,0.04,,
323,Í10.1,1.02,,
323,Í12,0.63,,
324,Í1,18.90,,
324,Í2,157.23,,
324,Í3,91.22,,
324,Í4,41.17,,
324,Í7,259.52,,
324,Í9.1,0.00,,
324,Í10.1,0.01,,
324,Í12,0.59,,
328,Í1,11.31,,
328,Í2,61.15,,
328,Í3,98.74,,
328,Í4,62.96,,
328,Í7,596.90,,
328,Í9.1,0.00,,
328,Í10.1,0.46,,
328,Í12,5.83,,
330,Í1,34.51,,
330,Í2,57.79,,
330,Í3,176.85,,
330,Í4,50.45,,
330,Í7,161.47,,
330,Í9.1,0.28,,
330,Í10.1,0.31,,
330,Í12,0.00,,
347,Í1,42.27,,
347,Í2,48.13,,
347,Í3,51.29,,
347,Í4,33.97,,
347,Í7,83.50,,
347,Í9.1,0.00,,
347,Í10.1,1.28,,
347,Í12,0.00,,
356,Í1,11.33,,
356,Í2,67.85,,
356,Í3,99.63,,
356,Í4,67.71,,
356,Í7,495.29,,
356,Í9.1,2.18,,
356,Í10.1,2.09,,
356,Í12,0.01,,
370,Í1,24.50,,
370,Í2,78.16,,
370,Í3,83.63,,
370,Í4,72.42,,
370,Í7,109.29,,
370,Í9.1,0.01,,
370,Í10.1,1.79,,
370,Í12,0.00,,
384,Í1,13.51,,
384,Í10.1,0.00,,
384,Í12,0.00,,
384,Í15,78.14,,
384,Í16,0.00,,
384,Í16.1,0.00,,
384,Í16.2,0.00,,
385,Í1,19.05,,
385,Í2,37.09,,
385,Í3,55.61,,
385,Í4,72.91,,
385,Í7,221.67,,
385,Í9.1,0.00,,
385,Í10.1,0.62,,
385,Í12,0.05,,
391,Í1,10.10,,
391,Í2,22.91,,
391,Í3,58.26,,
391,Í4,62.82,,
391,Í7,268.89,,
391,Í9.1,0.00,,
391,Í10.1,0.40,,
391,Í12,0.00,,
410,Í1,17.55,,
410,Í2,33.81,,
410,Í3,76.56,,
410,Í4,22.07,,
410,Í7,172.34,,
410,Í10.1,0.47,,
415,Í1,52.27,,
415,Í2,72.47,,
415,Í3,142.08,,
415,Í4,20.26,,
415,Í7,73.55,,
415,Í9.1,0.03,,
415,Í10.1,0.18,,
415,Í12,0.00,,
429,Í1,10.46,,
429,Í2,62.70,,
429,Í3,114.16,,
429,Í4,80.42,,
429,Í7,498.88,,
429,Í9.1,0.24,,
429,Í10.1,0.63,,
429,Í12,0.00,,
430,Í1,19.23,,
430,Í2,89.95,,
430,Í3,288.56,,
430,Í4,65.34,,
430,Í7,51.58,,
430,Í9.1,20.78,,
430,Í10.1,0.60,,
430,Í12,0.00,,
435,Í1,35.34,,
435,Í2,65.25,,
435,Í3,152.12,,
435,Í4,8.39,,
435,Í7,141.28,,
435,Í9.1,20.47,,
435,Í10.1,0.60,,
435,Í12,0.00,,
436,Í1,12.14,,
436,Í2,67.66,,
436,Í3,81.64,,
436,Í4,80.80,,
436,Í7,337.53,,
436,Í9.1,0.02,,
436,Í10.1,0.77,,
436,Í12,2.97,,
438,Í1,13.56,,
438,Í2,38.16,,
438,Í3,55.62,,
438,Í4,112.53,,
438,Í7,122.38,,
438,Í9.1,0.83,,
438,Í10.1,1.04,,
438,Í12,0.00,,
444,Í1,40.18,,
444,Í2,76.62,,
444,Í3,98.92,,
444,Í4,52.81,,
444,Í7,146.40,,
444,Í9.1,11.92,,
444,Í10.1,2.63,,
444,Í12,0.00,,
456,Í1,14.04,,
456,Í2,110.99,,
456,Í3,119.97,,
456,Í4,58.18,,
456,Í7,327.73,,
456,Í9.1,24.04,,
456,Í10.1,0.81,,
466,Í1,71.16,,
466,Í2,105.86,,
466,Í3,105.95,,
466,Í4,15.83,,
466,Í7,34.23,,
466,Í9.1,0.00,,
466,Í10.1,0.00,,
466,Í12,0.00,,
467,Í1,16.06,,
467,Í2,41.87,,
467,Í3,69.46,,
467,Í4,70.35,,
467,Í7,297.49,,
467,Í9.1,0.00,,
467,Í10.1,0.58,,
467,Í12,0.00,,
469,Í1,21.02,,
469,Í2,72.34,,
469,Í3,100.61,,
469,Í4,56.10,,
469,Í7,512.78,,
469,Í9.1,0.00,,
469,Í10.1,0.05,,
469,Í12,0.00,,
474,Í1,13.49,,
474,Í2,45.24,,
474,Í3,72.46,,
474,Í4,114.71,,
474,Í7,279.10,,
474,Í9.1,0.00,,
474,Í10.1,1.35,,
474,Í12,0.00,,
478,Í1,27.79,,
478,Í2,98.69,,
478,Í3,69.04,,
478,Í4,91.49,,
478,Í7,161.55,,
478,Í9.1,4.81,,
478,Í10.1,1.92,,
480,Í1,18.80,,
480,Í2,47.41,,
480,Í3,88.34,,
480,Í4,77.27,,
480,Í7,279.30,,
480,Í9.1,14.10,,
480,Í10.1,0.52,,
480,Í12,0.00,,
481,Í1,29.08,,
481,Í2,161.54,,
481,Í3,154.63,,
481,Í4,84.99,,
481,Í7,136.56,,
481,Í9.1,0.00,,
481,Í10.1,1.37,,
481,Í12,0.00,,
485,Í1,17.85,,
485,Í2,62.20,,
485,Í3,95.39,,
485,Í4,77.12,,
485,Í7,75.47,,
485,Í9.1,0.00,,
485,Í10.1,1.04,,
485,Í12,0.00,,
492,Í1,13.30,,
492,Í2,34.36,,
492,Í3,58.06,,
492,Í4,59.30,,
492,Í7,431.12,,
492,Í9.1,0.00,,
