REGN,C1_3,C2_3,C3_3,C4_3
1,Í1,13.10,,
1,Í2,83.44,,
1,Í3,79.86,,
1,Í4,73.20,,
1,Í7,144.44,,
1,Í9.1,0.00,,
1,Í10.1,0.17,,
1,Í12,6.60,,
1,Í18,111.62,,
2,Í1,30.51,,
2,Í2,21.13,,
2,Í3,58.03,,
2,Í4,105.54,,
2,Í7,186.50,,
2,Í9.1,0.10,,
2,Í10.1,0.17,,
2,Í12,0.00,,
5,Í1,12.97,,
5,Í2,44.52,,
5,Í3,78.08,,
5,Í4,48.22,,
5,Í7,263.42,,
5,Í9.1,0.85,,
5,Í10.1,0.87,,
5,Í12,0.00,,
18,Í1,12.39,,
18,Í2,55.20,,
18,Í3,74.00,,
18,Í4,57.97,,
18,Í7,141.61,,
18,Í9.1,0.00,,
18,Í10.1,2.38,,
18,Í12,0.00,,
21,Í1,21.10,,
21,Í2,90.64,,
21,Í3,129.51,,
21,Í4,105.73,,
21,Í7,153.71,,
21,Í9.1,0.00,,
21,Í10.1,2.32,,
21,Í12,0.00,,
23,Í1,11.85,,
23,Í2,58.75,,
23,Í3,99.21,,
23,Í4,71.78,,
23,Í7,554.80,,
23,Í9.1,0.00,,
23,Í10.1,1.06,,
23,Í12,5.24,,
52,Í1,12.54,,
52,Í2,85.98,,
52,Í3,87.48,,
52,Í4,53.41,,
52,Í7,336.20,,
52,Í9.1,0.09,,
52,Í10.1,0.87,,
52,Í12,0.00,,
53,Í1,11.16,,
53,Í2,57.89,,
53,Í3,63.39,,
53,Í4,61.70,,
53,Í7,597.12,,
53,Í9.1,0.04,,
53,Í10.1,0.72,,
53,Í12,0.00,,
55,Í1,12.63,,
55,Í2,63.63,,
55,Í3,70.03,,
55,Í4,22.66,,
55,Í7,300.91,,
55,Í9.1,0.01,,
55,Í10.1,0.25,,
55,Í12,0.00,,
65,Í1,11.48,,
65,Í2,41.29,,
65,Í3,71.03,,
65,Í4,82.71,,
65,Í7,214.35,,
65,Í9.1,0.00,,
65,Í10.1,1.97,,
65,Í12,0.00,,
67,Í1,22.88,,
67,Í2,29.60,,
67,Í3,60.38,,
67,Í4,102.69,,
67,Í7,215.76,,
67,Í9.1,0.81,,
67,Í10.1,0.36,,
67,Í12,0.00,,
77,Í1,12.58,,
77,Í2,38.42,,
77,Í3,85.88,,
77,Í4,76.39,,
77,Í7,461.43,,
77,Í9.1,0.00,,
77,Í10.1,0.48,,
77,Í12,0.16,,
85,Í1,15.33,,
85,Í2,88.39,,
85,Í3,93.63,,
85,Í4,80.09,,
85,Í7,313.43,,
85,Í9.1,0.00,,
85,Í10.1,2.12,,
85,Í12,0.00,,
96,Í1,20.49,,
96,Í2,126.24,,
96,Í3,134.55,,
96,Í4,34.62,,
96,Í7,261.83,,
96,Í9.1,0.00,,
96,Í10.1,2.12,,
96,Í12,0.00,,
101,Í1,18.28,,
101,Í2,52.21,,
101,Í3,97.69,,
101,Í4,9.30,,
101,Í7,430.11,,
101,Í9.1,4.62,,
101,Í10.1,0.60,,
101,Í12,0.00,,
103,Í1,22.86,,
103,Í2,62.78,,
103,Í3,76.46,,
103,Í4,24.90,,
103,Í7,180.04,,
103,Í9.1,0.00,,
103,Í10.1,2.34,,
103,Í12,0.00,,
106,Í1,27.13,,
106,Í2,32.86,,
106,Í3,68.98,,
106,Í4,73.92,,
106,Í7,229.24,,
106,Í10.1,0.93,,
107,Í1,10.87,,
107,Í2,37.39,,
107,Í3,78.88,,
107,Í4,75.45,,
107,Í7,278.30,,
107,Í9.1,5.13,,
107,Í10.1,0.15,,
107,Í12,1.02,,
121,Í1,25.62,,
121,Í2,107.85,,
121,Í3,153.49,,
121,Í4,15.64,,
121,Í7,121.01,,
121,Í9.1,0.00,,
121,Í10.1,0.06,,
121,Í12,0.00,,
138,Í1,10.40,,
138,Í2,48.82,,
138,Í3,97.57,,
138,Í4,30.67,,
138,Í7,252.30,,
138,Í9.1,0.00,,
138,Í10.1,0.44,,
138,Í12,0.00,,
142,Í1,50.36,,
142,Í2,52.71,,
142,Í3,75.15,,
142,Í4,48.86,,
142,Í7,115.46,,
142,Í9.1,5.17,,
142,Í10.1,1.31,,
142,Í12,0.00,,
149,Í1,78.70,,
149,Í2,204.60,,
149,Í3,344.26,,
149,Í4,44.18,,
149,Í7,18.59,,
149,Í9.1,0.00,,
149,Í10.1,0.00,,
149,Í12,0.00,,
153,Í1,18.98,,
153,Í2,90.74,,
153,Í3,132.00,,
153,Í4,54.71,,
153,Í7,135.45,,
153,Í9.1,0.27,,
153,Í10.1,0.69,,
153,Í12,0.00,,
155,Í1,25.33,,
155,Í2,29.79,,
155,Í3,88.97,,
155,Í4,10.77,,
155,Í7,58.28,,
155,Í9.1,0.00,,
