REGN,C1_3,C2_3
1,Í1,13.29
1,Í2,64.86
1,Í3,70.43
1,Í4,102.04
1,Í7,173.32
1,Í9.1,0.00
1,Ò1,1225.00
1,Ò2,107.00
1,Í10.1,0.21
1,Í12,15.64
1,Í17,72.99
1,Í18,107.20
1,Í19,0.00
2,Í1,41.97
2,Í2,41.83
2,Í3,68.48
2,Í4,71.23
2,Í7,141.53
2,Í9.1,0.25
2,Í10.1,0.07
2,Í12,0.00
5,Í1,12.82
5,Í2,69.43
5,Í3,84.80
5,Í4,76.22
5,Í7,281.11
5,Í9.1,1.53
5,Í10.1,2.27
5,Í12,0.00
18,Í1,14.06
18,Í2,32.14
18,Í3,51.41
18,Í4,39.25
18,Í7,318.92
18,Í9.1,0.00
18,Í10.1,1.03
18,Í12,0.00
21,Í1,19.16
21,Í2,79.05
21,Í3,113.73
21,Í4,85.69
21,Í7,267.06
21,Í9.1,0.00
21,Í10.1,0.78
21,Í12,0.00
23,Í1,13.79
23,Í2,55.91
23,Í3,168.38
23,Í4,55.80
23,Í7,535.77
23,Í9.1,0.02
23,Í10.1,0.65
23,Í12,0.00
52,Í1,11.26
52,Í2,61.75
52,Í3,67.67
52,Í4,50.91
52,Í7,474.82
52,Í9.1,3.89
52,Í10.1,0.64
52,Í12,0.00
53,Í1,11.81
53,Í2,53.13
53,Í3,72.87
53,Í4,86.06
53,Í7,534.59
53,Í9.1,0.05
53,Í10.1,1.13
53,Í12,0.00
55,Í1,13.35
55,Í2,54.62
55,Í3,57.21
55,Í4,78.16
55,Í7,379.58
55,Í9.1,10.06
55,Í10.1,1.02
55,Í12,0.00
65,Í1,13.03
65,Í2,30.89
65,Í3,61.33
65,Í4,87.10
65,Í7,365.18
65,Í9.1,0.00
65,Í10.1,2.72
65,Í12,0.00
67,Í1,22.01
67,Í2,27.23
67,Í3,60.70
67,Í4,118.13
67,Í7,232.29
67,Í9.1,0.00
67,Í10.1,0.22
67,Í12,0.00
77,Í1,12.72
77,Í2,42.93
77,Í3,79.23
77,Í4,63.88
77,Í7,514.42
77,Í9.1,0.00
77,Í10.1,0.92
77,Í12,0.00
84,Í1,12.00
84,Í2,53.51
84,Í3,57.69
84,Í4,103.09
84,Í7,97.92
84,Í9.1,3.84
84,Í10.1,1.69
84,Í12,0.00
85,Í1,17.04
85,Í2,72.91
85,Í3,113.53
85,Í4,65.17
85,Í7,318.24
85,Í9.1,0.00
85,Í10.1,1.60
85,Í12,0.00
96,Í1,20.13
96,Í2,71.92
96,Í3,96.70
96,Í4,50.08
96,Í7,301.52
96,Í9.1,0.00
96,Í10.1,2.94
96,Í12,0.00
101,Í1,20.15
101,Í2,55.71
101,Í3,75.82
101,Í4,1.01
101,Í7,276.35
101,Í9.1,2.97
101,Í10.1,0.88
101,Í12,0.00
103,Í1,33.17
103,Í2,53.08
103,Í3,66.99
103,Í4,39.87
103,Í7,159.13
103,Í9.1,0.00
103,Í10.1,2.03
103,Í12,0.00
106,Í1,27.09
106,Í2,95.76
106,Í3,95.27
106,Í4,32.84
106,Í7,267.87
106,Í9.1,11.85
106,Í10.1,1.59
107,Í1,12.18
107,Í2,35.78
107,Í3,72.74
107,Í4,77.82
107,Í7,463.26
107,Í9.1,8.25
107,Í10.1,0.16
107,Í12,1.76
121,Í1,36.43
121,Í2,145.75
121,Í3,130.68
121,Í4,8.77
121,Í7,104.06
121,Í9.1,0.00
121,Í10.1,0.05
121,Í12,0.21
138,Í1,12.08
138,Í2,39.31
138,Í3,66.90
138,Í4,74.06
138,Í7,317.71
138,Í9.1,0.00
138,Í10.1,1.83
138,Í12,0.00
142,Í1,80.71
142,Í2,115.65
142,Í3,120.89
142,Í4,41.17
142,Í7,40.70
142,Í9.1,3.78
142,Í10.1,1.35
142,Í12,0.00
149,Í1,67.43
149,Í2,128.08
149,Í3,124.07
149,Í4,70.02
149,Í7,21.08
149,Í9.1,0.00
149,Í10.1,0.00
149,Í12,0.00
153,Í1,17.58
153,Í2,75.66
153,Í3,93.06
153,Í4,69.89
153,Í7,291.74
153,Í9.1,2.52
153,Í10.1,1.27
153,Í12,0.00
155,Í1,26.86
155,Í2,37.67
155,Í3,100.98
155,Í4,8.97
155,Í7,62.90
155,Í9.1,0.00
155,Í10.1,0.00
155,Í12,0.00
170,Í1,40.54
170,Í2,65.44
170,Í3,125.57
170,Í4,84.31
170,Í7,88.11
170,Í9.1,0.00
170,Í10.1,0.14
170,Í12,0.00
184,Í1,60.42
184,Í2,149.74
184,Í3,151.11
184,Í4,12.64
184,Í7,76.65
184,Í9.1,0.00
184,Í10.1,0.00
184,Í12,0.02
197,Í1,11.16
197,Í2,24.05
197,Í3,60.03
197,Í4,80.23
197,Í7,552.14
197,Í9.1,0.06
197,Í10.1,1.36
197,Í12,0.01
208,Í1,33.96
208,Í2,64.91
208,Í3,105.87
208,Í4,35.90
208,Í7,111.54
208,Í9.1,0.00
208,Í10.1,0.17
208,Í12,0.00
210,Í1,11.18
210,Í2,26.00
210,Í3,54.95
210,Í4,94.11
210,Í7,607.46
210,Í9.1,0.01
210,Í10.1,0.29
210,Í12,0.00
212,Í1,10.63
212,Í2,105.50
212,Í3,102.88
212,Í4,44.66
212,Í7,549.58
212,Í9.1,0.01
212,Í10.1,0.31
212,Í12,0.00
226,Í1,14.80
226,Í2,213.90
226,Í3,217.56
226,Í4,55.71
226,Í7,403.82
226,Í9.1,0.00
226,Í10.1,1.81
226,Í12,0.00
232,Í1,14.17
232,Í2,38.44
232,Í3,85.47
232,Í4,72.10
232,Í7,288.44
232,Í9.1,0.00
232,Í10.1,1.74
232,Í12,0.00
236,Í1,56.08
236,Í2,85.20
236,Í3,65.97
236,Í4,12.03
236,Í7,58.11
236,Í9.1,2.51
236,Í10.1,2.63
236,Í12,0.00
249,Í1,13.03
249,Í2,62.96
249,Í3,146.52
249,Í4,76.48
249,Í7,264.98
249,Í9.1,0.00
249,Í10.1,1.44
249,Í12,0.00
254,Í1,13.53
254,Í2,44.40
254,Í3,79.12
254,Í4,56.89
254,Í7,262.17
254,Í9.1,0.00
254,Í10.1,1.88
254,Í12,0.00
256,Í1,22.22
256,Í2,43.28
256,Í3,95.25
256,Í4,80.07
256,Í7,349.25
256,Í9.1,0.00
256,Í10.1,0.37
256,Í12,0.00
272,Í1,34.11
272,Í2,79.32
272,Í3,122.31
272,Í4,3.46
272,Í7,140.07
272,Í9.1,0.00
272,Í10.1,1.14
272,Í12,0.00
286,Í1,20.38
286,Í2,119.75
286,Í3,107.62
286,Í4,3.05
286,Í7,396.97
286,Í9.1,0.00
286,Í10.1,0.00
286,Í12,0.00
312,Í1,13.61
312,Í2,93.63
312,Í3,131.78
312,Í4,31.40
312,Í7,337.15
312,Í9.1,7.79
312,Í10.1,0.84
312,Í12,7.06
316,Í1,17.70
316,Í2,95.60
316,Í3,176.40
316,Í4,43.03
316,Í7,0.00
316,Í9.1,0.00
316,Í10.1,0.30
316,Í12,0.00
323,Í1,12.93
323,Í2,63.18
323,Í3,80.67
323,Í4,80.01
323,Í7,187.22
323,Í9.1,0.00
323,Í10.1,1.07
323,Í12,0.73
324,Í1,60.83
324,Í2,144.49
324,Í3,406.52
324,Í4,34.01
324,Í7,37.37
324,Í9.1,0.00
324,Í10.1,0.19
324,Í12,0.89
328,Í1,13.54
328,Í2,59.48
328,Í3,64.72
328,Í4,79.23
328,Í7,494.60
328,Í9.1,0.00
328,Í10.1,0.32
328,Í12,7.04
330,Í1,39.27
330,Í2,95.42
330,Í3,277.57
330,Í4,32.20
330,Í7,152.55
330,Í9.1,0.00
330,Í10.1,0.54
330,Í12,0.00
347,Í1,91.79
347,Í2,149.08
347,Í3,150.93
347,Í4,39.30
347,Í7,34.85
347,Í9.1,0.00
347,Í10.1,0.38
347,Í12,0.00
356,Í1,14.30
356,Í2,51.46
356,Í3,117.32
356,Í4,54.67
356,Í7,423.73
356,Í9.1,2.30
356,Í10.1,2.51
356,Í12,4.23
370,Í1,24.07
370,Í2,77.48
370,Í3,88.63
370,Í4,49.47
370,Í7,159.52
370,Í9.1,0.06
370,Í10.1,2.60
370,Í12,0.00
384,Í1,27.49
384,Í10.1,0.00
384,Í12,0.00
384,Í15,99.55
384,Í16,0.00
384,Í16.1,0.00
384,Í16.2,0.00
385,Í1,23.07
385,Í2,47.25
385,Í3,59.83
385,Í4,46.31
385,Í7,153.99
385,Í9.1,0.00
385,Í10.1,1.13
385,Í12,0.05
391,Í1,12.49
391,Í2,35.54
391,Í3,72.09
391,Í4,84.34
391,Í7,387.27
391,Í9.1,0.02
391,Í10.1,0.68
391,Í12,0.00
404,Í1,12.58
404,Í2,80.11
404,Í3,94.46
404,Í4,66.76
404,Í7,519.58
404,Í9.1,0.00
404,Í10.1,0.39
410,Í1,23.61
410,Í2,32.22
410,Í3,65.07
410,Í4,14.43
410,Í7,24.69
410,Í10.1,0.47
429,Í1,10.53
429,Í2,66.20
429,Í3,75.12
429,Í4,52.94
429,Í7,446.65
429,Í9.1,0.28
429,Í10.1,0.68
429,Í12,0.00
430,Í1,17.12
430,Í2,185.94
430,Í3,159.27
430,Í4,105.24
430,Í7,37.17
430,Í9.1,0.00
430,Í10.1,2.32
430,Í12,0.00
435,Í1,121.58
435,Í2,240.49
435,Í3,237.86
435,Í4,0.05
435,Í7,0.00
435,Í9.1,0.00
435,Í10.1,0.05
435,Í12,0.00
436,Í1,12.38
436,Í2,38.96
436,Í3,73.82
436,Í4,73.88
436,Í7,392.77
436,Í9.1,0.02
436,Í10.1,0.77
436,Í12,13.44
438,Í1,15.87
438,Í2,38.09
438,Í3,58.29
438,Í4,103.75
438,Í7,105.39
438,Í9.1,0.19
438,Í10.1,0.78
438,Í12,0.00
444,Í1,42.85
444,Í2,72.78
444,Í3,127.32
444,Í4,24.97
444,Í7,94.77
444,Í9.1,40.83
444,Í10.1,2.10
444,Í12,0.00
456,Í1,12.33
456,Í2,100.79
456,Í3,109.00
456,Í4,90.85
456,Í7,519.47
456,Í9.1,22.28
456,Í10.1,1.88
466,Í1,91.20
466,Í2,170.90
466,Í3,185.39
466,Í4,10.83
466,Í7,14.91
466,Í9.1,0.00
466,Í10.1,0.00
466,Í12,0.00
467,Í1,13.81
467,Í2,32.93
467,Í3,65.42
467,Í4,85.08
467,Í7,541.20
467,Í9.1,0.04
467,Í10.1,0.98
467,Í12,0.00
469,Í1,27.30
469,Í2,57.64
469,Í3,65.20
469,Í4,0.00
469,Í7,288.03
469,Í9.1,0.00
469,Í10.1,0.12
469,Í12,0.00
474,Í1,15.80
474,Í2,53.47
474,Í3,73.33
474,Í4,105.66
474,Í7,232.91
474,Í9.1,0.00
474,Í10.1,0.97
474,Í12,0.00
478,Í1,27.56
478,Í2,70.19
478,Í3,78.45
478,Í4,41.00
478,Í7,210.18
478,Í9.1,4.49
478,Í10.1,0.67
478,Í12,0.00
480,Í1,39.91
480,Í2,65.22
480,Í3,90.96
480,Í4,92.46
480,Í7,114.42
480,Í9.1,0.00
480,Í10.1,1.37
480,Í12,0.00
481,Í1,34.68
481,Í2,108.26
481,Í3,128.41
481,Í4,42.91
481,Í7,139.27
481,Í9.1,0.00
481,Í10.1,0.48
481,Í12,0.00
485,Í1,17.28
485,Í2,35.93
485,Í3,74.57
485,Í4,85.17
485,Í7,121.50
485,Í9.1,0.00
485,Í10.1,1.22
485,Í12,0.00
492,Í1,12.21
492,Í2,39.17
492,Í3,65.39
492,Í4,29.12
492,Í7,525.69
492,Í9.1,1.64
492,Í10.1,0.41
492,Í12,0.00
493,Í1,18.14
493,Í2,95.67
493,Í3,106.19
493,Í4,43.28
493,Í7,102.65
493,Í9.1,0.20
493,Í10.1,1.11
493,Í12,0.00
503,Í1,18.35
503,Í2,64.48
503,Í3,82.43
503,Í4,95.13
503,Í7,209.41
503,Í9.1,0.00
503,Í10.1,0.68
503,Í12,6.46
507,Í1,29.09
507,Í2,96.23
507,Í3,114.03
507,Í4,68.85
507,Í7,179.90
507,Í9.1,0.00
507,Í10.1,0.80
507,Í12,0.00
514,Í1,12.37
514,Í2,31.45
514,Í3,81.07
514,Í4,77.41
514,Í7,330.01
514,Í9.1,0.10
514,Í10.1,0.74
514,Í12,0.00
518,Í1,11.77
518,Í2,89.07
518,Í3,119.02
518,Í4,76.58
518,Í7,123.62
518,Í9.1,0.00
518,Í10.1,1.31
518,Í12,3.16
520,Í1,17.51
520,Í2,93.58
520,Í3,85.33
520,Í4,88.20
520,Í7,236.13
520,Í9.1,0.93
520,Í10.1,1.44
520,Í12,0.00
524,Í1,14.18
524,Í2,38.22
524,Í3,53.93
524,Í4,75.46
524,Í7,483.96
524,Í9.1,0.04
524,Í10.1,1.34
524,Í12,0.00
531,Í1,51.14
531,Í2,79.59
531,Í3,88.61
531,Í4,55.32
531,Í7,150.87
531,Í9.1,0.00
531,Í10.1,0.53
531,Í12,0.00
532,Í1,29.48
532,Í2,110.82
532,Í3,186.88
532,Í4,75.98
532,Í7,252.78
532,Í9.1,1.14
532,Í10.1,1.31
532,Í12,0.00
533,Í1,45.23
533,Í2,103.23
533,Í3,105.40
533,Í4,36.84
533,Í7,84.65
533,Í9.1,0.00
533,Í10.1,0.89
533,Í12,0.00
537,Í1,17.01
537,Í2,90.73
537,Í3,132.29
537,Í4,62.82
537,Í7,303.12
537,Í9.1,0.00
537,Í10.1,2.22
537,Í12,0.00
538,Í1,52.78
538,Í2,71.80
538,Í3,101.48
538,Í4,20.11
538,Í7,123.09
538,Í9.1,0.00
538,Í10.1,0.19
538,Í12,0.00
539,Í1,17.52
539,Í2,39.71
539,Í3,75.73
539,Í4,58.21
539,Í7,149.69
539,Í9.1,0.00
539,Í10.1,1.21
539,Í12,0.00
543,Í1,39.66
543,Í2,51.50
543,Í3,79.06
543,Í4,0.00
543,Í7,0.00
543,Í9.1,0.00
543,Í10.1,0.00
543,Í12,0.00
545,Í1,22.27
545,Í2,54.21
545,Í3,84.06
545,Í4,89.25
545,Í7,341.56
545,Í9.1,0.19
545,Í10.1,1.61
545,Í12,0.00
546,Í1,52.02
546,Í2,51.54
546,Í3,55.63
546,Í4,21.62
546,Í7,19.51
546,Í9.1,19.51
546,Í10.1,0.00
546,Í12,0.00
548,Í1,11.13
548,Í2,26.83
548,Í3,141.52
548,Í4,26.27
548,Í7,639.15
548,Í9.1,12.88
548,Í10.1,0.67
548,Í12,1.61
554,Í1,16.30
554,Í2,57.62
554,Í3,84.00
554,Í4,107.21
554,Í7,324.84
554,Í9.1,2.18
554,Í10.1,2.46
554,Í12,0.00
558,Í1,11.95
558,Í2,58.82
558,Í3,69.60
558,Í4,69.41
558,Í7,148.21
558,Í9.1,1.08
558,Í10.1,2.27
558,Í12,0.00
567,Í1,16.77
567,Í2,54.14
567,Í3,62.51
567,Í4,64.12
567,Í7,229.56
567,Í9.1,0.00
567,Í10.1,1.44
567,Í12,0.00
568,Í1,25.91
568,Í2,53.41
568,Í3,71.48
568,Í4,68.95
568,Í7,193.26
568,Í9.1,0.93
568,Í10.1,2.19
568,Í12,0.00
570,Í1,61.90
570,Í2,150.89
570,Í3,163.82
570,Í4,6.23
570,Í7,24.03
570,Í9.1,0.00
570,Í10.1,0.00
570,Í12,0.00
574,Í1,41.27
574,Í2,107.31
574,Í3,113.42
574,Í4,36.41
574,Í7,106.76
574,Í9.1,0.00
574,Í10.1,0.04
574,Í12,0.00
575,Í1,61.02
575,Í2,50.34
575,Í3,231.34
575,Í4,2.87
575,Í7,66.85
575,Í9.1,0.00
575,Í10.1,0.04
575,Í12,0.00
588,Í1,18.78
588,Í2,104.39
588,Í3,105.05
588,Í4,93.68
588,Í7,169.33
588,Í9.1,15.24
588,Í10.1,1.18
588,Í12,0.01
589,Í1,12.44
589,Í2,56.72
589,Í3,83.76
589,Í4,76.29
589,Í7,69.46
589,Í9.1,0.00
589,Í10.1,0.84
589,Í12,0.00
594,Í1,37.03
594,Í2,40.10
594,Í3,109.33
594,Í4,31.42
594,Í7,96.52
594,Í9.1,0.00
594,Í10.1,1.39
594,Í12,0.00
596,Í1,11.71
596,Í2,61.33
596,Í3,67.30
596,Í4,107.27
596,Í7,198.40
596,Í9.1,0.00
596,Í10.1,1.09
596,Í12,0.00
598,Í1,32.04
598,Í2,52.28
598,Í3,94.22
598,Í4,88.07
598,Í7,132.63
598,Í9.1,0.00
598,Í10.1,0.29
598,Í12,0.00
600,Í1,14.20
600,Í2,65.56
600,Í3,79.24
600,Í4,50.74
600,Í7,457.76
600,Í9.1,0.04
600,Í10.1,0.63
600,Í12,0.00
604,Í1,21.13
604,Í2,44.72
604,Í3,70.12
604,Í4,2.32
604,Í7,250.77
604,Í9.1,0.00
604,Í10.1,0.07
604,Í12,0.00
606,Í1,16.19
606,Í2,55.25
606,Í3,81.83
606,Í4,44.53
606,Í7,420.09
606,Í9.1,15.65
606,Í10.1,0.86
606,Í12,0.00
608,Í1,207.19
608,Í2,63.62
608,Í3,136.36
608,Í4,0.60
608,Í7,15.80
608,Í9.1,0.00
608,Í10.1,0.06
608,Í12,0.00
609,Í1,12.99
609,Í2,30.61
609,Í3,71.37
609,Í4,67.02
609,Í7,419.60
609,Í9.1,5.44
609,Í10.1,1.87
609,Í12,0.00
622,Í1,36.33
622,Í2,50.77
622,Í3,66.35
622,Í4,0.73
622,Í7,227.00
622,Í9.1,0.00
622,Í10.1,0.61
622,Í12,0.00
625,Í1,12.81
625,Í2,73.79
625,Í3,63.96
625,Í4,21.91
625,Í7,572.95
625,Í9.1,12.97
625,Í10.1,2.20
625,Í12,7.94
634,Í1,11.31
634,Í2,42.80
634,Í3,60.32
634,Í4,103.71
634,Í7,538.72
634,Í9.1,6.14
634,Í10.1,1.49
634,Í12,0.00
635,Í1,80.00
635,Í2,126.42
635,Í3,146.60
635,Í4,35.63
635,Í7,67.06
635,Í9.1,0.00
635,Í10.1,2.90
635,Í12,0.00
637,Í1,15.84
637,Í2,89.55
637,Í3,139.76
637,Í4,86.20
637,Í7,268.06
637,Í9.1,0.00
637,Í10.1,0.12
637,Í12,0.00
639,Í1,64.76
639,Í2,99.24
639,Í3,106.82
639,Í4,42.81
639,Í7,38.92
639,Í9.1,0.00
639,Í10.1,0.00
639,Í12,0.00
646,Í1,12.29
646,Í2,43.83
646,Í3,53.37
646,Í4,52.81
646,Í7,339.82
646,Í9.1,0.74
646,Í10.1,1.09
646,Í12,0.00
650,Í1,83.84
650,Í2,392.92
650,Í3,1015.85
650,Í4,0.08
650,Í7,0.00
650,Í9.1,0.00
650,Í10.1,0.00
650,Í12,0.00
653,Í1,29.74
