REGN,C1_3,C2_3,C3_3,C4_3
1,Í1,12.19,,
1,Í2,54.40,,
1,Í3,88.37,,
1,Í4,93.66,,
1,Í7,167.23,,
1,Í9.1,0.00,,
1,Ò1,1283.00,,
1,Ò2,105.00,,
1,Í10.1,0.19,,
1,Í12,7.69,,
1,Í17,67.42,,
1,Í18,104.84,,
1,Í19,0.00,,
2,Í1,32.66,,
2,Í2,25.60,,
2,Í3,63.40,,
2,Í4,89.26,,
2,Í7,176.99,,
2,Í9.1,0.10,,
2,Í10.1,0.14,,
2,Í12,0.00,,
5,Í1,12.12,,
5,Í2,52.43,,
5,Í3,106.31,,
5,Í4,71.63,,
5,Í7,326.16,,
5,Í9.1,1.11,,
5,Í10.1,1.49,,
5,Í12,0.00,,
18,Í1,11.70,,
18,Í2,80.86,,
18,Í3,71.41,,
18,Í4,73.10,,
18,Í7,205.61,,
18,Í9.1,0.00,,
18,Í10.1,1.14,,
18,Í12,0.00,,
21,Í1,20.16,,
21,Í2,62.77,,
21,Í3,94.06,,
21,Í4,62.51,,
21,Í7,229.00,,
21,Í9.1,0.00,,
21,Í10.1,2.79,,
21,Í12,0.00,,
23,Í1,12.31,,
23,Í2,37.78,,
23,Í3,120.99,,
23,Í4,62.60,,
23,Í7,549.04,,
23,Í9.1,0.00,,
23,Í10.1,0.73,,
23,Í12,5.65,,
52,Í1,12.65,,
52,Í2,68.39,,
52,Í3,79.94,,
52,Í4,81.35,,
52,Í7,330.52,,
52,Í9.1,0.05,,
52,Í10.1,1.27,,
52,Í12,0.00,,
53,Í1,11.30,,
53,Í2,67.67,,
53,Í3,85.53,,
53,Í4,85.79,,
53,Í7,549.20,,
53,Í9.1,0.04,,
53,Í10.1,0.92,,
53,Í12,0.00,,
55,Í1,11.89,,
55,Í2,52.72,,
55,Í3,62.05,,
55,Í4,72.33,,
55,Í7,368.13,,
55,Í9.1,2.20,,
55,Í10.1,0.71,,
55,Í12,0.00,,
65,Í1,11.69,,
65,Í2,44.02,,
65,Í3,69.23,,
65,Í4,74.46,,
65,Í7,258.90,,
65,Í9.1,0.00,,
65,Í10.1,1.96,,
65,Í12,0.00,,
67,Í1,21.86,,
67,Í2,30.65,,
67,Í3,54.61,,
67,Í4,103.42,,
67,Í7,226.86,,
67,Í9.1,4.60,,
67,Í10.1,0.56,,
67,Í12,0.00,,
77,Í1,12.55,,
77,Í2,54.16,,
77,Í3,65.51,,
77,Í4,91.97,,
77,Í7,511.81,,
77,Í9.1,0.00,,
77,Í10.1,0.43,,
77,Í12,0.41,,
84,Í1,10.64,,
84,Í2,52.07,,
84,Í3,77.71,,
84,Í4,85.94,,
84,Í7,61.50,,
84,Í9.1,4.17,,
84,Í10.1,1.59,,
84,Í12,0.00,,
85,Í1,14.59,,
85,Í2,65.86,,
85,Í3,114.92,,
85,Í4,55.45,,
85,Í7,315.86,,
85,Í9.1,0.00,,
85,Í10.1,1.60,,
85,Í12,0.00,,
96,Í1,19.83,,
96,Í2,113.18,,
96,Í3,142.35,,
96,Í4,49.46,,
96,Í7,268.23,,
96,Í9.1,0.00,,
96,Í10.1,1.88,,
96,Í12,0.00,,
101,Í1,30.33,,
101,Í2,40.64,,
101,Í3,80.38,,
101,Í4,3.33,,
101,Í7,367.48,,
101,Í9.1,6.47,,
101,Í10.1,0.79,,
101,Í12,0.00,,
103,Í1,31.41,,
103,Í2,53.31,,
103,Í3,98.32,,
103,Í4,35.09,,
103,Í7,153.15,,
103,Í9.1,0.00,,
103,Í10.1,1.58,,
103,Í12,0.00,,
106,Í1,29.14,,
106,Í2,69.05,,
106,Í3,89.25,,
106,Í4,33.14,,
106,Í7,186.07,,
106,Í10.1,0.66,,
107,Í1,11.29,,
107,Í2,38.16,,
107,Í3,57.45,,
107,Í4,62.08,,
107,Í7,301.62,,
107,Í9.1,5.89,,
107,Í10.1,0.21,,
107,Í12,1.32,,
