REGN,OKATO,OKPO,OGRN,REGN_S,BIC,DT,NAME_B,ADR,IM,IM_FIO,AG,AG_FIO,IC,IC_FIO,COM,C2_4
2433,45,17540261,1037739297881,2433,044585173,12/1/2010,"ОАО АКБ ""ПРОМИНВЕСТБАНК""","101000, Москва, ул. Маросейка, д. 9/2, стр. 1",Председатель правления,А.Б.Мельничук,Главный бухгалтер,Г.А.Банникова,Начальник отдела отчетности,М.В.Воробьева,969-29-60,21
2435,82,25127322,1020500000267,2435-К,048209870,12/1/2010,"ООО РНКО ""УМУТ""","368000, Республика Дагестан, г.Хасавюрт, ул.Калинина, 4.",Председатель правления,Мустафаев Б.А.,Главный бухгалтер,Османова Н.И.,программист,Ахмедов А.А.,823103674,20
2436,80,29792045,1020200001128,2436,048073917,12/1/2010,"""Мой Банк. Ипотека"" (ОАО)","450098, Республика Башкортостан, г. Уфа, Проспект Октября, 132/3",Председатель Правления,Ильин А.В.,Заместитель главного бухгалтера - начальник управления бухгалтерского учета и отчетности,Хабиахметова А.И.,Экономист финансово-аналитического сектора,Кудряшова Л.Г.,292-35-18,20
2438,45,17535975,1027739050833,2438,044585473,12/1/2010,"АКБ ""ГЛОБУС"" (ОАО)","115184,  г. Москва, ул. Бахрушина, д. 10, стр.1",Председатель Правления,Прокопенко В.И.,Главный бухгалтер,Решинская Е.И.,Начальник отдела отчетности,Окуренкова Т.С.,644-00-11,30
2440,45,17535627,1027700218666,2440,044525176,12/1/2010,"ОАО АКБ ""Металлинвестбанк""","109074,  г. Москва, Славянская площадь, д. 2/5/4, строение 3",Зам.Председателя Правления,Нестеров С.Б.,Гл.бухгалтер-Начальник Управления бух.учета и отчетности,Мурашова Е.С.,Нач.отдела сводного баланса,Вашлаева Т.П.,784-69-13,29
2443,65,25054072,1026600000195,2443,046577881,12/1/2010,"ОАО ""МЕТКОМБАНК""","623406, Свердловская обл., г. Каменск-Уральский, ул. Октябрьская, 36",Зам Председателя Правления,Малоземов Д.Г.,Главный бухгалтер,Неверова О.С.,Исполнитель,Кожевникова Т.Р.,(343) 379-33-48,27
2447,94,24497873,1021800000551,2447,049401863,12/1/2010,(ОАО Удмуртинвестстройбанк),"426008, Удмуртская Республика, г.Ижевск, ул.Пушкинская, д.268",Председатель Банка,И.Б. Калимуллин,Главный бухгалтер,А.С. Антонова,"Начальник отдела уанализа, отчетности и управления рисками",Н.П. Чепурнова,940-411,30
2462,45,17538287,1037700006684,2462,044585159,12/1/2010,"АКБ ""ЛУЖНИКИ-БАНК""","119048,  г. Москва, Лужнецкая набережная, д.24",Председатель Правления,Панченко Р.В.,Главный бухгалтер,Токмакова Г.В.,нач-к отдела анализа и контроля за банковскими рисками,Мамедова Т.М.,(495) 637-07-11,21
2468,45,17541800,1027700429855,2468,044552772,12/1/2010,"АКБ ""Мосуралбанк"" (ЗАО)","115035, г. Москва, Раушская наб., д. 22, стр. 2",Первый заместитель Председателя Правления,Корнеев Н.В.,И.о. Главного бухгалтера,Каленова И.Л.,Начальник эконеомического управления,Степанов Е.В.,787-38-81,29
2469,45,17536503,1027739109276,2469,044585477,12/1/2010,"Банк ""Навигатор"" (ОАО)","119421, г. Москва, ул. Новаторов, д. 7А, корп. 2",И.О.Председателя Правления,Фетисов П.В.,Главный бухгалтер,Непорожнева Н.Е.,Начальник отдела отчетности,Лупко Т.А.,642-79-42,30
2471,45,29720790,1022200527579,2471,044579647,12/1/2010,"ЗАО ""ПроБанк""","115172, г. Москва, Краснохолмская наб., 11, стр. 1",Председатель Правления,Смирнов Д.Н.,Главный бухгалтер,Семенова О.П.,Главный бухгалтер,Семенова О.П.,(499)722-11-81,30
2480,66,25810912,1026700000018,2480,046614718,12/1/2010,"ОАО Банк ""Аскольд""","214000 г.Смоленск, ул. Докучаева, 5",Зам. председателя правления,Л.М. Бусина,Главный бухгалтер,Л.Н.Тухватулина,Нач. УКО,Алферова И. Н.,382625,21
2484,86,24855427,1021000000108,2484,048602746,12/1/2010,"ОАО Банк ""Онего""","185035, Республика Карелия, г. Петрозаводск, пр. К. Маркса, д.1","Зам. Президента ОАО Банк ""Онего""",А.К.Барабанов,Главный бухгалтер,О.В. Немнонова,Старший специалист,И.А. Тимохова,78-21-22,21
2490,45,17539789,1027739692727,2490,044585382,12/1/2010,"КБ ""ГЕНБАНК"" (ООО)","115184, г. Москва, Озерковская набережная, дом 12",Заместитель Председателя Правления,Гаврилова Инна Викторовна,Главный бухгалтер,Пономарева Елена Ивановна,Зам. начальника Отдела отчетности,Зуек Елена Викторовна,(495) 777-55-45(2058),27
2491,82,25127411,1020500000157,2491,048209797,12/1/2010,"ООО КБ ""Алжан""","367013, Республика Дагестан, г.Махачкала, ул.Юсупова, 38",Председатель Правления,Огай И. В.,Главный Бухгалтер,Ахмедова Т.С.,Исполнитель,Рамазанова Л.А.,675425,20
2493,45,17537224,1027739067696,2493,044579879,12/1/2010,"ООО ""КБ ""МЕЖТРАСТБАНК""","127055,  г. Москва, ул. Образцова, д. 7",Председатель Правления,Егорова Светлана Анатольевна,И.О.Главного бухгалтера,Никифорова Татьяна  Андреевна,Начальник группы отчетности,Богданчук Жанна Сергеевна,684-27-87,30
2494,45,29291308,1027739526935,2494,044525236,12/1/2010,"ЗАО ""БАНК КРЕДИТ СВИСС (МОСКВА)""","125009,  г. Москва, Романов  переулок,  д. 4, стр. 2",Вице-Президент,Бондаренко З.Л.,Главный бухгалтер,Кондрашина Н.И.,Бухгалтер,Гришина С.В.,(495) 967-8878,21
2495,45,17541355,1027739329375,2495,044525222,12/1/2010,"""ИНГ БАНК (ЕВРАЗИЯ) ЗАО""","127473,  г. Москва, ул. Краснопролетарская, д. 36",Генеральный директор,Гризель Й. Ф.,Главный бухгалтер,Лондаренко Н.Н.,Зам. главного бухгалтера,Реминная В.Г.,771-79-53,21
2499,25,27268481,1023800000245,2499,042520840,12/1/2010,"ООО ""Крона-Банк""","664007, Иркутская область, г. Иркутск, ул.Дзержинского,29",Председатель Правления,Кошкин С.А.,Главный бухгалтер,Землянская Л.А.,Старший специалист I-ой категории ОПиОР,Урбонас А.А.,25-25-05 (252),21
2503,45,17538732,1027700467300,2503,044583703,12/1/2010,"АКБ ""ЕИБ"" ЗАО","123060,  г. Москва, пр. Волоколамский 1-й, д. 10, стр. 16",Президент Банка,Шапошников Владимир Александрович,И.о. главного бухгалтера,Зарецкая Елена Васильевна,Советник Президента по экономическим вопросам,Ковальчук Светлана Васильевна,221-28-00,21
2506,45,17538910,1027700140753,2506,044585700,12/1/2010,"ООО ""ФЕРРОБАНК""","125047,  г. Москва, улица Лесная, дом 3",Зам.Председателя Правления,Михайлов В.А.,Главный бухгалтер,Белякова И.И.,Начальник группы отчетности,Куянова О.И.,980-19-24(1746),21
2507,36,21217985,1026300001881,2507,043678838,12/1/2010,"АКБ ""Тольяттихимбанк"" (ЗАО)","445009, Самарская обл., г.Тольятти, ул.Горького, 96",Председатель правления,Попов А.Е.,Главный бухгалтер,Попов С.В.,Зам. начальника отдела,Буйлова Л.Г.,71-81-76,21
2518,03,32293624,1022300003703,2518,040349722,12/1/2010,"КБ ""Кубань Кредит"" ООО","350000, г. Краснодар, ул. им. Орджоникидзе, дом № 46 / ул. Красноармейская, дом  № 32",Заместитель Председателя Правления банка,Чупрынникова Нина Николаевна,Главный бухгалтер,Гутен?ва Галина Степановна,Специалист,Балановская Наталья Григорьевна,274-92-51,23
2519,80,31233726,1020200000402,2519,048073809,12/1/2010,"ООО ""УралКапиталБанк""","450071, город Уфа, улица Рязанская, дом № 10",Председатель правления,Алексеев Р.А.,Главный бухгалтер,Беленкова А.В.,Старший экономист,Шакурьянов М.М.,292-64-61,26
2523,94,24466795,1021800001190,2523,049401869,12/1/2010,"ОАО ""УРАЛЬСКИЙ ТРАСТОВЫЙ БАНК""","426008, Удмуртская Республика, г. Ижевск, ул. Пушкинская, 268",Председатель Правления Банка,Оленев С.Б.,Главный бухгалтер,Селезнева Н.В.,Экономист,Гуменникова Р.С.,421530,30
2524,45,21887160,1027700053776,2524,044552742,12/1/2010,"КБ ""МКБ"" (ОАО)","115280, г. Москва, Пересветов переулок, д. 2/3, подъезды №1,2",Заместитель Председателя Правления,Е.П.Трушкина,Заместитель главного бухгалтера,Е.М. Потапова,Начальник отдела учета активно-пассивных операций,Е.В. Морозова,748-53-53,21
2529,89,27800243,1021300001029,2529,048952752,12/1/2010,"ОАО АКБ ""АКТИВ БАНК""","430005, г.Саранск, ул.Коммунистическая, 52",Президент,Н.Н.Николаев,Главный бухгалтер,И.В.Савельева,Исполнитель,Г.С.Буданова,23-05-51,24
2530,40,31044988,1027800000942,2530,044030889,12/1/2010,"ЗАО ""ЭКСИ-Банк""","197376, Санкт-Петербург, ул. Профессора Попова, д. 23",Генеральный Директор,Копанева П.С.,Главный Бухгалтер,Амосенко И.В.,Начальник экономического отдела,Пятников А.В.,(812)234-12-85,21
2534,45,23618116,1025480001073,2534,044525732,12/1/2010,"ОАО ""Инвестиционный Городской Банк""","121170, г. Москва, Кутузовский просп., 36, стр. 3",Зам. генерального директора,Рябова И.Б.,Главный бухгалтер,Сулимов А.В.,Главный бухгалтер,Сулимов А.В.,"8 (495) 983-31-31 вн.923-003, 923-132",30
2535,45,17540137,1027739673642,2535,044525772,12/1/2010,"ООО ""Банк Империя""","121165,  г. Москва, ул. Киевская, д. 24",ИО Председателя Правления,Кулешов Иван Александрович,Главный бухгалтер,Банкина Оксана Анатольевна,Начальник отдела отчетности,Молочникова Светлана Вячеславовна,(499) 249-97-77,27
2537,45,17543756,1027739700548,2537,044585551,12/1/2010,"КБ ""ПРИСКО КАПИТАЛ БАНК"", ЗАО","123022,  г. Москва, Б. Предтеченский переулок, д.22",Председатель Правления,Сычева Е.А.,Главный бухгалтер,Павлюченко Л. В.,Заместитель главного бухгалтера,Алексеева Ю.Б.,775-65-28,21
2539,71,23741354,1038605506906,2539,047144966,12/1/2010,"ОАО ""СИББИЗНЕСБАНК""","628426, Тюменская обл., Ханты-Мансийский автономный округ, г. Сургут, ул. Маяковского, 16/1",Председатель Правления,Бобков И.А.,Главный бухгалтер,Лебедева И.А.,Экономист,Рассадкина А.В.,(3462)520-819,21
2543,45,17543992,1027739076144,2543,044579228,12/1/2010,КБ МКБ (ООО),"109004, г. Москва, ул. Таганская, дом 15, строение 1",Председатель Правления,Добрина О.А.,Зам. главного бухгалтера,Ушакова Т.С.,Начальник отдела бухгалтерского учета и отчетности,Огнев А.М.,258 89 53,30
2546,45,17541272,1027739075891,2546,044583162,12/1/2010,"ЗАО АКБ ""НОВИКОМБАНК""","119180,  г. Москва, Якиманская наб., д. 4/4 стр. 2",Заместитель Президента,Докучаев М.В.,Главный бухгалтер,Радченко Т.В.,Зам.нач.отдела сводного баланса и отчетности,Глазунова Е.А.,8-499-230-10-09,21
2547,60,31651866,1026103270214,2547,046015728,12/1/2010,"ОАО АКБ ""Капиталбанк""","344082, г. Ростов-на-Дону, ул. Большая Садовая, 14",Председатель Правления,Рыжкина И.Н.,Главный бухгалтер,Игнатенко Н.Н.,и.о. Начальника кредитного отдела,Вифлянцева И.И.,2679883,21
2548,45,17541958,1027739033453,2548,044579471,12/1/2010,"ЗАО ""МЕТРОБАНК""","121151, г. Москва, ул. Можайский вал, д. 8Б",Зам. Председателя Правления,Кузмичев А.Г.,Главный бухгалтер,Коротченко И.А.,Зам. директора Департамента ГБ,Попова Н.В.,739-37-02  доб. 1292,21
2551,40,31029552,1027800000227,2551,044030852,12/1/2010,"ОАО ""ПСКБ""","191123, Санкт-Петербург, ул. Шпалерная, 42",Председатель Правления,Тур Наталья Ивановна,Главный бухгалтер,Изюмникова Людмила Борисовна,Начальник отдела финансовой отчетности и анализа,Гришина Светлана Леонидовна,332-34-50,30
2554,92,13001900,1021600000047,2554,049240801,12/1/2010,"ООО КБ ""Камский горизонт""","423834, Республика Татарстан, г.Набережные Челны, Московский проспект, д.54/24",Директор,Рахимова З.Х.,Главный бухгалтер,Мавлеева А.М.,Исполнитель,Алимова Л.М.,59-83-19,21
2555,45,29294732,1027739068609,2555,044525448,12/1/2010,"АКБ ""ЯПЫ КРЕДИ БАНК МОСКВА"" (ЗАО)","115172,  г. Москва, Гончарная наб., д.1, стр.2",Генеральный директор,Каплангы Мехмет Бозкурт,Зам. Главного бухгалтера- начальник Отдела банковской отчетности бухгалтерии,Туфар С.Г.,Зам. Главного бухгалтера- начальник Отдела банковской отчетности бухгалтерии,Туфар С.Г.,234-98-89,26
2557,45,29034830,1027700431296,2557,044525202,12/1/2010,"ЗАО КБ ""Ситибанк""","125047,  г. Москва, ул. Гашека, д. 8-10, стр. 1",Вице-президент,Николаева Н.Ю.,Главный бухгалтер,Берингова В.Я.,Специалист,Королева Е.А.,225-84-66,21
2559,45,29287815,1037739412700,2559,044525116,12/1/2010,"""ЗЕРБАНК (Москва)"" (ЗАО)","109147,  г. Москва, ул.Марксистская, д.16",Президент,Йюксель З.Б.,Главный бухгалтер,Ульянова Т. Л.,Зам. гл. бухгалтера,Сем?нова Т.В.,"232-67-37,  доб.125",21
2562,45,17543549,1027700159442,2562,044525205,12/1/2010,"ОАО ""БИНБАНК""","121471,  г. Москва, ул.Гродненская, д.5а",Старший Вице-президент,Любенцов К.В.,Главный бухгалтер Банка - директор Департамента бух. учета и отчетности,Журавлева Н.А.,Начальник Управления,Тимченко О.Ю.,755 50 60 доб. 2106,30
2564,78,21666973,1027600000075,2564,047888728,12/1/2010,"ИКБР ""ЯРИНТЕРБАНК"" (ООО)","150000, г.Ярославль, ул.Собинова, д.30",Председатель правления,Булыгина Л.С.,Главный бухгалтер,Нуртынова Р.Р.,экономист,Янчук А.А.,30-21-93,26
2568,37,28968878,1024500000029,2568,043735830,12/1/2010,"ОАО АКИБ ""КУРГАН""","640000, г.Курган, ул.Гоголя, дом № 78",Председатель Правления,Захарова Э.В.,Главный бухгалтер,Шумкова И.Л.,Начальник отдела финансового планирования и контроля,Жакина Г.К.,46-60-76,25
2571,45,17543398,1027739320003,2571,044552647,12/1/2010,"ООО ""КБК-Банк""","125212,  г. Москва, Кронштадтский бульвар  д.5а",Председатель Правления банка,Шульга В.М.,Главный бухгалтер,Лунева Л.Г.,Главный бухгалтер,Лунева Л.Г.,708-03-56,21
2574,45,17546424,1027739153573,2574,044552554,12/1/2010,"АКБ ""ФЬЮЧЕР"" (ОАО)","107023,  г. Москва, ул. Электрозаводская, д. 20, стр. 11",Председатель Правления,Зимина Н.О.,Главный бухгалтер,Коковина Е.А.,Зам.главного бухгалтера,Зотова В.Ю.,(495) 737-86-44,30
2576,45,17544201,1037739429320,2576,044585109,12/1/2010,"КБ ""Гарант-Инвест"" (ЗАО)","127051, г. Москва, 1-ый Колобовский переулок, дом 19, строение 1",Заместитель Председателя Правления,Галичев Эдуард Борисович,Главный бухгалтер,Полетаева Надежда Михайловна,Начальник управления бухгалтерской отчетности,Каплина Ирина Александровна,650-9003,21
2581,45,29284662,1037739299685,2581,044585106,12/1/2010,ЗАО Сберкред Банк,"123182,  г. Москва, ул. Живописная,  д. 46, стр. 8",Председатель Правления,Чагаев Игорь Аркадьевич,Главный бухгалтер,Денисенко Лариса Сергеевна,Начальник отчетности,Берелова Татьяна Владимировна,(499) 193-01-76 (доб.3277),21
2584,75,21553996,1027400000638,2584,047516949,12/1/2010,"""КУБ"" ОАО","455044, Челябинская область, г.Магнитогорск, ул.Гагарина, 17","Председатель Правления ""КУБ"" ОАО",Бердников Вячеслав Викторович,"Главный бухгалтер ""КУБ"" ОАО",Калугина Елена Николаевна,Начальник АО,Жиниленко Андрей Александрович,(3519)248928,30
2586,45,17544193,1027700035835,2586,044583762,12/1/2010,"ОАО ""ЮНИКОРБАНК""","107031, г. Москва, Звонарский пер., д.7,стр.1,2,3",Председатель Правления,Переходкин В.Б.,Зам. главного бухгалтера,Черный В.В.,Зам. Главного бухгалтера,Черный В.В.,981-25-29,30
2589,45,17546631,1027739178972,2589,044552940,12/1/2010,"ОАО БАНК ""РОСТ""","109004, г. Москва, ул. Станиславского, д. 4, стр. 1",Председатель Правления,Жуков Б.Б.,Главный бухгалтер,Дунаева Н.Ю.,Начальник отдела сводной отчетности,Пискунова О.В.,988-33-33 (доб.151),30
2593,45,17226837,1025000004787,2593,044552288,12/1/2010,"ООО КБ ""Альба Альянс""","119019, г. Москва, Кремлевская набережная, д. 1, стр. 2",Президент,Якимов А.Н.,Главный бухгалтер,Анохина О.И.,Начальник отдела отчетности Департамента учета,Мухин А.В.,(499)252-0000,21
2594,45,29284722,1027739446349,2594,044525217,12/1/2010,"""Королевский Банк Шотландии"" ЗАО","125009,  г. Москва, ул. Большая Никитская, д. 17, стр. 1",Заместитель Председателя Правления,Олейник Юлия Владимировна,Главный бухгалтер,Веселова Елена Вячеславовна,Главный бухгалтер,Веселова Елена Вячеславовна,933-57-83,21
2598,45,17546460,1027739585422,2598,044552518,12/1/2010,"ООО КБ ""Западный""","105064,  г. Москва, Малый Казенный пер., д.5, стр.4",Заместитель председателя Правления,Горелова Алена Антоновна,Главный бухгалтер,Асташкина Марина Борисовна,Начальник Отдела и отчетности,Калинина Жанна Викторовна,620 94 40,30
2602,98,31452865,1031403918138,2602,049805770,12/1/2010,"АКБ ""Алмазэргиэнбанк"" ОАО","677000, Республика Саха (Якутия), город. Якутск, проспект Ленина, 1",Председатель правления,Миронов А.С.,Главный бухгалтер,Басова И.Н.,исполнитель,Еттянов Дь.Н.,32-73-48,25
2604,45,16251000,1020400000037,2604,048405786,12/1/2010,"АКБ ""Сибирский Энергетический Банк"" (ЗАО)","125319, г. Москва, ул. Часовая, 4, корп. 2",И.о. Председателя Правления,Яремчук О.В.,Главный бухгалтер,Рыченкова Л.Н.,Специалист ОЭАиО,Локтев А.А.,4-15-16,21
2606,45,17546163,1027739475378,2606,044579149,12/1/2010,"ООО КБ ""Сембанк""","127473,  г. Москва, ул. Селезневская, д. 11-а, стр. 2",Председатель Правления,Семин Александр Альбертович,Главный бухгалтер,Климова Елена Михайловна,Зам.главного бухгалтера,Трещева Татьяна Владимировна,(495)9959510,21
2607,45,29294382,1027739175859,2607,044579773,12/1/2010,"АКБ ""Кросна-банк"" (ОАО)","123557,  г. Москва, Пресненский Вал, д. 27",И. о. Председателя  Правления,П.И. Ярмолинская,Главный бухгалтер,Е.А. Дмитриева,Зам. начальника отдела  отчетности и экономического анализа,Е.А. Бондарева,(499) 253-50-55,21
2609,52,23773638,1025500001163,2609,045279731,12/1/2010,"ОАО АКБ ""ИТ Банк""","644029, г.Омск, пр. Мира, 43",Председатель Правления,Сильнягин О.А.,Главный бухгалтер,Дерябина Н.В.,Ведущий специалист группы ПиО УД,Андякина Е.В.,22-02-93,23
2611,40,31978076,1027800003505,2611,044030826,12/1/2010,"ОАО Банк ""Объединенный капитал""","194100, Санкт-Петербург, Б. Сампсониевский пр., д. 68, лит. Н",Председатель Правления,Марихина В.В.,Главный бухгалтер,Алимпиева Л.И.,"Нач. Упр. ""Казначейство""",Волкова В.А.,325-9495,21
2614,45,29284107,1027739640312,2614,044585104,12/1/2010,"КБ ""Техноком"" (ЗАО)","119121, г. Москва, 1-й Неопалимовский переулок, дом 15/7",Председатель Правления,Бокова Ирина Анатольевна,Главный бухгалтер,Павлова Нина Александровна,Зам. Главного бухгалтера,Акимова Валентина  Георгиевна,8-(499)-248-36-27,21
2617,45,17546938,1027739152737,2617,044579828,12/1/2010,"ООО КБ ""Банк Расчетов и Сбережений""","115114,  г. Москва, ул. Дербеневская, дом 20, строение 2",Зам. Председателя Правления,Дыба С.В.,Главный бухгалтер,Текутова Г.М.,Нач. отдела фин. отчетности,Макариков Л.Б.,500-33-69,21
2626,45,29284797,1027739206692,2626,044579776,12/1/2010,"АКБ ""ОБПИ"" (ОАО)","121069,  г. Москва, Мерзляковский пер., д. 20, строение 1",Первый заместитель Председателя Правления,Беляков Александр Владимирович,Главный бухгалтер,Рощупкин Игорь Митрофанович,Начальник отдела бухгалтерской и финансовой отчетности,Астафьева Ольга Владимировна,564-84-90 (доб.285),21
2627,45,29293106,1027739103260,2627,044585182,12/1/2010,"ЗАО АКИБ ""ЦЕРИХ""","119034, г. Москва, ул. Остоженка, д. 10/2/7, стр. 2",Председатель Правления,Корсаков Ю.Р.,Главный бухгалтер,Жаворонкова Г.В.,Начальник отдела,Рогачева О.В.,737-00-99,21
2632,81,31616551,1020300003460,2632,048142736,12/1/2010,"ОАО АК ""БайкалБанк""","670034, Республика Бурятия, г. Улан-Удэ, ул.Красноармейская,28",Зам. Председателя Правления,Раднаева Э.Б.,Главный бухгалтер,Вахрамеева Л.К.,Гл. специалист,Пронькинов Н.Ю.,297240,30
2638,80,32058509,1020200000083,2638,048073846,12/1/2010,"ООО ""ПромТрансБанк""","450008 , Республика Башкортостан, г. Уфа, ул.Ленина, 70",Генеральный директор,Мамбетов И.М.,Главный бухгалтер,Юлдашева А.З.,Начальник группы финансовой отчетности,Пушкарева Н.И.,272-50-21,30
2644,87,28880304,1021100000030,2644,048718776,12/1/2010,"АКБ ""ГОРОД"" ЗАО","169912, Республика Коми, г.Воркута, ул.Ленина, д.53",и.о. Председателя Правления,Максимов М.В.,Главный бухгалтер,Бредихина В.С.,Исполнитель,Маринцева Т.В.,(82151) 5-39-58,21
2645,04,21904444,1022400000160,2645,040436933,12/1/2010,"ЗАО АИКБ ""Енисейский объединенный банк""","660049, г. Красноярск, ул. Карла Маркса, дом 62, пом. 25, 26, 27",Руководитель,Белоногова А.В.,Главный бухгалтер,Шафарина О.Ю.,Специалист отдела отчетности,Трушина С.Ю.,277-96-96,24
2647,45,29039419,1027739278610,2647,044583104,12/1/2010,АК ФБ Инноваций и Развития (ЗАО),"105318,  г. Москва, ул.Ткацкая, дом 11, стр.1",Заместитель Председателя Правления,Павлова И.И.,Главный бухгалтер,Слепцова Ю.Г.,Начальник отдела отчетности,Кадзаева И.Т.,733-95-55,26
2649,45,29287596,1027700215817,2649,044583871,12/1/2010,"ООО КБ ""ПРЕОДОЛЕНИЕ""","121596,  г. Москва, ул.Толбухина, д.10, корп.2.",Председатель Правления,Кочеткова Наталья Викторовна,Главный бухгалтер,Васильева Оксана Анатольевна,Заместитель Главного бухгалтера,Борисова Марина Петровна,448-31-98,30
2650,84,16251365,1020400000059,2650,048405718,12/1/2010,"АКБ ""Ноосфера"" (ЗАО)","649000, Республика Алтай, г.Горно-Алтайск, пр.Коммунистический, 26",Руководитель,Криворученко К.Ю.,Главный бухгалтер,Писарева Т.Ф.,Вед. специалист,Винс А.Я.,2-41-11,29
2652,22,25587176,1025200002002,2652,042220706,12/1/2010,"ООО ""РегионИнвестБанк""","603109, г.Нижний Новгород, набережная Федоровского, д.8",Заместитель Председателя Правления,Беспалов Сергей Иванович,Главный бухгалтер,Габаткина Любовь Вячеславовна,"Начальник отдела анализа, планирования и отчетности",Палкина Ольга Степановна,278-68-58,21
2654,45,21293615,1027739197914,2654,044585423,12/1/2010,"КБ ""Унифин"" ЗАО","127051, г. Москва, 1-ый Колобовский перулок, дом 11",Зам.Председателя Правления,Лопатникова Е.В.,Главный бухгалтер,Токарева Е.Д.,Начальник отдела,Утенькина Т.Ю.,771 75 00,21
2655,45,29287152,1027739735100,2655,044585491,12/1/2010,"ООО КБ ""ПРОМИНВЕСТРАСЧЕТ""","121099,  г. Москва, Новинский бульвар, дом 3 стр. 1",Зам. Председателя Правления - начальник Департамента клиентского развития,Лисицын П.П.,Главный бухгалтер,Колосова О.В.,Ведущий специалист отдела формирования отчетности по РСБУ,Мелихова Л.В.,742-42-04,21
2657,45,29290591,1027739291140,2657,044552704,12/1/2010,"КБ ""Старый Кремль"" (ООО)","107031,  г. Москва, Рождественский бульвар, д.14, стр.2",Председатель Правления,Мельников С.А.,Главный бухгалтер,Цуканова Г.Н.,Начальник отдела банковской отчетности,Долинский В. С.,621-77-43,21
2659,01,32237844,1022200531484,2659,040173771,12/1/2010,"ООО КБ ""Алтайкапиталбанк""","656043, Алтайский край, г.Барнаул, ул.Л.Толстого, 38а",Президент Банка,Германенко И.В.,Главный бухгалтер,Балина Ж.С.,экономист,Попова Н.В.,65-84-76,21
2664,45,29289903,1027739228758,2664,044552318,12/1/2010,"АКБ ""СЛАВИЯ"" (ЗАО)","117292, г. Москва, ул. Кедрова, д. 5А",Первый Заместитель Председателя Правления,Сдобнов И.В.,Заместитель Главного бухгалтера,Сперанская О.В.,Начальник Управления финансовой отчетности,Архипова Л.В.,969-24-15,21
2670,45,29288039,1027700474944,2670,044579104,12/1/2010,"ООО КБ ""Центрально-Европейский Банк""","105066,  г. Москва, ул. Ольховская, дом 16, стр.5-5а",Председатель Правления Банка,Патрикеев В.В.,Главный бухгалтер,Туркова Т.К.,Начальник отдела учета и отчетности,Туркова С.О.,(499) 261-91-92,21
2672,82,25136083,1020500000168,2672,048209789,12/1/2010,"ООО КБ ""УЗДАН""","367026, Республика Дагестан, г. Махачкала, пр. И.Шамиля, 1 ""б""",Председатель Правления,Гуруев Ш.И.,Главный бухгалтер,Рыжкова Р.С.,Нач.отд.,Абрамова О.А.,64-74-98,20
2673,45,29290881,1027739642281,2673,044583974,12/1/2010,ТКС Банк (ЗАО),"123060, г. Москва, 1-й Волоколамский проезд, дом 10, стр.1",Председатель правления,Чесаков Г.Р.,Директор платежных сиcтем-вице президент,Макешин А.А.,Исполнитель,Муконина Т.И.,648-10-00,21
2676,82,25136545,1020500000180,2676-К,048209866,12/1/2010,"""НКО ""Транштрейд"" ООО""","367000, Республика Дагестан, г. Махачкала, ул. Богатырева, д. 12",Руководитель,Гитинов А.А.,Главный бухгалтер,Калласова С.Ш.,исполнитель,Ахмедилова А.М.,629324,20
2677,45,29288571,1027739542709,2677,044585116,12/1/2010,ООО РИТ-банк,"119017, г. Москва, Погорельский пер., д. 5, стр. 2",Председатель Правления,Смирнова Н.И.,Главный бухгалтер,Соколова М.С.,Главный бухгалтер,Соколова М.С.,363-4210,21
2682,45,29289286,1027739621810,2682,044585881,12/1/2010,"КБ ""Крокус-Банк"" (ООО)","123056,  г. Москва, ул. 2-я Брестская, д.31",Первый заместитель Председателя Правления,Зайковская Г.И.,Главный бухгалтер,Коржова Н.О.,Начальник отдела,Логачев А.А.,228-12-44,30
2684,45,29289642,1027739542050,2684,044579215,12/1/2010,"ООО ""Банк БКФ""","119180,  г. Москва, 1-й  Хвостов пер., д. 3 а, стр. 2",Начальник ОКУ,Дмитриева Ольга Васильевна,Главный бухгалтер,Трифаненкова Светлана Федоровна,Начальник УФО,Попова Мария Леонтьевна,514-08-20,21
2688,82,25140558,1020500000531,2688-К,048209860,12/1/2010,"НКО ""Транзит"" ООО","367008, Республика Дагестан, г.Махачкала, ул.Танкаева, 65.",Председатель Правления,Абдухаликов М.А.,Главный бухгалтер,Махачева Б.В.,Исполнитель,Махачева Б.В.,78-08-84,20
2696,45,29402558,1027700050510,2696,044579124,12/1/2010,"АКБ ""ИНКАРОБАНК"" (ЗАО)","123001,  г. Москва, Ермолаевский пер., д.5, стр.2",Председатель Правления,Мачулин В.В,Главный бухгалтер,Смирнова Е.А.,Начальник Управления финансового анализа,Белякова Е.П.,695-38-29,21
2697,45,29412781,1027739481362,2697,044585187,12/1/2010,"АКБ ""Московский Вексельный Банк"" (ЗАО)","127238, г. Москва, Ильменский пр-д, д. 10, стр. 1",Первый заместитель Председателя Правления,Савельева О. В.,Главный бухгалтер,Круглова Д.Е.,Зам. главного бухгалтера,Харина Е.М.,645-35-11,21
2699,45,09319602,1027739064704,2699,044585128,12/1/2010,"АКБ ""ЛИНК-банк"" (ОАО)","127434,  г. Москва, Дмитровское шоссе, д.7, корп.2",Председатель Правления,Пархоменко С.В.,Главный бухгалтер,Анцупова О.А.,начальник отдела внутренних операций и отчетности,Сиротина Н.В.,977-60-01,21
