REGN,C1_5
1,12/5/2015
1,12/6/2015
1,12/12/2015
1,12/13/2015
1,12/19/2015
1,12/20/2015
1,12/26/2015
1,12/27/2015
21,12/6/2015
21,12/13/2015
21,12/20/2015
21,12/27/2015
55,12/5/2015
55,12/6/2015
55,12/12/2015
55,12/13/2015
55,12/19/2015
55,12/20/2015
55,12/26/2015
55,12/27/2015
67,12/5/2015
67,12/6/2015
67,12/12/2015
67,12/13/2015
67,12/19/2015
67,12/20/2015
67,12/26/2015
67,12/27/2015
77,12/5/2015
77,12/6/2015
77,12/12/2015
77,12/13/2015
77,12/19/2015
77,12/20/2015
77,12/26/2015
77,12/27/2015
85,12/5/2015
85,12/6/2015
85,12/12/2015
85,12/13/2015
85,12/19/2015
85,12/20/2015
85,12/26/2015
85,12/27/2015
96,12/5/2015
96,12/6/2015
96,12/12/2015
96,12/13/2015
96,12/19/2015
96,12/20/2015
96,12/26/2015
96,12/27/2015
103,12/5/2015
103,12/6/2015
103,12/12/2015
103,12/13/2015
103,12/19/2015
103,12/20/2015
103,12/26/2015
103,12/27/2015
106,12/6/2015
106,12/13/2015
106,12/20/2015
106,12/27/2015
153,12/5/2015
153,12/6/2015
153,12/12/2015
153,12/13/2015
153,12/19/2015
153,12/20/2015
153,12/26/2015
153,12/27/2015
170,12/5/2015
170,12/6/2015
170,12/12/2015
170,12/13/2015
170,12/19/2015
170,12/20/2015
170,12/26/2015
170,12/27/2015
197,12/5/2015
197,12/6/2015
197,12/12/2015
197,12/13/2015
197,12/19/2015
197,12/20/2015
197,12/26/2015
197,12/27/2015
208,12/5/2015
208,12/6/2015
208,12/12/2015
208,12/13/2015
208,12/19/2015
208,12/20/2015
208,12/26/2015
208,12/27/2015
232,12/6/2015
232,12/13/2015
232,12/20/2015
232,12/27/2015
236,12/6/2015
236,12/13/2015
236,12/20/2015
236,12/27/2015
249,12/6/2015
249,12/13/2015
249,12/20/2015
249,12/27/2015
256,12/5/2015
256,12/6/2015
256,12/12/2015
256,12/13/2015
256,12/19/2015
256,12/20/2015
256,12/26/2015
256,12/27/2015
272,12/5/2015
272,12/6/2015
272,12/12/2015
272,12/13/2015
272,12/19/2015
272,12/20/2015
272,12/26/2015
272,12/27/2015
312,12/6/2015
312,12/13/2015
312,12/20/2015
312,12/27/2015
330,12/5/2015
330,12/6/2015
330,12/12/2015
330,12/13/2015
330,12/19/2015
330,12/20/2015
330,12/26/2015
330,12/27/2015
354,12/5/2015
354,12/6/2015
354,12/12/2015
354,12/13/2015
354,12/19/2015
354,12/20/2015
354,12/26/2015
354,12/27/2015
356,12/5/2015
356,12/6/2015
356,12/12/2015
356,12/13/2015
356,12/19/2015
356,12/20/2015
356,12/26/2015
356,12/27/2015
370,12/5/2015
370,12/6/2015
370,12/12/2015
370,12/13/2015
370,12/19/2015
370,12/20/2015
370,12/26/2015
370,12/27/2015
384,12/6/2015
384,12/13/2015
384,12/20/2015
384,12/27/2015
436,12/5/2015
