REGN,C1_3,C2_3,C3_3,C4_3
1,Í1,14.14,,
1,Í2,60.49,,
1,Í3,83.01,,
1,Í4,75.32,,
1,Í7,121.70,,
1,Í9.1,0.00,,
1,Í10.1,0.16,,
1,Í12,6.39,,
1,Í18,105.53,,
2,Í1,31.27,,
2,Í2,31.05,,
2,Í3,62.93,,
2,Í4,106.35,,
2,Í7,184.75,,
2,Í9.1,0.10,,
2,Í10.1,0.17,,
2,Í12,0.00,,
5,Í1,13.18,,
5,Í2,49.43,,
5,Í3,96.38,,
5,Í4,48.35,,
5,Í7,264.60,,
5,Í9.1,0.98,,
5,Í10.1,1.18,,
5,Í12,0.00,,
18,Í1,12.61,,
18,Í2,69.97,,
18,Í3,77.73,,
18,Í4,65.71,,
18,Í7,146.27,,
18,Í9.1,0.00,,
18,Í10.1,2.39,,
18,Í12,0.00,,
21,Í1,22.08,,
21,Í2,98.05,,
21,Í3,125.06,,
21,Í4,102.88,,
21,Í7,144.40,,
21,Í9.1,0.00,,
21,Í10.1,2.27,,
21,Í12,0.00,,
23,Í1,12.00,,
23,Í2,69.75,,
23,Í3,84.17,,
23,Í4,69.35,,
23,Í7,543.77,,
23,Í9.1,0.01,,
23,Í10.1,1.49,,
23,Í12,5.28,,
52,Í1,11.79,,
52,Í2,82.55,,
52,Í3,86.63,,
52,Í4,53.93,,
52,Í7,368.76,,
52,Í9.1,0.08,,
52,Í10.1,2.59,,
52,Í12,0.00,,
53,Í1,11.47,,
53,Í2,54.73,,
53,Í3,64.62,,
53,Í4,56.71,,
53,Í7,587.31,,
53,Í9.1,0.00,,
53,Í10.1,0.77,,
53,Í12,0.00,,
55,Í1,13.20,,
55,Í2,62.33,,
55,Í3,74.74,,
55,Í4,25.04,,
55,Í7,288.53,,
55,Í9.1,0.01,,
55,Í10.1,0.18,,
55,Í12,0.00,,
65,Í1,12.05,,
65,Í2,48.90,,
65,Í3,76.12,,
65,Í4,76.22,,
65,Í7,197.63,,
65,Í9.1,0.00,,
65,Í10.1,1.83,,
65,Í12,0.00,,
67,Í1,23.16,,
67,Í2,36.06,,
67,Í3,61.84,,
67,Í4,111.85,,
67,Í7,229.70,,
67,Í9.1,0.80,,
67,Í10.1,0.37,,
67,Í12,0.00,,
77,Í1,11.82,,
77,Í2,29.83,,
77,Í3,60.12,,
77,Í4,75.86,,
77,Í7,516.73,,
77,Í9.1,0.00,,
77,Í10.1,0.48,,
77,Í12,0.40,,
85,Í1,16.02,,
85,Í2,97.51,,
85,Í3,95.64,,
85,Í4,74.03,,
85,Í7,276.73,,
85,Í9.1,0.00,,
85,Í10.1,2.19,,
85,Í12,0.00,,
96,Í1,19.84,,
96,Í2,115.66,,
96,Í3,151.70,,
96,Í4,36.63,,
96,Í7,268.56,,
96,Í9.1,0.00,,
96,Í10.1,2.18,,
96,Í12,0.00,,
101,Í1,20.48,,
101,Í2,64.13,,
101,Í3,90.98,,
101,Í4,8.99,,
101,Í7,425.70,,
101,Í9.1,2.63,,
101,Í10.1,0.61,,
101,Í12,0.00,,
103,Í1,25.89,,
103,Í2,54.42,,
103,Í3,92.26,,
103,Í4,26.30,,
103,Í7,176.99,,
103,Í9.1,0.00,,
103,Í10.1,2.39,,
103,Í12,0.00,,
106,Í1,26.04,,
106,Í2,31.67,,
106,Í3,74.54,,
106,Í4,77.18,,
106,Í7,251.45,,
106,Í10.1,0.72,,
107,Í1,11.08,,
107,Í2,40.51,,
107,Í3,69.33,,
107,Í4,72.28,,
107,Í7,274.73,,
107,Í9.1,5.14,,
107,Í10.1,0.15,,
107,Í12,1.03,,
121,Í1,24.77,,
121,Í2,84.72,,
121,Í3,116.39,,
121,Í4,13.87,,
121,Í7,119.87,,
121,Í9.1,0.00,,
121,Í10.1,0.06,,
121,Í12,0.00,,
138,Í1,10.55,,
138,Í2,96.60,,
138,Í3,123.79,,
138,Í4,30.54,,
138,Í7,215.55,,
138,Í9.1,0.00,,
138,Í10.1,0.45,,
138,Í12,0.00,,
142,Í1,48.06,,
142,Í2,76.35,,
142,Í3,93.51,,
142,Í4,53.55,,
142,Í7,118.70,,
142,Í9.1,5.27,,
142,Í10.1,1.37,,
142,Í12,0.00,,
149,Í1,77.17,,
