REGN,C1_1,C2_1
1,8810,112709048
1,8811,10999596
1,8812,30489434
1,8813,134107626
1,8814,198488142
1,8815,59328
1,8817,11878787
1,8818,17711940
1,8821,397445
1,8822,575708
1,8825,7557
1,8826,11112
1,8827,76952
1,8828,115428
1,8831,11501449
1,8832,13077603
1,8833,414252
1,8834,614130
1,8902,36751802
1,8909,187519
1,8910,17011818
1,8911,53257
1,8912,7686213
1,8913,60211
1,8914,218303
1,8918,156663908
1,8919,7742465
1,8921,7686213
1,8922,62294211
1,8925,188837
1,8928,280880
1,8930,84969488
1,8931,66611832
1,8933,5118671
1,8934,973617
1,8935,5441184
1,8938,491816
1,8941,2561409
1,8942,4105471
1,8945,87725654
1,8950,112306
1,8951,5190198
1,8953,176338379
1,8956,178932
1,8957,230443
1,8960,5495518
1,8962,6903391
1,8964,2191941
1,8972,21285161
1,8973,45912
1,8974,727323
1,8976,883319
1,8978,113194969
1,8982,148500
1,8989,103062385
1,8991,44518685
1,8993,30810
1,8994,142894
1,8996,292284972
1,8998,165222126
2,8810,22473
2,8812,29137
2,8813,1081090
2,8814,1279988
2,8821,17961
2,8822,17588
2,8909,35
2,8910,56865
2,8912,10436
2,8914,581
2,8918,16139
2,8921,10436
2,8925,963
2,8926,680
2,8941,8995
2,8942,28446
2,8945,12317
2,8953,18564
2,8956,960367
2,8957,976618
2,8962,30197
2,8964,7923
2,8989,154385
2,8991,6760
2,8994,12
2,8996,621824
2,8998,1204380
5,8808,42069
5,8809,46276
5,8810,72618
5,8811,457
5,8812,50618
5,8813,126316
5,8814,189474
5,8815,10226
5,8816,15339
5,8821,45976
5,8822,68964
5,8827,3596
5,8828,5394
5,8829,12374
5,8830,18561
5,8831,12705
5,8832,19058
5,8835,75000
5,8836,112500
5,8902,532023
5,8904,69871
5,8909,5186
5,8910,184718
5,8912,810134
5,8914,118
5,8916,221
5,8918,1510445
5,8921,810134
5,8925,11110
5,8926,8228
5,8933,85908
5,8941,99946
5,8942,58659
5,8945,3243
5,8950,1224
5,8953,188074
5,8956,17237
5,8957,22220
5,8960,155682
5,8962,149508
5,8964,46988
5,8969,7000
5,8972,363350
5,8989,568521
5,8991,175404
5,8994,1360
5,8996,1614319
5,8998,2423943
18,8801,1297291
18,8810,2906006
18,8812,1204760
18,8813,341053
18,8814,510863
18,8821,245201
18,8822,307729
18,8823,6742187
18,8824,10113281
18,8829,16927
18,8830,25391
18,8831,6232
18,8832,7585
18,8902,1937241
18,8904,643664
18,8909,2591
18,8910,3982184
18,8912,443394
18,8913,93692
18,8914,1912311
18,8918,2981624
18,8919,7827
18,8920,7827
18,8921,443394
18,8925,36141
18,8928,4990
18,8933,18200
18,8934,1420
18,8938,120000
18,8940,32981
18,8941,142514
18,8942,141717
18,8945,1944441
18,8950,1906
18,8953,843709
18,8956,203189
18,8957,261738
18,8960,351942
18,8962,854703
18,8964,2745481
18,8966,12776
