REGN,C1_4,C2_4,C3_4,C4_4
384,1,Í15,79.69,5/6/2013
384,2,Í15,81.35,5/7/2013
384,3,Í15,81.12,5/8/2013
384,4,Í15,81.88,5/11/2013
384,5,Í15,81.96,5/12/2013
384,6,Í15,82.42,5/13/2013
384,7,Í15,80.87,5/14/2013
384,8,Í15,80.97,5/15/2013
384,9,Í15,78.81,5/16/2013
384,10,Í15,79.10,5/17/2013
384,11,Í15,80.41,5/18/2013
384,12,Í15,80.52,5/19/2013
384,13,Í15,78.39,5/20/2013
384,14,Í15,80.21,5/21/2013
384,15,Í15,79.93,5/22/2013
384,16,Í15,78.17,5/23/2013
384,17,Í15,78.74,5/24/2013
384,18,Í15,79.45,5/25/2013
384,19,Í15,79.55,5/26/2013
384,20,Í15,78.62,5/27/2013
384,21,Í15,77.69,5/28/2013
384,22,Í15,78.41,5/29/2013
384,23,Í15,78.33,5/30/2013
384,24,Í15,78.58,5/31/2013
817,1,Í3,47.62,5/21/2013
2598,1,Í10.1,3.76,5/7/2013
2827,1,Í1,9.60,5/6/2013
2827,2,Í1,9.85,5/7/2013
2827,3,Í1,9.90,5/8/2013
2827,4,Í1,9.63,5/13/2013
2827,5,Í1,9.94,5/14/2013
2827,6,Í1,9.95,5/15/2013
2827,7,Í1,9.96,5/16/2013
2827,8,Í1,9.90,5/20/2013
2827,9,Í1,9.66,5/21/2013
2827,10,Í1,9.93,5/22/2013
2937,1,Í2,13.02,5/29/2013
2937,2,Í3,22.96,5/29/2013
2937,3,Í3,26.14,5/30/2013
3486,1,Í1,10.10,5/15/2013
3486,2,Í1,10.14,5/16/2013
3486,3,Í1,10.22,5/17/2013
3486,4,Í1,10.06,5/20/2013
3486,5,Í1,10.06,5/21/2013
3486,6,Í1,10.09,5/22/2013
3486,7,Í1,10.08,5/23/2013
3486,8,Í1,9.86,5/24/2013
3486,9,Í1,10.31,5/27/2013
3486,10,Í1,10.34,5/28/2013
3486,11,Í1,10.38,5/29/2013
3486,12,Í1,10.94,5/30/2013
3486,13,Í1,10.06,5/31/2013
