REGN,C1_2,C2_2
1,Ар,356411128.00
1,Ар1,101489089.00
1,Ар1.1,0.00
1,Ар2,39020128.00
1,Ар3,3624717.00
1,Ар4,313762754.00
1,Ар5,3530.00
1,Ариск0,101489089.00
1,К,130478718.00
1,Кф,1.00
1,Кинс,0.00
1,Крас,0.00
1,Крд,286718970.00
1,Крис,231850.00
1,КРС,14565672.00
1,КРВ,97604431.00
1,Кскр,144746022.00
1,Лам,64591149.00
1,Лат,289768797.00
1,ОД,164983700.00
1,ОР,4951625.00
1,ОВм,124430454.00
1,ОВт,387735772.00
1,ПК,349691800.00
1,ПКр,3469868.00
1,Приз,3.00
1,И,3.00
1,РР,27807625.00
1,ПР,1683538.36
1,ОПР,1440974.24
1,СПР,242564.12
1,ФР,0.00
1,ОФР,0.00
1,СФР,0.00
1,ВР,6763395.30
2,Ар,426758.00
2,Ар1,88647.00
2,Ар2,10930.00
2,Ар3,0.00
2,Ар4,415828.00
2,Ар5,0.00
2,Ариск0,88647.00
2,К,726735.00
2,Кф,0.69
2,Кинс,0.00
2,Крас,1392.00
2,Крд,506329.00
2,Крис,1753.00
2,КРС,884.00
2,КРВ,28957.00
2,Кскр,1191412.00
2,Лам,166563.00
2,Лат,264466.00
2,ОД,4334.00
2,ОР,27697.00
2,ОВм,388389.00
2,ОВт,411268.00
2,ПК,1221275.00
2,ПКр,1492.00
2,РР,60891.00
2,ПР,0.00
2,ОПР,0.00
2,СПР,0.00
2,ФР,0.00
2,ОФР,0.00
2,СФР,0.00
2,ВР,60891.26
5,Ар,5316692.00
5,Ар1,1326949.00
5,Ар1.1,0.00
5,Ар2,156807.00
5,Ар3,0.00
5,Ар4,5159885.00
5,Ар5,0.00
5,Ариск0,1326949.00
5,К,1035178.00
5,Кф,0.87
5,Кинс,0.00
5,Крас,9919.00
5,Крд,1718150.00
5,Крис,14145.00
5,КРС,0.00
5,КРВ,60068.00
5,Кскр,2164315.00
5,Лам,1170042.00
5,Лат,1758179.00
5,ОД,2292068.00
5,ОР,76777.00
5,ОВм,2412065.00
5,ОВт,2571437.00
5,ПК,1071349.00
5,ПКр,670207.00
5,РР,8785.00
5,ПР,702.78
5,ОПР,432.48
5,СПР,270.30
5,ФР,0.00
5,ОФР,0.00
5,СФР,0.00
5,ВР,0.00
18,Ар,8434353.00
18,Ар1,2618807.00
18,Ар1.1,0.00
18,Ар2,454036.00
18,Ар3,0.00
18,Ар4,7980317.00
