REGN,C1_2,C2_2
1,юП1.0,69066053.00
1,юП1.1,69066053.00
1,юП1.2,69066053.00
1,юП2.0,65269025.00
1,юП2.1,65269025.00
1,юП2.2,65269025.00
1,юП3.0,8574064.00
1,юП3.1,8574064.00
1,юП3.2,8574064.00
1,юП4.0,686282421.00
1,юП4.1,679491759.00
1,юП4.2,678755318.00
1,юП5.0,0.00
1,юП5.1,0.00
1,юП5.2,0.00
1,юПХЯЙ0,69066053.00
1,ай,1227400.00
1,йТ,1.00
1,йХМЯ,484234.00
1,йПЮЯ,0.00
1,йПД,579824302.00
1,йПХЯ,276968.00
1,йпб0,96456381.00
1,йпб1,96456381.00
1,йпб2,96456381.00
1,йЯЙП,412264653.00
1,кЮЛ,77158012.00
1,кЮР,251496478.00
1,нд,361899598.00
1,нбЛ,198975857.00
1,нбР,365313889.00
1,ой0,72887784.00
1,ой1,72887784.00
1,ой2,72887784.00
1,ойП,215807.00
1,оп0,6623393.38
1,оп1,6623393.38
1,ноп1,6572651.62
1,яоп1,50741.76
1,тп1,0.00
1,нтп1,0.00
1,ятп1,0.00
1,ноп0,6572651.62
1,оп2,6623393.38
1,ноп2,6572651.62
1,яоп2,50741.76
1,тп2,0.00
1,нтп2,0.00
1,ятп2,0.00
1,яоп0,50741.76
1,тп0,0.00
1,нтп0,0.00
1,ятп0,0.00
1,бп,1951612.65
2,юП1.0,233451.00
2,юП1.1,233451.00
2,юП1.2,233451.00
2,юП2.0,7310.00
2,юП2.1,7310.00
2,юП2.2,7310.00
2,юП3.0,5.00
2,юП3.1,5.00
2,юП3.2,5.00
2,юП4.0,382392.00
2,юП4.1,382211.00
2,юП4.2,382206.00
2,юПХЯЙ0,233451.00
2,йТ,0.72
2,йПЮЯ,5310.00
2,йПД,27594.00
2,йПХЯ,5413.00
2,йпб0,38194.00
2,йпб1,38194.00
2,йпб2,38194.00
2,йЯЙП,668477.00
2,кЮЛ,294890.00
2,кЮР,477756.00
2,нд,70407.00
2,нбЛ,510203.00
2,нбР,522801.00
2,ой0,1412925.00
2,ой1,1412925.00
2,ой2,1412925.00
2,ойП,41172.00
2,оп0,0.00
2,оп1,0.00
2,ноп1,0.00
2,яоп1,0.00
2,тп1,0.00
2,нтп1,0.00
2,ятп1,0.00
2,ноп0,0.00
2,оп2,0.00
2,ноп2,0.00
2,яоп2,0.00
2,тп2,0.00
2,нтп2,0.00
2,ятп2,0.00
2,яоп0,0.00
2,тп0,0.00
2,нтп0,0.00
2,ятп0,0.00
2,бп,64865.93
5,юП1.0,2130727.00
5,юП1.1,2130727.00
5,юП1.2,2130727.00
5,юП2.0,231983.00
5,юП2.1,231983.00
5,юП2.2,231983.00
5,юП3.0,0.00
5,юП3.1,0.00
5,юП3.2,0.00
5,юП4.0,5422231.00
5,юП4.1,5278201.00
5,юП4.2,5278201.00
5,юП5.0,0.00
5,юП5.1,0.00
5,юП5.2,0.00
5,юПХЯЙ0,2130727.00
5,ай,8539.00
5,йТ,1.06
5,йХМЯ,0.00
5,йПЮЯ,11897.00
5,йПД,1757090.00
5,йПХЯ,17936.00
5,йпб0,337199.00
5,йпб1,337199.00
5,йпб2,337199.00
5,йЯЙП,4008379.00
5,кЮЛ,1043822.00
5,кЮР,2090656.00
5,нд,1011680.00
5,нбЛ,2352424.00
5,нбР,2170215.00
5,ой0,733594.00
5,ой1,733594.00
5,ой2,733594.00
5,ойП,151716.00
5,оп0,199.81
5,оп1,199.81
5,ноп1,199.81
5,яоп1,0.00
5,тп1,0.00
5,нтп1,0.00
5,ятп1,0.00
5,ноп0,199.81
5,оп2,199.81
5,ноп2,199.81
5,яоп2,0.00
5,тп2,0.00
5,нтп2,0.00
5,ятп2,0.00
5,яоп0,0.00
5,тп0,0.00
5,нтп0,0.00
5,ятп0,0.00
5,бп,73034.92
21,юП1.0,818602.00
21,юП1.1,818602.00
21,юП1.2,818602.00
21,юП2.0,2734.00
21,юП2.1,2734.00
21,юП2.2,2734.00
21,юП3.0,0.00
21,юП3.1,0.00
21,юП3.2,0.00
21,юП4.0,324195.00
21,юП4.1,324195.00
21,юП4.2,324195.00
21,юП5.0,0.00
21,юП5.1,0.00
21,юП5.2,0.00
21,юПХЯЙ0,818602.00
21,ай,0.00
21,йТ,0.78
21,йХМЯ,0.00
21,йПЮЯ,18612.00
21,йПД,230005.00
21,йПХЯ,7016.00
21,йпб0,10908.00
21,йпб1,10908.00
21,йпб2,10908.00
21,йЯЙП,307679.00
21,кЮЛ,845909.00
21,кЮР,906710.00
21,нд,195808.00
21,нбЛ,688378.00
21,нбР,691623.00
