REGN,C1_5
1,2/1/2015
1,2/7/2015
1,2/8/2015
1,2/14/2015
1,2/15/2015
1,2/21/2015
1,2/22/2015
1,2/23/2015
1,2/28/2015
21,2/1/2015
21,2/8/2015
21,2/15/2015
21,2/21/2015
21,2/22/2015
21,2/23/2015
23,2/1/2015
23,2/7/2015
23,2/8/2015
23,2/14/2015
23,2/15/2015
23,2/21/2015
23,2/22/2015
23,2/23/2015
55,2/1/2015
55,2/7/2015
55,2/8/2015
55,2/15/2015
55,2/21/2015
55,2/22/2015
55,2/23/2015
65,2/23/2015
67,2/1/2015
67,2/7/2015
67,2/8/2015
67,2/14/2015
67,2/15/2015
67,2/21/2015
67,2/22/2015
67,2/23/2015
67,2/28/2015
77,2/1/2015
77,2/7/2015
77,2/8/2015
77,2/14/2015
77,2/15/2015
77,2/21/2015
77,2/22/2015
77,2/23/2015
77,2/28/2015
85,2/1/2015
85,2/7/2015
85,2/8/2015
85,2/14/2015
85,2/15/2015
85,2/21/2015
85,2/22/2015
85,2/23/2015
85,2/28/2015
96,2/1/2015
96,2/8/2015
96,2/15/2015
96,2/22/2015
96,2/23/2015
103,2/1/2015
103,2/7/2015
103,2/8/2015
103,2/14/2015
103,2/15/2015
103,2/21/2015
103,2/22/2015
103,2/23/2015
103,2/28/2015
106,2/1/2015
106,2/8/2015
106,2/15/2015
106,2/22/2015
106,2/23/2015
142,2/23/2015
153,2/1/2015
153,2/7/2015
153,2/8/2015
153,2/14/2015
153,2/15/2015
153,2/21/2015
153,2/22/2015
153,2/23/2015
153,2/28/2015
170,2/1/2015
170,2/7/2015
170,2/8/2015
170,2/14/2015
170,2/15/2015
170,2/21/2015
170,2/22/2015
170,2/23/2015
170,2/28/2015
197,2/1/2015
197,2/7/2015
197,2/8/2015
197,2/14/2015
197,2/15/2015
197,2/21/2015
197,2/22/2015
197,2/23/2015
197,2/28/2015
208,2/1/2015
208,2/7/2015
208,2/8/2015
208,2/14/2015
208,2/15/2015
208,2/21/2015
208,2/22/2015
208,2/23/2015
208,2/28/2015
232,2/2/2015
232,2/8/2015
232,2/15/2015
232,2/22/2015
232,2/23/2015
236,2/1/2015
236,2/8/2015
236,2/15/2015
236,2/22/2015
236,2/23/2015
249,2/1/2015
249,2/8/2015
249,2/15/2015
249,2/22/2015
249,2/23/2015
256,2/1/2015
256,2/7/2015
256,2/8/2015
256,2/14/2015
256,2/15/2015
256,2/21/2015
256,2/22/2015
256,2/23/2015
256,2/28/2015
272,2/1/2015
272,2/7/2015
272,2/8/2015
272,2/14/2015
272,2/15/2015
272,2/21/2015
272,2/22/2015
272,2/23/2015
272,2/28/2015
312,2/1/2015
312,2/7/2015
312,2/8/2015
312,2/14/2015
312,2/15/2015
312,2/21/2015
312,2/22/2015
312,2/23/2015
312,2/28/2015
324,2/1/2015
324,2/8/2015
324,2/15/2015
324,2/22/2015
324,2/23/2015
330,2/1/2015
330,2/7/2015
330,2/8/2015
330,2/14/2015
330,2/15/2015
330,2/21/2015
330,2/22/2015
330,2/23/2015
330,2/28/2015
354,2/1/2015
354,2/7/2015
354,2/8/2015
354,2/14/2015
354,2/15/2015
354,2/21/2015
354,2/22/2015
354,2/23/2015
354,2/28/2015
356,2/1/2015
356,2/7/2015
356,2/8/2015
356,2/14/2015
356,2/15/2015
356,2/21/2015
356,2/22/2015
356,2/23/2015
356,2/28/2015
370,2/1/2015
370,2/7/2015
370,2/8/2015
370,2/14/2015
370,2/15/2015
370,2/21/2015
370,2/22/2015
370,2/23/2015
370,2/28/2015
384,2/1/2015
384,2/8/2015
384,2/15/2015
384,2/22/2015
384,2/23/2015
385,2/1/2015
385,2/7/2015
385,2/8/2015
385,2/14/2015
385,2/15/2015
385,2/21/2015
385,2/22/2015
385,2/23/2015
385,2/28/2015
430,2/15/2015
436,2/1/2015
436,2/7/2015
436,2/8/2015
436,2/14/2015
436,2/15/2015
436,2/21/2015
436,2/22/2015
436,2/23/2015
436,2/28/2015
438,2/1/2015
438,2/7/2015
438,2/8/2015
438,2/14/2015
438,2/15/2015
438,2/21/2015
438,2/22/2015
438,2/23/2015
438,2/28/2015
444,2/1/2015
444,2/8/2015
444,2/15/2015
444,2/22/2015
467,2/1/2015
467,2/8/2015
467,2/15/2015
467,2/22/2015
467,2/23/2015
469,2/1/2015
469,2/8/2015
469,2/15/2015
469,2/22/2015
469,2/23/2015
474,2/1/2015
474,2/8/2015
474,2/15/2015
474,2/22/2015
474,2/23/2015
478,2/1/2015
478,2/7/2015
478,2/8/2015
478,2/14/2015
478,2/15/2015
478,2/21/2015
478,2/22/2015
478,2/23/2015
480,2/1/2015
480,2/8/2015
480,2/15/2015
480,2/22/2015
480,2/23/2015
481,2/23/2015
485,2/23/2015
503,2/23/2015
507,2/1/2015
507,2/7/2015
507,2/8/2015
507,2/14/2015
507,2/15/2015
507,2/21/2015
507,2/22/2015
507,2/23/2015
507,2/28/2015
520,2/23/2015
533,2/1/2015
533,2/8/2015
533,2/15/2015
533,2/22/2015
533,2/23/2015
537,2/23/2015
545,2/1/2015
545,2/7/2015
545,2/8/2015
545,2/14/2015
545,2/15/2015
545,2/21/2015
545,2/22/2015
545,2/23/2015
545,2/28/2015
548,2/1/2015
548,2/8/2015
548,2/15/2015
548,2/22/2015
548,2/23/2015
567,2/1/2015
567,2/8/2015
567,2/15/2015
567,2/22/2015
567,2/23/2015
568,2/1/2015
568,2/7/2015
568,2/8/2015
568,2/14/2015
568,2/15/2015
568,2/21/2015
568,2/22/2015
568,2/23/2015
568,2/28/2015
574,2/1/2015
574,2/8/2015
574,2/15/2015
574,2/22/2015
575,2/1/2015
575,2/8/2015
575,2/15/2015
575,2/22/2015
575,2/23/2015
588,2/23/2015
596,2/1/2015
596,2/8/2015
598,2/1/2015
598,2/7/2015
598,2/8/2015
598,2/14/2015
598,2/15/2015
598,2/21/2015
598,2/22/2015
598,2/23/2015
598,2/28/2015
606,2/1/2015
606,2/8/2015
606,2/15/2015
606,2/22/2015
606,2/23/2015
608,2/1/2015
608,2/7/2015
608,2/8/2015
608,2/14/2015
608,2/15/2015
608,2/21/2015
608,2/22/2015
608,2/23/2015
635,2/23/2015
655,2/1/2015
655,2/7/2015
655,2/8/2015
655,2/14/2015
655,2/15/2015
655,2/21/2015
655,2/22/2015
655,2/23/2015
665,2/1/2015
665,2/7/2015
665,2/8/2015
665,2/14/2015
665,2/15/2015
665,2/21/2015
665,2/22/2015
665,2/23/2015
665,2/28/2015
680,2/1/2015
680,2/8/2015
680,2/15/2015
680,2/22/2015
680,2/23/2015
685,2/1/2015
685,2/8/2015
685,2/15/2015
685,2/22/2015
685,2/23/2015
695,2/1/2015
695,2/7/2015
695,2/8/2015
695,2/14/2015
695,2/15/2015
695,2/21/2015
695,2/22/2015
695,2/23/2015
695,2/28/2015
702,2/1/2015
702,2/8/2015
702,2/15/2015
702,2/22/2015
702,2/23/2015
704,2/23/2015
705,2/23/2015
708,2/1/2015
708,2/7/2015
708,2/8/2015
708,2/14/2015
708,2/15/2015
708,2/21/2015
708,2/22/2015
708,2/23/2015
708,2/28/2015
728,2/1/2015
728,2/8/2015
728,2/15/2015
728,2/22/2015
728,2/23/2015
732,2/1/2015
732,2/7/2015
732,2/8/2015
732,2/14/2015
732,2/15/2015
732,2/21/2015
732,2/22/2015
732,2/23/2015
732,2/28/2015
735,2/1/2015
735,2/8/2015
735,2/15/2015
735,2/22/2015
735,2/23/2015
752,2/1/2015
752,2/7/2015
752,2/8/2015
752,2/14/2015
752,2/15/2015
752,2/21/2015
752,2/22/2015
752,2/23/2015
752,2/28/2015
760,2/23/2015
766,2/1/2015
766,2/8/2015
766,2/15/2015
766,2/22/2015
766,2/23/2015
777,2/23/2015
779,2/1/2015
779,2/8/2015
779,2/15/2015
779,2/22/2015
779,2/23/2015
783,2/1/2015
783,2/8/2015
783,2/15/2015
783,2/22/2015
783,2/23/2015
784,2/1/2015
784,2/7/2015
784,2/8/2015
784,2/14/2015
784,2/15/2015
784,2/21/2015
784,2/22/2015
784,2/23/2015
784,2/28/2015
790,2/22/2015
790,2/23/2015
793,2/1/2015
793,2/7/2015
793,2/8/2015
793,2/14/2015
793,2/15/2015
793,2/21/2015
793,2/22/2015
793,2/23/2015
793,2/28/2015
804,2/1/2015
804,2/7/2015
804,2/8/2015
804,2/14/2015
804,2/15/2015
804,2/21/2015
804,2/22/2015
804,2/23/2015
804,2/28/2015
812,2/1/2015
812,2/7/2015
812,2/8/2015
812,2/14/2015
812,2/15/2015
812,2/21/2015
812,2/22/2015
812,2/23/2015
812,2/28/2015
817,2/1/2015
817,2/7/2015
817,2/8/2015
817,2/14/2015
817,2/15/2015
817,2/21/2015
817,2/22/2015
817,2/23/2015
817,2/28/2015
825,2/1/2015
825,2/8/2015
825,2/15/2015
825,2/22/2015
825,2/23/2015
826,2/1/2015
826,2/8/2015
826,2/15/2015
826,2/22/2015
826,2/23/2015
836,2/1/2015
836,2/7/2015
836,2/8/2015
836,2/14/2015
836,2/15/2015
836,2/21/2015
836,2/22/2015
836,2/23/2015
836,2/28/2015
840,2/1/2015
840,2/7/2015
840,2/8/2015
840,2/14/2015
840,2/15/2015
840,2/21/2015
840,2/22/2015
840,2/23/2015
840,2/28/2015
841,2/1/2015
841,2/8/2015
841,2/15/2015
841,2/22/2015
841,2/23/2015
842,2/1/2015
842,2/8/2015
842,2/15/2015
842,2/22/2015
842,2/23/2015
843,2/1/2015
843,2/8/2015
843,2/15/2015
843,2/22/2015
843,2/23/2015
857,2/1/2015
857,2/7/2015
857,2/8/2015
857,2/14/2015
857,2/15/2015
857,2/21/2015
857,2/22/2015
857,2/23/2015
857,2/28/2015
870,2/23/2015
874,2/1/2015
874,2/7/2015
874,2/8/2015
874,2/14/2015
874,2/15/2015
874,2/21/2015
874,2/22/2015
874,2/23/2015
874,2/28/2015
875,2/1/2015
875,2/7/2015
875,2/8/2015
875,2/14/2015
875,2/15/2015
875,2/21/2015
875,2/22/2015
875,2/23/2015
875,2/28/2015
880,2/23/2015
889,2/1/2015
889,2/7/2015
889,2/8/2015
889,2/14/2015
889,2/15/2015
889,2/21/2015
889,2/22/2015
889,2/23/2015
889,2/28/2015
901,2/1/2015
901,2/8/2015
901,2/15/2015
901,2/22/2015
901,2/23/2015
902,2/8/2015
903,2/1/2015
903,2/8/2015
903,2/15/2015
903,2/22/2015
903,2/23/2015
927,2/1/2015
927,2/7/2015
927,2/8/2015
927,2/14/2015
927,2/15/2015
927,2/21/2015
927,2/22/2015
927,2/23/2015
927,2/28/2015
930,2/1/2015
930,2/7/2015
930,2/8/2015
930,2/14/2015
930,2/15/2015
930,2/21/2015
930,2/22/2015
930,2/23/2015
930,2/28/2015
931,2/7/2015
931,2/8/2015
931,2/14/2015
931,2/15/2015
931,2/21/2015
931,2/22/2015
931,2/23/2015
931,2/28/2015
933,2/1/2015
933,2/8/2015
933,2/15/2015
933,2/22/2015
933,2/23/2015
937,2/1/2015
937,2/7/2015
937,2/8/2015
937,2/14/2015
937,2/15/2015
937,2/21/2015
937,2/22/2015
937,2/23/2015
937,2/28/2015
948,2/8/2015
948,2/15/2015
948,2/22/2015
948,2/23/2015
969,2/1/2015
969,2/7/2015
969,2/8/2015
969,2/15/2015
969,2/22/2015
969,2/23/2015
970,2/1/2015
970,2/8/2015
970,2/15/2015
970,2/22/2015
990,2/1/2015
990,2/7/2015
990,2/8/2015
990,2/14/2015
990,2/15/2015
990,2/21/2015
990,2/22/2015
990,2/23/2015
990,2/28/2015
992,2/1/2015
992,2/7/2015
992,2/8/2015
992,2/14/2015
992,2/15/2015
992,2/21/2015
992,2/22/2015
992,2/23/2015
992,2/28/2015
1000,2/1/2015
1000,2/7/2015
1000,2/8/2015
1000,2/14/2015
1000,2/15/2015
1000,2/21/2015
1000,2/22/2015
1000,2/23/2015
1002,2/1/2015
1002,2/7/2015
1002,2/8/2015
1002,2/14/2015
1002,2/15/2015
1002,2/21/2015
1002,2/22/2015
1002,2/23/2015
1002,2/28/2015
1006,2/1/2015
1006,2/7/2015
1006,2/8/2015
1006,2/14/2015
1006,2/15/2015
1006,2/21/2015
1006,2/22/2015
1006,2/23/2015
1006,2/28/2015
1016,2/1/2015
1016,2/7/2015
1016,2/8/2015
1016,2/14/2015
1016,2/15/2015
1016,2/21/2015
1016,2/22/2015
1016,2/23/2015
1016,2/28/2015
1025,2/1/2015
1025,2/7/2015
1025,2/8/2015
1025,2/14/2015
1025,2/15/2015
1025,2/21/2015
1025,2/22/2015
1025,2/23/2015
1025,2/28/2015
1027,2/1/2015
1027,2/8/2015
1027,2/15/2015
1027,2/22/2015
1027,2/23/2015
1037,2/1/2015
1037,2/7/2015
1037,2/14/2015
1037,2/15/2015
1037,2/21/2015
1037,2/22/2015
1037,2/23/2015
1037,2/28/2015
1043,2/1/2015
1043,2/7/2015
1043,2/8/2015
1043,2/14/2015
1043,2/15/2015
1043,2/21/2015
1043,2/22/2015
1043,2/23/2015
1043,2/28/2015
1046,2/1/2015
1046,2/7/2015
1046,2/8/2015
1046,2/14/2015
1046,2/15/2015
1046,2/21/2015
1046,2/22/2015
1046,2/23/2015
1046,2/28/2015
1050,2/1/2015
1050,2/7/2015
1050,2/8/2015
1050,2/14/2015
1050,2/15/2015
1050,2/21/2015
1050,2/22/2015
1050,2/23/2015
1050,2/28/2015
1052,2/1/2015
1052,2/7/2015
1052,2/8/2015
1052,2/14/2015
1052,2/15/2015
1052,2/21/2015
1052,2/22/2015
1052,2/23/2015
1052,2/28/2015
1059,2/1/2015
1059,2/8/2015
1059,2/15/2015
1059,2/22/2015
1059,2/23/2015
1060,2/1/2015
1060,2/8/2015
1060,2/15/2015
1060,2/22/2015
1060,2/23/2015
1067,2/1/2015
1067,2/7/2015
1067,2/8/2015
1067,2/14/2015
1067,2/15/2015
1067,2/21/2015
1067,2/22/2015
1067,2/23/2015
1067,2/28/2015
1068,2/1/2015
1068,2/8/2015
1068,2/15/2015
1068,2/22/2015
1068,2/23/2015
1084,2/1/2015
1084,2/7/2015
1084,2/8/2015
1084,2/14/2015
1084,2/15/2015
1084,2/21/2015
1084,2/22/2015
1084,2/23/2015
1088,2/1/2015
1088,2/8/2015
1088,2/15/2015
1088,2/22/2015
1088,2/23/2015
1093,2/1/2015
1093,2/8/2015
1093,2/15/2015
1093,2/22/2015
1093,2/23/2015
1105,2/1/2015
1105,2/7/2015
1105,2/8/2015
1105,2/14/2015
1105,2/15/2015
1105,2/21/2015
1105,2/22/2015
1105,2/23/2015
1105,2/28/2015
1114,2/1/2015
1114,2/7/2015
1114,2/8/2015
1114,2/14/2015
1114,2/15/2015
1114,2/21/2015
1114,2/22/2015
1114,2/23/2015
1114,2/28/2015
1115,2/1/2015
1115,2/7/2015
1115,2/8/2015
1115,2/14/2015
1115,2/15/2015
1115,2/21/2015
1115,2/22/2015
1115,2/23/2015
1115,2/28/2015
1118,2/1/2015
1118,2/8/2015
1118,2/15/2015
1118,2/22/2015
1118,2/23/2015
1121,2/1/2015
1121,2/7/2015
1121,2/8/2015
