REGN,C1_3,C2_3,C3_3,C4_3
1,Í1.0,13.23,,
1,Í1.1,11.74,,
1,Í1.2,11.75,,
1,Í2,112.89,,
1,Í3,66.71,,
1,Í4,96.96,,
1,Í7,180.10,,
1,Í9.1,0.00,,
1,Í10.1,0.19,,
1,Í12,0.18,,
1,Í18,106.66,,
2,Í1.0,22.44,,
2,Í1.1,19.20,,
2,Í1.2,19.20,,
2,Í2,39.01,,
2,Í3,87.01,,
2,Í4,24.46,,
2,Í7,165.65,,
2,Í9.1,0.30,,
2,Í10.1,0.35,,
2,Í12,0.00,,
5,Í1.0,12.79,,
5,Í1.1,9.23,,
5,Í1.2,9.23,,
5,Í2,68.85,,
5,Í3,108.72,,
5,Í4,62.39,,
5,Í7,306.06,,
5,Í9.1,1.23,,
5,Í10.1,1.41,,
5,Í12,0.00,,
21,Í1.0,25.08,,
21,Í1.1,17.82,,
21,Í1.2,17.82,,
21,Í2,67.09,,
21,Í3,74.73,,
21,Í4,58.50,,
21,Í7,158.58,,
21,Í9.1,0.02,,
21,Í10.1,2.22,,
21,Í12,0.00,,
23,Í1.0,12.47,,
23,Í1.1,9.64,,
23,Í1.2,9.64,,
23,Í2,66.87,,
23,Í3,109.70,,
23,Í4,33.78,,
23,Í7,491.14,,
23,Í9.1,2.70,,
23,Í10.1,1.07,,
23,Í12,4.68,,
52,Í1.0,14.43,,
52,Í1.1,9.86,,
52,Í1.2,9.86,,
52,Í2,77.94,,
52,Í3,85.35,,
52,Í4,42.16,,
52,Í7,280.70,,
52,Í9.1,0.09,,
52,Í10.1,1.21,,
52,Í12,0.00,,
53,Í1.0,14.89,,
53,Í1.1,9.70,,
53,Í1.2,9.71,,
53,Í2,39.59,,
53,Í3,79.16,,
53,Í4,62.84,,
53,Í7,312.17,,
53,Í9.1,0.05,,
53,Í10.1,0.52,,
53,Í12,0.00,,
55,Í1.0,10.49,,
55,Í1.1,5.38,,
55,Í1.2,6.14,,
55,Í2,82.20,,
55,Í3,86.16,,
55,Í4,97.12,,
55,Í7,480.13,,
55,Í9.1,1.13,,
55,Í10.1,0.58,,
55,Í12,0.00,,
65,Í1.0,11.59,,
65,Í1.1,8.22,,
65,Í1.2,8.22,,
65,Í2,41.99,,
65,Í3,81.72,,
65,Í4,64.60,,
65,Í7,326.85,,
65,Í9.1,0.00,,
65,Í10.1,1.56,,
65,Í12,0.00,,
67,Í1.0,21.77,,
67,Í1.1,16.16,,
67,Í1.2,16.16,,
67,Í2,49.20,,
67,Í3,88.30,,
67,Í4,105.69,,
67,Í7,180.53,,
67,Í9.1,0.15,,
67,Í10.1,0.42,,
67,Í12,0.00,,
77,Í1.0,12.22,,
77,Í1.1,8.26,,
77,Í1.2,8.26,,
77,Í2,83.34,,
77,Í3,105.07,,
77,Í4,57.97,,
77,Í7,442.67,,
77,Í9.1,0.00,,
77,Í10.1,0.43,,
77,Í12,0.00,,
85,Í1.0,27.29,,
85,Í1.1,15.82,,
85,Í1.2,15.82,,
85,Í2,75.81,,
85,Í3,84.88,,
85,Í4,81.63,,
85,Í7,156.29,,
85,Í9.1,0.00,,
85,Í10.1,2.59,,
85,Í12,0.00,,
96,Í1.0,25.23,,
96,Í1.1,20.87,,
96,Í1.2,20.87,,
96,Í2,94.36,,
96,Í3,136.45,,
96,Í4,44.62,,
96,Í7,178.15,,
96,Í9.1,0.00,,
96,Í10.1,1.34,,
96,Í12,0.00,,
101,Í1.0,13.87,,
101,Í1.1,13.16,,
101,Í1.2,13.16,,
101,Í2,52.39,,
101,Í3,83.64,,
101,Í4,75.31,,
101,Í7,326.29,,
101,Í9.1,12.21,,
101,Í10.1,0.64,,
101,Í12,0.00,,
103,Í1.0,25.23,,
103,Í1.1,20.74,,
103,Í1.2,20.74,,
103,Í2,123.04,,
103,Í3,184.57,,
103,Í4,42.81,,
103,Í7,168.12,,
103,Í9.1,0.00,,
103,Í10.1,1.99,,
103,Í12,0.00,,
106,Í1.0,20.67,,
106,Í1.1,17.92,,
106,Í1.2,17.92,,
106,Í2,69.33,,
106,Í3,94.79,,
106,Í4,54.59,,
106,Í7,197.00,,
106,Í9.1,0.63,,
106,Í10.1,1.43,,
121,Í1.0,19.75,,
121,Í1.1,15.35,,
121,Í1.2,15.35,,
121,Í2,208.97,,
121,Í3,116.42,,
121,Í4,8.57,,
121,Í7,109.65,,
121,Í9.1,0.00,,
121,Í10.1,0.06,,
121,Í12,0.00,,
138,Í1.0,11.78,,
138,Í1.1,7.93,,
138,Í1.2,7.93,,
138,Í2,43.93,,
138,Í3,90.52,,
138,Í4,57.82,,
138,Í7,370.32,,
138,Í9.1,16.79,,
138,Í10.1,0.15,,
142,Í1.0,64.44,,
142,Í1.1,63.97,,
142,Í1.2,63.98,,
142,Í2,142.90,,
142,Í3,159.99,,
142,Í4,53.39,,
142,Í7,50.04,,
142,Í9.1,0.28,,
142,Í10.1,1.23,,
142,Í12,0.00,,
149,Í1.0,84.97,,
149,Í1.1,56.13,,
149,Í1.2,56.13,,
149,Í2,357.44,,
149,Í3,588.96,,
149,Í4,42.73,,
149,Í7,26.50,,
149,Í9.1,0.00,,
149,Í10.1,0.00,,
149,Í12,0.00,,
153,Í1.0,29.90,,
153,Í1.1,22.84,,
