REGN,C1_3,C2_3,C3_3,C4_3
384,1,Í12,0.10,5/24/2010
384,2,Í12,0.10,5/25/2010
384,3,Í12,0.10,5/26/2010
384,4,Í12,0.10,5/27/2010
384,5,Í12,0.10,5/28/2010
384,6,Í12,0.10,5/29/2010
384,7,Í12,0.10,5/30/2010
384,8,Í12,0.10,5/31/2010
384,9,Í15,56.30,5/24/2010
384,10,Í15,56.20,5/25/2010
384,11,Í15,51.30,5/26/2010
384,12,Í15,53.80,5/27/2010
384,13,Í15,56.20,5/28/2010
384,14,Í15,59.20,5/29/2010
384,15,Í15,59.40,5/30/2010
384,16,Í15,55.30,5/31/2010
2029,1,Í1,9.30,5/7/2010
2029,2,Í1,8.90,5/14/2010
2029,3,Í4,123.20,5/7/2010
2654,1,Í3,46.20,5/19/2010
3095,1,Í2,12.90,5/6/2010
3095,2,Í3,42.00,5/6/2010
3095,3,Í3,46.40,5/7/2010
