REGN,C1_5
1,6/1/2013
1,6/2/2013
1,6/8/2013
1,6/9/2013
1,6/12/2013
1,6/15/2013
1,6/16/2013
1,6/22/2013
1,6/23/2013
1,6/29/2013
1,6/30/2013
18,6/2/2013
18,6/9/2013
18,6/16/2013
18,6/23/2013
18,6/30/2013
21,6/2/2013
21,6/9/2013
21,6/12/2013
21,6/16/2013
21,6/23/2013
21,6/30/2013
23,6/1/2013
23,6/2/2013
23,6/8/2013
23,6/9/2013
23,6/12/2013
23,6/15/2013
23,6/16/2013
23,6/22/2013
23,6/23/2013
23,6/29/2013
23,6/30/2013
65,6/12/2013
67,6/1/2013
67,6/2/2013
67,6/8/2013
67,6/9/2013
67,6/12/2013
67,6/15/2013
67,6/16/2013
67,6/22/2013
67,6/23/2013
67,6/29/2013
67,6/30/2013
77,6/1/2013
77,6/2/2013
77,6/8/2013
77,6/9/2013
77,6/12/2013
77,6/15/2013
77,6/16/2013
77,6/22/2013
77,6/23/2013
77,6/29/2013
77,6/30/2013
85,6/1/2013
85,6/2/2013
85,6/8/2013
85,6/9/2013
85,6/12/2013
85,6/15/2013
85,6/16/2013
85,6/22/2013
85,6/23/2013
85,6/29/2013
85,6/30/2013
96,6/2/2013
96,6/9/2013
96,6/12/2013
96,6/16/2013
96,6/23/2013
96,6/30/2013
103,6/1/2013
103,6/2/2013
103,6/8/2013
103,6/9/2013
103,6/12/2013
103,6/15/2013
103,6/16/2013
103,6/22/2013
103,6/23/2013
103,6/29/2013
103,6/30/2013
106,6/2/2013
106,6/9/2013
106,6/12/2013
106,6/16/2013
106,6/23/2013
142,6/1/2013
142,6/2/2013
142,6/8/2013
142,6/9/2013
142,6/12/2013
142,6/15/2013
142,6/16/2013
142,6/22/2013
142,6/23/2013
142,6/29/2013
142,6/30/2013
149,6/1/2013
149,6/2/2013
149,6/8/2013
149,6/9/2013
149,6/12/2013
149,6/15/2013
149,6/16/2013
149,6/22/2013
149,6/23/2013
149,6/29/2013
149,6/30/2013
153,6/1/2013
153,6/2/2013
153,6/8/2013
153,6/9/2013
153,6/12/2013
153,6/15/2013
153,6/16/2013
153,6/22/2013
153,6/23/2013
153,6/29/2013
153,6/30/2013
155,6/1/2013
155,6/2/2013
155,6/8/2013
155,6/9/2013
155,6/12/2013
155,6/15/2013
155,6/16/2013
155,6/22/2013
155,6/23/2013
155,6/29/2013
155,6/30/2013
170,6/1/2013
170,6/2/2013
170,6/8/2013
170,6/9/2013
170,6/12/2013
170,6/15/2013
170,6/16/2013
170,6/22/2013
170,6/23/2013
170,6/29/2013
170,6/30/2013
184,6/1/2013
184,6/2/2013
184,6/8/2013
184,6/9/2013
184,6/12/2013
184,6/15/2013
184,6/16/2013
184,6/22/2013
184,6/23/2013
184,6/29/2013
184,6/30/2013
197,6/1/2013
197,6/2/2013
197,6/8/2013
197,6/9/2013
197,6/12/2013
197,6/15/2013
197,6/16/2013
197,6/22/2013
197,6/23/2013
197,6/29/2013
197,6/30/2013
208,6/1/2013
208,6/2/2013
208,6/8/2013
208,6/9/2013
208,6/12/2013
208,6/15/2013
208,6/16/2013
208,6/22/2013
208,6/23/2013
208,6/29/2013
208,6/30/2013
226,6/12/2013
226,6/16/2013
232,6/2/2013
232,6/9/2013
232,6/16/2013
232,6/23/2013
236,6/1/2013
236,6/2/2013
236,6/8/2013
236,6/9/2013
236,6/12/2013
236,6/15/2013
236,6/16/2013
236,6/22/2013
236,6/23/2013
236,6/29/2013
236,6/30/2013
249,6/2/2013
249,6/9/2013
249,6/12/2013
249,6/16/2013
249,6/23/2013
249,6/30/2013
256,6/1/2013
256,6/2/2013
256,6/8/2013
256,6/9/2013
256,6/12/2013
256,6/15/2013
256,6/16/2013
256,6/22/2013
256,6/23/2013
256,6/29/2013
256,6/30/2013
272,6/1/2013
272,6/2/2013
272,6/8/2013
272,6/9/2013
272,6/12/2013
272,6/15/2013
272,6/16/2013
272,6/22/2013
272,6/23/2013
272,6/29/2013
272,6/30/2013
282,6/1/2013
282,6/2/2013
282,6/8/2013
282,6/9/2013
282,6/12/2013
282,6/15/2013
282,6/16/2013
282,6/22/2013
282,6/23/2013
282,6/29/2013
282,6/30/2013
286,6/1/2013
286,6/2/2013
286,6/8/2013
286,6/9/2013
286,6/12/2013
286,6/15/2013
286,6/16/2013
286,6/22/2013
286,6/23/2013
286,6/29/2013
286,6/30/2013
312,6/2/2013
312,6/9/2013
312,6/12/2013
312,6/16/2013
312,6/23/2013
312,6/30/2013
324,6/2/2013
324,6/9/2013
324,6/16/2013
324,6/23/2013
324,6/30/2013
330,6/1/2013
330,6/2/2013
330,6/8/2013
330,6/9/2013
330,6/12/2013
330,6/15/2013
330,6/16/2013
330,6/22/2013
330,6/23/2013
330,6/29/2013
330,6/30/2013
347,6/1/2013
347,6/2/2013
347,6/8/2013
347,6/9/2013
347,6/12/2013
