REGN,OKATO,OKPO,OGRN,REGN_S,BIC,DT,NAME_B,ADR,IM,IM_FIO,AG,AG_FIO,IC,IC_FIO,COM,C2_4
2384,50,23578954,1025400000031,2384,045004874,10/1/2010,"ОАО Банк ""Алемар""","630099, г. Новосибирск, ул. Серебренниковская, 37",Заместитель генерального директора,Копейкина Е.В.,Главный бухгалтер,Лопатина Н.Г.,Начальник УО ДБУиО,Рощикова С.В.,222-38-90 вн. 4540,26
2388,01,27068718,1022200526446,2388,040155754,10/1/2010,"АКБ ""АлтайБизнес-Банк"" (ОАО)","658210, Алтайский край, г.Рубцовск, пр.Ленина, 206","Председатель Правления АКБ ""АлтайБизнес-",Проскурина Е.Б.,"Главный бухгалтер  АКБ ""АлтайБизнес-Банк",Гусев В.П.,Экономист по отчетности,Ефимцева С.В.,4-30-79,26
2390,64,27594329,1026500002286,2390,046401772,10/1/2010,"Банк ""ИТУРУП"" (ООО)","693000, Сахалинская область, г. Южно-Сахалинск, Коммунистический проспект, 32",И.о.Председателя Правления,Ри К.С.,Главный бухгалтер,Е.В.Переломова,Исполнитель,Сердюк Людмила,72-73-12,22
2398,19,26781450,1022900001772,2398,041946773,10/1/2010,"Банк ""Северный кредит"" (ОАО)","162600, Вологодская область, г. Череповец, ул. Труда, д. 44",Председатель Правления,ПанИв Сергей Витальевич,Главный бухгалтер,Афанасьева Татьяна Михайловна,Исполнитель,Озорнина Татьяна Викторовна,(8172) 75-91-92,30
2401,45,27311900,1097711000034,2401,044585402,10/1/2010,"ОАО Банк ""Народный кредит""","119017, г. Москва, ул. Пятницкая, д.42, стр.1",Председатель Правления,Юн В. Ю.,Главный бухгалтер,Семко Т.С.,Нач.отдела бух.отчетности,Хромова Е.Н.,959-17-90,26
2403,45,04879035,1027739137843,2403,044525226,10/1/2010,"АБ ""ГПБ-Ипотека"" (ОАО)","115446,  г. Москва, Коломенский проезд, д. 14",И.О. Председателя Правления,Егоров А.В.,Главный бухгалтер,Селиванова В.И.,Начальник отдела финансового анализа и отчетности,Грекова Н.А.,(495) 223-40-40 (доб.341),22
2404,45,17534059,1037700043732,2404,044585238,10/1/2010,"АКБ ""АПАБАНК"" (ЗАО)","125047,  г. Москва, 2-я Тверская-Ямская улица, дом 2",Зам. Председателя Правления,Портных И.Б.,Главный бухгалтер,Живина И.И.,Зам. главного бухгалтера,Антилофьева Л.Г.,251-51-61,22
2407,82,25127339,1020500003941,2407,048209775,10/1/2010,"ООО КБ ""Избербаш""","368502, Республика Дагестан, г. Избербаш, ул. Маяковского, 139 ""б""",Председатель правления,Арсланбекова Б.Н.,Главный бухгалтер,Дементьева Р.А.,Исполнитель,Дементьева Р.А.,2-60-58,21
2410,45,17539329,1027700136408,2410,044599133,10/1/2010,"ОАО КБ ""ПФС-БАНК""","109147,  г. Москва, ул. Воронцовская, д. 27/35, стр. 1",Председатель Правления,Лукьянычев О.А.,Главный бухгалтер,Лазарева Т.В.,Зам.главного бухгалтера,Хворова Е.Е.,911-73-45,22
2428,36,21194221,1026300001860,2428,043601869,10/1/2010,"ООО ""ВСБ""","443041, г.Самара, ул. Садовая, 175",Руководитель,Кучканов В.В.,Главный бухгалтер,Гаврилова Т.П.,Начальник  управления,Бочкарева Е.В.,2420804,22
2433,45,17540261,1037739297881,2433,044585173,10/1/2010,"ОАО АКБ ""ПРОМИНВЕСТБАНК""","101000, Москва, ул. Маросейка, д. 9/2, стр. 1",Председатель правления,А.Б.Мельничук,Главный бухгалтер,Г.А.Банникова,Начальник отдела отчетности,М.В.Воробьева,969-29-60,22
2435,82,25127322,1020500000267,2435-К,048209870,10/1/2010,"ООО РНКО ""УМУТ""","368000, Республика Дагестан, г.Хасавюрт, ул.Калинина, 4.",Председатель правления,Мустафаев Б.А.,Главный бухгалтер,Османова Н.И.,программист,Ахмедов А.А.,823103674,21
2436,80,29792045,1020200001128,2436,048073917,10/1/2010,"""Мой Банк. Ипотека"" (ОАО)","450098, Республика Башкортостан, г. Уфа, Проспект Октября, 132/3",Председатель Правления,Ильин А.В.,Заместитель главного бухгалтера - начальник управления бухгалтерского учета и отчетности,Хабиахметова А.И.,Экономист Финансово-аналитического сектора,Кудряшова Л.Г.,292-35-18,21
2440,45,17535627,1027700218666,2440,044525176,10/1/2010,"ОАО АКБ ""Металлинвестбанк""","109074,  г. Москва, Славянская площадь, д. 2/5/4, строение 3",Зам.Председателя Правления,Нестеров С.Б.,Гл.бухгалтер-Начальник бух.учета и отчетности,Мурашова Е.С.,Нач.отдела сводного баланса,Вашлаева Т.П.,784-69-13,30
2443,65,25054072,1026600000195,2443,046577881,10/1/2010,"ОАО ""МЕТКОМБАНК""","623406, Свердловская обл., г. Каменск-Уральский, ул. Октябрьская, 36",Зам Председателя Правления,Малоземов Д.Г.,Главный бухгалтер,Неверова О.С.,Исполнитель,Кожевникова Т.Р.,(343) 379-33-48,26
2447,94,24497873,1021800000551,2447,049401863,10/1/2010,(ОАО Удмуртинвестстройбанк),"426008, Удмуртская Республика, г.Ижевск, ул.Пушкинская, д.268",Председатель Банка,В.М. Фарисеев,Главный бухгалтер,А.С. Антонова,"Начальник отдела анализа, отчетности и управления рисками",Н.П. Чепурнова,940-411,30
2462,45,17538287,1037700006684,2462,044585159,10/1/2010,"АКБ ""ЛУЖНИКИ-БАНК""","119048,  г. Москва, Лужнецкая набережная, д.24",Председатель Правления,Панченко Р.В.,Главный бухгалтер,Токмакова Г.В.,нач-к отдела анализа и контроля за банковскими рисками,Мамедова Т.М.,(495) 637-07-11,22
2468,45,17541800,1027700429855,2468,044552772,10/1/2010,"АКБ ""Мосуралбанк"" (ЗАО)","115035, г. Москва, Раушская наб., д. 22, стр. 2",Первый заместитель Председателя Правления,Корнеев Н.В.,И.о. Главного бухгалтера,Каленова И.Л.,Начальник отдела сводной отчетности,Громова Г.С.,787-38-81,30
2469,45,17536503,1027739109276,2469,044585477,10/1/2010,"Банк ""Навигатор"" (ОАО)","119421, г. Москва, ул. Новаторов, д. 7А, корп. 2",Председателя Правления,Егоров С.А.,Главный бухгалтер,Непорожнева Н.Е.,Начальник отдела отчетности,Лупко Т.А.,642-79-42,30
2471,45,29720790,1022200527579,2471,044579647,10/1/2010,"ЗАО ""ПроБанк""","115172, г. Москва, Краснохолмская наб., 11, стр. 1",Председатель Правления,Смирнов Д.Н.,Главный бухгалтер,Семенова О.П.,Главный бухгалтер,Семенова О.П.,(499)722-11-81,30
2480,66,25810912,1026700000018,2480,046614718,10/1/2010,"ОАО Банк ""Аскольд""","214000 г.Смоленск, ул. Докучаева, 5",Зам. председателя правления,Л.М. Бусина,Главный бухгалтер,Л.Н.Тухватулина,Нач. УКО,Алферова И. Н.,382625,22
2484,86,24855427,1021000000108,2484,048602746,10/1/2010,"ОАО Банк ""Онего""","185035, Республика Карелия, г. Петрозаводск, пр. К. Маркса, д.1","Зам. Президента ОАО Банк ""Онего""",А.К. Барабанов,Главный бухгалтер,О.В. Немнонова,Старший специалист,И.А. Тимохова,78-21-22,22
2490,45,17539789,1027739692727,2490,044585382,10/1/2010,"КБ ""ГЕНБАНК"" (ООО)","115184, г. Москва, Озерковская набережная, дом 12",Председатель Правления,Фесенко Владимир Анатольевич,Главный бухгалтер,Пономарева Елена Ивановна,Зам. главного бухгалтера,Людоговская Ольга Ивановна,(495) 777-55-45(2061),26
2491,82,25127411,1020500000157,2491,048209797,10/1/2010,"ООО КБ ""Алжан""","367013, Республика Дагестан, г.Махачкала, ул.Юсупова, 38",Председатель Правления,Огай И. В.,Главный Бухгалтер,Ахмедова Т.С.,Исполнитель,Рамазанова Л.А.,675425,21
2493,45,17537224,1027739067696,2493,044579879,10/1/2010,"ООО ""КБ ""МЕЖТРАСТБАНК""","127055,  г. Москва, ул. Образцова, д. 7",Председатель Правления,Егорова Светлана Анатольевна,Главный бухгалтер,Стрижко Татьяна Владимировна,Начальник группы отчетности,Богданчук Жанна Сергеевна,684-27-87,30
2494,45,29291308,1027739526935,2494,044525236,10/1/2010,"ЗАО ""БАНК КРЕДИТ СВИСС (МОСКВА)""","125009,  г. Москва, Романов  переулок,  д. 4, стр. 2",Вице-Президент,Бондаренко З.Л.,Зам.главного бухгалтера,Колесникова С.А.,Бухгалтер,Гришина С.В.,(495) 967-8878,22
2495,45,17541355,1027739329375,2495,044525222,10/1/2010,"""ИНГ БАНК (ЕВРАЗИЯ) ЗАО""","127473,  г. Москва, ул. Краснопролетарская, д. 36",Финансовый директор,Сапожникова К.Л.,Главный бухгалтер,Лондаренко Н.Н.,Зам. главного бухгалтера,Реминная В.Г.,771-79-53,22
2499,25,27268481,1023800000245,2499,042520840,10/1/2010,"ООО ""Крона-Банк""","664007, Иркутская область, г. Иркутск, ул.Дзержинского,29",Председатель Правления,Кошкин С.А.,Главный бухгалтер,Землянская Л.А.,Старший специалист I-ой категории ОПиОР,Урбонас А.А.,25-25-05 (253),22
2503,45,17538732,1027700467300,2503,044583703,10/1/2010,"АКБ ""ЕИБ"" ЗАО","123060,  г. Москва, пр. Волоколамский 1-й, д. 10, стр. 16",Президент Банка,Шапошников Владимир Александрович,И.о. главного бухгалтера,Зарецкая Елена Васильевна,Советник Президента по экономическим вопросам,Ковальчук Светлана Васильевна,221-28-00,22
2506,45,17538910,1027700140753,2506,044585700,10/1/2010,"ООО ""ФЕРРОБАНК""","125047,  г. Москва, улица Лесная, дом 3",Зам.Председателя Правления,Михайлов В.А.,Главный бухгалтер,Белякова И.И.,Начальник группы отчетности,Куянова О.И.,980-19-24(1746),22
2518,03,32293624,1022300003703,2518,040349722,10/1/2010,"КБ ""Кубань Кредит"" ООО","350000, г. Краснодар, ул. им. Орджоникидзе, дом № 46 / ул. Красноармейская, дом  № 32",Заместитель Председателя Правления банка,Чупрынникова Нина Николаевна,Зам.главного бухгалтера,Болдина Нина Сергеевна,Специалист,Балановская Наталья Григорьевна,274-92-51,26
2519,80,31233726,1020200000402,2519,048073809,10/1/2010,"ООО ""УралКапиталБанк""","450071, город Уфа, улица Рязанская, дом № 10",Заместитель Председателя правления,Шакирова Р.Г.,Главный бухгалтер,Беленкова А.В.,экономист,Иванов М.С.,292-64-61,26
2524,45,21887160,1027700053776,2524,044552742,10/1/2010,"КБ ""МКБ"" (ОАО)","115280, г. Москва, Пересветов переулок, д. 2/3, подъезды №1,2",Заместитель Председателя Правления,Е.П.Трушкина,Заместитель главного бухгалтера,Е.М.Потапова,Начальник отдела учета активно-пассивных операций,Е.В.Морозова,(495) 748-53-53,22
2529,89,27800243,1021300001029,2529,048952752,10/1/2010,"ОАО АКБ ""АКТИВ БАНК""","430005, г.Саранск, ул.Коммунистическая, 52",Президент,Н.Н.Николаев,Главный бухгалтер,И.В.Савельева,Исполнитель,Г.С.Буданова,23-05-51,26
2530,40,31044988,1027800000942,2530,044030889,10/1/2010,"ЗАО ""ЭКСИ-Банк""","197376, Санкт-Петербург, ул. Профессора Попова, д. 23",Генеральный Директор,Копанева П.С.,Главный Бухгалтер,Амосенко И.В.,Начальник экономического отдела,Пятников А.В.,(812)234-12-85,22
2535,45,17540137,1027739673642,2535,044525772,10/1/2010,"ООО ""Банк Империя""","121165,  г. Москва, ул. Киевская, д. 24",ИО Председателя Правления,Кулешов Иван Александрович,Главный бухгалтер,Банкина Оксана Анатольевна,Начальник отдела отчетности,Молочникова Светлана Вячеславовна,(495) 787-77-77,30
2537,45,17543756,1027739700548,2537,044585551,10/1/2010,"КБ ""ПРИСКО КАПИТАЛ БАНК"", ЗАО","123022,  г. Москва, Б. Предтеченский переулок, д.22",Председатель Правления,Сычева Е.А.,Главный бухгалтер,Павлюченко Л. В.,Заместитель главного бухгалтера,Алексеева Ю.Б.,775-65-28,22
2539,71,23741354,1038605506906,2539,047144966,10/1/2010,"ОАО ""СИББИЗНЕСБАНК""","628426, Тюменская обл., Ханты-Мансийский автономный округ, г. Сургут, ул. Маяковского, 16/1",Председатель Правления,Бобков И.А.,Главный бухгалтер,Лебедева И.А.,Экономист,Рассадкина А.В.,(3462)520-819,22
2543,45,17543992,1027739076144,2543,044579228,10/1/2010,КБ МКБ (ООО),"109004, г. Москва, ул. Таганская, дом 15, строение 1",Председатель Правления,Добрина О.А.,Главный бухгалтер,Овчинникова А.П.,Начальник отдела бухгалтерского учета и отчетности,Огнев А.М.,258 89 53,30
2546,45,17541272,1027739075891,2546,044583162,10/1/2010,"ЗАО АКБ ""НОВИКОМБАНК""","119180,  г. Москва, Якиманская наб., д. 4/4 стр. 2",Заместитель Президента,Докучаев М.В.,Главный бухгалтер,Радченко Т.В.,Нач.отдела сводного баланса и отчетности,Шилина О.В.,8-499-230-10-09,22
2548,45,17541958,1027739033453,2548,044579471,10/1/2010,"ЗАО ""МЕТРОБАНК""","121151, г. Москва, ул. Можайский вал, д. 8Б",Председатель Правления,Гекко В.В.,Главный бухгалтер,Коротченко И.А.,Зам. директора Департамента ГБ,Попова Н.В.,739-37-02  доб. 1292,22
2551,40,31029552,1027800000227,2551,044030852,10/1/2010,"ОАО ""ПСКБ""","191123, Санкт-Петербург, ул. Шпалерная, 42",Председатель Правления,Тур Наталья Ивановна,Главный бухгалтер,Изюмникова Людмила Борисовна,Начальник отдела финансовой отчетности и анализа,Гришина Светлана Леонидовна,332-34-50,30
2554,92,13001900,1021600000047,2554,049240801,10/1/2010,"ООО КБ ""Камский горизонт""","423834, Республика Татарстан, г.Набережные Челны, Московский проспект, д.54/24",Директор,Рахимова З.Х.,Главный бухгалтер,Мавлеева А.М.,Исполнитель,Алимова Л.М.,59-83-19,22
2555,45,29294732,1027739068609,2555,044525448,10/1/2010,"АКБ ""ЯПЫ КРЕДИ БАНК МОСКВА"" (ЗАО)","115172,  г. Москва, Гончарная наб., д.1, стр.2",Генеральный директор,Каплангы Мехмет Бозкурт,И.о. Главного бухгалтера,Туфар С.Г.,И.о. Главного бухгалтера,Туфар С.Г.,234-98-89,26
2557,45,29034830,1027700431296,2557,044525202,10/1/2010,"ЗАО КБ ""Ситибанк""","125047,  г. Москва, ул. Гашека, д. 8-10, стр. 1",Вице-президент,Николаева Н.Ю.,Главный бухгалтер,Берингова В.Я.,Специалист,Королева Е.А.,225-84-66,22
2559,45,29287815,1037739412700,2559,044525116,10/1/2010,"""ЗЕРБАНК (Москва)"" (ЗАО)","109147,  г. Москва, ул.Марксистская, д.16",Президент,Йюксель З.Б.,Главный бухгалтер,Ульянова Т. Л.,Зам. гл. бухгалтера,Сем?нова Т.В.,"232-67-37,  доб.125",22
2564,78,21666973,1027600000075,2564,047888728,10/1/2010,"ИКБР ""ЯРИНТЕРБАНК"" (ООО)","150000, г.Ярославль, ул.Собинова, д.30",Председатель правления,Булыгина Л.С.,Главный бухгалтер,Нуртынова Р.Р.,экономист,Янчук А.А.,30-21-93,26
2568,37,28968878,1024500000029,2568,043735830,10/1/2010,"ОАО АКИБ ""КУРГАН""","640000, г.Курган, ул.Гоголя, дом № 78",Председатель Правления,Захарова Э.В.,Главный бухгалтер,Шумкова И.Л.,Начальник отдела финансового планирования и контроля,Жакина Г.К.,46-60-76,22
2571,45,17543398,1027739320003,2571,044552647,10/1/2010,"ООО ""КБК-Банк""","125212,  г. Москва, Кронштадтский бульвар  д.5а",Зам.Председателя Правления банка,Савельева Е.Е.,Главный бухгалтер,Лунева Л.Г.,Главный бухгалтер,Лунева Л.Г.,708-03-56,22
2574,45,17546424,1027739153573,2574,044552554,10/1/2010,"АКБ ""ФЬЮЧЕР"" (ОАО)","107023,  г. Москва, ул. Электрозаводская, д. 20, стр. 11",Председатель Правления,Зимина Н.О.,Главный бухгалтер,Коковина Е.А.,Зам.главного бухгалтера,Зотова В.Ю.,(495) 737-86-44,30
2584,75,21553996,1027400000638,2584,047516949,10/1/2010,"""КУБ"" ОАО","455044, Челябинская область, г.Магнитогорск, ул.Гагарина, 17","ВрИО Председателя Правления ""КУБ"" ОАО",Бердников Вячеслав Викторович,"Главный бухгалтер ""КУБ"" ОАО",Калугина Елена Николаевна,Начальник АО,Жиниленко Андрей Александрович,(3519)248928,30
2586,45,17544193,1027700035835,2586,044583762,10/1/2010,"ОАО ""ЮНИКОРБАНК""","107031, г. Москва, Звонарский пер., д.7,стр.1,2,3",Председатель Правления,Переходкин В.Б.,Зам. главного бухгалтера,Черный В.В.,Зам. Главного бухгалтера,Черный В.В.,981-25-29,30
2589,45,17546631,1027739178972,2589,044552940,10/1/2010,"ОАО БАНК ""РОСТ""","109004, г. Москва, ул. Станиславского, д. 4, стр. 1",Председатель Правления,Жуков Б.Б.,Главный бухгалтер,Дунаева Н.Ю.,Начальник отдела сводной отчетности,Пискунова О.В.,988-33-33 (доб.151),30
2593,45,17226837,1025000004787,2593,044552288,10/1/2010,"ООО КБ ""Альба Альянс""","119019, г. Москва, Кремлевская набережная, д. 1, стр. 2",Президент,Якимов А.Н.,Главный бухгалтер,Анохина О.И.,Начальник отдела отчетности Департамента учета,Минаков В.Ю.,(499)252-0000,22
2594,45,29284722,1027739446349,2594,044525217,10/1/2010,"""Королевский Банк Шотландии"" ЗАО","125009,  г. Москва, ул. Большая Никитская, д. 17, стр. 1",Заместитель Председателя Правления,Олейник Юлия Владимировна,Главный бухгалтер,Веселова Елена Вячеславовна,Главный бухгалтер,Веселова Елена Вячеславовна,933-57-83,22
2598,45,17546460,1027739585422,2598,044552518,10/1/2010,"ООО КБ ""Западный""","105064,  г. Москва, Малый Казенный пер., д.5, стр.4",Заместитель председателя Правления,Горелова Алена Антоновна,Главный бухгалтер,Асташкина Марина Борисовна,Начальник Отдела отчетности,Погосян Анна Владимировна,620 94 40,22
2602,98,31452865,1031403918138,2602,049805770,10/1/2010,"АКБ ""Алмазэргиэнбанк"" ОАО","677000, Республика Саха (Якутия), город. Якутск, проспект Ленина, 1",Председатель правления,Миронов А.С.,Главный бухгалтер,Басова И.Н.,исполнитель,Еттянов Дь.Н.,32-73-48,26
2604,84,16251000,1020400000037,2604,048405786,10/1/2010,"АКБ ""Сибирский Энергетический Банк"" (ЗАО)","649002, Республика Алтай, г.Горно-Алтайск,ул.Петра Сухова,2",И.о. Председателя Правления,Яремчук О.В.,Главный бухгалтер,Рыченкова Л.Н.,специалист ОЭАиО,Локтев А.А.,4-15-16,22
2607,45,29294382,1027739175859,2607,044579773,10/1/2010,"АКБ ""Кросна-банк"" (ОАО)","123557,  г. Москва, Пресненский Вал, д. 27",И. о. Председателя Правления,П. И. Ярмолинская,Главный бухгалтер,Е.А. Дмитриева,Зам. начальника отдела отчетности и экономического анализа,Е.А. Бондарева,253-50-55,22
2609,52,23773638,1025500001163,2609,045279731,10/1/2010,"ОАО АКБ ""ИТ Банк""","644029, г.Омск, пр. Мира, 43",Председатель Правления,Сильнягин О.А.,Главный бухгалтер,Дерябина Н.В.,Ведущий специалист группы ПиО УД,Андякина Е.В.,22-02-93,26
2611,40,31978076,1027800003505,2611,044030826,10/1/2010,"ОАО Банк ""Объединенный капитал""","194100, Санкт-Петербург, Б. Сампсониевский пр., д. 68, лит. Н",Председатель Правления,Марихина В.В.,Главный бухгалтер,Алимпиева Л.И.,"Нач. Упр. ""Казначейство""",Волкова В.А.,325-9495,22
2617,45,17546938,1027739152737,2617,044579828,10/1/2010,"ООО КБ ""Банк Расчетов и Сбережений""","115114,  г. Москва, ул. Дербеневская, дом 20, строение 2",И.О. Председателя Правления,Дыба С.В.,Главный бухгалтер,Текутова Г.М.,Нач. отдела фин. отчетности,Макариков Л.Б.,500-33-69,22
2626,45,29284797,1027739206692,2626,044579776,10/1/2010,"АКБ ""ОБПИ"" (ОАО)","121069,  г. Москва, Мерзляковский пер., д. 20, строение 1",Первый заместитель Председателя Правления,Беляков Александр Владимирович,Главный бухгалтер,Рощупкин Игорь Митрофанович,Исполнитель,Зиновьева И.А.,564-84-90,22
2627,45,29293106,1027739103260,2627,044585182,10/1/2010,"ЗАО АКИБ ""ЦЕРИХ""","119034, г. Москва, ул. Остоженка, д. 10/2/7, стр. 2",Председатель Правления,Корсаков Ю.Р.,Главный бухгалтер,Жаворонкова Г.В.,Начальник отдела,Рогачева О.В.,737-00-99,22
2638,80,32058509,1020200000083,2638,048073846,10/1/2010,"ООО ""ПромТрансБанк""","450008 , Республика Башкортостан, г. Уфа, ул.Ленина, 70",Генеральный директор,Мамбетов И.М.,Главный бухгалтер,Юлдашева А.З.,Начальник группы финансовой отчетности,Пушкарева Н.И.,272-50-21,30
2644,87,28880304,1021100000030,2644,048718776,10/1/2010,"АКБ ""ГОРОД"" ЗАО","169912, Республика Коми, г.Воркута, ул.Ленина, д.53",и.о. Председателя Правления,Максимов Максим Владимирович,Главный бухгалтер,Бредихина Вера Сергеевна,Исполнитель,Маринцева Т.В.,(82151) 5-39-58,22
2645,04,21904444,1022400000160,2645,040436933,10/1/2010,"ЗАО АИКБ ""Енисейский объединенный банк""","660049, г. Красноярск, ул. Карла Маркса, дом 62, пом. 25, 26, 27",Руководитель,Белоногова А.В.,Главный бухгалтер,Шафарина О.Ю.,Специалист отдела отчетности,Трушина С.Ю.,277-96-96,26
2649,45,29287596,1027700215817,2649,044583871,10/1/2010,"ООО КБ ""ПРЕОДОЛЕНИЕ""","121596,  г. Москва, ул.Толбухина, д.10, корп.2.",Председатель Правления,Кочеткова Наталья Викторовна,Главный бухгалтер,Васильева Оксана Анатольевна,Заместитель Главного бухгалтера,Борисова Марина Петровна,448-31-98,30
2652,22,25587176,1025200002002,2652,042220706,10/1/2010,"ООО ""РегионИнвестБанк""","603109, г.Нижний Новгород, набережная Федоровского, д.8",Заместитель Председателя Правления,Беспалов Сергей Иванович,Главный бухгалтер,Габаткина Любовь Вячеславовна,"Начальник отдела анализа, планирования и отчетности",Палкина Ольга Степановна,278-68-58,22
2654,45,21293615,1027739197914,2654,044585423,10/1/2010,"КБ ""Унифин"" ЗАО","127051, г. Москва, 1-ый Колобовский перулок, дом 11",Зам.Председателя Правления,Лопатникова Е.В.,Главный бухгалтер,Токарева Е.Д.,Начальник отдела,Утенькина Т.Ю.,771 75 00,22
2655,45,29287152,1027739735100,2655,044585491,10/1/2010,"ООО КБ ""ПРОМИНВЕСТРАСЧЕТ""","121099,  г. Москва, Новинский бульвар, дом 3 стр. 1",Зам. Председателя Правления - начальник Департамента клиентского развития,Лисицын П.П.,Главный бухгалтер,Колосова О.В.,Ведущий специалист отдела формирования отчетности по РСБУ,Мелихова Л.В.,742-42-04,22
2657,45,29290591,1027739291140,2657,044552704,10/1/2010,"КБ ""Старый Кремль"" (ООО)","107031,  г. Москва, Рождественский бульвар, д.14, стр.2",Председатель Правления,Мельников С.А.,Главный бухгалтер,Цуканова Г.Н.,Начальник отдела банковской отчетности,Долинский В. С.,621-77-43,22
2659,01,32237844,1022200531484,2659,040173771,10/1/2010,"ООО КБ ""Алтайкапиталбанк""","656043, Алтайский край, г.Барнаул, ул.Л.Толстого, 38а",Президент Банка,Германенко И.В.,Главный бухгалтер,Балина Ж.С.,экономист,Попова Н. В.,65-84-76,22
2664,45,29289903,1027739228758,2664,044552318,10/1/2010,"АКБ ""СЛАВИЯ"" (ЗАО)","117292, г. Москва, ул. Кедрова, д. 5А",Первый Заместитель Председателя Правления,Сдобнов И.В.,Заместитель Главного бухгалтера,Сперанская О.В.,Начальник отдела бухгвалтерской  отчетности,Демидова Н.Е.,969-24-15,22
2670,45,29288039,1027700474944,2670,044579104,10/1/2010,"ООО КБ ""Центрально-Европейский Банк""","105066,  г. Москва, ул. Ольховская, дом 16, стр.5-5а",Председатель Правления Банка,Патрикеев В.В.,Главный бухгалтер,Туркова Т.К.,Начальник отдела учета и отчетности,Туркова С.О.,(499) 261-91-92,22
2677,45,29288571,1027739542709,2677,044585116,10/1/2010,ООО РИТ-банк,"119017, г. Москва, Погорельский пер., д. 5, стр. 2",Председатель Правления,Смирнова Н.И.,Главный бухгалтер,Соколова М.С.,Главный бухгалтер,Соколова М.С.,363-4210,22
2682,45,29289286,1027739621810,2682,044585881,10/1/2010,"КБ ""Крокус-Банк"" (ООО)","123056,  г. Москва, ул. 2-я Брестская, д.31",Первый заместитель Председателя Правления,Зайковская Г.И.,Главный бухгалтер,Коржова Н.О.,Начальник отдела,Логачев А.А.,228-12-44,30
2684,45,29289642,1027739542050,2684,044579215,10/1/2010,"ООО ""Банк БКФ""","119180,  г. Москва, 1-й  Хвостов пер., д. 3 а, стр. 2",Зам. Председателя Правления,Нефедов Михаил Дмитриевич,Главный бухгалтер,Трифаненкова Светлана Федоровна,Начальник УФО,Попова Мария Леонтьевна,514-08-20,22
2696,45,29402558,1027700050510,2696,044579124,10/1/2010,"АКБ ""ИНКАРОБАНК"" (ЗАО)","123001,  г. Москва, Ермолаевский пер., д.5, стр.2",Заместитель Председателя Правления,Аврамов А.В,Главный бухгалтер,Смирнова Е.А.,Начальник Управления финансового анализа,Белякова Е.П.,695-38-29,22
2697,45,29412781,1027739481362,2697,044585187,10/1/2010,"АКБ ""Московский Вексельный Банк"" (ЗАО)","111524, г. Москва, ул. Электродная, д. 10, стр. 3",Первый заместитель Председателя Правления,Савельева О. В.,Главный бухгалтер,Круглова Д.Е.,Зам. главного бухгалтера,Харина Е.М.,645-35-11,22
2699,45,09319602,1027739064704,2699,044585128,10/1/2010,"АКБ ""ЛИНК-банк"" (ОАО)","127434,  г. Москва, Дмитровское шоссе, д.7, корп.2",Председатель Правления,Пархоменко С.В.,Главный бухгалтер,Анцупова О.А.,Старший бухгалтер отдела внутренних операций и отчетности,Галкина Н.Н.,977-60-01,22
2704,45,29290740,1027739378600,2704,044525541,10/1/2010,"КБ ""Международный Банк Развития"" (ЗАО)","115035, г. Москва, Кадашевская набережная, д. 32/2, стр. 1",Председатель  Правления,Кулик А.С.,Главный бухгалтер,Пан?ва Е.А.,Начальник отдела отчетности и контроля,Фукина О.Н.,287 3580 (175),22
2705,92,33863696,1081600001097,2705,049205804,10/1/2010,"ОАО ""ИнтехБанк""","420021, г.Казань, ул.Ш.Марджани, д.24",Зам.Председателя правления,Хасанов Р.Г.,Заместитель Главного Бухгалтера,Молева Н.Р.,бухгалтер,Шайдукова Р.Н.,(843) 2211773,30
2707,45,29393440,1057711014195,2707,044585161,10/1/2010,"КБ ""ЛОКО-Банк"" (ЗАО)","111250, г. Москва, ул. Госпитальная, д. 14",Председатель Правления,Крюков Дмитрий Валентинович,Главный бухгалтер,Гусева Нина Николаевна,Начальник отдела отчетности УБКО,Клиппенштейн С.А.,739-07-29 (1419),22
2712,45,29292070,1027739482242,2712,044599755,10/1/2010,"ЗАО ""ТУСАРБАНК""","117638, г. Москва, ул. Сивашская, д.7",Заместитель Председателя Правления,Сущинская Е.А.,Главный бухгалтер,Хрунова И.К.,Заместитель главного бухгалтера,Густарева Л.А.,(499) 794-72-13,22
2721,87,12893032,1021100000074,2721,048702781,10/1/2010,"АКБ ""Северный Народный Банк"" (ОАО)","167000, Республика Коми, г.Сыктывкар, ул.Первомайская, 68",И.О.Председателя Правления,Коссангба З.А.,Главный бухгалтер,Зорина В.С.,ведущий экономист,Шубина Е.П.,44-18-14,26
2722,47,22619935,1025100003917,2722,044705768,10/1/2010,"ОАО ""МСКБ""","183032, г. Мурманск, пр. Ленина, д. 12",И.О.Председателяь Правления,Дудкина С.Г.,Главный  бухгалтер,Михайлина Е.И.,Ведущий специалист ОФА,Данилова Т.В.,230908,22
2728,19,22779691,1023500000028,2728,041909772,10/1/2010,"ОАО ""Промэнергобанк""","160009 г. Вологда, ул. Чехова, д. 30",Председатель Правления,Постнов А.А.,Главный бухгалтер,Хаманеева Т.С.,Ведущий экономист,Кудряшова Г.В.,76-95-79,22
