REGN,C1_3,C2_3,C3_3
1053,Í12,13.98,
1059,Í1,29.32,
1059,Í2,70.06,
1059,Í3,93.70,
1059,Í4,8.32,
1059,Í7,244.32,
1059,Í9.1,18.24,
1059,Í10.1,2.21,
1059,Í12,0.00,
1060,Í1,15.13,
1060,Í2,82.27,
1060,Í3,85.46,
1060,Í4,65.17,
1060,Í7,367.73,
1060,Í9.1,7.60,
1060,Í10.1,0.41,
1060,Í12,0.00,
1067,Í1,15.52,
1067,Í2,67.59,
1067,Í3,75.96,
1067,Í4,34.96,
1067,Í7,459.56,
1067,Í9.1,0.00,
1067,Í10.1,0.22,
1067,Í12,0.00,
1068,Í1,29.64,
1068,Í2,62.61,
1068,Í3,89.78,
1068,Í4,88.78,
1068,Í7,152.07,
1068,Í9.1,0.00,
1068,Í10.1,1.11,
1068,Í12,0.00,
1071,Í1,16.16,
1071,Í2,191.74,
1071,Í3,139.32,
1071,Í4,108.36,
1071,Í7,366.08,
1071,Í9.1,0.06,
1071,Í10.1,0.27,
1071,Í12,0.00,
1073,Í1,11.48,
1073,Í2,35.40,
1073,Í3,61.76,
1073,Í4,76.55,
1073,Í7,238.39,
1073,Í9.1,0.00,
1073,Í10.1,0.54,
1073,Í12,0.00,
1084,Í1,17.99,
1084,Í2,25.14,
1084,Í3,55.31,
1084,Í4,102.50,
1084,Í7,170.68,
1084,Í9.1,0.75,
1084,Í10.1,1.62,
1084,Í12,0.00,
1087,Í1,21.93,
1087,Í2,93.62,
1087,Í3,99.73,
1087,Í4,41.44,
1087,Í7,189.66,
1087,Í9.1,0.00,
1087,Í10.1,1.46,
1087,Í12,0.00,
1088,Í1,17.57,
1088,Í2,78.71,
1088,Í3,81.41,
1088,Í4,49.22,
1088,Í7,201.47,
1088,Í9.1,6.93,
1088,Í10.1,1.80,
1088,Í12,0.00,
1093,Í1,37.70,
1093,Í2,51.30,
1093,Í3,63.04,
1093,Í4,76.11,
1093,Í7,120.97,
1093,Í9.1,1.51,
1093,Í10.1,2.38,
1093,Í12,0.00,
1114,Í1,30.54,
1114,Í2,83.97,
1114,Í3,87.41,
1114,Í4,93.50,
1114,Í7,140.13,
1114,Í9.1,14.53,
1114,Í10.1,0.35,
1114,Í12,0.00,
1115,Í1,11.83,
1115,Í2,69.82,
1115,Í3,82.27,
1115,Í4,101.14,
1115,Í7,494.93,
1115,Í9.1,0.00,
1115,Í10.1,2.07,
1115,Í12,0.00,
1118,Í1,22.24,
1118,Í2,64.30,
1118,Í3,105.56,
1118,Í4,32.49,
1118,Í7,227.02,
1118,Í9.1,0.00,
1118,Í10.1,1.24,
1118,Í12,0.00,
1121,Í1,21.68,
1121,Í2,50.56,
1121,Í3,62.51,
1121,Í4,103.37,
1121,Í7,117.19,
1121,Í9.1,0.00,
1121,Í10.1,2.56,
1121,Í12,0.00,
1134,Í1,61.94,
1134,Í2,94.18,
1134,Í3,89.48,
1134,Í4,62.84,
1134,Í7,110.64,
1134,Í9.1,0.33,
1134,Í10.1,1.32,
1134,Í12,0.00,
1136,Í1,19.76,
1136,Í2,37.23,
1136,Í3,67.75,
1136,Í4,118.34,
1136,Í7,236.81,
1136,Í9.1,34.30,
1136,Í10.1,0.60,
1136,Í12,0.31,
1137,Í1,23.14,
1137,Í2,56.37,
1137,Í3,71.02,
1137,Í4,105.40,
1137,Í7,169.74,
1137,Í9.1,13.08,
1137,Í10.1,2.58,
1137,Í12,0.00,
1139,Í1,12.52,
1139,Í2,56.12,
1139,Í3,64.61,
1139,Í4,27.61,
1139,Í7,579.04,
1139,Í9.1,14.05,
1139,Í10.1,2.09,
1139,Í12,0.00,
1143,Í1,88.39,
1143,Í2,106.10,
1143,Í3,108.16,
1143,Í4,1.64,
1143,Í7,96.62,
1143,Í9.1,0.16,
1143,Í10.1,1.01,
1143,Í12,0.00,
1144,Í1,14.66,
1144,Í2,74.58,
1144,Í3,94.47,
1144,Í4,69.56,
1144,Í7,392.00,
1144,Í9.1,1.81,
1144,Í10.1,1.97,
1144,Í12,0.00,
1151,Í1,22.94,
1151,Í2,86.70,
1151,Í3,82.37,
1151,Í4,76.37,
1151,Í7,255.15,
1151,Í9.1,22.03,
1151,Í10.1,2.07,
1151,Í12,0.00,
1153,Í1,19.05,
1153,Í2,126.27,
1153,Í3,77.23,
1153,Í4,22.08,
1153,Í7,300.47,
1153,Í9.1,0.00,
1153,Í10.1,0.48,
1153,Í12,0.01,
1158,Í1,26.35,
1158,Í2,105.35,
1158,Í3,122.20,
1158,Í4,37.60,
1158,Í7,104.86,
1158,Í10.1,0.99,
1158,Í12,0.04,
1165,Í1,72.34,
1165,Í2,91.35,
1165,Í3,123.33,
1165,Í4,25.38,
1165,Í7,55.79,
1165,Í9.1,0.00,
1165,Í10.1,2.12,
1165,Í12,0.00,
1166,Í1,25.86,
1166,Í2,62.14,
1166,Í3,103.15,
1166,Í4,58.00,
1166,Í7,137.08,
1166,Í9.1,15.44,
1166,Í10.1,0.42,
1166,Í12,0.00,
1184,Í1,19.41,
1184,Í2,30.46,
1184,Í3,122.64,
1184,Í4,53.60,
1184,Í7,216.92,
1184,Í9.1,3.43,
1184,Í10.1,0.92,
1184,Í12,0.00,
1189,Í1,12.49,
1189,Í2,35.63,
1189,Í3,76.04,
1189,Í4,52.09,
1189,Í7,202.88,
1189,Í9.1,17.94,
1189,Í10.1,0.35,
1189,Í12,0.00,
1197,Í1,34.97,
1197,Í2,99.42,
1197,Í3,102.50,
1197,Í4,106.24,
1197,Í7,124.90,
1197,Í9.1,0.00,
1197,Í10.1,1.23,
1197,Í12,0.00,
1222,Í1,14.10,
1222,Í2,87.99,
1222,Í3,78.33,
1222,Í4,44.99,
1222,Í7,297.66,
1222,Í9.1,0.04,
1222,Í10.1,1.12,
1222,Í12,0.00,
1239,Í1,95.71,
1239,Í2,642.35,
1239,Í3,979.94,
1239,Í4,11.42,
1239,Í7,52.74,
1239,Í9.1,0.00,
1239,Í10.1,0.34,
1239,Í12,0.00,
1242,Í1,11.32,
1242,Í2,68.54,
1242,Í3,76.41,
1242,Í4,83.77,
1242,Í7,561.86,
1242,Í9.1,0.00,
1242,Í10.1,0.56,
1242,Í12,0.00,
1244,Í1,89.24,
1244,Í2,91.15,
1244,Í3,543.13,
1244,Í4,16.42,
1244,Í7,56.13,
1244,Í9.1,0.00,
1244,Í10.1,0.38,
1244,Í12,0.00,
1249,Í1,31.02,
1249,Í2,70.20,
1249,Í3,95.66,
1249,Í4,49.91,
1249,Í7,26.40,
1249,Í9.1,0.00,
1249,Í10.1,1.34,
1249,Í12,0.00,
1250,Í1,18.74,
1250,Í2,47.70,
1250,Í3,76.91,
1250,Í4,4.87,
1250,Í7,303.82,
1250,Í9.1,0.00,
1250,Í10.1,0.66,
1250,Í12,0.00,
1276,Í1,32.42,
1276,Í2,89.54,
1276,Í3,86.25,
1276,Í4,70.28,
1276,Í7,40.17,
1276,Í9.1,5.55,
1276,Í10.1,1.13,
1276,Í12,0.00,
1277,Í1,12.50,
1277,Í2,77.62,
1277,Í3,101.42,
1277,Í4,76.50,
1277,Í7,453.23,
1277,Í9.1,0.40,
1277,Í10.1,2.41,
1277,Í12,0.00,
1280,Í1,14.19,
1280,Í2,83.04,
1280,Í3,73.08,
1280,Í4,77.66,
1280,Í7,334.95,
1280,Í9.1,16.54,
1280,Í10.1,1.79,
1280,Í12,0.00,
1281,Í1,27.12,
1281,Í2,164.70,
1281,Í3,115.44,
1281,Í4,84.59,
1281,Í7,194.45,
1281,Í9.1,0.00,
1281,Í10.1,2.28,
1281,Í12,0.00,
1282,Í1,20.03,
1282,Í2,96.41,
1282,Í3,105.44,
1282,Í4,77.99,
1282,Í7,133.37,
1282,Í9.1,20.62,
1282,Í10.1,0.33,
1282,Í12,21.03,
1284,Í1,12.11,
1284,Í2,104.20,
1284,Í3,117.28,
1284,Í4,92.93,
1284,Í7,536.03,
1284,Í9.1,0.00,
1284,Í10.1,2.13,
1284,Í12,0.00,
1288,Í1,16.78,
1288,Í2,45.46,
1288,Í3,75.59,
1288,Í4,7.82,
1288,Í7,21.59,
1288,Í9.1,0.00,
1288,Í10.1,1.00,
1288,Í12,0.00,
1291,Í1,38.48,
1291,Í2,56.80,
1291,Í3,116.29,
1291,Í4,67.22,
1291,Í7,96.54,
1291,Í9.1,0.00,
1291,Í10.1,0.60,
1291,Í12,0.00,
1293,Í1,16.47,
1293,Í2,65.72,
1293,Í3,77.12,
1293,Í4,47.71,
1293,Í7,311.14,
1293,Í9.1,0.75,
1293,Í10.1,2.07,
1293,Í12,0.00,
1307,Í1,52.59,
1307,Í2,81.82,
1307,Í3,148.53,
1307,Í4,42.86,
1307,Í7,57.28,
1307,Í9.1,0.00,
1307,Í10.1,0.14,
1307,Í12,0.17,
1309,Í1,40.66,
1309,Í2,112.27,
1309,Í3,103.48,
1309,Í4,39.82,
1309,Í7,30.82,
1309,Í9.1,0.00,
1309,Í10.1,1.25,
1309,Í12,0.00,
1312,Í1,13.88,
1312,Í2,75.78,
1312,Í3,68.88,
1312,Í4,61.38,
1312,Í7,406.34,
1312,Í9.1,0.33,
1312,Í10.1,1.59,
1312,Í12,0.00,
1317,Í1,11.77,
1317,Í2,51.03,
1317,Í3,81.79,
1317,Í4,100.01,
1317,Í7,363.54,
1317,Í9.1,0.00,
1317,Í10.1,0.91,
1317,Í12,0.00,
1319,Í1,12.43,
1319,Í2,73.49,
1319,Í3,94.97,
1319,Í4,50.59,
1319,Í7,439.21,
1319,Í9.1,0.10,
1319,Í10.1,2.02,
1319,Í12,0.00,
1329,Í1,14.23,
1329,Í2,53.60,
1329,Í3,83.82,
1329,Í4,81.58,
1329,Í7,340.86,
1329,Í9.1,0.00,
1329,Í10.1,1.78,
1329,Í12,0.00,
1343,Í1,12.11,
1343,Í2,61.90,
1343,Í3,100.96,
1343,Í4,92.84,
1343,Í7,142.20,
1343,Í9.1,0.00,
1343,Í10.1,1.63,
1343,Í12,1.50,
1352,Í1,28.64,
1352,Í2,88.13,
1352,Í3,126.83,
1352,Í4,30.03,
1352,Í7,79.35,
1352,Í9.1,1.30,
1352,Í10.1,1.36,
1352,Í12,0.00,
1354,Í1,50.01,
1354,Í2,19.76,
1354,Í3,139.15,
1354,Í4,2.97,
1354,Í7,104.14,
1354,Í9.1,0.00,
1354,Í10.1,0.00,
1354,Í12,0.00,
1370,Í1,17.55,
1370,Í2,72.02,
1370,Í3,111.55,
1370,Í4,59.98,
1370,Í7,293.57,
1370,Í9.1,0.00,
1370,Í10.1,0.19,
1370,Í12,0.00,
1376,Í1,17.31,
1376,Í2,75.07,
1376,Í3,97.87,
1376,Í4,53.79,
1376,Í7,194.27,
1376,Í9.1,0.00,
1376,Í10.1,1.35,
1376,Í12,0.00,
1378,Í1,12.98,
1378,Í2,52.48,
1378,Í3,82.63,
1378,Í4,95.32,
1378,Í7,332.59,
1378,Í9.1,0.00,
1378,Í10.1,1.75,
1378,Í12,0.00,
1398,Í1,11.88,
1398,Í2,78.67,
1398,Í3,91.10,
1398,Í4,45.43,
1398,Í7,451.11,
1398,Í9.1,9.87,
1398,Í10.1,1.98,
1398,Í12,0.00,
1399,Í1,16.88,
1399,Í2,26.89,
1399,Í3,81.13,
1399,Í4,74.97,
1399,Í7,360.96,
1399,Í9.1,0.04,
1399,Í10.1,1.68,
1399,Í12,0.00,
1405,Í1,13.68,
1405,Í2,78.65,
1405,Í3,98.67,
1405,Í4,68.79,
1405,Í7,426.95,
1405,Í9.1,11.79,
1405,Í10.1,0.82,
1405,Í12,0.00,
1411,Í1,13.93,
1411,Í2,39.16,
1411,Í3,63.61,
1411,Í4,55.81,
1411,Í7,502.84,
1411,Í9.1,3.03,
1411,Í10.1,1.73,
1411,Í12,0.01,
1414,Í1,12.33,
1414,Í2,125.18,
1414,Í3,258.11,
1414,Í4,65.98,
1414,Í7,436.31,
1414,Í9.1,0.07,
1414,Í10.1,0.98,
1414,Í12,0.00,
1415,Í1,73.45,
1415,Í2,194.77,
1415,Í3,225.37,
1415,Í4,13.56,
1415,Í7,40.25,
1415,Í9.1,0.00,
1415,Í10.1,1.00,
1415,Í12,1.49,
1439,Í1,11.72,
1439,Í2,58.74,
1439,Í3,86.46,
1439,Í4,79.77,
1439,Í7,294.60,
1439,Í9.1,0.04,
1439,Í10.1,1.40,
1439,Í12,1.82,
1441,Í1,34.19,
1441,Í2,69.26,
1441,Í3,189.97,
1441,Í4,13.53,
1441,Í7,218.23,
1441,Í9.1,0.00,
1441,Í10.1,0.85,
1441,Í12,0.00,
1455,Í1,17.45,
1455,Í2,61.69,
1455,Í3,118.10,
1455,Í4,81.01,
1455,Í7,125.18,
1455,Í9.1,0.00,
1455,Í10.1,2.33,
1455,Í12,0.00,
1459,Í1,12.42,
1459,Í2,53.86,
1459,Í3,90.04,
1459,Í4,71.67,
1459,Í7,412.16,
1459,Í9.1,0.00,
1459,Í10.1,1.81,
1459,Í12,0.00,
1460,Í1,11.69,
1460,Í2,81.73,
1460,Í3,113.00,
1460,Í4,88.17,
1460,Í7,20.13,
1460,Í9.1,0.00,
1460,Í10.1,0.87,
1460,Í12,0.00,
1470,Í1,17.23,
1470,Í2,42.63,
1470,Í3,86.38,
1470,Í4,96.87,
1470,Í7,298.61,
1470,Í9.1,2.94,
1470,Í10.1,0.39,
1470,Í12,0.02,
1478,Í1,111.21,
1478,Í2,187.20,
1478,Í3,186.16,
1478,Í4,68.42,
1478,Í7,19.95,
1478,Í9.1,0.00,
1478,Í10.1,0.00,
1478,Í12,0.00,
1481,Í1,14.66,
1481,Í2,54.52,
1481,Í3,77.94,
1481,Í4,91.82,
1481,Í7,131.47,
1481,Í9.1,0.00,
1481,Í10.1,0.93,
1481,Í12,0.69,
1521,Í1,12.16,
1521,Í2,72.68,
1521,Í3,95.29,
1521,Í4,87.79,
1521,Í7,437.20,
1521,Í9.1,0.00,
1521,Í10.1,0.64,
1521,Í12,0.00,
1555,Í1,12.05,
1555,Í2,24.24,
1555,Í3,78.96,
1555,Í4,66.57,
1555,Í7,462.97,
1555,Í9.1,6.02,
1555,Í10.1,0.22,
1555,Í12,0.78,
1557,Í1,10.87,
1557,Í2,46.13,
1557,Í3,162.56,
1557,Í4,46.14,
1557,Í7,80.82,
1557,Í9.1,0.00,
1557,Í10.1,1.94,
1557,Í12,0.00,
1573,Í1,14.96,
1573,Í2,31.29,
1573,Í3,66.88,
1573,Í4,96.79,
1573,Í7,427.67,
1573,Í9.1,7.52,
1573,Í10.1,1.18,
1573,Í12,0.15,
1574,Í1,11.76,
1574,Í2,75.27,
1574,Í3,87.17,
1574,Í4,106.00,
1574,Í7,270.41,
1574,Í9.1,0.00,
1574,Í10.1,1.64,
1574,Í12,0.00,
1581,Í1,10.65,
1581,Í2,30.35,
1581,Í3,82.99,
1581,Í4,80.13,
1581,Í7,393.67,
1581,Í9.1,0.09,
1581,Í10.1,1.00,
1581,Í12,0.00,
1586,Í1,25.02,
1586,Í2,52.63,
1586,Í3,56.20,
1586,Í4,73.69,
1586,Í7,228.25,
1586,Í9.1,19.62,
1586,Í10.1,1.21,
1586,Í12,0.00,
1598,Í1,12.24,
1598,Í2,94.36,
1598,Í3,93.50,
1598,Í4,75.24,
1598,Í7,512.52,
1598,Í9.1,0.00,
1598,Í10.1,1.79,
1598,Í12,0.00,
1608,Í1,17.29,
1608,Í2,76.71,
1608,Í3,99.79,
1608,Í4,52.74,
1608,Í7,289.35,
1608,Í9.1,0.00,
1608,Í10.1,0.94,
1608,Í12,0.00,
1614,Í1,49.78,
1614,Í2,50.96,
1614,Í3,83.76,
1614,Í4,80.07,
1614,Í7,106.60,
1614,Í10.1,0.86,
1616,Í1,16.28,
1616,Í2,56.36,
1616,Í3,109.84,
1616,Í4,89.27,
1616,Í7,358.52,
1616,Í9.1,0.04,
1616,Í10.1,2.39,
1616,Í12,1.03,
1617,Í1,17.08,
1617,Í2,52.45,
1617,Í3,53.88,
1617,Í4,94.52,
1617,Í7,317.42,
1617,Í9.1,14.73,
1617,Í10.1,0.18,
1617,Í12,11.04,
1618,Í1,34.05,
1618,Í10.1,0.00,
1618,Í12,0.00,
1618,Í15,107.19,
1618,Í16,0.00,
1618,Í16.1,0.00,
1618,Í16.2,0.00,
1623,Í1,12.34,
1623,Í2,38.02,
1623,Í3,84.05,
1623,Í4,100.60,
1623,Í7,45.22,
1623,Í9.1,0.00,
1623,Ò1,3775.00,
1623,Ò2,103.00,
1623,Í10.1,1.03,
1623,Í12,0.00,
1623,Í17,136.21,
1623,Í18,103.28,
1623,Í19,0.00,
1626,Í1,11.77,
1626,Í2,135.45,
1626,Í3,85.53,
1626,Í4,98.87,
1626,Í7,552.44,
1626,Í9.1,0.10,
1626,Í10.1,0.49,
1635,Í1,13.20,
1635,Í2,37.07,
1635,Í3,70.37,
1635,Í4,44.21,
1635,Í7,406.54,
1635,Í9.1,0.72,
1635,Í10.1,2.65,
1635,Í12,0.00,
1637,Í1,13.50,
1637,Í2,52.79,
1637,Í3,82.64,
1637,Í4,83.05,
1637,Í7,388.21,
1637,Í9.1,0.01,
1637,Í10.1,1.40,
1637,Í12,0.00,
1639,Í1,34.47,
1639,Í2,71.21,
1639,Í3,73.37,
1639,Í4,72.47,
1639,Í7,126.85,
1639,Í9.1,9.42,
1639,Í10.1,1.16,
1639,Í12,12.44,
1640,Í1,21.98,
1640,Í2,65.61,
1640,Í3,70.86,
1640,Í4,48.97,
1640,Í7,245.34,
1640,Í9.1,0.10,
1640,Í10.1,1.99,
1640,Í12,0.00,
1657,Í1,11.84,
1657,Í2,46.34,
1657,Í3,79.74,
1657,Í4,45.80,
1657,Í7,371.06,
1657,Í9.1,18.08,
1657,Í10.1,2.14,
1657,Í12,0.04,
1659,Í1,12.19,
1659,Í2,48.21,
1659,Í3,68.25,
1659,Í4,50.64,
1659,Í7,355.49,
1659,Í10.1,1.10,
1661,Í1,49.19,
1661,Í2,70.62,
1661,Í3,107.28,
1661,Í4,34.92,
1661,Í7,133.12,
1661,Í9.1,0.18,
1661,Í10.1,1.14,
1661,Í12,0.00,
1663,Í1,64.26,
1663,Í2,30.64,
1663,Í3,980.08,
1663,Í4,0.00,
1663,Í7,0.00,
1663,Í9.1,0.00,
1663,Í10.1,0.00,
1663,Í12,0.00,
1671,Í1,13.91,
1671,Í2,81.70,
1671,Í3,76.81,
1671,Í4,94.39,
1671,Í7,529.53,
1671,Í9.1,0.02,
1671,Í10.1,0.09,
1671,Í12,0.00,
1673,Í1,42.64,
1673,Í2,81.89,
1673,Í3,130.76,
1673,Í4,32.88,
1673,Í7,153.09,
1673,Í9.1,14.34,
1673,Í10.1,1.75,
1673,Í12,0.00,
1675,Í1,28.89,
1675,Í2,77.23,
1675,Í3,106.95,
1675,Í4,69.35,
1675,Í7,87.73,
1675,Í9.1,0.00,
1675,Í10.1,1.68,
1675,Í12,0.00,
1677,Í1,12.39,
1677,Í2,47.72,
1677,Í3,53.47,
1677,Í4,26.59,
1677,Í7,427.41,
1677,Í9.1,1.72,
1677,Í10.1,0.21,
1677,Í12,0.00,
1679,Í1,86.08,
1679,Í2,131.38,
1679,Í3,123.85,
1679,Í4,20.08,
1679,Í7,91.66,
1679,Í9.1,0.00,
1679,Í10.1,0.99,
1679,Í12,0.00,
1680,Í1,33.23,
1680,Í2,82.26,
1680,Í3,69.67,
1680,Í4,76.69,
1680,Í7,160.31,
1680,Í9.1,0.00,
1680,Í10.1,0.00,
1680,Í12,0.00,
1684,Í1,27.57,
1684,Í2,66.08,
1684,Í3,70.91,
1684,Í4,3.34,
1684,Í7,220.97,
1684,Í9.1,0.00,
1684,Í10.1,0.15,
1684,Í12,0.00,
1697,Í1,36.56,
1697,Í2,25.45,
1697,Í3,140.74,
1697,Í4,30.65,
1697,Í7,206.25,
1697,Í9.1,0.00,
1697,Í10.1,0.06,
1697,Í12,0.00,
1701,Í1,20.32,
1701,Í2,55.27,
1701,Í3,84.83,
1701,Í4,85.52,
1701,Í7,235.66,
1701,Í9.1,0.00,
1701,Í10.1,1.15,
1701,Í12,0.00,
1704,Í1,30.57,
1704,Í2,117.60,
1704,Í3,101.55,
1704,Í4,51.12,
1704,Í7,162.93,
1704,Í9.1,0.00,
1704,Í10.1,0.74,
1704,Í12,0.00,
1717,Í1,21.96,
1717,Í2,114.26,
1717,Í3,128.53,
1717,Í4,40.69,
1717,Í7,349.46,
1717,Í9.1,0.00,
1717,Í10.1,0.90,
1717,Í12,0.00,
1720,Í1,11.24,
1720,Í2,46.77,
1720,Í3,114.02,
1720,Í4,63.40,
1720,Í7,338.91,
1720,Í9.1,0.00,
1720,Í10.1,2.15,
1720,Í12,0.16,
1724,Í1,59.61,
1724,Í2,84.77,
1724,Í3,100.24,
1724,Í4,33.51,
1724,Í7,51.62,
1724,Í9.1,2.13,
1724,Í10.1,2.57,
1724,Í12,0.00,
1730,Í1,12.33,
1730,Í2,124.62,
1730,Í3,105.75,
1730,Í4,25.32,
1730,Í7,500.92,
1730,Í9.1,0.00,
1730,Í10.1,0.20,
1730,Í12,0.00,
1734,Í1,37.27,
1734,Í2,68.51,
1734,Í3,103.16,
1734,Í4,50.45,
1734,Í7,143.11,
1734,Í9.1,0.00,
1734,Í10.1,0.65,
1734,Í12,0.00,
1736,Í1,37.31,
1736,Í2,111.56,
1736,Í3,135.87,
1736,Í4,40.11,
1736,Í7,180.24,
1736,Í9.1,0.00,
1736,Í10.1,0.62,
1736,Í12,0.00,
1738,Í1,32.80,
1738,Í2,72.35,
1738,Í3,81.99,
1738,Í4,72.79,
1738,Í7,82.95,
1738,Í9.1,0.00,
1738,Í10.1,2.43,
1738,Í12,0.00,
1743,Í1,14.31,
1743,Í2,48.58,
1743,Í3,99.94,
1743,Í4,76.22,
1743,Í7,504.46,
1743,Í9.1,10.99,
1743,Í10.1,1.76,
1743,Í12,22.98,
1745,Í1,15.64,
1745,Í2,73.07,
1745,Í3,131.26,
1745,Í4,97.28,
1745,Í7,221.83,
1745,Í9.1,0.00,
1745,Í10.1,2.18,
1745,Í12,0.00,
1747,Í1,41.28,
1747,Í2,90.65,
1747,Í3,97.77,
1747,Í4,72.99,
1747,Í7,110.69,
1747,Í9.1,10.08,
1747,Í10.1,2.39,
1747,Í12,0.00,
1751,Í1,11.43,
1751,Í2,54.79,
1751,Í3,64.39,
1751,Í4,76.73,
1751,Í7,529.07,
1751,Í9.1,6.10,
1751,Í10.1,1.42,
1751,Í12,0.00,
1752,Í1,11.21,
1752,Í2,78.54,
1752,Í3,97.49,
1752,Í4,54.45,
1752,Í7,445.85,
1752,Í9.1,4.57,
1752,Í10.1,2.25,
1752,Í12,0.00,
1763,Í1,20.72,
1763,Í2,61.70,
1763,Í3,115.54,
1763,Í4,70.22,
1763,Í7,265.72,
1763,Í9.1,0.00,
1763,Í10.1,2.00,
1763,Í12,0.00,
1765,Í1,21.29,
1765,Í2,48.86,
1765,Í3,77.51,
1765,Í4,92.51,
1765,Í7,65.51,
1765,Í9.1,0.00,
1765,Í10.1,1.47,
1765,Í12,0.00,
1776,Í1,12.20,
1776,Í2,132.66,
1776,Í3,92.05,
1776,Í4,79.29,
1776,Í7,334.74,
1776,Í9.1,0.00,
1776,Í10.1,1.39,
1776,Í12,5.88,
1777,Í1,21.46,
1777,Í2,112.71,
1777,Í3,114.25,
1777,Í4,106.64,
1777,Í7,76.48,
1777,Í9.1,11.78,
1777,Í10.1,0.61,
1777,Í12,0.00,
1781,Í1,15.71,
1781,Í2,71.28,
1781,Í3,97.38,
1781,Í4,93.75,
1781,Í7,384.34,
1781,Í9.1,0.00,
1781,Í10.1,1.98,
1781,Í12,4.08,
1788,Í1,22.12,
1788,Í2,48.90,
1788,Í3,51.11,
1788,Í4,84.68,
1788,Í7,211.66,
1788,Í9.1,0.00,
1788,Í10.1,0.81,
1788,Í12,0.00,
1792,Í1,23.12,
1792,Í2,29.85,
1792,Í3,106.85,
1792,Í4,80.73,
1792,Í7,0.00,
1792,Í9.1,0.00,
1792,Í10.1,0.01,
1792,Í12,0.00,
1794,Í1,23.22,
1794,Í2,42.86,
1794,Í3,76.43,
1794,Í4,92.96,
1794,Í7,220.70,
1794,Í9.1,0.00,
1794,Í10.1,1.19,
1794,Í12,0.00,
1809,Í1,22.33,
1809,Í2,72.98,
1809,Í3,76.50,
1809,Í4,84.59,
1809,Í7,107.74,
1809,Í9.1,0.00,
1809,Í10.1,0.71,
1809,Í12,0.00,
1810,Í1,11.39,
1810,Í2,44.29,
1810,Í3,66.97,
1810,Í4,86.29,
1810,Í7,119.51,
1810,Í9.1,0.00,
1810,Í10.1,2.03,
1810,Í12,0.00,
1812,Í1,16.47,
1812,Í2,23.35,
1812,Í3,837.72,
1812,Í4,0.02,
1812,Í7,698.58,
1812,Í9.1,0.00,
1812,Í10.1,0.13,
1812,Í12,0.00,
1816,Í1,12.39,
1816,Í2,30.78,
1816,Í3,51.51,
1816,Í4,101.02,
1816,Í7,44.08,
1816,Í9.1,0.00,
1816,Í10.1,0.29,
1816,Í12,0.00,
1818,Í1,21.66,
1818,Í2,76.70,
1818,Í3,128.92,
1818,Í4,62.67,
1818,Í7,198.55,
1818,Í9.1,12.81,
1818,Í10.1,2.48,
1818,Í12,0.00,
1829,Í1,43.36,
1829,Í2,207.13,
1829,Í3,163.91,
1829,Í4,29.44,
1829,Í7,34.05,
1829,Í9.1,0.00,
1829,Í10.1,0.17,
1829,Í12,0.00,
1835,Í1,56.19,
1835,Í2,102.62,
1835,Í3,91.46,
1835,Í4,71.20,
1835,Í7,119.07,
1835,Í9.1,0.00,
1835,Í10.1,0.00,
1835,Í12,0.00,
1860,Í1,36.52,
1860,Í2,46.54,
1860,Í3,55.45,
1860,Í4,55.93,
1860,Í7,97.63,
1860,Í9.1,0.00,
1860,Í10.1,0.01,
1860,Í12,0.00,
1868,Í1,85.28,
1868,Í2,107.04,
1868,Í3,116.44,
1868,Í4,5.82,
1868,Í7,91.16,
1868,Í9.1,0.00,
1868,Í10.1,0.00,
1868,Í12,0.00,
1869,Í1,14.94,
1869,Í2,28.59,
1869,Í3,69.00,
1869,Í4,82.59,
1869,Í7,388.60,
1869,Í9.1,0.00,
1869,Í10.1,2.56,
1869,Í12,0.00,
1885,Í1,12.31,
1885,Í2,75.29,
1885,Í3,63.27,
1885,Í4,98.32,
1885,Í7,470.91,
1885,Í9.1,0.19,
1885,Í10.1,0.47,
1885,Í12,0.00,
1896,Í1,21.82,
1896,Í2,75.06,
1896,Í3,72.01,
1896,Í4,59.84,
1896,Í7,152.19,
1896,Í9.1,0.00,
1896,Í10.1,0.79,
1896,Í12,0.00,
1902,Í1,20.52,
1902,Í2,44.97,
1902,Í3,90.71,
1902,Í4,90.58,
1902,Í7,238.15,
1902,Í9.1,0.00,
1902,Í10.1,2.57,
1902,Í12,0.00,
1909,Í1,71.12,
1909,Í2,61.84,
1909,Í3,99.39,
1909,Í4,29.16,
1909,Í7,25.87,
1909,Í9.1,0.00,
1909,Í10.1,0.00,
1909,Í12,0.00,
1910,Í1,36.28,
1910,Í2,64.71,
1910,Í3,68.72,
1910,Í4,97.02,
1910,Í7,35.84,
1910,Í9.1,0.64,
1910,Í10.1,2.40,
1910,Í12,0.00,
1917,Í1,20.62,
1917,Í2,63.49,
1917,Í3,74.67,
1917,Í4,63.01,
1917,Í7,273.60,
1917,Í9.1,0.00,
1917,Í10.1,1.72,
1917,Í12,0.00,
1926,Í1,90.45,
1926,Í2,72.29,
1926,Í3,186.22,
1926,Í4,0.00,
1926,Í7,116.13,
1926,Í9.1,0.00,
1926,Í10.1,0.00,
1926,Í12,0.00,
1927,Í1,17.03,
1927,Í2,45.14,
1927,Í3,183.01,
1927,Í4,27.92,
1927,Í7,407.54,
1927,Í9.1,6.32,
1927,Í10.1,0.36,
