REGN,C1_5
1,10/6/2012
1,10/7/2012
1,10/13/2012
1,10/14/2012
1,10/20/2012
1,10/21/2012
1,10/27/2012
1,10/28/2012
18,10/6/2012
18,10/7/2012
18,10/13/2012
18,10/14/2012
18,10/20/2012
18,10/21/2012
18,10/27/2012
18,10/28/2012
21,10/7/2012
21,10/14/2012
21,10/21/2012
21,10/28/2012
23,10/6/2012
23,10/7/2012
23,10/13/2012
23,10/14/2012
23,10/20/2012
23,10/21/2012
23,10/27/2012
23,10/28/2012
67,10/6/2012
67,10/7/2012
67,10/13/2012
67,10/14/2012
67,10/20/2012
67,10/21/2012
67,10/25/2012
67,10/27/2012
67,10/28/2012
77,10/6/2012
77,10/7/2012
77,10/13/2012
77,10/14/2012
77,10/20/2012
77,10/21/2012
77,10/27/2012
77,10/28/2012
85,10/6/2012
85,10/7/2012
85,10/13/2012
85,10/14/2012
85,10/20/2012
85,10/21/2012
85,10/27/2012
85,10/28/2012
96,10/6/2012
96,10/7/2012
96,10/13/2012
96,10/14/2012
96,10/20/2012
96,10/21/2012
96,10/27/2012
96,10/28/2012
101,10/7/2012
101,10/14/2012
101,10/21/2012
101,10/28/2012
103,10/6/2012
103,10/7/2012
103,10/13/2012
103,10/14/2012
103,10/20/2012
103,10/21/2012
103,10/27/2012
103,10/28/2012
106,10/6/2012
106,10/7/2012
106,10/14/2012
106,10/21/2012
106,10/28/2012
142,10/6/2012
142,10/7/2012
142,10/13/2012
142,10/14/2012
142,10/20/2012
142,10/21/2012
142,10/27/2012
142,10/28/2012
149,10/6/2012
149,10/7/2012
149,10/13/2012
149,10/14/2012
149,10/20/2012
149,10/21/2012
149,10/27/2012
149,10/28/2012
155,10/6/2012
155,10/7/2012
155,10/13/2012
155,10/14/2012
155,10/20/2012
155,10/21/2012
155,10/27/2012
155,10/28/2012
170,10/6/2012
170,10/7/2012
170,10/13/2012
170,10/14/2012
170,10/20/2012
170,10/21/2012
170,10/27/2012
170,10/28/2012
184,10/6/2012
184,10/7/2012
184,10/13/2012
184,10/14/2012
184,10/20/2012
184,10/21/2012
184,10/26/2012
184,10/27/2012
184,10/28/2012
