REGN,C1_4,C2_4,C3_4,C4_4
384,1,Í15,73.48,7/1/2013
384,2,Í15,78.44,7/2/2013
384,3,Í15,77.34,7/3/2013
384,4,Í15,78.31,7/4/2013
384,5,Í15,77.74,7/5/2013
384,6,Í15,79.20,7/6/2013
384,7,Í15,79.32,7/7/2013
384,8,Í15,77.20,7/8/2013
384,9,Í15,78.96,7/9/2013
384,10,Í15,80.01,7/10/2013
384,11,Í15,78.66,7/11/2013
384,12,Í15,78.34,7/12/2013
384,13,Í15,79.26,7/13/2013
384,14,Í15,79.36,7/14/2013
384,15,Í15,77.56,7/15/2013
384,16,Í15,77.40,7/16/2013
384,17,Í15,79.57,7/17/2013
384,18,Í15,76.98,7/18/2013
384,19,Í15,77.31,7/19/2013
384,20,Í15,78.33,7/20/2013
384,21,Í15,78.42,7/21/2013
384,22,Í15,77.01,7/22/2013
384,23,Í15,76.96,7/23/2013
384,24,Í15,76.92,7/24/2013
384,25,Í15,75.69,7/25/2013
384,26,Í15,97.19,7/26/2013
384,27,Í15,97.31,7/27/2013
384,28,Í15,97.32,7/28/2013
2119,1,Í3,49.05,7/30/2013
3000,1,Í10.1,4.04,7/3/2013
3000,2,Í10.1,4.05,7/4/2013
3000,3,Í10.1,4.11,7/5/2013
3000,4,Í10.1,4.10,7/8/2013
3000,5,Í10.1,4.10,7/9/2013
3000,6,Í10.1,4.09,7/10/2013
3000,7,Í10.1,4.53,7/11/2013
3000,8,Í10.1,4.54,7/12/2013
3000,9,Í10.1,4.54,7/15/2013
3000,10,Í10.1,4.58,7/16/2013
3000,11,Í10.1,4.66,7/17/2013
3000,12,Í10.1,4.66,7/18/2013
3000,13,Í10.1,4.64,7/19/2013
3000,14,Í10.1,4.41,7/22/2013
3000,15,Í10.1,4.40,7/23/2013
3000,16,Í10.1,4.17,7/24/2013
3000,17,Í10.1,4.16,7/25/2013
3000,18,Í10.1,4.17,7/26/2013
3000,19,Í10.1,4.19,7/29/2013
3000,20,Í10.1,4.21,7/30/2013
3000,21,Í10.1,3.83,7/31/2013
3324,1,Í1,9.46,7/15/2013
3324,2,Í1,9.51,7/16/2013
3324,3,Í1,9.55,7/17/2013
3324,4,Í1,9.59,7/18/2013
3324,5,Í1,9.52,7/19/2013
3324,6,Í1,9.56,7/20/2013
3324,7,Í1,9.60,7/21/2013
3324,8,Í1,9.64,7/22/2013
3324,9,Í1,9.64,7/23/2013
3324,10,Í1,9.67,7/24/2013
3324,11,Í1,9.66,7/25/2013
3324,12,Í1,9.70,7/26/2013
3324,13,Í1,9.74,7/27/2013
3324,14,Í1,9.78,7/28/2013
3324,15,Í1,9.81,7/29/2013
3324,16,Í1,9.84,7/30/2013
3324,17,Í1,9.45,7/31/2013
3474,1,Í1,8.94,7/1/2013
3474,2,Í1,8.94,7/2/2013
3474,3,Í1,8.95,7/3/2013
3474,4,Í1,9.02,7/4/2013
3474,5,Í1,9.03,7/5/2013
3474,6,Í1,9.04,7/8/2013
3474,7,Í1,9.10,7/9/2013
3474,8,Í1,9.10,7/10/2013
3474,9,Í1,9.17,7/11/2013
3474,10,Í1,9.14,7/12/2013
3474,11,Í1,9.11,7/15/2013
3474,12,Í1,9.13,7/16/2013
3474,13,Í1,9.12,7/17/2013
3474,14,Í1,9.13,7/18/2013
3474,15,Í1,9.17,7/19/2013
3474,16,Í1,9.25,7/22/2013
3474,17,Í1,9.35,7/23/2013
3474,18,Í1,9.34,7/24/2013
3474,19,Í1,9.40,7/25/2013
3474,20,Í1,9.43,7/26/2013
3474,21,Í1,9.59,7/29/2013
3474,22,Í1,9.66,7/30/2013
3474,23,Í1,9.20,7/31/2013
3499,1,Í3,28.70,7/24/2013
3499,2,Í3,29.61,7/25/2013
3499,3,Í3,27.48,7/26/2013
3499,4,Í3,27.47,7/27/2013
3499,5,Í3,28.45,7/29/2013
3499,6,Í3,27.07,7/30/2013
3499,7,Í3,26.16,7/31/2013
