REGN,C1_1,C2_1
1,8808,153965554
1,8809,165354541
1,8810,117341953
1,8811,11458923
1,8812,61679866
1,8813,150266575
1,8814,221839120
1,8815,59328
1,8817,15175719
1,8818,22527786
1,8821,387353
1,8822,2645428
1,8825,7523
1,8826,11061
1,8827,64235
1,8828,96352
1,8829,178718
1,8830,268077
1,8831,9802620
1,8832,10826982
1,8833,518305
1,8834,760345
1,8846,2386732
1,8847,477346
1,8853,1643042
1,8854,33710354
1,8855,37719
1,8856,85569350
1,8857,72378548
1,8902,26391105
1,8909,2316041
1,8910,90522716
1,8911,57563
1,8912,21716869
1,8913,95807
1,8914,902029
1,8918,129291777
1,8919,7742614
1,8921,21716869
1,8922,69900552
1,8925,193704
1,8928,100181
1,8930,101053506
1,8933,5786257
1,8934,1388335
1,8935,5208957
1,8937,1965
1,8938,5429544
1,8941,2086481
1,8942,4825523
1,8945,95155
1,8950,146311
1,8951,5189498
1,8953,133546164
1,8954,33
1,8956,184642
1,8957,237100
1,8959,1865871
1,8960,9355666
1,8962,7371017
1,8964,4379754
1,8969,130000
1,8972,14036912
1,8973,251797
1,8974,1180733
1,8976,4600941
1,8978,138275942
1,8987,18723951
1,8989,107322928
1,8991,64415038
1,8993,91710
1,8994,255480
1,8996,260642237
1,8998,171580338
2,8810,41281
2,8811,4134
2,8812,57044
2,8813,992596
2,8814,1162778
2,8821,14556
2,8822,17330
2,8827,343
2,8828,411
2,8846,5994
2,8847,1199
2,8855,716804
2,8857,705796
2,8909,5994
2,8910,39019
2,8912,15501
2,8914,1250
2,8918,532
2,8921,15501
2,8925,805
2,8926,3838
2,8942,28446
2,8945,10500
2,8953,2437
2,8956,1028116
2,8957,1308263
2,8962,26078
2,8964,7552
2,8989,144195
2,8991,16351
2,8994,16
2,8996,764991
2,8998,1244599
5,8801,103840
5,8808,38429
5,8809,42272
5,8810,83871
5,8812,245906
5,8813,89354
5,8814,134031
5,8821,38191
5,8822,57287
5,8827,56070
5,8828,84105
5,8829,10999
5,8830,16499
5,8831,14538
5,8832,21807
5,8835,146063
5,8836,219095
5,8848,39712
5,8855,7323
5,8856,10193
5,8857,6795
5,8901,181130
5,8910,718757
5,8912,256755
5,8914,362478
5,8916,221
5,8918,2175766
5,8921,207902
5,8925,13085
5,8926,8569
5,8933,178558
5,8941,56355
5,8942,58659
5,8945,439376
5,8950,1468
5,8953,708400
5,8956,18260
5,8957,23571
5,8962,112541
5,8964,299233
5,8972,181130
5,8989,1057675
5,8991,151694
5,8994,3028
5,8996,1473921
5,8998,3163707
18,8801,925621
18,8810,1797657
18,8812,1319150
18,8813,289845
18,8814,434701
18,8821,328960
18,8822,431208
18,8823,6929072
18,8824,10393608
18,8829,2303
18,8830,3454
18,8831,8308
18,8832,11439
18,8851,4450
18,8852,44500
18,8855,105125
18,8857,81682
18,8902,176111
18,8904,605523
18,8909,92518
18,8910,1581897
18,8912,301313
18,8913,43989
18,8914,1350
18,8918,3359063
18,8919,7422
18,8920,7422
18,8921,301313
