"КБ "Гаранти Банк - Москва" (ЗАО)";3275
"ООО КБ "Ноябрьскнефтекомбанк";2274
"КБ "СДМ-БАНК" (ОАО)";1637
"ОАО "ВКБ";1153
"ПАО "БАНК СГБ";2816
ПАО НОКССБАНК;3202
"ЗАО АКБ "Национальный Клиринговый Центр";3466
"ООО КБ "НКБ";2942
"Банк "Кредит-Москва" (ОАО)";5
"ОАО "УРАЛСИБ";2275
"ОАО "НСТ-БАНК";1738
"ЗАО "Уралприватбанк";153
"АО "НДБанк";2374
"КБ "Холдинг-Кредит" ООО";3030
"ОАО Банк "ПСБ";1943
"ЗАО КБ "Квота-банк";2055
Прио-Внешторгбанк (ПАО);212
"ОАО банк "Воронеж";654
"КБ "МФБанк" ООО";3163
"КБ "СОЮЗПРОМБАНК" ООО";2965
"ОАО "Далькомбанк";84
"АО "ДАЛТА-БАНК";142
"АКБ "Радиан" (ОАО)";1675
"АО "Эксперт Банк";2949
"АО "ОТП Банк";2766
"ООО "РУСБС";779
"Банк "РЕСО Кредит" (ОАО)";3450
"ОАО "Консервативный КБ";1087
"ЗАО АКБ "Приобье";537
"КБ "Тульский Расчетный Центр" (ОАО)";3380
"ОАО "Межтопэнергобанк";2956
"ОАО КБ "Синергия";2884
"АКБ "ПРОМИНВЕСТБАНК" (ПАО)";2433
"АКБ "Вятка-банк" ОАО";902
"ОАО "Газнефтьбанк";3223
АО ЕАТПБанк;1765
"ОАО "СЭБ Банк";3235
"МТИ-Банк" (ЗАО)";1052
"ОАО КБ "Торжокуниверсалбанк";933
"ОАО АБ "Народный банк РТ";1309
"ООО "ФЕРРОБАНК";2506
"ПАО РАКБ "МОСКВА";1661
"КБ "Тульский Расчетный Центр" (АО)";3380
"ОАО МАБ "Темпбанк";55
"ООО "КБК-Банк";2571
"АКБ "СОФИЯ" (ЗАО)";2867
"ООО "Банк БКФ";2684
"ООО "Банк Империя";2535
ПАО Ставропольпромстройбанк;1288
"КБ "ЕВРОСТАНДАРТ" (ЗАО)";3200
"КБ "ССтБ" (ООО)";3397
"Банк "Йошкар-Ола" (ОАО)";2802
"КБ "НОВОЕ ВРЕМЯ" (ООО)";3492
"ОАО "Арксбанк";1868
"Муниципальный Камчатпрофитбанк" (ЗАО)";2103
"АКБ "БАНК ХАКАСИИ" (ОАО)";3334
"КБ "Долинск" (ЗАО)";857
"Феникс Капитал Банк" (ООО)";3506
"ПАО АКБ "1БАНК";2896
ТКС Банк (ЗАО);2673
"НКО "МКС" (ООО)";3242
"Соверен Банк" (АО)";3206
"ПАО "Банк "Санкт-Петербург";436
"Банк "МБА-МОСКВА" ООО";3395
"ООО КБ "ГТ банк";665
"ОАО "Банк "Казанский";2888
"ОАО "Заубер Банк";1614
"ЗАО "ЗАТО-банк";3408
"ОАО "Банк "Санкт-Петербург";436
"ООО КБ "РИнгкомбанк";1909
"ЗАО "ПЕРВОУРАЛЬСКБАНК";965
"ООО НКО "Деньги.Мэйл.Ру";3511
"ЗАО "Кавказ-Гелиос" РНКО";1618
"ОАО Банк "АЛЕКСАНДРОВСКИЙ";53
"АКБ "БНКВ" (АО)";2472
"КБ "Метрополь" ООО";1639
"ПАО АКБ "Новация";840
"ОАО "АККОБАНК";1701
"ООО КБ "Еврокапитал-Альянс";2672
"ЗАО "Новый Промышленный Банк";930
"ОАО КБ "Центр-инвест";2225
"ОАО "Рускобанк";138
"АО Банк "Советский";558
"ЗАО АКБ "Хлебобанк";1812
"Гранд Инвест Банк" (ОАО)";3053
"АККСБ "КС БАНК" (ОАО)";1752
"ЗАО КБ "Эксперт Банк";2949
"ПАО "Торжокуниверсалбанк";933
"КБ "МИА" (ОАО)";3344
"ЗАО "М БАНК";948
"ПАО Банк "ФК Открытие";2209
"ОАО "ТЭМБР-БАНК";2764
"ОАО "АМБ Банк";3036
Банк РМП (ПАО);2574
"РНКО "ЦМР" (ООО)";3400
"АКБ "НЗБанк";2944
"ООО КБ "Взаимодействие";1704
"ЗАО "Солид Банк";1329
"ОАО КБ "Великие Луки банк";598
"ПАО КБ "ЯРОСЛАВИЧ";1093
"АКБ "Ресурс-траст" (АО)";3122
"ОАО АБ "КУБАНЬБАНК";430
"Нацинвестпромбанк" (АО)";3077
Банк Экономический Союз (АО);2798
"ОАО КБ "ЮНИСТРИМ";3467
"ПАО "МИнБанк";912
"АКБ "Терра" ЗАО";3476
"Банк "КУБ" (АО)";2584
"Джей энд Ти Банк" (ЗАО)";3061
"АО "Денизбанк Москва";3330
"Русьуниверсалбанк" (ООО)";3293
"Банк "Кредит-Москва" (ПАО)";5
"АО КБ "Ситибанк";2557
"АКБ "ХОВАНСКИЙ" (АО)";2145
"ОАО "УРАЛПРОМБАНК";2964
"ООО "Фольксваген Банк РУС";3500
"ОАО "Донкомбанк";492
"КБ "РОСПРОМБАНК" (ООО)";3204
"АКБ "РосЕвроБанк" (АО)";3137
"ООО КБ "Гефест";1046
"ООО "АЛТЫНБАНК";2070
Банк ГПБ (АО);354
ОАО М2М Прайвет Банк;1414
"ООО "Русский Национальный Банк";469
"ПАО "АКИБАНК";2587
"ЗАО "Сантандер Консьюмер Банк";3052
"АО АКБ "Турбобанк";3203
"ООО КБЭР "Банк Казани";708
"ОАО ГБ "Симбирск";653
"ЗАО "БИНБАНК кредитные карты";2827
"ООО "НКО "Паритет";1860
"ПАО АКБ "РБР";2782
"ОАО АКБ "Пермь";875
"ОАО "Липецккомбанк";1242
"Банк "Смолевич" (ПАО)";1121
"ЗАО "ТРОЙКА-Д БАНК";3431
ОАО НОКССБАНК;3202
"ПАО "Геленджик-Банк";790
"ПАО "НВКбанк";931
"АКБ "СВА" (ОАО)";2768
"НКО "БРИНКС" (ООО)";3486
"АО "Кемсоцинбанк";96
"Банк "Таатта" АО";1249
"АКБ "Новый Кредитный Союз" (ЗАО)";3139
"КБ "КАПИТАЛ-МОСКВА" (ЗАО)";2789
"ОАО "Орелсоцбанк";2921
"НКО "ОРП" (ООО)";3451
"СДМ-Банк" (ПАО)";1637
"АКБ "СТРАТЕГИЯ" (ПАО)";2801
"ОАО АКИБ "КУРГАН";2568
"ООО КБ "Финанс Бизнес Банк";520
"ОАО "Волго-Камский банк";282
"АКБ "Русский Трастовый Банк" (ЗАО)";1139
"ПАО "Совкомбанк";963
"ООО ИКБ "ЛОГОС";3233
ЗАО СтройКомБанк;3050
"ОАО "МСКБ";2722
"ПАО "БыстроБанк";1745
"ОАО Комсоцбанк "Бумеранг";1002
"ООО "Чайнасельхозбанк";3529
"ОАО "ЧЕЛИНДБАНК";485
"ПАО Банк "Онего";2484
"АКБ "БЭНК ОФ ЧАЙНА" (АО)";2309
"ООО "Примтеркомбанк";21
"ОАО БАНК "ПРИОРИТЕТ";3135
"Братский АНКБ" ПАО";1144
"АО КБ "РУСНАРБАНК";3403
"ООО КБ "УЗДАН";2672
"ЗАО "Гринфилдбанк";2711
РНКБ Банк (ПАО);1354
"АО "Кредит Европа Банк";3311
"ПАО "БИНБАНК Сургут";1701
"ООО "БИЗНЕСБАНК";2862
Азия-Инвест Банк (АО);3303
"ОАО "АЛЬФА-БАНК";1326
"ЗАО "ТАТСОЦБАНК";480
"БАНК "РЕЗЕРВ" (ОАО)";2364
"ОАО "БАЛАКОВО-БАНК";444
"ЗАО "ПроБанк";2471
"ПАО "БАЛТИНВЕСТБАНК";3176
"ЗАО АКБ "ИНТЕРПРОМБАНК";3266
"КБ "Траст Капитал Банк" ЗАО";2741
"ПАО "РосДорБанк";1573
"КБ "ВЕТБ" АО";2253
"ООО КБ "Наратбанк";1902
"ОАО АКБ "Пробизнесбанк";2412
"ООО "Джаст Банк";3503
"ОАО Банк "Развитие-Столица";3013
"ПАО КБ "ЕВРОКОММЕРЦ";1777
"ООО КБ "Майма";1037
"Мой Банк" (ООО)";2939
"МКБ "КАЗДАГ Интернешнл" ООО";3173
"ООО банк "Элита";1399
"ООО "РКБ";103
"АКБ "ИРС" (ЗАО)";272
"ЗАО "КБ "СИБЭС";208
"БАНК "МСКБ" (ПАО)";2722
"МПБ "Идельбанк" (ЗАО)";3206
"ООО ИКБ "МЕСЕД";184
"ОАО АКБ "Акцент";696
"ОАО УКБ "Новобанк";1352
"ЗАО НКО "ДКД";3474
"(ЗАО "ЕвроАксис Банк")";3273
ОАО МПБ;2646
"ЗАО "БАНК КРЕДИТ СВИСС (МОСКВА)";2494
"ООО "Внешпромбанк";3261
"ПАО "Великие Луки банк";598
"АО "СМП Банк";3368
"ООО КБ "Объединенный банк развития";3345
"ОАО КБ "СОЦГОРБАНК";1827
"ЗАО КБ "Ситибанк";2557
"ЗАО "КОММЕРЦБАНК (ЕВРАЗИЯ)";3333
"ООО КБ "ДАГДОРБАНК";2922
"ЗАО "Банк Интеза";2216
"КБ "Трансинвестбанк" (ООО)";3238
"ОАО "Таганрогбанк";3136
"АБ "Алданзолотобанк" ОАО";854
"АКБ "ФЬЮЧЕР" (ОАО)";2574
"ООО КБ "Избербаш";2407
"ООО ИКБ "Совкомбанк";963
"ОАО АКБ "ГАЗСТРОЙБАНК";2919
"ОАО "Роял Кредит Банк";783
"РУНЭТБАНК" (ЗАО)";2829
"ООО "Расчетный центр Финансового Дома";3309
"ООО КБ "Центрально-Европейский Банк";2670
"АО "Углеметбанк";2997
"Банк "Таврический" (ОАО)";2304
"ООО КБ "Инстройбанк";2743
"АКБ "ВЕК" (ЗАО)";2299
"Мой Банк. Ипотека" (ОАО)";2436
"АКБ "ЯПЫ КРЕДИ БАНК МОСКВА" (ЗАО)";2555
"ООО КБ "ЭКО-ИНВЕСТ";3116
"КБ "АКРОПОЛЬ" АО";3027
"КБ "Максима" (ООО)";3379
"ПАО АКБ "АВАНГАРД";2879
"ООО РИКБ "Ринвестбанк";3262
"ОАО НДКО "Ричфорд Кредит";3489
"ООО "ПромСервисБанк";1659
"КБ "МЕЖРЕГИОНАЛЬНЫЙ ПОЧТОВЫЙ БАНК" ООО";3171
"ЗАО "НКБ "СЛАВЯНБАНК";804
"ОАО КИБ "ЕВРОАЛЬЯНС";1781
"НКО "Расчетная палата РТС" (ООО)";3335
"КБ "ПРИСКО КАПИТАЛ БАНК";2537
"АМБ Банк" (ПАО)";3036
"ОАО "ТСБ";1250
ТКБ БАНК ПАО;2210
"АО "НК Банк";2755
"АО КБ "РосинтерБанк";226
"АБ "Таатта" ЗАО";1249
"ЗАО "МЕТРОБАНК";2548
"КБ "Байкалкредобанк" (ПАО)";2990
"ОАО "СИАБ";3245
"АКБ "Ноосфера" (ЗАО)";2650
"АО "Тинькофф Банк";2673
"ООО КБ "Обибанк";3185
"АКБ "ЧУВАШКРЕДИТПРОМБАНК" ПАО";1280
"ЗАО "Приполяркомбанк";507
"АКБ "Трансстройбанк" (ЗАО)";2807
"ООО КБ "Профит Банк";3234
"ПАО Банк "АЛЕКСАНДРОВСКИЙ";53
"ЗАО Банк "Советский";558
"РЕГНУМ БАНК" (ООО)";3373
"БАНК ГОРОД" (АО)";2644
"(ЗАО АКБ "Кавказ-Гелиос")";1618
"АКБ "ЧУВАШКРЕДИТПРОМБАНК" ОАО";1280
"ОАО "Социнвестбанк";1132
"НКО "Альтернатива" (ООО)";3452
"ЗАО "ДжиИ Мани Банк";3316
"Банк "Уссури" (АО)";596
"ЗАО "Райффайзенбанк";3292
"АО "ИШБАНК";2867
"Банк Кремлевский" ООО";2905
"ОАО "Флексинвест Банк";3089
"ОАО "Собинбанк";1317
"ЗАО АКБ "Экспресс-кредит";210
"НКО "ИНКАХРАН" (ОАО)";3454
ОАО Новосибирский муниципальный банк;2786
"АО "ИнвестКапиталБанк";2377
"АНКОР БАНК" (АО)";889
"АКБ "Адам Интернэшнл" ОАО.";2232
"ООО КБ "Н-БАНК";3493
"ОАО Банк "ФК Открытие";2209
"ПАО "РГС Банк";3073
"Сетелем Банк" ООО";2168
"АКБ "Ижкомбанк" (ПАО)";646
"АО АКБ "ЦентроКредит";121
"ООО НКО "Рапида";3371
"Интерактивный Банк" (ООО)";3378
"АО Банк "Венец";524
"ОАО РАКБ "МОСКВА";1661
"АКБ "БНКВ" (ЗАО)";2472
"ОАО КБ "СЕВЕРГАЗБАНК";2816
"ООО "УралКапиталБанк";2519
"АБ "АСПЕКТ" (ЗАО)";608
"ЗАО ИКБ "ЕВРОПЕЙСКИЙ";1616
"АКБ "Мосуралбанк" (АО)";2468
"ОАО "И.Д.Е.А. Банк";430
"АКБ "ПЕРЕСВЕТ" (АО)";2110
"ООО НКО "Яндекс.Деньги";3510
"ООО "АБМ Банк";3477
"АО "ГОРБАНК";2982
"ЗАО "Банк "Агророс";2860
ОАО Банк ВТБ;1000
"АО БАНК "Ермак";1809
"ОАО АКБ "Связь-Банк";1470
"СеверСтройБанк" АО";3507
"Муниципальный Камчатпрофитбанк" (АО)";2103
"КБ "МРБ" (ООО)";1059
"ОАО КБ "Спутник";1071
"ЗАО КБ "Мираф-Банк";2244
"АО "РУССТРОЙБАНК";3205
"ЗАО АКБ "ЦентроКредит";121
"НКО "Русское финансовое общество" (ООО)";3427
"АКБ "КОДЕКС" (ОАО)";2746
"ООО НКО "Тор Кредит";3497
"ОАО "ОФК Банк";2270
"АО РНКО "ФБ";3502
"ООО КБ "ТРАСТОВЫЙ БАНК";2780
"АКБ "РУССЛАВБАНК" (ЗАО)";1073
"АКБ "Спурт" (ПАО)";2207
"АО НКО "Сетевая Расчетная Палата";3332
"ПАО "Евразийский банк";969
"ООО "Морган Стэнли Банк";3456
"ПАО "Запсибкомбанк";918
"АКБ "Ланта-Банк" (ЗАО)";1920
"АО "Экономбанк";1319
"НБ "ТРАСТ" (ОАО)";3279
"КБ "Экономикс-Банк" (ООО)";2136
"АО "Промэнергобанк";2728
